21-45-04.871000,------------------------
21-46-32.015000,S 5 	RSSI: 53
21-46-32.020000,[R]: 50 
21-46-32.038000,[R]: 50 
21-46-32.044000,S 5 	RSSI: 53
21-46-32.059000,[R]: 50 
21-46-32.064000,S 5 	RSSI: 53
21-46-32.080000,[R]: 50 
21-46-32.085000,S 5 	RSSI: 53
21-46-32.100000,[R]: 50 
21-46-32.105000,S 5 	RSSI: 53
21-46-32.120000,[R]: 50 
21-46-32.125000,S 5 	RSSI: 53
21-46-32.140000,[R]: 50 
21-46-32.146000,S 5 	RSSI: 54
21-46-32.153000,S 1 	RSSI: 46
21-46-32.161000,[R]: 50 
21-46-32.167000,S 5 	RSSI: 53
21-46-32.171000,S 1 	RSSI: 46
21-46-32.173000,[R]: 0 
21-46-32.182000,[R]: 50 
21-46-32.195000,S 5 	RSSI: 53
21-46-32.198000,[R]: 0 
21-46-32.204000,S 1 	RSSI: 46
21-46-32.206000,[R]: 50 
21-46-32.220000,S 5 	RSSI: 53
21-46-32.224000,[R]: 0 
21-46-32.231000,[R]: 50 
21-46-32.240000,S 5 	RSSI: 53
21-46-32.245000,S 1 	RSSI: 46
21-46-32.249000,[R]: 0 
21-46-32.256000,[R]: 50 
21-46-32.265000,S 1 	RSSI: 46
21-46-32.276000,[R]: 50 
21-46-32.298000,[R]: 50 
21-46-32.299000,S 1 	RSSI: 46
21-46-32.303000,S 1 	RSSI: 46
21-46-32.317000,[R]: 50 
21-46-32.323000,S 1 	RSSI: 46
21-46-32.338000,[R]: 50 
21-46-32.343000,S 1 	RSSI: 47
21-46-32.358000,[R]: 50 
21-46-32.364000,S 1 	RSSI: 47
21-46-32.379000,[R]: 50 
21-46-32.386000,S 1 	RSSI: 47
21-46-32.400000,[R]: 50 
21-46-32.405000,S 1 	RSSI: 47
21-46-32.420000,[R]: 50 
21-46-32.441000,[R]: 50 
21-46-32.450000,S 1 	RSSI: 47
21-46-32.462000,[R]: 50 
21-46-32.471000,S 1 	RSSI: 47
21-46-32.474000,[R]: 0 
21-46-32.480000,S 1 	RSSI: 47
21-46-32.481000,[R]: 50 
21-46-32.499000,S 1 	RSSI: 47
21-46-32.499000,[R]: 0 
21-46-32.503000,S 1 	RSSI: 47
21-46-32.504000,[R]: 0 
21-46-32.507000,S 1 	RSSI: 47
21-46-32.512000,[R]: 50 
21-46-32.524000,[R]: 0 
21-46-32.528000,S 1 	RSSI: 47
21-46-32.531000,[R]: 50 
21-46-32.549000,S 1 	RSSI: 46
21-46-32.549000,[R]: 0 
21-46-32.556000,[R]: 50 
21-46-32.576000,[R]: 50 
21-46-32.597000,[R]: 50 
21-46-32.617000,[R]: 50 
21-46-32.637000,[R]: 50 
21-46-32.658000,[R]: 50 
21-46-32.671000,S 1 	RSSI: 47
21-46-32.678000,[R]: 50 
21-46-32.699000,[R]: 50 
21-46-32.716000,S 1 	RSSI: 47
21-46-32.720000,[R]: 50 
21-46-32.722000,S 4 	RSSI: 44
21-46-32.742000,[R]: 50 
21-46-32.744000,S 4 	RSSI: 44
21-46-32.748000,[R]: 0 
21-46-32.757000,[R]: 50 
21-46-32.765000,S 4 	RSSI: 44
21-46-32.773000,[R]: 0 
21-46-32.783000,[R]: 50 
21-46-32.786000,S 4 	RSSI: 44
21-46-32.799000,[R]: 0 
21-46-32.807000,[R]: 50 
21-46-32.816000,S 4 	RSSI: 44
21-46-32.824000,[R]: 0 
21-46-32.831000,[R]: 50 
21-46-32.841000,S 4 	RSSI: 44
21-46-32.852000,[R]: 50 
21-46-32.864000,S 4 	RSSI: 44
21-46-32.871000,[R]: 50 
21-46-32.892000,[R]: 50 
21-46-32.913000,[R]: 50 
21-46-32.926000,S 4 	RSSI: 44
21-46-32.933000,[R]: 50 
21-46-32.947000,S 4 	RSSI: 44
21-46-32.954000,[R]: 50 
21-46-32.964000,S 5 	RSSI: 54
21-46-32.968000,S 1 	RSSI: 47
21-46-32.975000,[R]: 50 
21-46-32.985000,S 5 	RSSI: 53
21-46-32.989000,S 1 	RSSI: 47
21-46-32.996000,[R]: 50 
21-46-33.005000,S 5 	RSSI: 53
21-46-33.010000,S 1 	RSSI: 47
21-46-33.016000,[R]: 50 
21-46-33.026000,S 5 	RSSI: 53
21-46-33.030000,S 1 	RSSI: 47
21-46-33.037000,[R]: 50 
21-46-33.046000,S 5 	RSSI: 53
21-46-33.051000,S 1 	RSSI: 47
21-46-33.057000,[R]: 50 
21-46-33.071000,S 1 	RSSI: 47
21-46-33.078000,[R]: 50 
21-46-33.092000,S 1 	RSSI: 47
21-46-33.099000,[R]: 50 
21-46-33.112000,S 1 	RSSI: 47
21-46-33.119000,[R]: 50 
21-46-33.123000,[R]: 0 
21-46-33.133000,[R]: 50 
21-46-33.135000,S 1 	RSSI: 47
21-46-33.148000,[R]: 0 
21-46-33.154000,S 1 	RSSI: 47
21-46-33.156000,[R]: 50 
21-46-33.174000,[R]: 0 
21-46-33.181000,[R]: 50 
21-46-33.199000,[R]: 0 
21-46-33.206000,[R]: 50 
21-46-33.219000,S 1 	RSSI: 47
21-46-33.226000,[R]: 50 
21-46-33.239000,S 1 	RSSI: 46
21-46-33.246000,[R]: 50 
21-46-33.259000,S 1 	RSSI: 47
21-46-33.267000,[R]: 50 
21-46-33.288000,[R]: 50 
21-46-33.305000,S 1 	RSSI: 47
21-46-33.308000,[R]: 50 
21-46-33.326000,S 1 	RSSI: 46
21-46-33.329000,[R]: 50 
21-46-33.349000,[R]: 50 
21-46-33.369000,[R]: 50 
21-46-33.373000,[R]: 0 
21-46-33.379000,S 1 	RSSI: 46
21-46-33.382000,[R]: 50 
21-46-33.399000,S 1 	RSSI: 46
21-46-33.400000,[R]: 0 
21-46-33.403000,S 1 	RSSI: 47
21-46-33.407000,[R]: 50 
21-46-33.417000,S 4 	RSSI: 44
21-46-33.423000,[R]: 0 
21-46-33.432000,[R]: 50 
21-46-33.437000,S 4 	RSSI: 44
21-46-33.448000,[R]: 0 
21-46-33.456000,[R]: 50 
21-46-33.466000,S 4 	RSSI: 44
21-46-33.474000,[R]: 0 
21-46-33.481000,[R]: 50 
21-46-33.491000,S 4 	RSSI: 44
21-46-33.499000,[R]: 0 
21-46-33.506000,[R]: 50 
21-46-33.515000,S 4 	RSSI: 44
21-46-33.526000,[R]: 50 
21-46-33.540000,S 4 	RSSI: 44
21-46-33.563000,[R]: 50 
21-46-33.564000,S 4 	RSSI: 44
21-46-33.567000,[R]: 50 
21-46-33.582000,S 4 	RSSI: 44
21-46-33.588000,[R]: 50 
21-46-33.595000,S 5 	RSSI: 53
21-46-33.608000,[R]: 50 
21-46-33.628000,S 5 	RSSI: 53
21-46-33.629000,[R]: 50 
21-46-33.639000,S 5 	RSSI: 53
21-46-33.650000,[R]: 50 
21-46-33.670000,[R]: 50 
21-46-33.680000,S 5 	RSSI: 53
21-46-33.691000,[R]: 50 
21-46-33.711000,[R]: 50 
21-46-33.720000,S 5 	RSSI: 53
21-46-33.732000,[R]: 50 
21-46-33.741000,S 5 	RSSI: 53
21-46-33.745000,S 1 	RSSI: 46
21-46-33.748000,[R]: 0 
21-46-33.756000,[R]: 50 
21-46-33.770000,S 5 	RSSI: 53
21-46-33.774000,S 1 	RSSI: 46
21-46-33.777000,[R]: 50 
21-46-33.790000,S 5 	RSSI: 53
21-46-33.795000,S 1 	RSSI: 46
21-46-33.803000,[R]: 50 
21-46-33.803000,[R]: 0 
21-46-33.804000,S 1 	RSSI: 46
21-46-33.806000,[R]: 50 
21-46-33.819000,S 5 	RSSI: 53
21-46-33.823000,S 1 	RSSI: 46
21-46-33.828000,[R]: 50 
21-46-33.829000,S 1 	RSSI: 46
21-46-33.848000,[R]: 50 
21-46-33.852000,S 1 	RSSI: 46
21-46-33.852000,S 1 	RSSI: 46
21-46-33.867000,[R]: 50 
21-46-33.873000,S 1 	RSSI: 46
21-46-33.877000,S 1 	RSSI: 46
21-46-33.888000,[R]: 50 
21-46-33.898000,S 1 	RSSI: 46
21-46-33.909000,[R]: 50 
21-46-33.918000,S 1 	RSSI: 47
21-46-33.929000,[R]: 50 
21-46-33.939000,S 1 	RSSI: 47
21-46-33.950000,[R]: 50 
21-46-33.963000,S 1 	RSSI: 47
21-46-33.970000,[R]: 50 
21-46-33.983000,S 1 	RSSI: 47
21-46-33.990000,[R]: 50 
21-46-33.998000,[R]: 0 
21-46-34.003000,S 1 	RSSI: 46
21-46-34.007000,[R]: 50 
21-46-34.024000,S 1 	RSSI: 46
21-46-34.027000,[R]: 50 
21-46-34.045000,S 1 	RSSI: 46
21-46-34.048000,[R]: 50 
21-46-34.049000,[R]: 0 
21-46-34.056000,[R]: 50 
21-46-34.074000,[R]: 0 
21-46-34.081000,[R]: 50 
21-46-34.101000,[R]: 50 
21-46-34.118000,S 1 	RSSI: 47
21-46-34.122000,[R]: 50 
21-46-34.139000,S 1 	RSSI: 47
21-46-34.143000,[R]: 50 
21-46-34.160000,S 1 	RSSI: 46
21-46-34.166000,[R]: 50 
21-46-34.180000,S 1 	RSSI: 46
21-46-34.183000,[R]: 50 
21-46-34.203000,[R]: 50 
21-46-34.224000,[R]: 50 
21-46-34.245000,[R]: 50 
21-46-34.248000,[R]: 0 
21-46-34.259000,[R]: 50 
21-46-34.274000,S 1 	RSSI: 47
21-46-34.275000,[R]: 0 
21-46-34.278000,S 1 	RSSI: 47
21-46-34.282000,[R]: 50 
21-46-34.299000,S 1 	RSSI: 47
21-46-34.302000,[R]: 0 
21-46-34.303000,S 1 	RSSI: 47
21-46-34.306000,[R]: 50 
21-46-34.327000,[R]: 50 
21-46-34.347000,[R]: 50 
21-46-34.367000,[R]: 50 
21-46-34.387000,[R]: 50 
21-46-34.408000,[R]: 50 
21-46-34.429000,[R]: 50 
21-46-34.446000,S 1 	RSSI: 46
21-46-34.449000,[R]: 50 
21-46-34.470000,[R]: 50 
21-46-34.473000,[R]: 0 
21-46-34.482000,[R]: 50 
21-46-34.498000,[R]: 0 
21-46-34.506000,[R]: 50 
21-46-34.523000,[R]: 0 
21-46-34.531000,[R]: 50 
21-46-34.543000,S 1 	RSSI: 46
21-46-34.548000,[R]: 0 
21-46-34.552000,S 1 	RSSI: 47
21-46-34.556000,[R]: 50 
21-46-34.558000,S 4 	RSSI: 44
21-46-34.574000,S 1 	RSSI: 47
21-46-34.578000,[R]: 50 
21-46-34.579000,S 4 	RSSI: 44
21-46-34.599000,[R]: 50 
21-46-34.600000,S 4 	RSSI: 44
21-46-34.600000,[R]: 0 
21-46-34.606000,[R]: 50 
21-46-34.615000,S 4 	RSSI: 44
21-46-34.624000,[R]: 0 
21-46-34.631000,[R]: 50 
21-46-34.639000,S 4 	RSSI: 44
21-46-34.645000,S 5 	RSSI: 54
21-46-34.649000,[R]: 0 
21-46-34.656000,[R]: 50 
21-46-34.670000,S 5 	RSSI: 54
21-46-34.674000,S 1 	RSSI: 48
21-46-34.678000,[R]: 50 
21-46-34.690000,S 5 	RSSI: 53
21-46-34.695000,S 1 	RSSI: 48
21-46-34.698000,[R]: 50 
21-46-34.699000,[R]: 0 
21-46-34.704000,S 1 	RSSI: 48
21-46-34.708000,[R]: 50 
21-46-34.724000,S 1 	RSSI: 48
21-46-34.726000,[R]: 50 
21-46-34.727000,S 1 	RSSI: 48
21-46-34.748000,[R]: 50 
21-46-34.753000,S 1 	RSSI: 48
21-46-34.753000,S 1 	RSSI: 48
21-46-34.768000,[R]: 50 
21-46-34.772000,S 1 	RSSI: 48
21-46-34.788000,[R]: 50 
21-46-34.793000,S 1 	RSSI: 47
21-46-34.808000,[R]: 50 
21-46-34.829000,[R]: 50 
21-46-34.837000,S 1 	RSSI: 47
21-46-34.849000,[R]: 50 
21-46-34.858000,S 1 	RSSI: 47
21-46-34.870000,[R]: 50 
21-46-34.879000,S 1 	RSSI: 47
21-46-34.890000,[R]: 50 
21-46-34.911000,[R]: 50 
21-46-34.920000,S 1 	RSSI: 48
21-46-34.923000,[R]: 0 
21-46-34.928000,S 1 	RSSI: 47
21-46-34.931000,[R]: 50 
21-46-34.949000,S 1 	RSSI: 48
21-46-34.950000,[R]: 0 
21-46-34.953000,S 1 	RSSI: 48
21-46-34.956000,[R]: 50 
21-46-34.974000,S 1 	RSSI: 48
21-46-34.975000,[R]: 0 
21-46-34.978000,S 1 	RSSI: 48
21-46-34.981000,[R]: 50 
21-46-35.001000,[R]: 50 
21-46-35.022000,[R]: 50 
21-46-35.042000,[R]: 50 
21-46-35.063000,[R]: 50 
21-46-35.084000,[R]: 50 
21-46-35.103000,[R]: 50 
21-46-35.123000,[R]: 50 
21-46-35.144000,[R]: 50 
21-46-35.148000,[R]: 0 
21-46-35.154000,S 1 	RSSI: 48
21-46-35.156000,[R]: 50 
21-46-35.173000,[R]: 0 
21-46-35.181000,[R]: 50 
21-46-35.199000,[R]: 0 
21-46-35.206000,[R]: 50 
21-46-35.218000,S 1 	RSSI: 48
21-46-35.224000,[R]: 0 
21-46-35.230000,[R]: 50 
21-46-35.240000,S 4 	RSSI: 44
21-46-35.249000,S 1 	RSSI: 48
21-46-35.251000,[R]: 50 
21-46-35.261000,S 4 	RSSI: 44
21-46-35.269000,S 1 	RSSI: 48
21-46-35.272000,[R]: 50 
21-46-35.274000,[R]: 0 
21-46-35.281000,[R]: 50 
21-46-35.290000,S 4 	RSSI: 44
21-46-35.301000,[R]: 50 
21-46-35.315000,S 4 	RSSI: 44
21-46-35.321000,[R]: 50 
21-46-35.335000,S 4 	RSSI: 44
21-46-35.342000,[R]: 50 
21-46-35.355000,S 4 	RSSI: 44
21-46-35.363000,[R]: 50 
21-46-35.369000,S 5 	RSSI: 53
21-46-35.373000,S 1 	RSSI: 48
21-46-35.378000,S 1 	RSSI: 48
21-46-35.386000,[R]: 50 
21-46-35.393000,S 5 	RSSI: 53
21-46-35.398000,S 1 	RSSI: 48
21-46-35.402000,S 1 	RSSI: 48
21-46-35.405000,[R]: 50 
21-46-35.423000,S 1 	RSSI: 48
21-46-35.427000,[R]: 50 
21-46-35.428000,S 1 	RSSI: 48
21-46-35.447000,[R]: 50 
21-46-35.448000,S 1 	RSSI: 48
21-46-35.468000,[R]: 50 
21-46-35.469000,S 1 	RSSI: 48
21-46-35.487000,[R]: 50 
21-46-35.488000,S 1 	RSSI: 48
21-46-35.510000,[R]: 50 
21-46-35.511000,S 1 	RSSI: 48
21-46-35.528000,[R]: 50 
21-46-35.549000,[R]: 50 
21-46-35.569000,[R]: 50 
21-46-35.573000,[R]: 0 
21-46-35.577000,S 1 	RSSI: 48
21-46-35.581000,[R]: 50 
21-46-35.599000,S 1 	RSSI: 48
21-46-35.600000,[R]: 0 
21-46-35.603000,S 1 	RSSI: 48
21-46-35.606000,[R]: 50 
21-46-35.624000,S 1 	RSSI: 47
21-46-35.624000,[R]: 0 
21-46-35.628000,S 1 	RSSI: 48
21-46-35.632000,[R]: 50 
21-46-35.648000,S 1 	RSSI: 47
21-46-35.649000,[R]: 0 
21-46-35.655000,[R]: 50 
21-46-35.673000,S 1 	RSSI: 47
21-46-35.676000,[R]: 50 
21-46-35.696000,[R]: 50 
21-46-35.717000,[R]: 50 
21-46-35.738000,[R]: 50 
21-46-35.758000,[R]: 50 
21-46-35.778000,[R]: 50 
21-46-35.799000,[R]: 50 
21-46-35.819000,[R]: 50 
21-46-35.824000,S 1 	RSSI: 48
21-46-35.840000,[R]: 50 
21-46-35.846000,S 1 	RSSI: 48
21-46-35.848000,S 4 	RSSI: 44
21-46-35.848000,[R]: 0 
21-46-35.856000,[R]: 50 
21-46-35.866000,S 4 	RSSI: 44
21-46-35.877000,[R]: 50 
21-46-35.887000,S 4 	RSSI: 44
21-46-35.898000,[R]: 50 
21-46-35.899000,[R]: 0 
21-46-35.906000,[R]: 50 
21-46-35.915000,S 4 	RSSI: 44
21-46-35.923000,[R]: 0 
21-46-35.931000,[R]: 50 
21-46-35.940000,S 4 	RSSI: 44
21-46-35.948000,[R]: 0 
21-46-35.956000,[R]: 50 
21-46-35.957000,S 5 	RSSI: 55
21-46-35.976000,[R]: 50 
21-46-35.979000,S 1 	RSSI: 48
21-46-35.995000,S 5 	RSSI: 55
21-46-35.999000,[R]: 50 
21-46-35.999000,S 1 	RSSI: 47
21-46-36.019000,[R]: 50 
21-46-36.020000,S 1 	RSSI: 48
21-46-36.024000,[R]: 0 
21-46-36.028000,S 1 	RSSI: 47
21-46-36.031000,[R]: 50 
21-46-36.049000,S 1 	RSSI: 48
21-46-36.053000,[R]: 0 
21-46-36.054000,S 1 	RSSI: 48
21-46-36.056000,[R]: 50 
21-46-36.073000,S 1 	RSSI: 47
21-46-36.074000,[R]: 0 
21-46-36.078000,S 1 	RSSI: 48
21-46-36.081000,[R]: 50 
21-46-36.098000,S 1 	RSSI: 48
21-46-36.101000,[R]: 50 
21-46-36.122000,[R]: 50 
21-46-36.143000,[R]: 50 
21-46-36.147000,S 1 	RSSI: 47
21-46-36.163000,[R]: 50 
21-46-36.168000,S 1 	RSSI: 47
21-46-36.183000,[R]: 50 
21-46-36.188000,S 1 	RSSI: 47
21-46-36.204000,[R]: 50 
21-46-36.209000,S 1 	RSSI: 47
21-46-36.223000,[R]: 50 
21-46-36.244000,[R]: 50 
21-46-36.248000,[R]: 0 
21-46-36.252000,S 1 	RSSI: 47
21-46-36.256000,[R]: 50 
21-46-36.274000,S 1 	RSSI: 47
21-46-36.275000,[R]: 0 
21-46-36.278000,S 1 	RSSI: 47
21-46-36.281000,[R]: 50 
21-46-36.299000,[R]: 0 
21-46-36.306000,[R]: 50 
21-46-36.323000,[R]: 0 
21-46-36.330000,[R]: 50 
21-46-36.332000,S 4 	RSSI: 44
21-46-36.349000,[R]: 0 
21-46-36.356000,[R]: 50 
21-46-36.365000,S 4 	RSSI: 44
21-46-36.374000,[R]: 0 
21-46-36.380000,[R]: 50 
21-46-36.401000,[R]: 50 
21-46-36.414000,S 4 	RSSI: 44
21-46-36.421000,[R]: 50 
21-46-36.435000,S 4 	RSSI: 44
21-46-36.442000,[R]: 50 
21-46-36.455000,S 4 	RSSI: 44
21-46-36.462000,[R]: 50 
21-46-36.476000,S 4 	RSSI: 44
21-46-36.483000,[R]: 50 
21-46-36.496000,S 4 	RSSI: 44
21-46-36.504000,[R]: 50 
21-46-36.518000,S 4 	RSSI: 44
21-46-36.524000,[R]: 50 
21-46-36.537000,S 4 	RSSI: 44
21-46-36.544000,[R]: 50 
21-46-36.548000,[R]: 0 
21-46-36.557000,[R]: 50 
21-46-36.573000,[R]: 0 
21-46-36.581000,[R]: 50 
21-46-36.591000,S 4 	RSSI: 44
21-46-36.595000,S 5 	RSSI: 65
21-46-36.598000,[R]: 0 
21-46-36.606000,[R]: 50 
21-46-36.608000,S 1 	RSSI: 47
21-46-36.616000,S 5 	RSSI: 70
21-46-36.622000,[R]: 0 
21-46-36.629000,S 1 	RSSI: 47
21-46-36.631000,[R]: 50 
21-46-36.645000,S 5 	RSSI: 66
21-46-36.652000,[R]: 50 
21-46-36.665000,S 5 	RSSI: 65
21-46-36.670000,S 1 	RSSI: 47
21-46-36.673000,[R]: 50 
21-46-36.674000,[R]: 0 
21-46-36.678000,S 1 	RSSI: 47
21-46-36.681000,[R]: 50 
21-46-36.699000,S 1 	RSSI: 48
21-46-36.701000,[R]: 50 
21-46-36.719000,S 1 	RSSI: 47
21-46-36.722000,[R]: 50 
21-46-36.723000,[R]: 0 
21-46-36.728000,S 1 	RSSI: 48
21-46-36.730000,[R]: 50 
21-46-36.751000,[R]: 50 
21-46-36.771000,[R]: 50 
21-46-36.792000,[R]: 50 
21-46-36.812000,[R]: 50 
21-46-36.833000,[R]: 50 
21-46-36.853000,[R]: 50 
21-46-36.875000,[R]: 50 
21-46-36.881000,S 1 	RSSI: 47
21-46-36.894000,[R]: 50 
21-46-36.899000,S 1 	RSSI: 47
21-46-36.915000,[R]: 50 
21-46-36.920000,S 1 	RSSI: 47
21-46-36.935000,[R]: 50 
21-46-36.940000,S 1 	RSSI: 47
21-46-36.949000,[R]: 0 
21-46-36.953000,S 1 	RSSI: 47
21-46-36.956000,[R]: 50 
21-46-36.973000,S 1 	RSSI: 47
21-46-36.973000,[R]: 0 
21-46-36.976000,S 1 	RSSI: 47
21-46-36.980000,[R]: 50 
21-46-36.998000,S 1 	RSSI: 47
21-46-37.000000,[R]: 50 
21-46-37.021000,[R]: 50 
21-46-37.042000,[R]: 50 
21-46-37.050000,S 1 	RSSI: 47
21-46-37.063000,[R]: 50 
21-46-37.083000,[R]: 50 
21-46-37.085000,S 4 	RSSI: 44
21-46-37.093000,S 1 	RSSI: 47
21-46-37.104000,[R]: 50 
21-46-37.125000,[R]: 50 
21-46-37.145000,[R]: 50 
21-46-37.166000,[R]: 50 
21-46-37.186000,[R]: 50 
21-46-37.198000,[R]: 0 
21-46-37.207000,[R]: 50 
21-46-37.223000,[R]: 0 
21-46-37.231000,[R]: 50 
21-46-37.241000,S 4 	RSSI: 44
21-46-37.249000,[R]: 0 
21-46-37.256000,[R]: 50 
21-46-37.265000,S 4 	RSSI: 44
21-46-37.273000,[R]: 0 
21-46-37.278000,S 1 	RSSI: 48
21-46-37.281000,[R]: 50 
21-46-37.287000,S 5 	RSSI: 44
21-46-37.299000,S 1 	RSSI: 48
21-46-37.302000,[R]: 50 
21-46-37.307000,S 5 	RSSI: 44
21-46-37.320000,S 1 	RSSI: 48
21-46-37.323000,[R]: 50 
21-46-37.328000,S 1 	RSSI: 48
21-46-37.342000,[R]: 50 
21-46-37.348000,S 1 	RSSI: 48
21-46-37.363000,[R]: 50 
21-46-37.369000,S 1 	RSSI: 48
21-46-37.377000,S 1 	RSSI: 48
21-46-37.384000,[R]: 50 
21-46-37.398000,S 1 	RSSI: 48
21-46-37.402000,S 1 	RSSI: 48
21-46-37.404000,[R]: 50 
21-46-37.422000,S 1 	RSSI: 48
21-46-37.426000,[R]: 50 
21-46-37.445000,[R]: 50 
21-46-37.464000,S 1 	RSSI: 48
21-46-37.466000,[R]: 50 
21-46-37.484000,S 1 	RSSI: 48
21-46-37.488000,[R]: 50 
21-46-37.505000,S 1 	RSSI: 48
21-46-37.510000,[R]: 50 
21-46-37.525000,S 1 	RSSI: 48
21-46-37.528000,[R]: 50 
21-46-37.546000,S 1 	RSSI: 48
21-46-37.548000,[R]: 50 
21-46-37.569000,[R]: 50 
21-46-37.573000,[R]: 0 
21-46-37.578000,S 1 	RSSI: 48
21-46-37.581000,[R]: 50 
21-46-37.599000,S 1 	RSSI: 48
21-46-37.600000,[R]: 0 
21-46-37.603000,S 1 	RSSI: 48
21-46-37.606000,[R]: 50 
21-46-37.624000,S 1 	RSSI: 48
21-46-37.624000,[R]: 0 
21-46-37.627000,S 1 	RSSI: 48
21-46-37.631000,[R]: 50 
21-46-37.651000,[R]: 50 
21-46-37.672000,[R]: 50 
21-46-37.692000,[R]: 50 
21-46-37.713000,[R]: 50 
21-46-37.733000,[R]: 50 
21-46-37.753000,[R]: 50 
21-46-37.771000,S 1 	RSSI: 49
21-46-37.774000,[R]: 50 
21-46-37.791000,S 1 	RSSI: 49
21-46-37.794000,[R]: 50 
21-46-37.798000,[R]: 0 
21-46-37.806000,[R]: 50 
21-46-37.823000,[R]: 0 
21-46-37.831000,[R]: 50 
21-46-37.836000,S 1 	RSSI: 49
21-46-37.848000,[R]: 0 
21-46-37.852000,S 1 	RSSI: 49
21-46-37.856000,[R]: 50 
21-46-37.873000,S 1 	RSSI: 49
21-46-37.873000,[R]: 0 
21-46-37.876000,S 1 	RSSI: 49
21-46-37.880000,[R]: 50 
21-46-37.882000,S 4 	RSSI: 44
21-46-37.899000,S 1 	RSSI: 49
21-46-37.903000,[R]: 50 
21-46-37.904000,S 4 	RSSI: 44
21-46-37.922000,[R]: 50 
21-46-37.923000,[R]: 0 
21-46-37.930000,[R]: 50 
21-46-37.940000,S 4 	RSSI: 44
21-46-37.951000,[R]: 50 
21-46-37.964000,S 4 	RSSI: 44
21-46-37.971000,[R]: 50 
21-46-37.985000,S 4 	RSSI: 44
21-46-37.992000,[R]: 50 
21-46-38.005000,S 4 	RSSI: 44
21-46-38.012000,[R]: 50 
21-46-38.026000,S 4 	RSSI: 44
21-46-38.033000,[R]: 50 
21-46-38.043000,S 5 	RSSI: 44
21-46-38.054000,[R]: 50 
21-46-38.064000,S 5 	RSSI: 44
21-46-38.075000,[R]: 50 
21-46-38.084000,S 5 	RSSI: 44
21-46-38.094000,[R]: 50 
21-46-38.104000,S 5 	RSSI: 44
21-46-38.115000,[R]: 50 
21-46-38.125000,S 5 	RSSI: 44
21-46-38.136000,[R]: 50 
21-46-38.145000,S 5 	RSSI: 44
21-46-38.148000,[R]: 0 
21-46-38.156000,[R]: 50 
21-46-38.166000,S 5 	RSSI: 44
21-46-38.173000,[R]: 0 
21-46-38.181000,[R]: 50 
21-46-38.186000,S 1 	RSSI: 48
21-46-38.194000,S 5 	RSSI: 44
21-46-38.198000,[R]: 0 
21-46-38.203000,S 1 	RSSI: 48
21-46-38.206000,[R]: 50 
21-46-38.219000,S 5 	RSSI: 44
21-46-38.224000,S 1 	RSSI: 48
21-46-38.224000,[R]: 0 
21-46-38.228000,S 1 	RSSI: 48
21-46-38.231000,[R]: 50 
21-46-38.248000,S 1 	RSSI: 48
21-46-38.249000,[R]: 0 
21-46-38.253000,S 1 	RSSI: 48
21-46-38.255000,[R]: 50 
21-46-38.273000,S 1 	RSSI: 48
21-46-38.276000,[R]: 50 
21-46-38.298000,[R]: 50 
21-46-38.299000,S 1 	RSSI: 48
21-46-38.302000,S 1 	RSSI: 48
21-46-38.317000,[R]: 50 
21-46-38.322000,S 1 	RSSI: 48
21-46-38.337000,[R]: 50 
21-46-38.343000,S 1 	RSSI: 49
21-46-38.358000,[R]: 50 
21-46-38.364000,S 1 	RSSI: 50
21-46-38.379000,[R]: 50 
21-46-38.384000,S 1 	RSSI: 50
21-46-38.399000,[R]: 50 
21-46-38.405000,S 1 	RSSI: 50
21-46-38.420000,[R]: 50 
21-46-38.440000,[R]: 50 
21-46-38.448000,[R]: 0 
21-46-38.457000,[R]: 50 
21-46-38.473000,S 1 	RSSI: 48
21-46-38.474000,[R]: 0 
21-46-38.477000,S 1 	RSSI: 48
21-46-38.480000,[R]: 50 
21-46-38.499000,S 1 	RSSI: 48
21-46-38.499000,[R]: 0 
21-46-38.503000,S 1 	RSSI: 48
21-46-38.506000,[R]: 50 
21-46-38.523000,S 1 	RSSI: 48
21-46-38.523000,[R]: 0 
21-46-38.527000,S 1 	RSSI: 48
21-46-38.530000,[R]: 50 
21-46-38.548000,S 1 	RSSI: 48
21-46-38.551000,[R]: 50 
21-46-38.571000,[R]: 50 
21-46-38.592000,[R]: 50 
21-46-38.612000,[R]: 50 
21-46-38.617000,S 1 	RSSI: 48
21-46-38.633000,[R]: 50 
21-46-38.638000,S 1 	RSSI: 48
21-46-38.653000,[R]: 50 
21-46-38.658000,S 1 	RSSI: 48
21-46-38.673000,[R]: 50 
21-46-38.694000,[R]: 50 
21-46-38.698000,[R]: 0 
21-46-38.706000,[R]: 50 
21-46-38.724000,S 1 	RSSI: 48
21-46-38.727000,[R]: 0 
21-46-38.728000,S 1 	RSSI: 48
21-46-38.731000,[R]: 50 
21-46-38.748000,[R]: 0 
21-46-38.756000,[R]: 50 
21-46-38.773000,[R]: 0 
21-46-38.781000,[R]: 50 
21-46-38.791000,S 4 	RSSI: 44
21-46-38.795000,S 1 	RSSI: 48
21-46-38.798000,[R]: 0 
21-46-38.804000,S 1 	RSSI: 48
21-46-38.806000,[R]: 50 
21-46-38.815000,S 4 	RSSI: 44
21-46-38.823000,[R]: 0 
21-46-38.831000,[R]: 50 
21-46-38.840000,S 4 	RSSI: 44
21-46-38.851000,[R]: 50 
21-46-38.864000,S 4 	RSSI: 44
