21-45-04.871000,------------------------
21-46-18.333000,[R]: 50 
21-46-18.350000,[R]: 0 
21-46-18.357000,[R]: 50 
21-46-18.378000,[R]: 50 
21-46-18.398000,[R]: 50 
21-46-18.418000,[R]: 50 
21-46-18.439000,[R]: 50 
21-46-18.460000,[R]: 50 
21-46-18.480000,[R]: 50 
21-46-18.490000,S 5 	RSSI: 44
21-46-18.501000,[R]: 50 
21-46-18.507000,S 4 	RSSI: 44
21-46-18.512000,S 5 	RSSI: 44
21-46-18.522000,[R]: 50 
21-46-18.527000,S 4 	RSSI: 44
21-46-18.531000,S 5 	RSSI: 44
21-46-18.542000,[R]: 50 
21-46-18.548000,S 4 	RSSI: 44
21-46-18.552000,S 5 	RSSI: 44
21-46-18.563000,[R]: 50 
21-46-18.569000,S 4 	RSSI: 44
21-46-18.572000,S 5 	RSSI: 44
21-46-18.583000,[R]: 50 
21-46-18.589000,S 4 	RSSI: 44
21-46-18.593000,S 5 	RSSI: 44
21-46-18.604000,[R]: 50 
21-46-18.609000,S 4 	RSSI: 44
21-46-18.615000,S 5 	RSSI: 44
21-46-18.625000,[R]: 50 
21-46-18.626000,[R]: 0 
21-46-18.633000,[R]: 50 
21-46-18.642000,S 4 	RSSI: 44
21-46-18.646000,S 5 	RSSI: 44
21-46-18.649000,[R]: 0 
21-46-18.656000,[R]: 50 
21-46-18.665000,S 4 	RSSI: 44
21-46-18.670000,S 5 	RSSI: 44
21-46-18.677000,[R]: 50 
21-46-18.690000,S 4 	RSSI: 44
21-46-18.694000,S 5 	RSSI: 44
21-46-18.698000,[R]: 50 
21-46-18.711000,S 4 	RSSI: 44
21-46-18.715000,S 5 	RSSI: 44
21-46-18.719000,[R]: 50 
21-46-18.731000,S 4 	RSSI: 44
21-46-18.739000,[R]: 50 
21-46-18.759000,[R]: 50 
21-46-18.780000,[R]: 50 
21-46-18.800000,[R]: 50 
21-46-18.814000,S 1 	RSSI: 47
21-46-18.821000,[R]: 50 
21-46-18.825000,[R]: 0 
21-46-18.833000,[R]: 50 
21-46-18.850000,[R]: 0 
21-46-18.855000,S 1 	RSSI: 47
21-46-18.858000,[R]: 50 
21-46-18.875000,S 1 	RSSI: 47
21-46-18.878000,[R]: 50 
21-46-18.896000,S 1 	RSSI: 47
21-46-18.899000,[R]: 50 
21-46-18.902000,[R]: 0 
21-46-18.904000,S 1 	RSSI: 48
21-46-18.909000,[R]: 50 
21-46-18.925000,S 1 	RSSI: 47
21-46-18.929000,[R]: 50 
21-46-18.930000,S 1 	RSSI: 47
21-46-18.949000,[R]: 50 
21-46-18.950000,S 1 	RSSI: 47
21-46-18.954000,S 1 	RSSI: 47
21-46-18.969000,[R]: 50 
21-46-18.974000,S 1 	RSSI: 47
21-46-18.989000,[R]: 50 
21-46-18.995000,S 1 	RSSI: 47
21-46-19.010000,[R]: 50 
21-46-19.015000,S 1 	RSSI: 47
21-46-19.030000,[R]: 50 
21-46-19.036000,S 1 	RSSI: 47
21-46-19.050000,[R]: 50 
21-46-19.056000,S 1 	RSSI: 47
21-46-19.071000,[R]: 50 
21-46-19.076000,S 1 	RSSI: 47
21-46-19.092000,[R]: 50 
21-46-19.097000,S 1 	RSSI: 47
21-46-19.112000,[R]: 50 
21-46-19.118000,S 1 	RSSI: 47
21-46-19.125000,[R]: 0 
21-46-19.133000,[R]: 50 
21-46-19.138000,S 1 	RSSI: 47
21-46-19.150000,[R]: 0 
21-46-19.159000,[R]: 50 
21-46-19.159000,S 1 	RSSI: 47
21-46-19.175000,[R]: 0 
21-46-19.182000,[R]: 50 
21-46-19.200000,[R]: 0 
21-46-19.207000,[R]: 50 
21-46-19.225000,[R]: 0 
21-46-19.232000,[R]: 50 
21-46-19.252000,[R]: 50 
21-46-19.273000,[R]: 50 
21-46-19.294000,[R]: 50 
21-46-19.307000,S 1 	RSSI: 47
21-46-19.314000,[R]: 50 
21-46-19.327000,S 1 	RSSI: 47
21-46-19.335000,[R]: 50 
21-46-19.348000,S 1 	RSSI: 47
21-46-19.355000,[R]: 50 
21-46-19.375000,[R]: 50 
21-46-19.395000,[R]: 50 
21-46-19.399000,[R]: 0 
21-46-19.409000,[R]: 50 
21-46-19.424000,[R]: 0 
21-46-19.432000,[R]: 50 
21-46-19.449000,[R]: 0 
21-46-19.456000,[R]: 50 
21-46-19.490000,[R]: 0 
21-46-19.492000,[R]: 50 
21-46-19.493000,S 4 	RSSI: 44
21-46-19.499000,S 5 	RSSI: 44
21-46-19.503000,[R]: 0 
21-46-19.507000,[R]: 50 
21-46-19.520000,S 4 	RSSI: 44
21-46-19.524000,S 5 	RSSI: 44
21-46-19.525000,[R]: 0 
21-46-19.536000,[R]: 50 
21-46-19.541000,S 4 	RSSI: 44
21-46-19.555000,S 5 	RSSI: 44
21-46-19.568000,[R]: 50 
21-46-19.570000,S 4 	RSSI: 44
21-46-19.592000,S 5 	RSSI: 44
21-46-19.620000,[R]: 50 
21-46-19.621000,S 4 	RSSI: 44
21-46-19.622000,S 5 	RSSI: 44
21-46-19.700000,[R]: 50 
21-46-19.701000,S 4 	RSSI: 44
21-46-19.702000,S 5 	RSSI: 44
21-46-19.703000,[R]: 50 
21-46-19.705000,S 4 	RSSI: 44
21-46-19.707000,S 5 	RSSI: 44
21-46-19.709000,[R]: 50 
21-46-19.710000,S 4 	RSSI: 44
21-46-19.712000,S 5 	RSSI: 44
21-46-19.800000,[R]: 50 
21-46-19.802000,S 4 	RSSI: 44
21-46-19.806000,S 5 	RSSI: 44
21-46-19.847000,[R]: 50 
21-46-19.849000,S 5 	RSSI: 44
21-46-19.850000,[R]: 50 
21-46-19.851000,S 5 	RSSI: 44
21-46-19.852000,[R]: 50 
21-46-19.853000,[R]: 0 
21-46-19.854000,[R]: 50 
21-46-19.857000,S 5 	RSSI: 44
21-46-19.934000,[R]: 0 
21-46-19.936000,[R]: 50 
21-46-19.944000,S 5 	RSSI: 44
21-46-19.946000,[R]: 0 
21-46-19.953000,[R]: 50 
21-46-19.954000,[R]: 0 
21-46-19.987000,[R]: 50 
21-46-19.989000,S 1 	RSSI: 47
21-46-19.992000,[R]: 50 
21-46-20.025000,S 1 	RSSI: 47
21-46-20.027000,[R]: 50 
21-46-20.028000,S 1 	RSSI: 48
21-46-20.049000,[R]: 50 
21-46-20.051000,S 1 	RSSI: 47
21-46-20.054000,[R]: 50 
21-46-20.055000,S 1 	RSSI: 47
21-46-20.056000,[R]: 50 
21-46-20.060000,S 1 	RSSI: 47
21-46-20.069000,[R]: 50 
21-46-20.070000,S 1 	RSSI: 47
21-46-20.074000,[R]: 50 
21-46-20.075000,S 1 	RSSI: 47
21-46-20.078000,[R]: 50 
21-46-20.079000,[R]: 0 
21-46-20.089000,[R]: 50 
21-46-20.090000,S 1 	RSSI: 47
21-46-20.100000,[R]: 0 
21-46-20.101000,S 1 	RSSI: 47
21-46-20.110000,[R]: 50 
21-46-20.114000,S 1 	RSSI: 46
21-46-20.119000,[R]: 50 
21-46-20.120000,S 1 	RSSI: 47
21-46-20.125000,[R]: 50 
21-46-20.126000,[R]: 0 
21-46-20.129000,S 1 	RSSI: 47
21-46-20.139000,[R]: 50 
21-46-20.140000,S 1 	RSSI: 47
21-46-20.144000,[R]: 0 
21-46-20.145000,S 1 	RSSI: 47
21-46-20.147000,[R]: 50 
21-46-20.148000,S 1 	RSSI: 47
21-46-20.154000,[R]: 0 
21-46-20.156000,S 1 	RSSI: 47
21-46-20.159000,[R]: 50 
21-46-20.164000,S 1 	RSSI: 47
21-46-20.166000,[R]: 50 
21-46-20.168000,S 1 	RSSI: 47
21-46-20.173000,[R]: 50 
21-46-20.176000,[R]: 50 
21-46-20.188000,[R]: 50 
21-46-20.214000,[R]: 50 
21-46-20.230000,[R]: 50 
21-46-20.243000,[R]: 0 
21-46-20.247000,S 1 	RSSI: 47
21-46-20.250000,[R]: 50 
21-46-20.274000,[R]: 0 
21-46-20.280000,S 1 	RSSI: 47
21-46-20.283000,[R]: 50 
21-46-20.300000,S 1 	RSSI: 47
21-46-20.304000,[R]: 50 
21-46-20.321000,S 1 	RSSI: 47
21-46-20.324000,[R]: 50 
21-46-20.325000,[R]: 0 
21-46-20.332000,[R]: 50 
21-46-20.350000,[R]: 0 
21-46-20.357000,[R]: 50 
21-46-20.377000,[R]: 50 
21-46-20.398000,[R]: 50 
21-46-20.418000,[R]: 50 
21-46-20.439000,[R]: 50 
21-46-20.459000,[R]: 50 
21-46-20.476000,S 1 	RSSI: 47
21-46-20.481000,[R]: 50 
21-46-20.500000,[R]: 50 
21-46-20.520000,[R]: 50 
21-46-20.524000,[R]: 0 
21-46-20.532000,[R]: 50 
21-46-20.549000,[R]: 0 
21-46-20.557000,[R]: 50 
21-46-20.567000,S 4 	RSSI: 44
21-46-20.572000,S 5 	RSSI: 44
21-46-20.574000,[R]: 0 
21-46-20.580000,S 1 	RSSI: 47
21-46-20.583000,[R]: 50 
21-46-20.593000,S 5 	RSSI: 44
21-46-20.599000,[R]: 0 
21-46-20.608000,[R]: 50 
21-46-20.622000,S 5 	RSSI: 44
21-46-20.622000,S 1 	RSSI: 47
21-46-20.624000,[R]: 0 
21-46-20.634000,[R]: 50 
21-46-20.649000,[R]: 0 
21-46-20.654000,S 1 	RSSI: 47
21-46-20.657000,[R]: 50 
21-46-20.675000,S 1 	RSSI: 47
21-46-20.678000,[R]: 50 
21-46-20.696000,S 1 	RSSI: 47
21-46-20.698000,[R]: 50 
21-46-20.702000,[R]: 0 
21-46-20.704000,S 1 	RSSI: 47
21-46-20.707000,[R]: 50 
21-46-20.725000,S 1 	RSSI: 47
21-46-20.729000,[R]: 50 
21-46-20.730000,S 1 	RSSI: 47
21-46-20.749000,[R]: 50 
21-46-20.750000,S 1 	RSSI: 47
21-46-20.753000,S 1 	RSSI: 48
21-46-20.769000,[R]: 50 
21-46-20.774000,S 1 	RSSI: 47
21-46-20.789000,[R]: 50 
21-46-20.795000,S 1 	RSSI: 47
21-46-20.810000,[R]: 50 
21-46-20.815000,S 1 	RSSI: 47
21-46-20.830000,[R]: 50 
21-46-20.836000,S 1 	RSSI: 47
21-46-20.851000,[R]: 50 
21-46-20.857000,S 1 	RSSI: 48
21-46-20.871000,[R]: 50 
21-46-20.877000,S 1 	RSSI: 47
21-46-20.891000,[R]: 50 
21-46-20.913000,[R]: 50 
21-46-20.926000,S 1 	RSSI: 47
21-46-20.933000,[R]: 50 
21-46-20.946000,S 1 	RSSI: 47
21-46-20.949000,[R]: 0 
21-46-20.957000,S 1 	RSSI: 47
21-46-20.958000,[R]: 50 
21-46-20.975000,S 1 	RSSI: 47
21-46-20.976000,[R]: 0 
21-46-20.979000,S 1 	RSSI: 47
21-46-20.989000,[R]: 50 
21-46-21.000000,S 1 	RSSI: 47
21-46-21.002000,[R]: 50 
21-46-21.020000,S 1 	RSSI: 47
21-46-21.023000,[R]: 50 
21-46-21.028000,S 1 	RSSI: 47
21-46-21.043000,[R]: 50 
21-46-21.064000,[R]: 50 
21-46-21.084000,[R]: 50 
21-46-21.105000,[R]: 50 
21-46-21.125000,[R]: 50 
21-46-21.146000,[R]: 50 
21-46-21.150000,S 1 	RSSI: 47
21-46-21.167000,[R]: 50 
21-46-21.171000,S 1 	RSSI: 47
21-46-21.175000,[R]: 0 
21-46-21.180000,S 1 	RSSI: 47
21-46-21.185000,[R]: 50 
21-46-21.200000,S 1 	RSSI: 47
21-46-21.201000,[R]: 0 
21-46-21.204000,S 1 	RSSI: 47
21-46-21.208000,[R]: 50 
21-46-21.225000,[R]: 0 
21-46-21.232000,[R]: 50 
21-46-21.252000,[R]: 50 
21-46-21.272000,[R]: 50 
21-46-21.293000,[R]: 50 
21-46-21.313000,[R]: 50 
21-46-21.334000,[R]: 50 
21-46-21.354000,[R]: 50 
21-46-21.375000,[R]: 50 
21-46-21.395000,[R]: 50 
21-46-21.400000,[R]: 0 
21-46-21.405000,S 1 	RSSI: 47
21-46-21.408000,[R]: 50 
21-46-21.424000,[R]: 0 
21-46-21.432000,[R]: 50 
21-46-21.450000,[R]: 0 
21-46-21.457000,[R]: 50 
21-46-21.477000,[R]: 50 
21-46-21.498000,[R]: 50 
21-46-21.520000,[R]: 50 
21-46-21.539000,[R]: 50 
21-46-21.552000,S 1 	RSSI: 47
21-46-21.559000,[R]: 50 
21-46-21.580000,[R]: 50 
21-46-21.600000,[R]: 50 
21-46-21.621000,[R]: 50 
21-46-21.625000,[R]: 0 
21-46-21.633000,[R]: 50 
21-46-21.653000,[R]: 50 
21-46-21.673000,[R]: 50 
21-46-21.674000,[R]: 0 
21-46-21.682000,[R]: 50 
21-46-21.700000,[R]: 0 
21-46-21.706000,[R]: 50 
21-46-21.727000,[R]: 50 
21-46-21.741000,S 4 	RSSI: 44
21-46-21.746000,S 5 	RSSI: 44
21-46-21.749000,[R]: 50 
21-46-21.762000,S 4 	RSSI: 44
21-46-21.770000,[R]: 50 
21-46-21.771000,S 5 	RSSI: 44
21-46-21.789000,[R]: 50 
21-46-21.806000,S 5 	RSSI: 44
21-46-21.810000,[R]: 50 
21-46-21.819000,S 5 	RSSI: 44
21-46-21.831000,[R]: 50 
21-46-21.840000,S 5 	RSSI: 44
21-46-21.851000,[R]: 50 
21-46-21.860000,S 5 	RSSI: 44
21-46-21.871000,[R]: 50 
21-46-21.881000,S 5 	RSSI: 44
21-46-21.892000,[R]: 50 
21-46-21.901000,S 5 	RSSI: 44
21-46-21.913000,[R]: 50 
21-46-21.922000,S 5 	RSSI: 44
21-46-21.925000,[R]: 0 
21-46-21.933000,[R]: 50 
21-46-21.942000,S 5 	RSSI: 44
21-46-21.950000,[R]: 0 
21-46-21.954000,S 1 	RSSI: 47
21-46-21.958000,[R]: 50 
21-46-21.971000,S 5 	RSSI: 44
21-46-21.975000,S 1 	RSSI: 47
21-46-21.977000,[R]: 0 
21-46-21.983000,S 1 	RSSI: 47
21-46-21.984000,[R]: 50 
21-46-21.996000,S 5 	RSSI: 44
21-46-22.000000,S 1 	RSSI: 47
21-46-22.001000,[R]: 0 
21-46-22.004000,S 1 	RSSI: 47
21-46-22.010000,[R]: 50 
21-46-22.019000,S 5 	RSSI: 44
21-46-22.024000,S 1 	RSSI: 47
21-46-22.027000,[R]: 50 
21-46-22.039000,S 5 	RSSI: 44
21-46-22.048000,[R]: 50 
21-46-22.053000,S 1 	RSSI: 47
21-46-22.068000,[R]: 50 
21-46-22.073000,S 1 	RSSI: 47
21-46-22.085000,[R]: 0 
21-46-22.094000,[R]: 50 
21-46-22.098000,S 1 	RSSI: 47
21-46-22.102000,[R]: 0 
21-46-22.106000,S 1 	RSSI: 47
21-46-22.113000,[R]: 50 
21-46-22.174000,[R]: 0 
21-46-22.183000,[R]: 50 
21-46-22.199000,[R]: 0 
21-46-22.209000,[R]: 50 
21-46-22.225000,[R]: 0 
21-46-22.232000,[R]: 50 
21-46-22.250000,[R]: 0 
21-46-22.257000,[R]: 50 
21-46-22.277000,[R]: 50 
21-46-22.298000,[R]: 50 
21-46-22.318000,[R]: 50 
21-46-22.339000,[R]: 50 
21-46-22.347000,S 1 	RSSI: 47
21-46-22.359000,[R]: 50 
21-46-22.368000,S 1 	RSSI: 47
21-46-22.380000,[R]: 50 
21-46-22.388000,S 1 	RSSI: 47
21-46-22.399000,[R]: 50 
21-46-22.420000,[R]: 50 
21-46-22.424000,[R]: 0 
21-46-22.430000,S 1 	RSSI: 47
21-46-22.432000,[R]: 50 
21-46-22.450000,S 1 	RSSI: 47
21-46-22.453000,[R]: 50 
21-46-22.471000,S 1 	RSSI: 47
21-46-22.474000,[R]: 50 
21-46-22.475000,[R]: 0 
21-46-22.479000,S 1 	RSSI: 47
21-46-22.482000,[R]: 50 
21-46-22.500000,S 1 	RSSI: 47
21-46-22.502000,[R]: 0 
21-46-22.504000,S 1 	RSSI: 47
21-46-22.509000,[R]: 50 
21-46-22.525000,S 1 	RSSI: 47
21-46-22.525000,[R]: 0 
21-46-22.529000,S 1 	RSSI: 47
21-46-22.535000,[R]: 50 
21-46-22.549000,S 1 	RSSI: 47
21-46-22.553000,[R]: 50 
21-46-22.573000,[R]: 50 
21-46-22.594000,[R]: 50 
21-46-22.597000,S 1 	RSSI: 48
21-46-22.615000,[R]: 50 
21-46-22.616000,S 1 	RSSI: 47
21-46-22.636000,[R]: 50 
21-46-22.638000,S 1 	RSSI: 47
21-46-22.654000,[R]: 50 
21-46-22.675000,[R]: 50 
21-46-22.696000,[R]: 50 
21-46-22.699000,[R]: 0 
21-46-22.706000,S 1 	RSSI: 47
21-46-22.708000,[R]: 50 
21-46-22.725000,S 1 	RSSI: 48
21-46-22.728000,[R]: 50 
21-46-22.746000,S 1 	RSSI: 47
21-46-22.749000,[R]: 50 
21-46-22.756000,[R]: 0 
21-46-22.761000,S 1 	RSSI: 47
21-46-22.764000,[R]: 50 
21-46-22.774000,[R]: 0 
21-46-22.781000,[R]: 50 
21-46-22.801000,[R]: 50 
21-46-22.822000,[R]: 50 
21-46-22.840000,S 1 	RSSI: 47
21-46-22.843000,[R]: 50 
21-46-22.863000,[R]: 50 
21-46-22.885000,[R]: 50 
21-46-22.904000,[R]: 50 
21-46-22.925000,[R]: 50 
21-46-22.945000,[R]: 50 
21-46-22.949000,[R]: 0 
21-46-22.954000,S 1 	RSSI: 47
21-46-22.958000,[R]: 50 
21-46-22.975000,S 1 	RSSI: 47
21-46-22.976000,[R]: 0 
21-46-22.979000,S 1 	RSSI: 47
21-46-22.985000,[R]: 50 
21-46-23.000000,[R]: 0 
21-46-23.007000,[R]: 50 
21-46-23.025000,[R]: 0 
21-46-23.032000,[R]: 50 
21-46-23.042000,S 4 	RSSI: 44
21-46-23.050000,[R]: 0 
21-46-23.057000,[R]: 50 
21-46-23.064000,S 5 	RSSI: 44
21-46-23.070000,S 4 	RSSI: 44
21-46-23.075000,[R]: 0 
21-46-23.082000,[R]: 50 
21-46-23.090000,S 1 	RSSI: 47
21-46-23.096000,S 5 	RSSI: 44
21-46-23.101000,[R]: 0 
21-46-23.105000,S 1 	RSSI: 47
21-46-23.114000,[R]: 50 
21-46-23.120000,S 5 	RSSI: 44
21-46-23.125000,S 1 	RSSI: 47
21-46-23.130000,[R]: 50 
21-46-23.132000,S 1 	RSSI: 47
21-46-23.150000,[R]: 50 
21-46-23.150000,S 1 	RSSI: 47
21-46-23.152000,[R]: 0 
21-46-23.156000,S 1 	RSSI: 47
21-46-23.157000,[R]: 50 
21-46-23.174000,S 1 	RSSI: 47
21-46-23.178000,[R]: 0 
21-46-23.182000,S 1 	RSSI: 47
21-46-23.183000,[R]: 50 
21-46-23.199000,S 1 	RSSI: 47
21-46-23.202000,[R]: 50 
21-46-23.223000,[R]: 50 
21-46-23.243000,[R]: 50 
21-46-23.265000,[R]: 50 
21-46-23.270000,S 1 	RSSI: 47
21-46-23.285000,[R]: 50 
21-46-23.286000,S 1 	RSSI: 47
21-46-23.306000,[R]: 50 
21-46-23.307000,S 1 	RSSI: 47
21-46-23.326000,[R]: 50 
21-46-23.327000,S 1 	RSSI: 47
21-46-23.347000,[R]: 50 
21-46-23.349000,[R]: 0 
21-46-23.358000,[R]: 50 
21-46-23.375000,S 1 	RSSI: 47
21-46-23.378000,[R]: 50 
21-46-23.396000,S 1 	RSSI: 47
21-46-23.399000,[R]: 50 
21-46-23.407000,[R]: 0 
21-46-23.409000,S 1 	RSSI: 47
21-46-23.418000,[R]: 50 
21-46-23.425000,S 1 	RSSI: 47
21-46-23.430000,[R]: 0 
21-46-23.435000,S 1 	RSSI: 47
21-46-23.437000,[R]: 50 
21-46-23.449000,S 1 	RSSI: 47
21-46-23.450000,[R]: 0 
21-46-23.453000,S 1 	RSSI: 47
21-46-23.457000,[R]: 50 
21-46-23.474000,S 1 	RSSI: 47
21-46-23.477000,[R]: 50 
21-46-23.498000,[R]: 50 
21-46-23.522000,[R]: 50 
21-46-23.569000,[R]: 50 
21-46-23.570000,[R]: 50 
21-46-23.579000,[R]: 50 
21-46-23.600000,[R]: 50 
21-46-23.620000,[R]: 50 
21-46-23.624000,[R]: 0 
21-46-23.632000,[R]: 50 
21-46-23.647000,S 4 	RSSI: 44
21-46-23.649000,[R]: 0 
21-46-23.655000,S 5 	RSSI: 44
21-46-23.658000,[R]: 50 
21-46-23.665000,S 1 	RSSI: 47
21-46-23.676000,S 5 	RSSI: 44
21-46-23.679000,[R]: 50 
21-46-23.685000,S 1 	RSSI: 47
21-46-23.697000,S 5 	RSSI: 44
21-46-23.700000,[R]: 50 
21-46-23.705000,S 1 	RSSI: 47
21-46-23.717000,S 5 	RSSI: 44
21-46-23.720000,[R]: 50 
21-46-23.724000,[R]: 0 
21-46-23.733000,[R]: 50 
21-46-23.746000,S 5 	RSSI: 44
21-46-23.748000,S 1 	RSSI: 47
21-46-23.750000,[R]: 0 
21-46-23.757000,[R]: 50 
21-46-23.768000,S 1 	RSSI: 47
21-46-23.774000,[R]: 0 
21-46-23.780000,S 1 	RSSI: 47
21-46-23.784000,[R]: 50 
21-46-23.800000,S 1 	RSSI: 47
21-46-23.803000,[R]: 50 
21-46-23.821000,S 1 	RSSI: 47
21-46-23.824000,[R]: 50 
21-46-23.825000,[R]: 0 
21-46-23.829000,S 1 	RSSI: 47
21-46-23.833000,[R]: 50 
21-46-23.850000,S 1 	RSSI: 47
21-46-23.853000,[R]: 50 
21-46-23.854000,S 1 	RSSI: 47
21-46-23.874000,[R]: 50 
21-46-23.881000,S 1 	RSSI: 47
21-46-23.885000,S 1 	RSSI: 47
21-46-23.893000,[R]: 50 
21-46-23.898000,S 1 	RSSI: 47
21-46-23.902000,S 1 	RSSI: 47
21-46-23.914000,[R]: 50 
21-46-23.923000,S 1 	RSSI: 47
21-46-23.934000,[R]: 50 
21-46-23.938000,[R]: 0 
21-46-23.944000,S 1 	RSSI: 47
21-46-23.947000,[R]: 50 
21-46-23.965000,S 1 	RSSI: 47
21-46-24.024000,[R]: 0 
21-46-24.033000,[R]: 50 
21-46-24.050000,S 1 	RSSI: 47
21-46-24.053000,[R]: 50 
21-46-24.071000,S 1 	RSSI: 47
21-46-24.074000,[R]: 50 
21-46-24.075000,[R]: 0 
21-46-24.079000,S 1 	RSSI: 47
21-46-24.082000,[R]: 50 
21-46-24.100000,S 1 	RSSI: 47
21-46-24.101000,[R]: 0 
21-46-24.104000,S 1 	RSSI: 47
21-46-24.107000,[R]: 50 
21-46-24.124000,S 1 	RSSI: 47
21-46-24.127000,[R]: 50 
21-46-24.148000,[R]: 50 
21-46-24.168000,[R]: 50 
21-46-24.189000,[R]: 50 
21-46-24.209000,[R]: 50 
21-46-24.222000,S 1 	RSSI: 47
21-46-24.230000,[R]: 50 
21-46-24.243000,S 1 	RSSI: 47
21-46-24.250000,[R]: 50 
21-46-24.270000,[R]: 50 
21-46-24.273000,[R]: 0 
21-46-24.282000,[R]: 50 
21-46-24.298000,[R]: 0 
21-46-24.307000,[R]: 50 
21-46-24.325000,[R]: 0 
21-46-24.332000,[R]: 50 
21-46-24.349000,S 1 	RSSI: 47
21-46-24.349000,[R]: 0 
21-46-24.354000,S 4 	RSSI: 44
21-46-24.357000,[R]: 50 
21-46-24.367000,S 5 	RSSI: 44
21-46-24.376000,S 4 	RSSI: 44
21-46-24.376000,S 1 	RSSI: 47
21-46-24.379000,[R]: 50 
21-46-24.388000,S 5 	RSSI: 44
21-46-24.396000,S 1 	RSSI: 47
21-46-24.399000,[R]: 50 
21-46-24.400000,[R]: 0 
21-46-24.406000,S 1 	RSSI: 47
21-46-24.407000,[R]: 50 
21-46-24.421000,S 5 	RSSI: 44
21-46-24.425000,S 1 	RSSI: 47
21-46-24.429000,[R]: 50 
21-46-24.441000,S 5 	RSSI: 44
21-46-24.446000,S 1 	RSSI: 47
21-46-24.452000,[R]: 50 
21-46-24.453000,[R]: 0 
21-46-24.458000,S 1 	RSSI: 47
21-46-24.463000,[R]: 50 
21-46-24.470000,S 5 	RSSI: 44
21-46-24.477000,S 1 	RSSI: 47
21-46-24.478000,[R]: 50 
21-46-24.492000,S 1 	RSSI: 47
21-46-24.494000,S 5 	RSSI: 44
21-46-24.504000,[R]: 50 
21-46-24.505000,S 1 	RSSI: 47
21-46-24.507000,S 1 	RSSI: 47
21-46-24.524000,[R]: 50 
21-46-24.525000,S 1 	RSSI: 47
21-46-24.530000,S 1 	RSSI: 47
21-46-24.539000,[R]: 50 
21-46-24.548000,S 1 	RSSI: 47
21-46-24.601000,[R]: 50 
21-46-24.602000,S 1 	RSSI: 47
21-46-24.603000,[R]: 50 
21-46-24.630000,S 1 	RSSI: 47
21-46-24.631000,[R]: 50 
21-46-24.634000,S 1 	RSSI: 47
21-46-24.637000,[R]: 50 
21-46-24.639000,S 1 	RSSI: 47
21-46-24.643000,[R]: 50 
21-46-24.651000,S 1 	RSSI: 47
21-46-24.662000,[R]: 50 
21-46-24.674000,S 1 	RSSI: 47
21-46-24.675000,[R]: 0 
21-46-24.686000,[R]: 50 
21-46-24.699000,[R]: 0 
21-46-24.707000,[R]: 50 
21-46-24.716000,S 1 	RSSI: 47
21-46-24.724000,[R]: 0 
21-46-24.729000,S 1 	RSSI: 47
21-46-24.732000,[R]: 50 
21-46-24.749000,S 1 	RSSI: 46
21-46-24.750000,[R]: 0 
21-46-24.754000,S 1 	RSSI: 47
21-46-24.765000,[R]: 50 
21-46-24.774000,S 1 	RSSI: 48
21-46-24.777000,[R]: 50 
21-46-24.797000,[R]: 50 
21-46-24.818000,[R]: 50 
21-46-24.840000,[R]: 50 
21-46-24.841000,S 1 	RSSI: 47
21-46-24.859000,[R]: 50 
21-46-24.879000,[R]: 50 
21-46-24.900000,[R]: 50 
21-46-24.920000,[R]: 50 
21-46-24.924000,[R]: 0 
21-46-24.935000,[R]: 50 
21-46-24.942000,S 1 	RSSI: 47
21-46-24.949000,[R]: 0 
21-46-24.954000,S 1 	RSSI: 47
21-46-24.957000,[R]: 50 
21-46-24.975000,[R]: 0 
21-46-24.982000,[R]: 50 
21-46-25.000000,S 1 	RSSI: 47
21-46-25.001000,[R]: 0 
21-46-25.006000,[R]: 50 
21-46-25.023000,S 1 	RSSI: 47
21-46-25.026000,[R]: 50 
21-46-25.047000,[R]: 50 
21-46-25.068000,[R]: 50 
21-46-25.088000,[R]: 50 
21-46-25.109000,[R]: 50 
21-46-25.126000,S 1 	RSSI: 47
21-46-25.129000,[R]: 50 
21-46-25.148000,S 1 	RSSI: 47
21-46-25.154000,[R]: 50 
21-46-25.156000,S 4 	RSSI: 44
21-46-25.165000,S 5 	RSSI: 44
21-46-25.170000,S 1 	RSSI: 47
21-46-25.172000,[R]: 50 
21-46-25.187000,S 5 	RSSI: 44
21-46-25.200000,S 1 	RSSI: 47
21-46-25.201000,[R]: 50 
21-46-25.206000,S 5 	RSSI: 44
21-46-25.210000,S 1 	RSSI: 47
21-46-25.215000,[R]: 50 
21-46-25.226000,S 5 	RSSI: 44
21-46-25.231000,S 1 	RSSI: 47
21-46-25.234000,[R]: 50 
21-46-25.247000,S 5 	RSSI: 44
21-46-25.251000,S 1 	RSSI: 47
21-46-25.254000,[R]: 50 
21-46-25.267000,S 5 	RSSI: 44
21-46-25.272000,S 1 	RSSI: 47
21-46-25.275000,[R]: 50 
21-46-25.293000,S 1 	RSSI: 47
21-46-25.295000,[R]: 50 
21-46-25.302000,[R]: 0 
21-46-25.308000,[R]: 50 
21-46-25.314000,S 1 	RSSI: 47
21-46-25.324000,[R]: 0 
21-46-25.334000,[R]: 50 
21-46-25.334000,S 1 	RSSI: 47
21-46-25.349000,[R]: 0 
21-46-25.355000,S 1 	RSSI: 47
21-46-25.357000,[R]: 50 
21-46-25.375000,S 1 	RSSI: 47
21-46-25.378000,[R]: 50 
21-46-25.395000,S 1 	RSSI: 47
21-46-25.397000,[R]: 50 
