23-18-15.625,"""Scanner enabled\r\n""" 
23-21-21.393,0 0 0 0 0 0 0 0
23-21-21.394,51 0 61 0 0 0 0 44
23-21-21.395,0 0 0 0 0 0 0 0
23-21-21.400,"0 0 0 0 0 0 0 0""1 45"""
23-21-21.401,"2 46"""
23-21-21.401,"3 57"""
23-21-21.402,"4 51"""
23-21-21.402,"6 51"""
23-21-21.403,"7 58"""
23-21-21.403,"8 51"""
23-21-21.404,"1 45"""
23-21-21.404, 0 0 0 0 0 0 0 49
23-21-21.405,47 0 0 0 0 0 44 44
23-21-21.405,0 0 0 0 0 0 0 0
23-21-21.406,60 44 0 0 0 0 0 44
23-21-21.411,0 0 0 0 0 0 0 0
23-21-21.412,50 44 62 44 0 0 0 0
23-21-21.413,45 0 0 0 0 0 0 0
23-21-21.413,"0 0 0 0 0""2 46"""
23-21-21.414,"4 51"""
23-21-21.414,"3 57"""
23-21-21.415,"7 57"""
23-21-21.415,"6 51"""
23-21-21.416,"8 51"""
23-21-21.416,"1 45"""
23-21-21.417,"2 46"""
23-21-21.417, 0 0 0 0 0 0 0 0
23-21-21.418,47 0 0 0 0 0 44 44
23-21-21.418,0 0 0 0 0 0 0 0
23-21-21.419,0 0 0 0 0 0 0 0
23-21-21.425,0 0 0 0 0 0 0 0
23-21-21.427,50 0 64 44 0 0 44 44
23-21-21.427,46 0 0 0 0 0 0 44
23-21-21.428,"0 0 0 0 0 0""3 56"""
23-21-21.433,"7 57"""
23-21-21.434,"6 51"""
23-21-21.435,"8 51"""
23-21-21.435,"1 45"""
23-21-21.436,"4 51"""
23-21-21.437,"3 56"""
23-21-21.437, 0 0 0 0 0 0 0 0
23-21-21.438,0 0 0 0 0 0 0 0
23-21-21.438,68 44 0 0 0 0 44 45
23-21-21.439,60 44 0 0 0 0 44 44
23-21-21.439,0 0 0 0 0 0 0 0
23-21-21.441,49 44 66 44 0 0 44 44
23-21-21.453,46 44 0 0 0 0 0 44
23-21-21.454,"48 0""1 45"""
23-21-21.458,"7 55"""
23-21-21.464,"2 46"""
23-21-21.466,"6 51"""
23-21-21.473,"4 51"""
23-21-21.474,"3 56"""
23-21-21.478,"1 45"""
23-21-21.480, 0 0 0 0 0 0 0 0
23-21-21.488,0 0 0 0 0 0 0 0
23-21-21.497,69 44 0 0 0 0 44 0
23-21-21.498,59 44 44 0 0 0 44 0
23-21-21.498,0 0 0 0 0 0 0 0
23-21-21.499,0 0 71 44 0 0 44 0
23-21-21.499,0 0 0 0 0 0 0 0
23-21-21.500,"0 0 0 0 0 0""6 51"""
23-21-21.500,"4 51"""
23-21-21.500,"1 45"""
23-21-21.501,"7 56"""
23-21-21.502,"2 46"""
23-21-21.503,"6 53"""
23-21-21.513, 0 0 0 0 0 0 0 0
23-21-21.514,48 0 0 0 0 0 0 0
23-21-21.514,0 0 0 0 0 0 0 0
23-21-21.515,58 44 44 0 0 0 44 0
23-21-21.516,0 0 0 0 0 0 0 0
23-21-21.516,0 0 0 44 0 0 44 0
23-21-21.517,46 44 0 0 0 0 0 0
23-21-21.518,"0 0 0 0 0 0 ""4 51"""
23-21-21.525,"1 45"""
23-21-21.526,"6 51"""
23-21-21.527,"2 46"""
23-21-21.528,"7 56"""
23-21-21.528, 0 0 0 0 0 0 0 0
23-21-21.529,48 0 0 0 0 0 0 0
23-21-21.530,0 0 0 0 0 0 0 0
23-21-21.536,0 44 44 0 0 0 44 0
23-21-21.536,0 0 0 0 0 0 0 0
23-21-21.537,0 0 0 44 0 0 0 44
23-21-21.538,46 44 0 0 0 0 0 0
23-21-21.539,"0 0 0 0 0 0 0""1 45"""
23-21-21.539,"4 51"""
23-21-21.540,"2 46"""
23-21-21.540,"1 45"""
23-21-21.541, 0 0 0 0 0 49 0 0
23-21-21.541,48 0 0 0 0 0 0 0
23-21-21.541,0 0 0 0 0 0 0 0
23-21-21.542,0 0 0 0 0 0 44 0
23-21-21.543,0 0 0 0 0 0 0 0
23-21-21.555,0 0 0 0 0 0 0 0
23-21-21.555,0 0 0 0 0 0 0 0
23-21-21.556,0 0 0 0 0 0 0 0
23-21-21.556,"""4 51"""
23-21-21.557,"2 46"""
23-21-21.557,"6 51"""
23-21-21.558,"7 58"""
23-21-21.559,"1 45"""
23-21-21.560,"4 51"""
23-21-21.560, 0 0 0 59 0 51 46 0
23-21-21.561,0 0 0 0 0 0 0 0
23-21-21.561,0 0 0 0 0 0 0 0
23-21-21.562,0 0 0 0 0 0 44 0
23-21-21.563,0 0 0 0 0 0 0 0
23-21-21.564,0 0 0 0 0 0 0 0
23-21-21.573,0 0 0 0 0 0 0 0
23-21-21.573,0 0 0 0 0 0 0 0
23-21-21.575,"1 45"""
23-21-21.578,"3 56"""
23-21-21.579,"4 51"""
23-21-21.587,"8 51"""
23-21-21.587,"6 51"""
23-21-21.588,"2 46"""
23-21-21.589,"1 45"""
23-21-21.589, 0 0 0 0 0 0 0 0
23-21-21.590,48 0 44 0 0 0 44 44
23-21-21.590,0 0 0 0 0 0 0 0
23-21-21.591,59 0 44 0 0 0 0 0
23-21-21.593,0 0 0 0 0 0 0 0
23-21-21.603,50 0 62 0 0 0 0 44
23-21-21.603,0 0 0 0 0 0 0 0
23-21-21.604,"51 0 46 0 0 ""3 56"""
23-21-21.604,"2 46"""
23-21-21.605,"4 51"""
23-21-21.605,"7 60"""
23-21-21.606,"1 45"""
23-21-21.609,"8 51"""
23-21-21.610,"3 56"""
23-21-21.617, 0 0 65 0 0 0 0 0
23-21-21.618,48 0 44 0 0 0 0 44
23-21-21.619,65 0 0 0 0 0 0 0
23-21-21.620,60 44 44 0 0 0 0 44
23-21-21.620,0 0 0 0 0 0 0 0
23-21-21.621,0 0 0 0 0 0 0 0
23-21-21.622,46 44 44 0 0 0 0 44
23-21-21.624,"50 0 45 ""2 46"""
23-21-21.629,"4 51"""
23-21-21.630,"7 59"""
23-21-21.631,"1 45"""
23-21-21.631,"6 51"""
23-21-21.633,"8 51"""
23-21-21.634,"3 56"""
23-21-21.634,"2 46"""
23-21-21.635, 0 0 0 0 0 0 0 0
23-21-21.636,48 0 44 0 0 0 0 0
23-21-21.637,65 0 0 0 0 0 0 0
23-21-21.639,0 0 0 0 0 0 0 0
23-21-21.639,0 0 0 0 0 0 0 0
23-21-21.640,0 0 0 44 0 0 44 44
23-21-21.644,46 44 44 0 0 0 0 44
23-21-21.645,"51 0 45 0 0""7 59"""
23-21-21.654,"1 45"""
23-21-21.655,"6 51"""
23-21-21.656,"8 51"""
23-21-21.657,"3 56"""
23-21-21.666,"4 51"""
23-21-21.666, 0 0 0 0 0 0 0 0
23-21-21.667,0 0 0 0 0 0 0 0
23-21-21.667,65 0 0 0 0 0 0 0
23-21-21.668,0 44 44 0 0 0 44 44
23-21-21.669,0 0 0 0 0 0 0 0
23-21-21.670,0 44 0 44 0 0 44 44
23-21-21.670,45 44 44 0 0 0 0 44
23-21-21.671,"50 44 45""1 45"""
23-21-21.672,"7 60"""
23-21-21.672,"2 46"""
23-21-21.682,"6 51"""
23-21-21.682,"3 56"""
23-21-21.683,"4 51"""
23-21-21.688,"8 51"""
23-21-21.689,"1 45"""
23-21-21.691, 0 0 0 0 0 0 0 0
23-21-21.693,0 0 0 0 0 0 0 0
23-21-21.695,0 0 0 0 0 0 0 0
23-21-21.695,0 44 44 0 0 0 44 0
23-21-21.696,0 0 0 0 0 0 0 0
23-21-21.702,0 0 0 44 0 0 0 44
23-21-21.703,0 0 0 0 0 0 0 0
23-21-21.704,"50 44 45 0 0 0 0""6 51"""
23-21-21.705,"3 56"""
23-21-21.706,"4 51"""
23-21-21.707,"8 51"""
23-21-21.707,"1 45"""
23-21-21.719,"2 46"""
23-21-21.719,"6 51"""
23-21-21.723, 0 0 0 60 0 50 0 50
23-21-21.724,0 0 44 0 0 0 0 0
23-21-21.725,0 0 0 0 0 0 0 0
23-21-21.725,0 0 0 0 0 0 44 44
23-21-21.726,0 0 0 0 0 0 0 0
23-21-21.727,0 0 0 44 0 0 0 44
23-21-21.727,0 0 0 0 0 0 0 0
23-21-21.736,"50 0 45 0 0 0""4 51"""
23-21-21.746,"8 51"""
23-21-21.748,"6 51"""
23-21-21.749,"7 60"""
23-21-21.750,"1 45"""
23-21-21.754,"2 46"""
23-21-21.761,"3 56"""
23-21-21.762, 0 48 0 0 0 0 0 0
23-21-21.762,0 0 44 0 0 0 0 0
23-21-21.763,0 0 0 0 0 0 0 0
23-21-21.764,0 0 0 0 0 0 0 0
23-21-21.764,0 0 0 0 0 0 0 0
23-21-21.765,0 0 0 44 0 0 0 44
23-21-21.765,0 44 44 0 0 0 0 44
23-21-21.766,"0 44 45 0 0 0 ""4 51"""
23-21-21.767,"8 51"""
23-21-21.768,"3 56"""
23-21-21.768,"7 60"""
23-21-21.769,"6 51"""
23-21-21.769,"4 51"""
23-21-21.787, 0 0 0 0 0 0 0 0
23-21-21.788,0 0 0 0 0 0 0 0
23-21-21.789,0 0 0 0 0 0 0 0
23-21-21.789,0 0 0 0 0 0 44 44
23-21-21.790,0 0 0 0 0 0 0 0
23-21-21.791,0 0 0 44 0 0 44 44
23-21-21.791,45 44 0 0 0 0 0 44
23-21-21.792,"0 0 45 0 0 0 ""8 51"""
23-21-21.793,"1 45"""
23-21-21.793,"2 46"""
23-21-21.799,"7 60"""
23-21-21.800,"3 56"""
23-21-21.801,"6 51"""
23-21-21.802,"4 51"""
23-21-21.803,"8 51"""
23-21-21.804,"1 45"""
23-21-21.804, 0 48 66 0 0 0 0 0
23-21-21.805,0 0 0 0 0 0 0 0
23-21-21.806,0 0 0 0 0 0 0 0
23-21-21.807,0 0 0 0 0 0 44 44
23-21-21.807,0 0 0 0 0 0 0 0
23-21-21.818,0 0 0 44 0 0 44 44
23-21-21.819,0 44 0 0 0 0 0 44
23-21-21.819,"50 44 0 0 0 ""7 60"""
23-21-21.820,"3 56"""
23-21-21.820,"6 51"""
23-21-21.821,"4 51"""
23-21-21.822,"8 51"""
23-21-21.822,"1 45"""
23-21-21.824,"2 46"""
23-21-21.826,"3 56"""
23-21-21.832, 0 0 62 60 0 50 0 50
23-21-21.836,0 0 44 0 0 0 0 0
23-21-21.837,0 0 0 0 0 58 0 0
23-21-21.837,0 0 0 0 0 0 44 44
23-21-21.838,0 0 0 0 0 0 0 0
23-21-21.841,0 0 0 0 0 0 0 0
23-21-21.842,0 0 0 0 0 0 0 0
23-21-21.842,"50 0 0 0 0 0 ""1 45"""
23-21-21.843,"4 51"""
23-21-21.843,"6 51"""
23-21-21.844,"7 60"""
23-21-21.845,"3 56"""
23-21-21.847,"8 51"""
23-21-21.855,"1 45"""
23-21-21.855, 0 0 0 0 0 0 45 50
23-21-21.856,0 0 0 0 0 0 0 0
23-21-21.858,0 0 0 0 0 58 0 0
23-21-21.859,60 0 0 0 0 0 44 44
23-21-21.860,0 0 0 0 0 0 0 0
23-21-21.861,51 0 0 44 0 0 44 44
23-21-21.861,0 0 0 0 0 0 0 0
23-21-21.865,"0 44 0 0 0 ""4 52"""
23-21-21.867,"3 56"""
23-21-21.871,"2 46"""
23-21-21.874,"7 60"""
23-21-21.875,"6 51"""
23-21-21.883,"8 51"""
23-21-21.884,"1 45"""
23-21-21.884, 0 0 0 0 0 0 0 50
23-21-21.885,0 0 44 0 0 0 0 0
23-21-21.886,0 0 0 0 0 0 0 0
23-21-21.887,60 0 0 0 0 0 44 44
23-21-21.887,0 0 0 0 0 0 0 0
23-21-21.888,51 0 0 44 0 0 44 44
23-21-21.888,0 0 0 0 0 0 0 44
23-21-21.889,"0 44 0 0 0 ""4 51"""
23-21-21.890,"2 46"""
23-21-21.890,"3 57"""
23-21-21.891,"7 61"""
23-21-21.906,"6 51"""
23-21-21.910,"8 51"""
23-21-21.911,"1 45"""
23-21-21.913, 0 0 0 0 0 0 0 0
23-21-21.913,0 0 0 0 0 0 0 0
23-21-21.916,0 0 0 0 0 0 0 0
23-21-21.917,0 0 0 0 0 0 0 0
23-21-21.918,0 0 0 0 0 0 0 0
23-21-21.918,51 0 0 44 0 0 44 44
23-21-21.919,45 0 0 0 0 0 0 44
23-21-21.920,"0 0 0 0 0 0 0 0""2 46"""
23-21-21.920,"1 45"""
23-21-21.921,"3 57"""
23-21-21.921,"7 61"""
23-21-21.922,"6 51"""
23-21-21.923,"4 51"""
23-21-21.928,"8 51"""
23-21-21.938,"2 46"""
23-21-21.939,"1 45"""
23-21-21.940,"3 57"""
23-21-21.946, 0 0 0 0 0 0 0 0
23-21-21.949,0 0 0 44 0 0 44 44
23-21-21.951,0 44 0 44 0 57 0 0
23-21-21.952,62 0 0 0 0 0 44 0
23-21-21.953,0 0 0 0 0 0 0 0
23-21-21.954,0 44 0 44 0 0 44 44
23-21-21.955,0 0 0 0 0 0 0 0
23-21-21.956,"49 0 0 0 ""6 51"""
23-21-21.956,"2 46"""
23-21-21.971,"4 51"""
23-21-21.972,"7 62"""
23-21-21.973,"3 57"""
23-21-21.973,"8 51"""
23-21-21.974,"6 51"""
23-21-21.983, 0 0 0 0 0 0 0 0
23-21-21.984,0 0 0 0 0 0 0 0
23-21-21.984,0 0 0 44 0 57 44 0
23-21-21.985,0 44 0 0 0 0 44 44
23-21-21.986,0 0 0 0 0 0 0 0
23-21-21.987,51 44 0 44 0 0 44 44
23-21-21.987,0 44 0 0 0 0 0 0
23-21-21.988,"49 0 0 0 ""4 52"""
23-21-21.995,"7 60"""
23-21-22.004,"3 57"""
23-21-22.004,"8 51"""
23-21-22.005,"6 51"""
23-21-22.006,"2 46"""
23-21-22.023, 0 0 0 0 0 0 0 0
23-21-22.024,0 0 0 0 0 0 0 44
23-21-22.026,0 0 0 44 0 57 44 0
23-21-22.026,61 44 0 0 0 0 44 0
23-21-22.029,0 0 0 0 0 0 0 0
23-21-22.029,0 44 0 44 0 0 44 44
23-21-22.030,0 44 0 0 0 0 0 44
23-21-22.030,"0 0 0 0 ""4 52"""
23-21-22.031,"3 57"""
23-21-22.039,"7 60"""
23-21-22.040,"1 45"""
23-21-22.041,"2 46"""
23-21-22.048,"4 52"""
23-21-22.063, 0 48 0 0 0 0 46 0
23-21-22.071,0 0 0 0 0 0 0 44
23-21-22.072,0 0 0 0 0 0 0 0
23-21-22.073,0 44 0 0 0 0 44 0
23-21-22.073,0 0 0 0 0 0 0 0
23-21-22.075,0 0 0 0 0 0 0 0
23-21-22.075,0 0 0 0 0 0 0 0
23-21-22.077,"0 0 0 0 0 0 0 0""3 57"""
23-21-22.077,"7 60"""
23-21-22.078,"6 51"""
23-21-22.078,"2 46"""
23-21-22.086,"4 52"""
23-21-22.091,"3 57"""
23-21-22.093,"7 60"""
23-21-22.105, 0 0 0 0 0 0 0 0
23-21-22.117,0 0 0 0 0 0 0 0
23-21-22.122,0 44 0 44 0 57 44 45
23-21-22.138,0 44 0 0 0 0 44 44
23-21-22.139,0 0 0 0 0 0 0 0
23-21-22.139,0 44 0 44 0 0 44 44
23-21-22.141,0 44 0 0 0 0 0 44
23-21-22.147,"0 0 0 0""1 45"""
23-21-22.147,"2 46"""
23-21-22.148,"6 52"""
23-21-22.148,"4 52"""
23-21-22.149,"7 60"""
23-21-22.149,"3 57"""
23-21-22.163,"1 45"""
23-21-22.164, 0 48 0 0 0 0 0 0
23-21-22.165,0 0 0 0 0 0 0 0
23-21-22.166,0 0 0 44 0 57 44 0
23-21-22.167,61 44 0 0 0 0 44 0
23-21-22.168,0 0 0 0 0 0 0 0
23-21-22.168,0 0 0 44 0 0 44 44
23-21-22.169,45 44 0 0 0 0 0 0
23-21-22.170,"0 0 0 0 0""6 51"""
23-21-22.170,"4 52"""
23-21-22.174,"7 60"""
23-21-22.175,"3 57"""
23-21-22.177,"8 51"""
23-21-22.177,"1 45"""
23-21-22.178,"2 46"""
23-21-22.178,"6 51"""
23-21-22.185, 0 0 0 0 0 0 0 0
23-21-22.195,47 0 0 0 0 0 0 0
23-21-22.196,0 0 0 44 0 56 44 0
23-21-22.197,0 0 0 0 0 0 0 0
23-21-22.198,0 0 0 0 0 0 0 0
23-21-22.198,0 0 0 44 0 0 44 44
23-21-22.199,45 44 0 0 0 0 0 44
23-21-22.203,"49 44 0 0 0""3 57"""
23-21-22.206,"8 51"""
23-21-22.216,"1 45"""
23-21-22.216,"6 51"""
23-21-22.217,"2 46"""
23-21-22.222, 0 0 0 0 0 0 0 0
23-21-22.223,47 0 0 0 0 0 0 0
23-21-22.226,0 0 0 0 0 0 0 0
23-21-22.226,0 0 0 0 0 0 0 0
23-21-22.227,0 0 0 0 0 0 0 0
23-21-22.227,0 0 56 44 0 0 44 44
23-21-22.228,0 0 0 0 0 0 0 44
23-21-22.230,"48 44 0 0 0 0 0""3 57"""
23-21-22.233,"7 60"""
23-21-22.233,"8 51"""
23-21-22.236,"1 45"""
23-21-22.237,"6 51"""
23-21-22.238,"2 46"""
23-21-22.252,"3 57"""
23-21-22.262,"7 60"""
23-21-22.266, 0 0 0 0 0 0 0 0
23-21-22.266,47 0 0 0 0 0 0 0
23-21-22.267,0 44 0 44 0 0 44 45
23-21-22.267,0 44 0 0 0 0 44 44
23-21-22.268,0 0 0 0 0 0 0 0
23-21-22.269,0 0 56 44 0 0 44 44
23-21-22.273,45 44 0 0 0 0 0 44
23-21-22.274,"48 44 ""4 52"""
23-21-22.274,"8 51"""
23-21-22.275,"1 45"""
23-21-22.276,"2 46"""
23-21-22.276,"6 51"""
23-21-22.287,"3 57"""
23-21-22.289,"4 52"""
23-21-22.290,"8 51"""
23-21-22.291,"1 45"""
23-21-22.303, 0 0 0 0 0 0 0 0
23-21-22.304,0 0 0 0 0 0 0 0
23-21-22.305,0 0 0 44 0 0 44 45
23-21-22.305,0 44 0 0 0 0 44 44
23-21-22.307,0 0 0 0 0 0 0 0
23-21-22.312,0 0 56 44 0 0 0 44
23-21-22.312,0 0 0 0 0 0 0 0
23-21-22.313,"48 44 0 0 0 ""6 51"""
23-21-22.318,"3 57"""
23-21-22.322,"4 52"""
23-21-22.323,"8 51"""
23-21-22.325,"1 46"""
23-21-22.327,"2 46"""
23-21-22.329,"6 51"""
23-21-22.345, 0 0 0 62 0 51 0 0
23-21-22.346,0 0 0 0 0 0 0 0
23-21-22.349,0 0 0 44 0 0 0 45
23-21-22.350,0 0 0 0 0 0 0 44
23-21-22.351,0 0 0 0 0 0 0 0
23-21-22.352,0 0 0 44 0 0 0 44
23-21-22.355,0 0 0 0 0 0 0 0
23-21-22.355,"0 44 0 0 0 0 0""1 45"""
23-21-22.356,"3 58"""
23-21-22.356,"4 52"""
23-21-22.357,"8 51"""
23-21-22.358,"6 51"""
23-21-22.359,"2 46"""
23-21-22.362,"7 60"""
23-21-22.370,"1 45"""
23-21-22.383, 0 0 60 61 0 0 45 49
23-21-22.384,0 0 0 0 0 0 0 0
23-21-22.385,0 0 0 0 0 0 0 0
23-21-22.385,0 0 44 0 0 0 0 44
23-21-22.386,0 0 0 0 0 0 0 0
23-21-22.387,51 0 57 44 0 0 0 44
23-21-22.388,0 44 0 0 0 0 0 44
23-21-22.388,"0 44 0 0 ""3 58"""
23-21-22.389,"8 51"""
23-21-22.392,"2 46"""
23-21-22.398,"6 51"""
23-21-22.404,"1 45"""
23-21-22.411,"3 58"""
23-21-22.426, 0 48 60 0 0 0 0 49
23-21-22.426,0 0 0 0 0 0 0 0
23-21-22.427,62 44 0 0 0 0 44 45
23-21-22.428,61 0 44 0 0 0 44 44
23-21-22.431,0 0 0 0 0 0 0 0
23-21-22.432,51 0 57 44 0 0 44 44
23-21-22.435,0 0 0 0 0 0 0 0
23-21-22.436,"48 44""4 52"""
23-21-22.436,"8 51"""
23-21-22.437,"2 46"""
23-21-22.438,"6 51"""
23-21-22.439,"1 45"""
23-21-22.444,"3 58"""
23-21-22.447,"4 52"""
23-21-22.453,"8 51"""
23-21-22.465, 0 48 0 0 0 0 0 0
23-21-22.467,0 0 0 0 0 0 0 0
23-21-22.467,61 0 0 0 0 0 0 45
23-21-22.468,61 0 44 0 0 0 44 44
23-21-22.469,0 0 0 0 0 0 0 0
23-21-22.469,0 0 57 44 0 0 44 44
23-21-22.470,45 0 44 0 0 0 0 44
23-21-22.477,"48 44 0""7 60"""
23-21-22.478,"6 51"""
23-21-22.478,"1 45"""
23-21-22.478,"3 58"""
23-21-22.480,"4 52"""
23-21-22.488,"2 46"""
23-21-22.500, 0 0 0 0 0 0 0 0
23-21-22.501,0 0 0 0 0 0 0 0
23-21-22.502,61 44 0 0 0 0 0 45
23-21-22.503,0 0 44 0 0 0 44 44
23-21-22.503,0 0 0 0 0 0 0 0
23-21-22.504,0 0 0 0 0 0 0 0
23-21-22.510,0 0 0 0 0 0 0 0
23-21-22.511,"0 0 0 0 0 0 0 0""1 45"""
23-21-22.512,"3 58"""
23-21-22.513,"4 52"""
23-21-22.517,"6 51"""
23-21-22.526,"2 46"""
23-21-22.527,"7 60"""
23-21-22.537,"8 51"""
23-21-22.546, 0 0 0 0 0 0 0 0
23-21-22.557,0 0 0 0 0 0 0 0
23-21-22.572,61 44 0 0 0 0 0 0
23-21-22.582,0 0 44 0 0 0 44 44
23-21-22.604,0 0 0 0 0 0 0 0
23-21-22.611,0 0 56 44 0 0 44 44
23-21-22.621,45 0 44 0 0 0 0 0
23-21-22.642,"48 44 45 0""1 45"""
23-21-22.644,"3 58"""
23-21-22.646,"4 52"""
23-21-22.647,"2 46"""
23-21-22.657,"7 60"""
23-21-22.657,"6 51"""
23-21-22.658,"8 51"""
23-21-22.659,"1 45"""
23-21-22.659,"3 57"""
23-21-22.660, 0 0 0 0 0 51 0 0
23-21-22.660,0 0 0 0 0 0 0 0
23-21-22.661,0 44 0 0 0 0 0 0
23-21-22.662,0 0 44 0 0 0 44 44
23-21-22.663,0 0 0 0 0 0 0 0
23-21-22.664,0 0 56 44 0 0 44 44
23-21-22.665,0 0 44 0 0 0 0 44
23-21-22.670,"48 44 47 0""1 45"""
23-21-22.670,"2 46"""
23-21-22.671,"4 52"""
23-21-22.672,"7 60"""
23-21-22.673,"6 51"""
23-21-22.674,"8 51"""
23-21-22.674,"1 45"""
23-21-22.675, 0 0 0 60 0 0 45 49
23-21-22.676,0 0 0 0 0 0 0 0
23-21-22.677,0 0 0 0 0 0 0 0
23-21-22.677,0 0 0 0 0 0 0 0
23-21-22.685,0 0 0 0 0 0 0 0
23-21-22.686,0 0 57 44 0 0 44 44
23-21-22.687,0 0 0 0 0 0 0 44
23-21-22.688,"0 0 45 0 0 0 ""7 60"""
23-21-22.688,"6 51"""
23-21-22.690,"8 51"""
23-21-22.695,"1 45"""
23-21-22.695,"4 52"""
23-21-22.697,"7 60"""
23-21-22.698, 0 49 0 0 0 0 45 49
23-21-22.699,0 0 0 0 0 0 0 0
23-21-22.699,0 0 0 0 0 0 0 0
23-21-22.700,60 0 0 0 0 0 44 0
23-21-22.701,0 0 0 0 0 0 0 0
23-21-22.701,51 0 0 44 0 0 44 44
23-21-22.706,0 44 0 0 0 0 0 44
23-21-22.708,"0 0 0 0 0 ""6 51"""
23-21-22.708,"1 45"""
23-21-22.709,"2 46"""
23-21-22.710,"3 57"""
23-21-22.710,"4 52"""
23-21-22.711,"7 60"""
23-21-22.712,"8 51"""
23-21-22.714,"6 51"""
23-21-22.715,"1 45"""
23-21-22.715, 0 49 62 0 0 0 0 0
23-21-22.716,0 0 0 0 0 0 0 0
23-21-22.718,0 0 0 0 0 0 0 0
23-21-22.718,60 44 44 0 0 0 44 0
23-21-22.718,0 0 0 0 0 0 0 0
23-21-22.720,51 44 0 44 0 0 44 44
23-21-22.720,45 44 44 0 0 0 0 0
23-21-22.720,"0 0 45 ""3 57"""
23-21-22.726,"4 52"""
23-21-22.727,"7 60"""
23-21-22.728,"8 51"""
23-21-22.729,"6 51"""
23-21-22.729,"1 45"""
23-21-22.730,"2 46"""
23-21-22.731,"3 57"""
23-21-22.747, 0 0 65 0 0 0 0 0
23-21-22.748,48 0 44 0 0 0 0 0
23-21-22.748,0 0 0 0 0 0 0 0
23-21-22.749,0 0 0 0 0 0 0 0
23-21-22.749,0 0 0 0 0 0 0 0
23-21-22.750,50 44 0 44 0 0 44 44
23-21-22.750,45 44 44 0 0 0 0 44
23-21-22.751,"49 44 45 ""7 59"""
23-21-22.752,"8 51"""
23-21-22.756,"1 45"""
23-21-22.759,"2 46"""
23-21-22.764,"3 57"""
23-21-22.766,"4 52"""
23-21-22.786, 0 0 67 0 0 0 0 0
23-21-22.788,47 0 44 0 0 0 0 0
23-21-22.789,0 0 0 0 0 0 0 0
23-21-22.790,59 44 0 0 0 0 44 44
23-21-22.792,0 0 0 0 0 0 0 0
23-21-22.792,0 0 0 0 0 0 0 0
23-21-22.793,45 44 44 0 0 0 0 44
23-21-22.794,"49 44 45 0""1 45"""
23-21-22.795,"7 59"""
23-21-22.795,"3 57"""
23-21-22.796,"6 51"""
23-21-22.796,"2 46"""
23-21-22.800,"4 52"""
23-21-22.811,"1 45"""
23-21-22.812,"7 60"""
23-21-22.823, 0 0 0 59 0 50 0 0
23-21-22.824,47 0 44 0 0 0 0 0
23-21-22.825,0 0 0 0 0 0 0 0
23-21-22.827,0 44 0 0 0 0 44 44
23-21-22.830,0 0 0 0 0 0 0 0
23-21-22.831,0 0 0 0 0 0 44 0
23-21-22.831,0 44 44 0 0 0 0 44
23-21-22.832,"0 0 0 0 0 ""6 51"""
23-21-22.832,"2 46"""
23-21-22.833,"3 56"""
23-21-22.833,"4 52"""
23-21-22.846,"1 45"""
23-21-22.885,"8 51"""
23-21-22.886,"6 50"""
23-21-22.886, 0 0 0 59 0 0 47 0
23-21-22.887,0 0 0 0 0 0 0 0
23-21-22.887,0 0 0 0 0 0 0 0
23-21-22.888,0 44 0 0 0 0 44 0
23-21-22.888,0 0 0 0 0 0 0 0
23-21-22.889,51 0 0 44 0 0 0 0
23-21-22.890,0 0 0 0 0 0 0 0
23-21-22.890,"0 44 45 0 0 0 0""1 45"""
23-21-22.890,"3 57"""
23-21-22.892,"7 60"""
23-21-22.893,"6 51"""
23-21-22.894,"8 51"""
23-21-22.897,"2 46"""
23-21-22.898,"1 45"""
23-21-22.911,"3 56"""
23-21-22.912, 0 48 0 0 0 0 45 49
23-21-22.913,0 0 44 0 0 0 0 0
23-21-22.914,0 0 0 0 0 64 0 0
23-21-22.915,0 0 0 0 0 0 0 0
23-21-22.916,0 0 0 0 0 0 0 0
23-21-22.933,50 0 0 44 0 0 44 0
23-21-22.934,0 0 0 0 0 0 0 0
23-21-22.934,"0 0 45 0 0 0 ""7 60"""
23-21-22.935,"6 50"""
23-21-22.935,"8 51"""
23-21-22.936,"2 46"""
23-21-22.936,"3 57"""
23-21-22.944, 0 0 0 0 0 0 0 0
23-21-22.984,0 0 44 0 0 0 0 0
23-21-22.986,0 0 0 0 0 65 0 0
23-21-22.987,0 0 0 0 0 0 0 0
23-21-22.988,0 0 0 0 0 0 0 0
23-21-22.988,50 0 0 0 0 0 44 44
23-21-22.989,46 44 0 0 0 0 0 44
23-21-22.990,"49 44 45 0 0 ""4 52"""
23-21-22.990,"3 56"""
23-21-22.994,"6 50"""
23-21-22.997,"8 51"""
23-21-22.997,"2 46"""
23-21-23.030,"1 45"""
23-21-23.030, 0 0 67 0 0 0 0 0
23-21-23.031,47 0 44 0 0 0 0 0
23-21-23.032,0 0 0 0 0 0 0 0
23-21-23.033,0 0 0 0 0 0 44 44
23-21-23.034,0 0 0 0 0 0 0 0
23-21-23.036,0 0 0 44 0 0 44 44
23-21-23.038,46 44 0 0 0 0 0 44
23-21-23.039,"49 44 45 0""4 52"""
23-21-23.039,"1 45"""
23-21-23.040,"7 60"""
23-21-23.041,"2 46"""
23-21-23.041,"6 50"""
23-21-23.042,"8 51"""
23-21-23.043,"3 57"""
23-21-23.044,"4 52"""
23-21-23.045,"1 45"""
