23-12-26.858000,"""Scanner enabled\r\n"""
23-14-54.545000,60 0 0 0 0 44 44 44
23-14-54.546000,0 0 0 0 0 0 0 0
23-14-54.547000,51 0 0 0 0 44 0 44
23-14-54.547000,"0 0 0 0 0 ""6 47"""
23-14-54.558000,"2 45"""
23-14-54.559000,"3 48"""
23-14-54.559000,"5 51"""
23-14-54.559000,"4 48"""
23-14-54.560000,"8 46"""
23-14-54.562000,"7 53"""
23-14-54.563000,"1 45"""
23-14-54.569000,"6 48"""
23-14-54.579000, 0 0 0 0 0 0 0 0
23-14-54.585000,0 0 0 0 0 0 0 0
23-14-54.585000,0 0 0 0 0 0 0 0
23-14-54.586000,0 44 44 0 45 0 44 0
23-14-54.589000,0 0 0 0 0 0 0 0
23-14-54.590000,0 0 0 44 0 0 0 0
23-14-54.591000,0 0 0 0 0 44 0 44
23-14-54.594000,"0 0 0 0 0 45 0""2 45"""
23-14-54.595000,"1 45"""
23-14-54.596000,"3 48"""
23-14-54.596000,"5 51"""
23-14-54.599000,"4 48"""
23-14-54.599000,"8 46"""
23-14-54.600000,"7 53"""
23-14-54.601000,"6 47"""
23-14-54.605000,"2 45"""
23-14-54.607000,"1 45"""
23-14-54.609000,"5 51"""
23-14-54.622000, 0 0 60 61 0 0 0 0
23-14-54.624000,47 0 0 0 0 44 0 0
23-14-54.625000,0 0 0 0 0 0 0 0
23-14-54.626000,0 0 44 0 44 0 44 0
23-14-54.626000,0 44 0 0 0 44 44 44
23-14-54.627000,53 0 0 44 0 0 0 0
23-14-54.627000,51 44 0 0 0 44 0 44
23-14-54.628000,"0 0 ""4 48"""
23-14-54.634000,"6 47"""
23-14-54.649000,"7 55"""
23-14-54.649000,"2 45"""
23-14-54.650000,"3 48"""
23-14-54.650000,"5 51"""
23-14-54.651000,"8 46"""
23-14-54.651000,"4 48"""
23-14-54.660000, 0 0 0 0 0 0 0 0
23-14-54.661000,47 0 0 44 0 0 0 0
23-14-54.662000,0 0 0 0 44 0 52 0
23-14-54.663000,0 0 44 0 44 0 44 0
23-14-54.664000,0 0 0 0 0 44 44 0
23-14-54.664000,54 0 0 0 0 0 0 0
23-14-54.665000,0 44 0 0 0 44 0 0
23-14-54.666000,"0 44 0 0 ""1 45"""
23-14-54.667000,"6 47"""
23-14-54.670000,"5 51"""
23-14-54.675000,"2 44"""
23-14-54.675000,"3 48"""
23-14-54.677000,"4 48"""
23-14-54.678000,"7 56"""
23-14-54.684000,"8 46"""
23-14-54.687000,"1 45"""
23-14-54.704000, 0 0 0 0 0 53 0 45
23-14-54.717000,0 0 44 44 0 0 0 0
23-14-54.762000,61 0 0 0 44 0 0 0
23-14-54.762000,0 0 44 0 44 0 0 0
23-14-54.763000,58 0 0 0 0 44 0 44
23-14-54.764000,0 44 0 44 0 0 0 0
23-14-54.764000,52 0 0 0 0 44 0 44
23-14-54.764000,"0 0 0""2 44"""
23-14-54.765000,"6 47"""
23-14-54.765000,"3 48"""
23-14-54.766000,"4 48"""
23-14-54.766000,"8 46"""
23-14-54.767000,"1 45"""
23-14-54.767000, 0 0 0 0 0 54 0 0
23-14-54.772000,0 0 0 0 0 0 0 0
23-14-54.786000,0 0 0 0 0 0 0 0
23-14-54.791000,0 0 0 0 0 0 0 0
23-14-54.793000,0 0 0 0 0 0 0 0
23-14-54.797000,0 0 0 44 0 0 0 0
23-14-54.802000,0 0 0 0 0 0 0 0
23-14-54.812000,45 0 0 0 0 44 0 0
23-14-54.821000,"6 47"""
23-14-54.825000,"3 47"""
23-14-54.841000,"4 48"""
23-14-54.843000,"8 47"""
23-14-54.850000,"1 45"""
23-14-54.856000,"2 44"""
23-14-54.857000,"6 47"""
23-14-54.870000,"3 47"""
23-14-54.872000, 0 0 0 0 0 55 0 0
23-14-54.876000,0 0 0 0 44 0 0 0
23-14-54.885000,0 44 0 0 44 0 0 0
23-14-54.885000,0 44 44 0 0 0 0 0
23-14-54.886000,0 0 0 0 0 0 0 0
23-14-54.886000,0 0 0 44 0 0 0 0
23-14-54.887000,0 0 0 0 0 0 0 0
23-14-54.887000,"45 0 0 0 0 44 ""4 48"""
23-14-54.888000,"1 45"""
23-14-54.889000,"6 47"""
23-14-54.889000,"2 44"""
23-14-54.890000,"3 47"""
23-14-54.895000,"8 49"""
23-14-54.896000,"4 48"""
23-14-54.896000, 0 0 0 0 0 0 0 0
23-14-54.897000,0 0 0 0 0 0 0 0
23-14-54.897000,0 44 0 0 0 0 0 0
23-14-54.899000,0 44 44 0 0 0 0 0
23-14-54.900000,0 0 0 0 0 0 0 0
23-14-54.901000,0 0 0 0 0 0 0 0
23-14-54.902000,55 0 0 0 0 0 0 0
23-14-54.903000,0 0 0 0 0 0 0 0
23-14-54.904000,"44 0 0 0 0 44 0 0""2 44"""
23-14-54.906000,"5 52"""
23-14-54.911000,"3 47"""
23-14-54.912000,"6 48"""
23-14-54.912000,"7 53"""
23-14-54.912000,"1 45"""
23-14-54.913000, 0 0 60 0 0 0 0 0
23-14-54.913000,0 0 0 0 0 0 0 0
23-14-54.916000,0 44 0 0 44 0 0 0
23-14-54.917000,0 0 0 0 0 0 0 0
23-14-54.917000,0 44 0 0 0 0 0 0
23-14-54.918000,0 0 0 44 0 0 0 0
23-14-54.918000,0 44 0 0 0 44 0 0
23-14-54.919000,"0 0 0 0 0 0 0 ""5 52"""
23-14-54.919000,"3 47"""
23-14-54.920000,"6 48"""
23-14-54.920000,"4 48"""
23-14-54.921000,"7 53"""
23-14-54.921000,"1 45"""
23-14-54.922000,"8 52"""
23-14-54.922000,"2 45"""
23-14-54.923000, 0 0 0 0 62 0 50 0
23-14-54.924000,0 0 0 0 0 44 0 44
23-14-54.926000,0 0 0 0 44 0 54 0
23-14-54.927000,0 0 44 0 44 0 44 0
23-14-54.927000,0 0 0 0 0 44 44 47
23-14-54.928000,55 0 0 44 0 0 0 0
23-14-54.928000,0 0 0 0 0 44 0 44
23-14-54.931000,"0 0 0""6 48"""
23-14-54.933000,"3 47"""
23-14-54.934000,"7 53"""
23-14-54.934000,"4 48"""
23-14-54.937000,"2 45"""
23-14-54.938000, 0 0 0 0 0 0 0 0
23-14-54.938000,0 0 0 0 0 44 0 0
23-14-54.939000,0 0 0 0 0 0 0 0
23-14-54.939000,0 0 0 0 0 0 0 0
23-14-54.940000,0 0 0 0 0 0 0 0
23-14-54.943000,0 0 0 0 0 0 0 0
23-14-54.943000,0 0 0 0 0 0 0 0
23-14-54.944000,0 0 0 0 0 0 0 0
23-14-54.944000,
23-14-54.944000,"3 47"""
23-14-54.945000,"7 54"""
23-14-54.947000,"4 47"""
23-14-54.949000,"2 45"""
23-14-54.954000,"6 48"""
23-14-54.960000,"5 52"""
23-14-54.968000,"3 47"""
23-14-54.969000,"7 55"""
23-14-54.979000, 0 0 0 0 0 0 0 0
23-14-54.980000,0 0 0 0 0 0 0 0
23-14-54.981000,0 0 0 0 44 0 51 0
23-14-54.983000,0 0 44 0 0 0 44 0
23-14-54.984000,0 44 0 0 0 44 44 47
23-14-54.984000,0 0 0 44 0 0 0 0
23-14-54.992000,0 44 0 0 0 44 0 45
23-14-54.993000,"0 0 0 0 0""1 45"""
23-14-54.993000,"2 45"""
23-14-54.997000,"4 47"""
23-14-54.998000,"5 53"""
23-14-54.998000,"6 48"""
23-14-55.000000,"3 47"""
23-14-55.002000,"8 51"""
23-14-55.014000,"1 45"""
23-14-55.019000, 0 0 0 0 0 51 0 0
23-14-55.020000,0 0 0 0 0 0 0 0
23-14-55.020000,0 0 0 0 44 0 50 0
23-14-55.021000,0 0 44 0 46 0 0 0
23-14-55.022000,64 44 0 0 0 0 44 0
23-14-55.022000,0 0 0 44 0 0 0 0
23-14-55.024000,0 0 0 0 0 0 0 0
23-14-55.028000,"46 44 0 0 0 ""4 47"""
23-14-55.028000,"5 53"""
23-14-55.029000,"6 48"""
23-14-55.036000,"3 47"""
23-14-55.038000,"7 58"""
23-14-55.039000,"8 51"""
23-14-55.041000,"1 45"""
23-14-55.043000,"2 45"""
23-14-55.045000,"4 47"""
23-14-55.063000, 0 0 60 57 0 0 0 0
23-14-55.069000,0 0 0 0 0 44 0 0
23-14-55.070000,0 0 0 0 44 0 49 69
23-14-55.071000,58 0 44 0 46 0 44 0
23-14-55.072000,64 0 0 0 0 44 44 48
23-14-55.072000,52 0 0 44 0 0 0 0
23-14-55.073000,51 0 0 0 0 44 0 46
23-14-55.073000,"46""1 45"""
23-14-55.073000,"6 48"""
23-14-55.074000,"3 47"""
23-14-55.074000,"4 47"""
23-14-55.077000,"7 59"""
23-14-55.077000,"8 50"""
23-14-55.078000,"5 53"""
23-14-55.086000,"1 45"""
23-14-55.099000, 0 0 60 0 68 0 51 0
23-14-55.104000,0 0 0 0 0 0 0 0
23-14-55.106000,0 0 0 0 0 0 0 0
23-14-55.106000,0 0 0 0 0 0 0 0
23-14-55.107000,0 44 0 0 0 44 44 48
23-14-55.108000,0 0 0 44 0 0 0 0
23-14-55.109000,0 0 0 0 0 0 0 0
23-14-55.109000,"0 0 0 0 0 0 0""6 48"""
23-14-55.109000,"3 47"""
23-14-55.110000,"2 45"""
23-14-55.111000,"7 60"""
23-14-55.111000,"8 50"""
23-14-55.112000,"5 53"""
23-14-55.115000,"4 47"""
23-14-55.122000,"1 45"""
23-14-55.125000,"6 48"""
23-14-55.134000,"3 47"""
23-14-55.142000, 0 0 0 0 0 0 51 49
23-14-55.144000,0 0 0 0 44 0 44 0
23-14-55.146000,59 0 0 0 44 0 47 67
23-14-55.152000,60 44 44 0 46 0 44 0
23-14-55.162000,70 0 0 0 0 44 44 0
23-14-55.164000,0 44 0 44 0 0 0 0
23-14-55.167000,0 0 0 0 0 0 0 0
23-14-55.169000,"0 0""2 45"""
23-14-55.185000,"5 53"""
23-14-55.193000,"4 48"""
23-14-55.195000,"1 45"""
23-14-55.211000,"3 48"""
23-14-55.214000,"8 53"""
23-14-55.227000,"2 45"""
23-14-55.227000,"5 53"""
23-14-55.227000, 0 0 0 0 0 53 0 0
23-14-55.228000,46 0 0 0 44 0 0 46
23-14-55.228000,59 44 0 0 44 0 0 0
23-14-55.229000,0 0 44 0 45 0 0 0
23-14-55.229000,72 44 0 0 0 44 0 53
23-14-55.230000,0 0 0 0 0 0 0 0
23-14-55.230000,0 0 0 0 0 0 0 0
23-14-55.231000,"51 0 0 0""4 48"""
23-14-55.231000,"1 45"""
23-14-55.232000,"2 44"""
23-14-55.232000,"5 53"""
23-14-55.233000,"3 48"""
23-14-55.233000,"6 48"""
23-14-55.234000,"7 55"""
23-14-55.238000,"8 55"""
23-14-55.239000,"4 48"""
23-14-55.239000,"1 45"""
23-14-55.240000, 0 0 0 0 0 56 0 0
23-14-55.241000,0 0 0 0 0 0 0 0
23-14-55.241000,59 44 0 0 44 0 0 62
23-14-55.242000,0 0 44 0 45 0 44 0
23-14-55.242000,71 44 0 0 0 0 0 0
23-14-55.243000,0 0 0 0 0 0 0 0
23-14-55.260000,48 44 0 0 0 44 0 0
23-14-55.260000,"53 0 0 0""5 53"""
23-14-55.261000,"3 48"""
23-14-55.261000,"6 48"""
23-14-55.262000,"7 54"""
23-14-55.262000,"8 56"""
23-14-55.263000,"4 48"""
23-14-55.264000,"1 45"""
23-14-55.264000,"2 44"""
23-14-55.265000, 0 0 0 58 0 0 0 0
23-14-55.266000,48 0 0 0 0 44 0 0
23-14-55.267000,0 0 0 0 44 0 48 58
23-14-55.268000,0 0 44 0 45 0 44 0
23-14-55.271000,0 44 0 0 0 44 44 53
23-14-55.274000,0 0 0 44 0 0 0 0
23-14-55.274000,48 0 0 0 0 0 0 45
23-14-55.275000,"54 0 ""5 52"""
23-14-55.275000,"6 47"""
23-14-55.276000,"3 48"""
23-14-55.276000,"7 53"""
23-14-55.277000,"4 48"""
23-14-55.278000,"8 58"""
23-14-55.278000,"2 44"""
23-14-55.298000, 0 0 0 0 0 0 0 0
23-14-55.308000,0 0 0 44 0 0 0 0
23-14-55.316000,0 0 0 0 0 0 0 0
23-14-55.318000,0 0 0 0 0 0 0 0
23-14-55.328000,0 0 0 0 0 0 0 0
23-14-55.329000,0 44 0 44 0 0 0 0
23-14-55.330000,0 0 0 0 0 0 0 0
23-14-55.332000,"53 46 0 0 0 51 0 0""6 47"""
23-14-55.333000,"3 49"""
23-14-55.334000,"4 48"""
23-14-55.334000,"8 58"""
23-14-55.335000,"2 44"""
23-14-55.335000,"6 47"""
23-14-55.336000,"3 49"""
23-14-55.338000, 0 0 0 0 0 0 0 0
23-14-55.340000,0 0 0 44 0 0 0 0
23-14-55.341000,0 0 0 0 44 0 50 56
23-14-55.341000,0 0 44 0 45 0 0 0
23-14-55.342000,0 0 0 0 0 0 0 0
23-14-55.343000,0 44 0 44 0 0 0 0
23-14-55.343000,0 0 0 0 0 0 0 0
23-14-55.346000,"0 0 0 0 0 0 0""4 49"""
23-14-55.347000,"1 45"""
23-14-55.348000,"2 45"""
23-14-55.353000,"5 51"""
23-14-55.358000,"6 47"""
23-14-55.361000,"3 48"""
23-14-55.362000,"8 60"""
23-14-55.364000,"4 50"""
23-14-55.368000,"1 45"""
23-14-55.380000, 0 48 0 58 0 0 0 0
23-14-55.381000,0 0 0 44 0 0 0 0
23-14-55.383000,0 0 0 0 44 0 0 0
23-14-55.384000,0 0 44 0 45 0 0 0
23-14-55.384000,0 0 0 0 0 44 44 0
23-14-55.385000,57 44 0 44 0 0 0 0
23-14-55.385000,0 0 0 0 0 0 0 0
23-14-55.386000,"47 45 0 0 ""2 44"""
23-14-55.386000,"3 48"""
23-14-55.389000,"5 50"""
23-14-55.392000,"6 47"""
23-14-55.396000,"4 50"""
23-14-55.398000,"7 49"""
23-14-55.401000,"1 45"""
23-14-55.403000,"8 62"""
23-14-55.408000,"2 45"""
23-14-55.422000, 0 48 0 59 0 0 0 0
23-14-55.422000,46 0 0 44 0 0 0 0
23-14-55.423000,0 0 0 0 0 0 0 0
23-14-55.424000,0 0 44 0 45 0 0 0
23-14-55.425000,0 0 0 0 0 44 44 51
23-14-55.426000,56 44 0 44 0 0 0 0
23-14-55.426000,0 0 0 0 0 44 0 44
23-14-55.427000,"47 44 0""3 48"""
23-14-55.428000,"6 47"""
23-14-55.428000,"4 50"""
23-14-55.435000,"5 51"""
23-14-55.436000,"1 45"""
23-14-55.437000,"8 64"""
23-14-55.439000,"7 50"""
23-14-55.441000,"2 45"""
23-14-55.459000, 0 0 57 0 63 0 0 0
23-14-55.464000,46 0 0 44 0 0 0 0
23-14-55.464000,0 0 0 0 0 0 0 0
23-14-55.465000,0 0 0 0 0 0 0 0
23-14-55.467000,0 0 0 0 0 44 44 53
23-14-55.468000,0 0 0 0 0 0 0 0
23-14-55.471000,0 0 0 0 0 44 0 44
23-14-55.475000,"0 0 0 0 0 48""6 47"""
23-14-55.476000,"2 45"""
23-14-55.476000,"5 51"""
23-14-55.477000,"1 45"""
23-14-55.477000,"8 60"""
23-14-55.478000,"7 50"""
23-14-55.488000,"3 48"""
23-14-55.493000,"6 47"""
23-14-55.503000, 0 0 57 0 62 0 51 0
23-14-55.507000,46 0 44 0 44 0 44 0
23-14-55.508000,0 0 0 0 44 0 51 54
23-14-55.509000,0 0 0 0 0 0 0 0
23-14-55.509000,0 0 0 0 0 44 44 0
23-14-55.510000,0 0 0 44 0 0 0 0
23-14-55.510000,0 0 0 0 0 44 0 44
23-14-55.512000,"0 0 0 ""2 45"""
23-14-55.512000,"5 51"""
23-14-55.513000,"4 50"""
23-14-55.513000,"1 44"""
23-14-55.514000,"6 47"""
23-14-55.520000,"3 48"""
23-14-55.525000,"2 45"""
23-14-55.539000, 0 0 0 0 0 0 0 0
23-14-55.540000,0 0 44 0 44 0 0 0
23-14-55.540000,0 0 0 0 44 0 50 0
23-14-55.542000,0 44 44 0 45 0 0 0
23-14-55.542000,0 0 0 0 0 0 0 0
23-14-55.543000,0 0 0 44 0 0 0 0
23-14-55.546000,0 0 0 0 0 44 0 0
23-14-55.546000,"0 0 0 0 0 0 ""4 51"""
23-14-55.547000,"1 45"""
23-14-55.547000,"7 51"""
23-14-55.549000,"5 51"""
23-14-55.553000,"3 47"""
23-14-55.557000,"6 47"""
23-14-55.558000,"2 45"""
23-14-55.561000,"8 53"""
23-14-55.563000,"4 51"""
23-14-55.569000,"1 45"""
23-14-55.580000, 0 0 0 0 0 56 0 0
23-14-55.580000,46 0 0 0 44 44 0 0
23-14-55.583000,58 0 0 0 44 0 49 0
23-14-55.583000,0 0 44 0 45 0 44 0
23-14-55.584000,60 0 0 0 0 0 44 0
23-14-55.584000,0 0 0 0 0 0 0 0
23-14-55.585000,0 0 0 0 0 0 0 0
23-14-55.585000,"46 0 0 0 ""3 47"""
23-14-55.591000,"6 47"""
23-14-55.592000,"5 51"""
23-14-55.593000,"2 45"""
23-14-55.594000,"8 51"""
23-14-55.596000,"4 51"""
23-14-55.601000,"7 52"""
23-14-55.602000,"1 45"""
23-14-55.622000, 0 0 0 55 0 55 0 0
23-14-55.624000,46 0 0 0 0 44 0 51
23-14-55.629000,0 0 0 0 0 0 0 0
23-14-55.629000,0 0 44 0 45 0 44 0
23-14-55.630000,60 44 0 0 0 44 44 49
23-14-55.631000,0 0 0 44 0 0 0 0
23-14-55.631000,0 44 0 0 0 44 0 44
23-14-55.642000,"47 4""3 47"""
23-14-55.642000,"6 47"""
23-14-55.643000,"5 51"""
23-14-55.643000,"2 44"""
23-14-55.644000,"4 51"""
23-14-55.644000,"8 51"""
23-14-55.663000,"7 53"""
23-14-55.663000,"1 45"""
23-14-55.664000,"3 47"""
23-14-55.664000, 0 0 0 55 0 0 0 0
23-14-55.666000,0 0 0 0 0 0 0 0
23-14-55.666000,0 44 0 0 0 44 48 55
23-14-55.667000,0 0 0 0 0 0 0 0
23-14-55.667000,0 0 0 0 0 0 0 0
23-14-55.668000,0 0 0 0 0 0 0 0
23-14-55.668000,0 44 0 0 0 44 0 44
23-14-55.669000,"47 47 0 0 0 4""1 45"""
23-14-55.669000,"5 51"""
23-14-55.670000,"2 44"""
23-14-55.670000,"8 52"""
23-14-55.674000,"7 53"""
23-14-55.675000,"4 52"""
23-14-55.675000,"6 47"""
23-14-55.680000,"3 47"""
23-14-55.687000,"1 45"""
23-14-55.689000,"5 51"""
23-14-55.702000, 0 0 58 55 0 0 0 0
23-14-55.705000,46 0 0 44 0 0 0 0
23-14-55.706000,0 0 0 0 0 44 47 55
23-14-55.708000,0 0 44 0 45 0 44 0
23-14-55.709000,0 0 44 0 0 44 44 55
23-14-55.709000,57 44 0 44 0 0 0 0
23-14-55.710000,0 0 0 0 0 44 0 0
23-14-55.710000,"0 0""2 44"""
23-14-55.710000,"7 53"""
23-14-55.711000,"4 52"""
23-14-55.713000,"3 47"""
23-14-55.717000,"6 46"""
23-14-55.720000,"1 45"""
23-14-55.722000,"8 54"""
23-14-55.725000,"2 44"""
23-14-55.741000, 0 0 58 0 62 0 52 0
23-14-55.754000,46 0 44 0 0 0 44 44
23-14-55.760000,0 0 0 0 0 0 46 0
23-14-55.760000,57 44 44 0 0 0 44 0
23-14-55.761000,0 0 0 0 0 0 0 0
23-14-55.762000,0 0 0 44 0 0 0 0
23-14-55.762000,0 0 0 0 0 0 0 0
23-14-55.763000,"0 0 0 0 ""4 53"""
23-14-55.763000,"1 45"""
23-14-55.764000,"2 45"""
23-14-55.764000,"3 47"""
23-14-55.765000,"6 47"""
23-14-55.766000,"5 51"""
23-14-55.767000,"8 55"""
23-14-55.772000,"4 53"""
23-14-55.778000,"1 44"""
23-14-55.781000, 0 0 0 0 0 55 0 47
23-14-55.783000,46 0 0 0 0 44 0 44
23-14-55.787000,0 0 0 0 0 0 0 0
23-14-55.787000,0 0 44 0 45 0 44 0
23-14-55.788000,60 44 44 0 0 44 44 64
23-14-55.792000,0 0 0 44 0 0 0 0
23-14-55.792000,0 0 0 0 0 0 0 0
23-14-55.793000,"0 0 0 ""2 44"""
23-14-55.793000,"6 47"""
23-14-55.794000,"3 47"""
23-14-55.794000,"5 51"""
23-14-55.795000,"8 56"""
23-14-55.799000,"7 54"""
23-14-55.802000,"1 44"""
23-14-55.805000,"2 44"""
23-14-55.820000, 0 0 0 0 0 55 0 0
23-14-55.821000,46 0 0 0 0 44 0 0
23-14-55.823000,0 0 0 0 0 0 0 0
23-14-55.824000,0 0 0 0 0 0 0 0
23-14-55.825000,60 0 44 0 0 44 44 64
23-14-55.825000,0 0 0 44 0 0 0 0
23-14-55.826000,53 0 0 0 0 44 0 44
23-14-55.826000,"47 0 0 0 ""6 46"""
23-14-55.826000,"3 47"""
23-14-55.827000,"4 52"""
23-14-55.827000,"5 51"""
23-14-55.834000,"8 57"""
23-14-55.835000,"7 54"""
23-14-55.835000,"1 44"""
23-14-55.836000,"2 45"""
23-14-55.845000,"6 46"""
23-14-55.848000,"3 47"""
23-14-55.862000, 0 0 0 0 0 55 0 0
23-14-55.863000,46 0 0 0 0 44 0 0
23-14-55.864000,58 44 0 0 0 44 0 54
23-14-55.864000,0 0 0 0 0 0 0 0
23-14-55.867000,0 0 0 0 0 0 0 0
23-14-55.867000,0 0 0 44 0 0 0 0
23-14-55.868000,53 44 50 0 0 44 0 44
23-14-55.868000,"47 44 0 ""1 45"""
23-14-55.869000,"5 51"""
23-14-55.869000,"8 56"""
23-14-55.873000,"7 55"""
23-14-55.873000,"2 44"""
23-14-55.878000,"6 47"""
23-14-55.882000,"3 47"""
23-14-55.886000,"4 52"""
23-14-55.887000,"1 44"""
23-14-55.900000, 0 0 0 58 0 0 0 0
23-14-55.901000,48 0 0 0 0 44 0 0
23-14-55.902000,59 44 0 0 0 44 0 53
23-14-55.905000,0 0 0 0 45 0 44 0
23-14-55.905000,0 0 0 0 0 0 0 0
23-14-55.906000,56 0 0 0 0 0 0 0
23-14-55.907000,0 0 0 0 0 0 0 0
23-14-55.907000,"0 0 0 0 0 0""2 45"""
23-14-55.908000,"3 47"""
23-14-55.914000,"6 47"""
23-14-55.916000,"4 52"""
23-14-55.919000,"1 44"""
23-14-55.921000,"5 51"""
23-14-55.922000,"8 55"""
23-14-55.939000, 0 0 0 57 0 0 0 0
23-14-55.940000,0 0 0 0 0 0 0 0
23-14-55.943000,0 0 0 0 0 0 0 0
23-14-55.944000,0 0 0 0 45 0 0 0
23-14-55.945000,0 44 44 0 0 44 44 0
23-14-55.946000,56 44 0 44 0 0 0 0
23-14-55.947000,0 0 0 0 0 0 0 0
23-14-55.947000,"49 44 0 0 0 ""2 45"""
23-14-55.949000,"3 47"""
23-14-55.972000,"6 47"""
23-14-55.972000,"5 51"""
23-14-55.975000,"1 44"""
23-14-55.975000,"7 55"""
23-14-55.976000,"8 55"""
23-14-55.976000,"2 45"""
23-14-55.994000, 0 0 0 0 0 0 0 0
23-14-55.995000,46 0 0 44 0 0 0 0
23-14-55.996000,0 0 0 0 0 0 0 0
23-14-55.997000,0 0 0 0 0 0 0 0
23-14-55.997000,0 0 44 0 0 44 0 53
23-14-55.999000,55 44 0 44 0 0 0 0
23-14-56.000000,0 0 52 0 0 44 0 44
23-14-56.001000,"0 0 0 0 0 ""1 44"""
23-14-56.001000,"3 47"""
23-14-56.005000,"6 47"""
23-14-56.005000,"5 51"""
23-14-56.006000,"4 51"""
23-14-56.006000,"7 55"""
23-14-56.007000,"8 54"""
23-14-56.007000,"2 45"""
23-14-56.019000, 0 0 0 0 0 0 0 0
23-14-56.020000,46 0 0 44 0 0 0 0
23-14-56.021000,0 0 0 0 0 0 0 0
23-14-56.028000,58 0 0 0 44 0 44 0
23-14-56.029000,0 0 0 0 0 0 0 0
23-14-56.030000,0 44 0 44 0 0 0 0
23-14-56.031000,0 0 53 0 0 44 0 44
23-14-56.031000,"0 44 0 0 0 ""6 47"""
23-14-56.034000,"5 51"""
23-14-56.035000,"2 45"""
23-14-56.036000,"7 55"""
23-14-56.039000,"4 51"""
23-14-56.039000,"8 53"""
23-14-56.040000,"3 47"""
23-14-56.044000,"6 47"""
23-14-56.048000,"5 51"""
23-14-56.061000, 0 0 0 0 0 0 0 0
23-14-56.061000,0 0 0 0 0 0 0 0
23-14-56.062000,0 0 0 0 0 44 0 53
23-14-56.063000,0 0 0 0 44 0 44 0
23-14-56.064000,0 0 44 0 0 44 44 46
23-14-56.065000,0 44 0 44 0 0 0 0
23-14-56.066000,51 0 52 0 0 44 0 44
23-14-56.075000,"0 0 0 0""1 44"""
23-14-56.076000,"7 55"""
23-14-56.076000,"4 51"""
23-14-56.077000,"3 47"""
23-14-56.077000,"6 47"""
23-14-56.081000,"5 51"""
23-14-56.082000,"8 53"""
23-14-56.084000,"2 45"""
23-14-56.087000,"1 44"""
23-14-56.090000,"7 55"""
23-14-56.102000, 0 48 0 58 0 0 0 0
23-14-56.104000,0 0 0 44 44 0 0 0
23-14-56.106000,60 0 0 0 0 44 0 0
23-14-56.107000,0 44 0 0 44 0 44 0
23-14-56.118000,61 0 44 0 0 44 44 0
23-14-56.138000,0 0 0 44 0 0 0 0
23-14-56.141000,0 0 52 0 0 44 0 44
23-14-56.143000,"46 0""4 51"""
23-14-56.147000,"3 47"""
23-14-56.152000,"6 48"""
23-14-56.158000,"5 51"""
23-14-56.160000,"7 55"""
23-14-56.161000,"2 45"""
23-14-56.162000,"1 45"""
23-14-56.163000,"8 53"""
23-14-56.163000, 0 47 0 57 61 0 51 0
23-14-56.164000,0 0 44 0 0 44 44 0
23-14-56.180000,0 0 0 0 0 0 0 0
23-14-56.181000,0 0 0 0 0 0 0 0
23-14-56.181000,0 0 44 0 0 44 44 45
23-14-56.183000,0 0 0 0 0 0 0 0
23-14-56.184000,0 0 52 0 0 44 0 0
23-14-56.186000,"0 0 0 0 ""6 48"""
23-14-56.186000,"5 51"""
23-14-56.187000,"2 45"""
23-14-56.187000,"8 52"""
23-14-56.193000,"4 50"""
23-14-56.193000,"7 55"""
23-14-56.194000, 0 0 0 0 0 0 0 0
23-14-56.194000,0 0 0 0 0 44 0 44
23-14-56.195000,0 0 0 0 0 0 0 0
23-14-56.196000,0 0 0 0 44 0 0 0
23-14-56.196000,60 44 0 0 0 44 44 45
23-14-56.197000,0 0 0 44 0 0 0 0
23-14-56.198000,50 44 0 0 0 44 0 44
23-14-56.198000,"0 0 0 0 ""6 48"""
23-14-56.199000,"5 51"""
23-14-56.200000,"2 45"""
23-14-56.201000,"4 50"""
23-14-56.212000,"8 52"""
23-14-56.213000,"7 56"""
23-14-56.213000,"6 48"""
23-14-56.223000, 0 0 0 0 0 0 0 0
23-14-56.224000,0 0 0 0 0 0 0 0
23-14-56.225000,0 0 0 0 0 0 0 0
23-14-56.226000,0 0 0 0 44 0 44 0
23-14-56.226000,0 0 0 0 0 0 0 0
23-14-56.227000,0 0 0 44 0 0 0 0
23-14-56.227000,0 44 0 0 0 44 0 44
23-14-56.228000,"0 44 0 0 0 51 0""1 44"""
23-14-56.228000,"5 51"""
23-14-56.229000,"2 45"""
23-14-56.229000,"4 50"""
23-14-56.230000,"8 52"""
23-14-56.230000,"7 56"""
23-14-56.233000,"6 49"""
23-14-56.246000,"1 45"""
23-14-56.249000,"5 51"""
23-14-56.260000, 0 0 0 58 0 0 0 0
23-14-56.261000,0 0 0 0 0 0 0 0
23-14-56.262000,0 0 0 0 0 0 0 0
23-14-56.278000,0 0 0 0 44 0 44 0
23-14-56.279000,0 44 0 0 0 44 44 44
23-14-56.280000,55 0 0 44 0 0 0 0
23-14-56.281000,0 44 0 0 0 44 0 44
23-14-56.284000,"46 44 0 0""4 50"""
23-14-56.286000,"8 52"""
23-14-56.286000,"3 47"""
23-14-56.289000,"6 47"""
23-14-56.290000,"1 44"""
23-14-56.290000,"5 51"""
23-14-56.291000,"2 45"""
23-14-56.291000,"4 50"""
23-14-56.292000,"8 53"""
23-14-56.301000, 0 0 0 58 0 0 0 0
