22-45-50.787000,----------------------------
22-45-55.324000,[R]: 50 
22-45-55.324000,[R]: 0 
22-45-55.325000,S 1 	RSSI: 48
22-45-55.325000,[R]: 50 
22-45-55.325000,S 1 	RSSI: 48
22-45-55.326000,[R]: 50 
22-45-55.329000,S 1 	RSSI: 48
22-45-55.329000,[R]: 50 
22-45-55.332000,S 1 	RSSI: 48
22-45-55.343000,[R]: 50 
22-45-55.350000,[R]: 0 
22-45-55.351000,S 1 	RSSI: 48
22-45-55.352000,[R]: 50 
22-45-55.352000,S 1 	RSSI: 49
22-45-55.353000,[R]: 50 
22-45-55.354000,[R]: 0 
22-45-55.354000,S 1 	RSSI: 48
22-45-55.355000,[R]: 50 
22-45-55.355000,S 1 	RSSI: 49
22-45-55.356000,[R]: 50 
22-45-55.356000,S 1 	RSSI: 51
22-45-55.357000,[R]: 50 
22-45-55.358000,S 1 	RSSI: 51
22-45-55.358000,[R]: 50 
22-45-55.359000,[R]: 50 
22-45-55.369000,S 1 	RSSI: 51
22-45-55.370000,[R]: 50 
22-45-55.370000,[R]: 0 
22-45-55.371000,S 1 	RSSI: 51
22-45-55.371000,[R]: 50 
22-45-55.372000,S 1 	RSSI: 51
22-45-55.372000,[R]: 50 
22-45-55.373000,[R]: 0 
22-45-55.373000,S 1 	RSSI: 51
22-45-55.374000,[R]: 50 
22-45-55.383000,S 1 	RSSI: 51
22-45-55.389000,[R]: 50 
22-45-55.396000,S 1 	RSSI: 51
22-45-55.398000,[R]: 50 
22-45-55.412000,[R]: 50 
22-45-55.412000,S 1 	RSSI: 51
22-45-55.592000,[R]: 0 
22-45-55.664000,S 1 	RSSI: 51
22-45-55.669000,[R]: 50 
22-45-55.671000,S 1 	RSSI: 51
22-45-55.682000,[R]: 50 
22-45-55.682000,[R]: 0 
22-45-55.682000,S 1 	RSSI: 51
22-45-55.684000,[R]: 50 
22-45-55.684000,S 1 	RSSI: 51
22-45-55.685000,[R]: 50 
22-45-55.698000,S 1 	RSSI: 51
22-45-55.704000,[R]: 50 
22-45-55.704000,S 1 	RSSI: 51
22-45-55.705000,[R]: 50 
22-45-55.706000,S 1 	RSSI: 51
22-45-55.707000,[R]: 0 
22-45-55.709000,S 1 	RSSI: 52
22-45-55.721000,[R]: 50 
22-45-55.722000,S 1 	RSSI: 52
22-45-55.723000,[R]: 50 
22-45-55.724000,[R]: 0 
22-45-55.747000,S 1 	RSSI: 52
22-45-55.751000,[R]: 50 
22-45-55.751000,S 1 	RSSI: 52
22-45-55.752000,[R]: 50 
22-45-55.752000,S 1 	RSSI: 52
22-45-55.753000,[R]: 50 
22-45-55.753000,S 1 	RSSI: 52
22-45-55.754000,[R]: 50 
22-45-55.754000,S 1 	RSSI: 52
22-45-55.755000,[R]: 0 
22-45-55.755000,S 1 	RSSI: 52
22-45-55.756000,[R]: 50 
22-45-55.756000,S 1 	RSSI: 52
22-45-55.762000,[R]: 50 
22-45-55.762000,[R]: 0 
22-45-55.763000,S 1 	RSSI: 52
22-45-55.763000,[R]: 50 
22-45-55.764000,S 1 	RSSI: 52
22-45-55.764000,[R]: 50 
22-45-55.764000,S 1 	RSSI: 53
22-45-55.765000,[R]: 50 
22-45-55.765000,S 1 	RSSI: 53
22-45-55.766000,[R]: 50 
22-45-55.774000,S 1 	RSSI: 53
22-45-55.774000,[R]: 0 
22-45-55.775000,S 1 	RSSI: 53
22-45-55.775000,[R]: 50 
22-45-55.777000,S 1 	RSSI: 53
22-45-55.779000,[R]: 50 
22-45-55.779000,[R]: 0 
22-45-55.780000,S 1 	RSSI: 53
22-45-55.780000,[R]: 50 
22-45-55.781000,S 1 	RSSI: 53
22-45-55.784000,[R]: 50 
22-45-55.784000,S 1 	RSSI: 53
22-45-55.784000,[R]: 50 
22-45-55.785000,S 1 	RSSI: 53
22-45-55.785000,[R]: 50 
22-45-55.786000,S 1 	RSSI: 53
22-45-55.787000,[R]: 0 
22-45-55.790000,S 1 	RSSI: 53
22-45-55.790000,[R]: 50 
22-45-55.791000,S 1 	RSSI: 53
22-45-55.792000,[R]: 50 
22-45-55.795000,[R]: 0 
22-45-55.797000,S 1 	RSSI: 53
22-45-55.797000,[R]: 50 
22-45-55.798000,S 1 	RSSI: 53
22-45-55.801000,[R]: 50 
22-45-55.803000,S 1 	RSSI: 53
22-45-55.804000,[R]: 50 
22-45-55.804000,S 1 	RSSI: 53
22-45-55.805000,[R]: 50 
22-45-55.805000,S 1 	RSSI: 52
22-45-55.806000,[R]: 0 
22-45-55.807000,S 1 	RSSI: 52
22-45-55.808000,[R]: 50 
22-45-55.808000,S 1 	RSSI: 52
22-45-55.809000,[R]: 50 
22-45-55.811000,[R]: 0 
22-45-55.816000,S 1 	RSSI: 52
22-45-55.817000,[R]: 50 
22-45-55.817000,S 1 	RSSI: 52
22-45-55.818000,[R]: 50 
22-45-55.819000,S 1 	RSSI: 52
22-45-55.819000,[R]: 50 
22-45-55.820000,S 1 	RSSI: 52
22-45-55.831000,[R]: 50 
22-45-55.832000,S 1 	RSSI: 52
22-45-55.836000,[R]: 0 
22-45-55.839000,S 1 	RSSI: 52
22-45-55.842000,[R]: 50 
22-45-55.851000,S 1 	RSSI: 52
22-45-55.855000,[R]: 50 
22-45-55.855000,[R]: 0 
22-45-55.861000,S 1 	RSSI: 52
22-45-55.863000,[R]: 50 
22-45-55.872000,S 1 	RSSI: 52
22-45-55.875000,[R]: 50 
22-45-55.884000,S 1 	RSSI: 52
22-45-55.888000,[R]: 50 
22-45-55.890000,S 1 	RSSI: 52
22-45-55.901000,[R]: 50 
22-45-55.902000,S 1 	RSSI: 52
22-45-55.905000,[R]: 0 
22-45-55.909000,S 1 	RSSI: 52
22-45-55.915000,[R]: 50 
22-45-55.921000,S 1 	RSSI: 52
22-45-55.925000,[R]: 50 
22-45-55.926000,[R]: 0 
22-45-55.930000,S 1 	RSSI: 52
22-45-55.933000,[R]: 50 
22-45-55.942000,S 1 	RSSI: 52
22-45-55.945000,[R]: 50 
22-45-55.954000,S 1 	RSSI: 52
22-45-55.958000,[R]: 50 
22-45-55.961000,S 1 	RSSI: 52
22-45-55.971000,[R]: 50 
22-45-55.972000,S 1 	RSSI: 52
22-45-55.975000,[R]: 0 
22-45-55.979000,S 1 	RSSI: 52
22-45-55.982000,[R]: 50 
22-45-55.992000,S 1 	RSSI: 52
22-45-55.995000,[R]: 50 
22-45-55.998000,[R]: 0 
22-45-56.012000,S 1 	RSSI: 52
22-45-56.015000,[R]: 50 
22-45-56.028000,S 1 	RSSI: 52
22-45-56.028000,[R]: 50 
22-45-56.029000,S 1 	RSSI: 52
22-45-56.029000,[R]: 50 
22-45-56.030000,S 1 	RSSI: 52
22-45-56.041000,[R]: 50 
22-45-56.041000,S 1 	RSSI: 52
22-45-56.046000,[R]: 0 
22-45-56.051000,S 1 	RSSI: 52
22-45-56.052000,[R]: 50 
22-45-56.061000,S 1 	RSSI: 52
22-45-56.070000,[R]: 50 
22-45-56.071000,[R]: 0 
22-45-56.071000,S 1 	RSSI: 52
22-45-56.072000,[R]: 50 
22-45-56.082000,S 1 	RSSI: 52
22-45-56.085000,[R]: 50 
22-45-56.097000,S 1 	RSSI: 52
22-45-56.098000,[R]: 50 
22-45-56.099000,S 1 	RSSI: 52
22-45-56.114000,[R]: 50 
22-45-56.121000,S 1 	RSSI: 52
22-45-56.121000,[R]: 0 
22-45-56.122000,S 1 	RSSI: 52
22-45-56.123000,[R]: 50 
22-45-56.131000,S 1 	RSSI: 52
22-45-56.135000,[R]: 50 
22-45-56.135000,[R]: 0 
22-45-56.140000,S 1 	RSSI: 52
22-45-56.145000,[R]: 50 
22-45-56.152000,S 1 	RSSI: 52
22-45-56.155000,[R]: 50 
22-45-56.165000,S 1 	RSSI: 52
22-45-56.168000,[R]: 50 
22-45-56.169000,S 1 	RSSI: 52
22-45-56.181000,[R]: 50 
22-45-56.185000,S 1 	RSSI: 52
22-45-56.187000,[R]: 0 
22-45-56.190000,S 1 	RSSI: 52
22-45-56.192000,[R]: 50 
22-45-56.201000,S 1 	RSSI: 52
22-45-56.205000,[R]: 50 
22-45-56.206000,[R]: 0 
22-45-56.211000,S 1 	RSSI: 52
22-45-56.217000,[R]: 50 
22-45-56.222000,S 1 	RSSI: 52
22-45-56.225000,[R]: 50 
22-45-56.235000,S 1 	RSSI: 52
22-45-56.239000,[R]: 50 
22-45-56.240000,S 1 	RSSI: 52
22-45-56.252000,[R]: 50 
22-45-56.252000,S 1 	RSSI: 52
22-45-56.256000,[R]: 0 
22-45-56.260000,S 1 	RSSI: 52
22-45-56.262000,[R]: 50 
22-45-56.272000,S 1 	RSSI: 52
22-45-56.275000,[R]: 50 
22-45-56.276000,[R]: 0 
22-45-56.282000,S 1 	RSSI: 52
22-45-56.283000,[R]: 50 
22-45-56.293000,S 1 	RSSI: 52
22-45-56.296000,[R]: 50 
22-45-56.305000,S 1 	RSSI: 52
22-45-56.309000,[R]: 50 
22-45-56.309000,S 1 	RSSI: 52
22-45-56.322000,[R]: 50 
22-45-56.323000,S 1 	RSSI: 52
22-45-56.326000,[R]: 0 
22-45-56.330000,S 1 	RSSI: 52
22-45-56.333000,[R]: 50 
22-45-56.342000,S 1 	RSSI: 52
22-45-56.347000,[R]: 50 
22-45-56.351000,[R]: 0 
22-45-56.352000,S 1 	RSSI: 52
22-45-56.353000,[R]: 50 
22-45-56.364000,S 1 	RSSI: 52
22-45-56.366000,[R]: 50 
22-45-56.374000,S 1 	RSSI: 52
22-45-56.378000,[R]: 50 
22-45-56.379000,S 1 	RSSI: 52
22-45-56.391000,[R]: 50 
22-45-56.396000,S 1 	RSSI: 52
22-45-56.397000,[R]: 0 
22-45-56.399000,S 1 	RSSI: 52
22-45-56.402000,[R]: 50 
22-45-56.411000,S 1 	RSSI: 53
22-45-56.416000,[R]: 50 
22-45-56.417000,[R]: 0 
22-45-56.420000,S 1 	RSSI: 53
22-45-56.423000,[R]: 50 
22-45-56.432000,S 1 	RSSI: 53
22-45-56.435000,[R]: 50 
22-45-56.445000,S 1 	RSSI: 53
22-45-56.450000,[R]: 50 
22-45-56.450000,S 1 	RSSI: 53
22-45-56.461000,[R]: 50 
22-45-56.462000,S 1 	RSSI: 53
22-45-56.465000,[R]: 0 
22-45-56.470000,S 1 	RSSI: 53
22-45-56.478000,[R]: 50 
22-45-56.482000,S 1 	RSSI: 53
22-45-56.486000,[R]: 50 
22-45-56.489000,[R]: 0 
22-45-56.490000,S 1 	RSSI: 53
22-45-56.493000,[R]: 50 
22-45-56.503000,S 1 	RSSI: 54
22-45-56.506000,[R]: 50 
22-45-56.515000,S 1 	RSSI: 53
22-45-56.520000,[R]: 50 
22-45-56.521000,S 1 	RSSI: 53
22-45-56.532000,[R]: 50 
22-45-56.532000,S 1 	RSSI: 54
22-45-56.536000,[R]: 0 
22-45-56.540000,S 1 	RSSI: 54
22-45-56.543000,[R]: 50 
22-45-56.552000,S 1 	RSSI: 54
22-45-56.555000,[R]: 50 
22-45-56.556000,[R]: 0 
22-45-56.561000,S 1 	RSSI: 54
22-45-56.563000,[R]: 50 
22-45-56.573000,S 1 	RSSI: 54
22-45-56.576000,[R]: 50 
22-45-56.584000,S 1 	RSSI: 54
22-45-56.588000,[R]: 50 
22-45-56.589000,S 1 	RSSI: 54
22-45-56.601000,[R]: 50 
22-45-56.602000,S 1 	RSSI: 55
22-45-56.605000,[R]: 0 
22-45-56.611000,S 1 	RSSI: 55
22-45-56.613000,[R]: 50 
22-45-56.621000,S 1 	RSSI: 54
22-45-56.624000,[R]: 50 
22-45-56.625000,[R]: 0 
22-45-56.630000,S 1 	RSSI: 54
22-45-56.633000,[R]: 50 
22-45-56.644000,S 1 	RSSI: 54
22-45-56.646000,[R]: 50 
22-45-56.654000,S 1 	RSSI: 55
22-45-56.658000,[R]: 50 
22-45-56.659000,S 1 	RSSI: 55
22-45-56.670000,[R]: 50 
22-45-56.675000,[R]: 0 
22-45-56.679000,S 1 	RSSI: 55
22-45-56.686000,[R]: 50 
22-45-56.691000,S 1 	RSSI: 55
22-45-56.694000,[R]: 50 
22-45-56.700000,[R]: 0 
22-45-56.702000,S 1 	RSSI: 56
22-45-56.702000,[R]: 50 
22-45-56.712000,S 1 	RSSI: 56
22-45-56.715000,[R]: 50 
22-45-56.724000,S 1 	RSSI: 55
22-45-56.728000,[R]: 50 
22-45-56.729000,S 1 	RSSI: 55
22-45-56.740000,[R]: 50 
22-45-56.741000,S 1 	RSSI: 55
22-45-56.745000,[R]: 0 
22-45-56.752000,[R]: 50 
22-45-56.761000,S 1 	RSSI: 55
22-45-56.764000,[R]: 50 
22-45-56.765000,[R]: 0 
22-45-56.770000,S 1 	RSSI: 55
22-45-56.772000,[R]: 50 
22-45-56.782000,S 1 	RSSI: 55
22-45-56.785000,[R]: 50 
22-45-56.794000,S 1 	RSSI: 55
22-45-56.798000,[R]: 50 
22-45-56.815000,S 1 	RSSI: 55
22-45-56.816000,[R]: 50 
22-45-56.816000,S 1 	RSSI: 56
22-45-56.817000,[R]: 0 
22-45-56.819000,S 1 	RSSI: 56
22-45-56.822000,[R]: 50 
22-45-56.832000,S 1 	RSSI: 57
22-45-56.835000,[R]: 50 
22-45-56.838000,[R]: 0 
22-45-56.840000,S 1 	RSSI: 57
22-45-56.843000,[R]: 50 
22-45-56.852000,S 1 	RSSI: 57
22-45-56.856000,[R]: 50 
22-45-56.865000,S 1 	RSSI: 57
22-45-56.868000,[R]: 50 
22-45-56.869000,S 1 	RSSI: 58
22-45-56.882000,[R]: 50 
22-45-56.882000,S 1 	RSSI: 57
22-45-56.886000,[R]: 0 
22-45-56.890000,S 1 	RSSI: 57
22-45-56.894000,[R]: 50 
22-45-56.902000,S 1 	RSSI: 56
22-45-56.905000,[R]: 50 
22-45-56.906000,[R]: 0 
22-45-56.912000,S 1 	RSSI: 57
22-45-56.914000,[R]: 50 
22-45-56.923000,S 1 	RSSI: 56
22-45-56.926000,[R]: 50 
22-45-56.935000,S 1 	RSSI: 56
22-45-56.939000,[R]: 50 
22-45-56.942000,S 1 	RSSI: 56
22-45-56.952000,[R]: 50 
22-45-56.952000,S 1 	RSSI: 56
22-45-56.956000,[R]: 0 
22-45-56.959000,S 1 	RSSI: 56
22-45-56.963000,[R]: 50 
22-45-56.971000,S 1 	RSSI: 56
22-45-56.974000,[R]: 50 
22-45-56.975000,[R]: 0 
22-45-56.979000,S 1 	RSSI: 55
22-45-56.982000,[R]: 50 
22-45-56.992000,S 1 	RSSI: 55
22-45-56.994000,[R]: 50 
22-45-57.004000,S 1 	RSSI: 55
22-45-57.008000,[R]: 50 
22-45-57.009000,S 1 	RSSI: 55
22-45-57.020000,[R]: 50 
22-45-57.022000,S 1 	RSSI: 55
22-45-57.025000,[R]: 0 
22-45-57.029000,S 1 	RSSI: 55
22-45-57.032000,[R]: 50 
22-45-57.041000,S 1 	RSSI: 54
22-45-57.045000,[R]: 50 
22-45-57.046000,[R]: 0 
22-45-57.050000,S 1 	RSSI: 54
22-45-57.055000,[R]: 50 
22-45-57.062000,S 1 	RSSI: 54
22-45-57.066000,[R]: 50 
22-45-57.074000,S 1 	RSSI: 54
22-45-57.078000,[R]: 50 
22-45-57.079000,S 1 	RSSI: 54
22-45-57.090000,[R]: 50 
22-45-57.091000,S 1 	RSSI: 54
22-45-57.103000,[R]: 50 
22-45-57.104000,S 1 	RSSI: 54
22-45-57.115000,[R]: 50 
22-45-57.116000,S 1 	RSSI: 55
22-45-57.128000,[R]: 50 
22-45-57.129000,S 1 	RSSI: 54
22-45-57.134000,[R]: 0 
22-45-57.140000,S 1 	RSSI: 54
22-45-57.144000,[R]: 50 
22-45-57.155000,[R]: 50 
22-45-57.161000,S 1 	RSSI: 54
22-45-57.165000,[R]: 0 
22-45-57.170000,S 1 	RSSI: 54
22-45-57.172000,[R]: 50 
22-45-57.181000,S 1 	RSSI: 54
22-45-57.185000,[R]: 50 
22-45-57.185000,[R]: 0 
22-45-57.191000,S 1 	RSSI: 54
22-45-57.197000,[R]: 50 
22-45-57.202000,S 1 	RSSI: 54
22-45-57.205000,[R]: 50 
22-45-57.215000,S 1 	RSSI: 54
22-45-57.219000,[R]: 50 
22-45-57.223000,S 1 	RSSI: 54
22-45-57.232000,[R]: 50 
22-45-57.232000,S 1 	RSSI: 53
22-45-57.236000,[R]: 0 
22-45-57.240000,S 1 	RSSI: 53
22-45-57.243000,[R]: 50 
22-45-57.252000,S 1 	RSSI: 53
22-45-57.255000,[R]: 50 
22-45-57.256000,[R]: 0 
22-45-57.261000,S 1 	RSSI: 53
22-45-57.263000,[R]: 50 
22-45-57.273000,S 1 	RSSI: 53
22-45-57.276000,[R]: 50 
22-45-57.285000,S 1 	RSSI: 53
22-45-57.289000,[R]: 50 
22-45-57.291000,S 1 	RSSI: 53
22-45-57.301000,[R]: 50 
22-45-57.304000,S 1 	RSSI: 53
22-45-57.306000,[R]: 0 
22-45-57.310000,S 1 	RSSI: 53
22-45-57.313000,[R]: 50 
22-45-57.322000,S 1 	RSSI: 53
22-45-57.325000,[R]: 50 
22-45-57.326000,[R]: 0 
22-45-57.330000,S 1 	RSSI: 53
22-45-57.332000,[R]: 50 
22-45-57.342000,S 1 	RSSI: 53
22-45-57.347000,[R]: 50 
22-45-57.354000,S 1 	RSSI: 53
22-45-57.358000,[R]: 50 
22-45-57.362000,S 1 	RSSI: 53
22-45-57.370000,[R]: 50 
22-45-57.371000,S 1 	RSSI: 53
22-45-57.375000,[R]: 0 
22-45-57.379000,S 1 	RSSI: 53
22-45-57.382000,[R]: 50 
22-45-57.391000,S 1 	RSSI: 52
22-45-57.394000,[R]: 50 
22-45-57.395000,[R]: 0 
22-45-57.399000,S 1 	RSSI: 53
22-45-57.411000,[R]: 50 
22-45-57.412000,S 1 	RSSI: 52
22-45-57.416000,[R]: 50 
22-45-57.424000,S 1 	RSSI: 52
22-45-57.428000,[R]: 50 
22-45-57.431000,S 1 	RSSI: 52
22-45-57.440000,[R]: 50 
22-45-57.441000,S 1 	RSSI: 52
22-45-57.445000,[R]: 0 
22-45-57.449000,S 1 	RSSI: 53
22-45-57.453000,[R]: 50 
22-45-57.461000,S 1 	RSSI: 52
22-45-57.464000,[R]: 50 
22-45-57.465000,[R]: 0 
22-45-57.470000,S 1 	RSSI: 52
22-45-57.472000,[R]: 50 
22-45-57.482000,S 1 	RSSI: 52
22-45-57.488000,[R]: 50 
22-45-57.494000,S 1 	RSSI: 52
22-45-57.498000,[R]: 50 
22-45-57.500000,S 1 	RSSI: 52
22-45-57.511000,[R]: 50 
22-45-57.512000,S 1 	RSSI: 52
22-45-57.515000,[R]: 0 
22-45-57.522000,[R]: 50 
22-45-57.532000,S 1 	RSSI: 52
22-45-57.536000,[R]: 50 
22-45-57.540000,[R]: 0 
22-45-57.540000,S 1 	RSSI: 52
22-45-57.543000,[R]: 50 
22-45-57.552000,S 1 	RSSI: 52
22-45-57.555000,[R]: 50 
22-45-57.565000,S 1 	RSSI: 52
22-45-57.568000,[R]: 50 
22-45-57.570000,S 1 	RSSI: 52
22-45-57.581000,[R]: 50 
22-45-57.582000,S 1 	RSSI: 52
22-45-57.585000,[R]: 0 
22-45-57.590000,S 1 	RSSI: 52
22-45-57.593000,[R]: 50 
22-45-57.602000,S 1 	RSSI: 52
22-45-57.605000,[R]: 50 
22-45-57.605000,[R]: 0 
22-45-57.610000,S 1 	RSSI: 52
22-45-57.614000,[R]: 50 
22-45-57.623000,S 1 	RSSI: 52
22-45-57.625000,[R]: 50 
22-45-57.635000,S 1 	RSSI: 52
22-45-57.639000,[R]: 50 
22-45-57.639000,S 1 	RSSI: 52
22-45-57.651000,[R]: 50 
22-45-57.652000,S 1 	RSSI: 52
22-45-57.656000,[R]: 0 
22-45-57.660000,S 1 	RSSI: 53
22-45-57.663000,[R]: 50 
22-45-57.672000,S 1 	RSSI: 53
22-45-57.675000,[R]: 50 
22-45-57.680000,[R]: 0 
22-45-57.681000,S 1 	RSSI: 53
22-45-57.683000,[R]: 50 
22-45-57.693000,S 1 	RSSI: 53
22-45-57.695000,[R]: 50 
22-45-57.705000,S 1 	RSSI: 53
22-45-57.708000,[R]: 50 
22-45-57.715000,S 1 	RSSI: 53
22-45-57.720000,[R]: 50 
22-45-57.721000,S 1 	RSSI: 53
22-45-57.724000,[R]: 0 
22-45-57.729000,S 1 	RSSI: 53
22-45-57.732000,[R]: 50 
22-45-57.741000,S 1 	RSSI: 53
22-45-57.744000,[R]: 50 
22-45-57.745000,[R]: 0 
22-45-57.749000,S 1 	RSSI: 53
22-45-57.752000,[R]: 50 
22-45-57.762000,S 1 	RSSI: 53
22-45-57.764000,[R]: 50 
22-45-57.774000,S 1 	RSSI: 53
22-45-57.778000,[R]: 50 
22-45-57.779000,S 1 	RSSI: 53
22-45-57.790000,[R]: 50 
22-45-57.791000,S 1 	RSSI: 53
22-45-57.795000,[R]: 0 
22-45-57.800000,S 1 	RSSI: 53
22-45-57.802000,[R]: 50 
22-45-57.811000,S 1 	RSSI: 54
22-45-57.814000,[R]: 50 
22-45-57.818000,[R]: 0 
22-45-57.819000,S 1 	RSSI: 54
22-45-57.822000,[R]: 50 
22-45-57.832000,S 1 	RSSI: 54
22-45-57.835000,[R]: 50 
22-45-57.845000,S 1 	RSSI: 54
22-45-57.848000,[R]: 50 
22-45-57.849000,S 1 	RSSI: 54
22-45-57.860000,[R]: 50 
22-45-57.863000,S 1 	RSSI: 54
22-45-57.865000,[R]: 0 
22-45-57.872000,S 1 	RSSI: 54
22-45-57.872000,[R]: 50 
22-45-57.882000,S 1 	RSSI: 55
22-45-57.884000,[R]: 50 
22-45-57.885000,[R]: 0 
22-45-57.889000,S 1 	RSSI: 55
22-45-57.894000,[R]: 50 
22-45-57.902000,S 1 	RSSI: 55
22-45-57.905000,[R]: 50 
22-45-57.915000,S 1 	RSSI: 55
22-45-57.918000,[R]: 50 
22-45-57.919000,S 1 	RSSI: 55
22-45-57.930000,[R]: 50 
22-45-57.931000,S 1 	RSSI: 55
22-45-57.935000,[R]: 0 
22-45-57.940000,S 1 	RSSI: 55
22-45-57.942000,[R]: 50 
22-45-57.951000,S 1 	RSSI: 55
22-45-57.957000,[R]: 50 
22-45-57.958000,[R]: 0 
22-45-57.961000,S 1 	RSSI: 55
22-45-57.963000,[R]: 50 
22-45-57.972000,S 1 	RSSI: 55
22-45-57.975000,[R]: 50 
22-45-57.985000,S 1 	RSSI: 55
22-45-57.989000,[R]: 50 
22-45-57.990000,S 1 	RSSI: 55
22-45-58.001000,[R]: 50 
22-45-58.001000,S 1 	RSSI: 54
22-45-58.006000,[R]: 0 
22-45-58.010000,S 1 	RSSI: 54
22-45-58.012000,[R]: 50 
22-45-58.022000,S 1 	RSSI: 54
22-45-58.025000,[R]: 50 
22-45-58.026000,[R]: 0 
22-45-58.031000,S 1 	RSSI: 54
22-45-58.037000,[R]: 50 
22-45-58.043000,S 1 	RSSI: 54
22-45-58.049000,[R]: 50 
22-45-58.055000,S 1 	RSSI: 54
22-45-58.059000,[R]: 50 
22-45-58.061000,S 1 	RSSI: 54
22-45-58.071000,[R]: 50 
22-45-58.072000,S 1 	RSSI: 55
22-45-58.076000,[R]: 0 
22-45-58.081000,S 1 	RSSI: 55
22-45-58.082000,[R]: 50 
22-45-58.091000,S 1 	RSSI: 55
22-45-58.094000,[R]: 50 
22-45-58.096000,[R]: 0 
22-45-58.099000,S 1 	RSSI: 55
22-45-58.102000,[R]: 50 
22-45-58.111000,S 1 	RSSI: 55
22-45-58.118000,[R]: 50 
22-45-58.124000,S 1 	RSSI: 55
22-45-58.128000,[R]: 50 
22-45-58.136000,S 1 	RSSI: 55
22-45-58.139000,[R]: 50 
22-45-58.144000,[R]: 0 
22-45-58.149000,S 1 	RSSI: 55
22-45-58.152000,[R]: 50 
22-45-58.161000,S 1 	RSSI: 55
22-45-58.165000,[R]: 50 
22-45-58.167000,[R]: 0 
22-45-58.169000,S 1 	RSSI: 55
22-45-58.172000,[R]: 50 
22-45-58.182000,S 1 	RSSI: 54
22-45-58.185000,[R]: 50 
22-45-58.194000,S 1 	RSSI: 54
22-45-58.202000,[R]: 50 
22-45-58.203000,S 1 	RSSI: 54
22-45-58.211000,[R]: 50 
22-45-58.215000,S 1 	RSSI: 54
22-45-58.216000,[R]: 0 
22-45-58.220000,S 1 	RSSI: 54
22-45-58.223000,[R]: 50 
22-45-58.231000,S 1 	RSSI: 54
22-45-58.234000,[R]: 50 
22-45-58.238000,[R]: 0 
22-45-58.239000,S 1 	RSSI: 54
22-45-58.242000,[R]: 50 
22-45-58.252000,S 1 	RSSI: 54
22-45-58.255000,[R]: 50 
22-45-58.264000,S 1 	RSSI: 54
22-45-58.268000,[R]: 50 
22-45-58.269000,S 1 	RSSI: 54
22-45-58.280000,[R]: 50 
22-45-58.290000,S 1 	RSSI: 55
22-45-58.291000,[R]: 0 
