20-03-50.643000,-------------------------
20-03-59.633000,[R]: 50 
20-03-59.633000,[R]: 2 
20-03-59.634000,[R]: 1 
20-03-59.635000,[R]: 50 
20-03-59.638000,[R]: 2 
20-03-59.642000,[R]: 1 
20-03-59.645000,[R]: 50 
20-03-59.646000,[R]: 2 
20-03-59.651000,[R]: 1 
20-03-59.651000,[R]: 50 
20-03-59.654000,[R]: 2 
20-03-59.659000,[R]: 1 
20-03-59.659000,[R]: 50 
20-03-59.662000,[R]: 2 
20-03-59.665000,[R]: 20 
20-03-59.668000,[R]: 1 
20-03-59.669000,[R]: 50 
20-03-59.671000,[R]: 2 
20-03-59.676000,[R]: 1 
20-03-59.676000,[R]: 50 
20-03-59.679000,[R]: 2 
20-03-59.684000,[R]: 1 
20-03-59.684000,[R]: 50 
20-03-59.688000,[R]: 2 
20-03-59.692000,[R]: 1 
20-03-59.693000,[R]: 50 
20-03-59.696000,[R]: 2 
20-03-59.701000,[R]: 1 
20-03-59.701000,[R]: 50 
20-03-59.707000,[R]: 2 
20-03-59.709000,[R]: 1 
20-03-59.709000,[R]: 50 
20-03-59.712000,[R]: 2 
20-03-59.715000,[R]: 20 
20-03-59.718000,[R]: 1 
20-03-59.718000,[R]: 50 
20-03-59.721000,[R]: 2 
20-03-59.726000,[R]: 1 
20-03-59.728000,[R]: 50 
20-03-59.729000,[R]: 2 
20-03-59.734000,[R]: 1 
20-03-59.735000,[R]: 50 
20-03-59.738000,[R]: 2 
20-03-59.742000,[R]: 1 
20-03-59.743000,[R]: 50 
20-03-59.746000,[R]: 2 
20-03-59.751000,[R]: 1 
20-03-59.752000,[R]: 50 
20-03-59.754000,[R]: 2 
20-03-59.759000,[R]: 1 
20-03-59.760000,[R]: 50 
20-03-59.762000,[R]: 2 
20-03-59.769000,[R]: 20 
20-03-59.770000,[R]: 1 
20-03-59.771000,[R]: 50 
20-03-59.771000,[R]: 2 
20-03-59.776000,[R]: 1 
20-03-59.780000,[R]: 50 
20-03-59.781000,[R]: 2 
20-03-59.784000,[R]: 1 
20-03-59.784000,[R]: 50 
20-03-59.788000,[R]: 2 
20-03-59.792000,[R]: 1 
20-03-59.793000,[R]: 50 
20-03-59.796000,[R]: 2 
20-03-59.801000,[R]: 1 
20-03-59.802000,[R]: 50 
20-03-59.804000,[R]: 2 
20-03-59.809000,[R]: 1 
20-03-59.813000,[R]: 50 
20-03-59.813000,[R]: 2 
20-03-59.815000,[R]: 20 
20-03-59.818000,[R]: 1 
20-03-59.820000,[R]: 50 
20-03-59.821000,[R]: 2 
20-03-59.826000,[R]: 1 
20-03-59.827000,[R]: 50 
20-03-59.830000,[R]: 2 
20-03-59.834000,[R]: 1 
20-03-59.835000,[R]: 50 
20-03-59.841000,[R]: 2 
20-03-59.842000,[R]: 1 
20-03-59.843000,[R]: 50 
20-03-59.846000,[R]: 2 
20-03-59.851000,[R]: 1 
20-03-59.852000,[R]: 50 
20-03-59.854000,[R]: 2 
20-03-59.859000,[R]: 1 
20-03-59.861000,[R]: 50 
20-03-59.862000,[R]: 2 
20-03-59.866000,[R]: 20 
20-03-59.868000,[R]: 1 
20-03-59.869000,[R]: 50 
20-03-59.871000,[R]: 2 
20-03-59.876000,[R]: 1 
20-03-59.877000,[R]: 50 
20-03-59.880000,[R]: 2 
20-03-59.884000,[R]: 1 
20-03-59.885000,[R]: 50 
20-03-59.888000,[R]: 2 
20-03-59.892000,[R]: 1 
20-03-59.895000,[R]: 50 
20-03-59.895000,[R]: 2 
20-03-59.900000,[R]: 1 
20-03-59.901000,[R]: 50 
20-03-59.903000,[R]: 2 
20-03-59.908000,[R]: 1 
20-03-59.909000,[R]: 50 
20-03-59.912000,[R]: 2 
20-03-59.916000,[R]: 20 
20-03-59.917000,[R]: 1 
20-03-59.919000,[R]: 50 
20-03-59.920000,[R]: 2 
20-03-59.925000,[R]: 1 
20-03-59.929000,[R]: 50 
20-03-59.930000,[R]: 2 
20-03-59.933000,[R]: 1 
20-03-59.934000,[R]: 50 
20-03-59.937000,[R]: 2 
20-03-59.947000,[R]: 1 
20-03-59.948000,[R]: 50 
20-03-59.948000,[R]: 2 
20-03-59.950000,[R]: 1 
20-03-59.951000,[R]: 50 
20-03-59.953000,[R]: 2 
20-03-59.959000,[R]: 1 
20-03-59.959000,[R]: 50 
20-03-59.962000,[R]: 2 
20-03-59.964000,[R]: 20 
20-03-59.968000,[R]: 1 
20-03-59.968000,[R]: 50 
20-03-59.971000,[R]: 2 
20-03-59.975000,[R]: 1 
20-03-59.982000,[R]: 50 
20-03-59.982000,[R]: 2 
20-03-59.983000,[R]: 1 
20-03-59.984000,[R]: 50 
20-03-59.988000,[R]: 2 
20-03-59.992000,[R]: 1 
20-03-59.993000,[R]: 50 
20-03-59.996000,[R]: 2 
20-04-00.001000,[R]: 1 
20-04-00.001000,[R]: 50 
20-04-00.029000,[R]: 2 
20-04-00.038000,[R]: 1 
20-04-00.045000,[R]: 50 
20-04-00.046000,[R]: 2 
20-04-00.047000,[R]: 1 
20-04-00.047000,[R]: 50 
20-04-00.048000,[R]: 2 
20-04-00.052000,[R]: 1 
20-04-00.052000,[R]: 50 
20-04-00.053000,[R]: 2 
20-04-00.053000,[R]: 1 
20-04-00.055000,[R]: 50 
20-04-00.055000,[R]: 20 
20-04-00.057000,[R]: 1 
20-04-00.058000,[R]: 50 
20-04-00.060000,[R]: 2 
20-04-00.061000,[R]: 1 
20-04-00.062000,[R]: 50 
20-04-00.062000,[R]: 2 
20-04-00.065000,[R]: 1 
20-04-00.066000,[R]: 50 
20-04-00.067000,[R]: 2 
20-04-00.068000,[R]: 1 
20-04-00.068000,[R]: 50 
20-04-00.073000,[R]: 2 
20-04-00.074000,[R]: 1 
20-04-00.076000,[R]: 50 
20-04-00.076000,[R]: 2 
20-04-00.079000,[R]: 1 
20-04-00.080000,[R]: 50 
20-04-00.083000,[R]: 2 
20-04-00.086000,[R]: 20 
20-04-00.088000,[R]: 1 
20-04-00.088000,[R]: 50 
20-04-00.091000,[R]: 2 
20-04-00.096000,[R]: 1 
20-04-00.097000,[R]: 50 
20-04-00.099000,[R]: 2 
20-04-00.104000,[R]: 1 
20-04-00.109000,[R]: 50 
20-04-00.110000,[R]: 2 
20-04-00.113000,[R]: 1 
20-04-00.116000,[R]: 50 
20-04-00.117000,[R]: 2 
20-04-00.121000,[R]: 1 
20-04-00.122000,[R]: 50 
20-04-00.124000,[R]: 2 
20-04-00.129000,[R]: 1 
20-04-00.129000,[R]: 50 
20-04-00.132000,[R]: 2 
20-04-00.135000,[R]: 20 
20-04-00.139000,[R]: 1 
20-04-00.140000,[R]: 50 
20-04-00.141000,[R]: 2 
20-04-00.146000,[R]: 1 
20-04-00.149000,[R]: 50 
20-04-00.150000,[R]: 2 
20-04-00.154000,[R]: 1 
20-04-00.154000,[R]: 50 
20-04-00.158000,[R]: 2 
20-04-00.162000,[R]: 1 
20-04-00.163000,[R]: 50 
20-04-00.166000,[R]: 2 
20-04-00.171000,[R]: 1 
20-04-00.172000,[R]: 50 
20-04-00.176000,[R]: 2 
20-04-00.179000,[R]: 1 
20-04-00.180000,[R]: 50 
20-04-00.182000,[R]: 2 
20-04-00.185000,[R]: 20 
20-04-00.188000,[R]: 1 
20-04-00.189000,[R]: 50 
20-04-00.191000,[R]: 2 
20-04-00.196000,[R]: 1 
20-04-00.198000,[R]: 50 
20-04-00.199000,[R]: 2 
20-04-00.204000,[R]: 1 
20-04-00.205000,[R]: 50 
20-04-00.208000,[R]: 2 
20-04-00.212000,[R]: 1 
20-04-00.213000,[R]: 50 
20-04-00.216000,[R]: 2 
20-04-00.221000,[R]: 1 
20-04-00.223000,[R]: 50 
20-04-00.224000,[R]: 2 
20-04-00.229000,[R]: 1 
20-04-00.231000,[R]: 50 
20-04-00.232000,[R]: 2 
20-04-00.235000,[R]: 20 
20-04-00.245000,[R]: 1 
20-04-00.246000,[R]: 50 
20-04-00.247000,[R]: 2 
20-04-00.248000,[R]: 1 
20-04-00.248000,[R]: 50 
20-04-00.249000,[R]: 2 
20-04-00.254000,[R]: 1 
20-04-00.255000,[R]: 50 
20-04-00.258000,[R]: 2 
20-04-00.263000,[R]: 1 
20-04-00.264000,[R]: 50 
20-04-00.265000,[R]: 2 
20-04-00.270000,[R]: 1 
20-04-00.271000,[R]: 50 
20-04-00.273000,[R]: 2 
20-04-00.278000,[R]: 1 
20-04-00.279000,[R]: 50 
20-04-00.281000,[R]: 2 
20-04-00.284000,[R]: 20 
20-04-00.287000,[R]: 1 
20-04-00.288000,[R]: 50 
20-04-00.290000,[R]: 2 
20-04-00.295000,[R]: 1 
20-04-00.296000,[R]: 50 
20-04-00.299000,[R]: 2 
20-04-00.303000,[R]: 1 
20-04-00.305000,[R]: 50 
20-04-00.307000,[R]: 2 
20-04-00.312000,[R]: 1 
20-04-00.313000,[R]: 50 
20-04-00.315000,[R]: 2 
20-04-00.320000,[R]: 1 
20-04-00.329000,[R]: 50 
20-04-00.330000,[R]: 2 
20-04-00.330000,[R]: 1 
20-04-00.333000,[R]: 50 
20-04-00.334000,[R]: 2 
20-04-00.334000,[R]: 20 
20-04-00.337000,[R]: 1 
20-04-00.340000,[R]: 50 
20-04-00.341000,[R]: 2 
20-04-00.345000,[R]: 1 
20-04-00.350000,[R]: 50 
20-04-00.350000,[R]: 2 
20-04-00.354000,[R]: 1 
20-04-00.357000,[R]: 50 
20-04-00.357000,[R]: 2 
20-04-00.364000,[R]: 1 
20-04-00.365000,[R]: 50 
20-04-00.366000,[R]: 2 
20-04-00.370000,[R]: 1 
20-04-00.372000,[R]: 50 
20-04-00.374000,[R]: 2 
20-04-00.379000,[R]: 1 
20-04-00.379000,[R]: 50 
20-04-00.382000,[R]: 2 
20-04-00.386000,[R]: 20 
20-04-00.388000,[R]: 1 
20-04-00.388000,[R]: 50 
20-04-00.391000,[R]: 2 
20-04-00.396000,[R]: 1 
20-04-00.398000,[R]: 50 
20-04-00.399000,[R]: 2 
20-04-00.404000,[R]: 1 
20-04-00.404000,[R]: 50 
20-04-00.408000,[R]: 2 
20-04-00.412000,[R]: 1 
20-04-00.412000,[R]: 50 
20-04-00.416000,[R]: 2 
20-04-00.421000,[R]: 1 
20-04-00.421000,[R]: 50 
20-04-00.424000,[R]: 2 
20-04-00.429000,[R]: 1 
20-04-00.435000,[R]: 50 
20-04-00.436000,[R]: 2 
20-04-00.437000,[R]: 1 
20-04-00.438000,[R]: 50 
20-04-00.440000,[R]: 2 
20-04-00.445000,[R]: 1 
20-04-00.448000,[R]: 50 
20-04-00.449000,[R]: 2 
20-04-00.455000,[R]: 1 
20-04-00.458000,[R]: 50 
20-04-00.459000,[R]: 20 
20-04-00.459000,[R]: 1 
20-04-00.460000,[R]: 50 
20-04-00.461000,[R]: 2 
20-04-00.466000,[R]: 1 
20-04-00.466000,[R]: 50 
20-04-00.469000,[R]: 2 
20-04-00.474000,[R]: 1 
20-04-00.475000,[R]: 50 
20-04-00.478000,[R]: 2 
20-04-00.483000,[R]: 1 
20-04-00.484000,[R]: 50 
20-04-00.487000,[R]: 2 
20-04-00.491000,[R]: 1 
20-04-00.492000,[R]: 50 
20-04-00.494000,[R]: 2 
20-04-00.499000,[R]: 1 
20-04-00.500000,[R]: 50 
20-04-00.502000,[R]: 2 
20-04-00.505000,[R]: 20 
20-04-00.511000,[R]: 1 
20-04-00.535000,[R]: 50 
20-04-00.536000,[R]: 2 
20-04-00.536000,[R]: 1 
20-04-00.551000,[R]: 50 
20-04-00.552000,[R]: 2 
20-04-00.552000,[R]: 1 
20-04-00.553000,[R]: 50 
20-04-00.553000,[R]: 2 
20-04-00.554000,[R]: 1 
20-04-00.554000,[R]: 50 
20-04-00.555000,[R]: 2 
20-04-00.559000,[R]: 1 
20-04-00.560000,[R]: 50 
20-04-00.560000,[R]: 2 
20-04-00.561000,[R]: 1 
20-04-00.561000,[R]: 50 
20-04-00.562000,[R]: 2 
20-04-00.562000,[R]: 20 
20-04-00.563000,[R]: 1 
20-04-00.563000,[R]: 50 
20-04-00.564000,[R]: 2 
20-04-00.566000,[R]: 1 
20-04-00.567000,[R]: 50 
20-04-00.570000,[R]: 2 
20-04-00.574000,[R]: 1 
20-04-00.575000,[R]: 50 
20-04-00.577000,[R]: 2 
20-04-00.583000,[R]: 1 
20-04-00.585000,[R]: 50 
20-04-00.586000,[R]: 2 
20-04-00.591000,[R]: 1 
20-04-00.592000,[R]: 50 
20-04-00.594000,[R]: 2 
20-04-00.599000,[R]: 1 
20-04-00.601000,[R]: 50 
20-04-00.602000,[R]: 2 
20-04-00.605000,[R]: 20 
20-04-00.608000,[R]: 1 
20-04-00.617000,[R]: 50 
20-04-00.617000,[R]: 2 
20-04-00.618000,[R]: 1 
20-04-00.618000,[R]: 50 
20-04-00.619000,[R]: 2 
20-04-00.624000,[R]: 1 
20-04-00.628000,[R]: 50 
20-04-00.629000,[R]: 2 
20-04-00.632000,[R]: 1 
20-04-00.633000,[R]: 50 
20-04-00.637000,[R]: 2 
20-04-00.641000,[R]: 1 
20-04-00.641000,[R]: 50 
20-04-00.643000,[R]: 2 
20-04-00.648000,[R]: 1 
20-04-00.649000,[R]: 50 
20-04-00.651000,[R]: 2 
20-04-00.654000,[R]: 20 
20-04-00.660000,[R]: 1 
20-04-00.661000,[R]: 50 
20-04-00.661000,[R]: 2 
20-04-00.665000,[R]: 1 
20-04-00.667000,[R]: 50 
20-04-00.668000,[R]: 2 
20-04-00.673000,[R]: 1 
20-04-00.677000,[R]: 50 
20-04-00.677000,[R]: 2 
20-04-00.682000,[R]: 1 
20-04-00.682000,[R]: 50 
20-04-00.685000,[R]: 2 
20-04-00.690000,[R]: 1 
20-04-00.691000,[R]: 50 
20-04-00.693000,[R]: 2 
20-04-00.698000,[R]: 1 
20-04-00.699000,[R]: 50 
20-04-00.702000,[R]: 2 
20-04-00.704000,[R]: 20 
20-04-00.709000,[R]: 1 
20-04-00.709000,[R]: 50 
20-04-00.710000,[R]: 2 
20-04-00.716000,[R]: 1 
20-04-00.716000,[R]: 50 
20-04-00.719000,[R]: 2 
20-04-00.723000,[R]: 1 
20-04-00.725000,[R]: 50 
20-04-00.727000,[R]: 2 
20-04-00.732000,[R]: 1 
20-04-00.732000,[R]: 50 
20-04-00.735000,[R]: 2 
20-04-00.740000,[R]: 1 
20-04-00.741000,[R]: 50 
20-04-00.744000,[R]: 2 
20-04-00.748000,[R]: 1 
20-04-00.749000,[R]: 50 
20-04-00.752000,[R]: 2 
20-04-00.755000,[R]: 20 
20-04-00.761000,[R]: 1 
20-04-00.762000,[R]: 50 
20-04-00.762000,[R]: 2 
20-04-00.766000,[R]: 1 
20-04-00.766000,[R]: 50 
20-04-00.770000,[R]: 2 
20-04-00.774000,[R]: 1 
20-04-00.774000,[R]: 50 
20-04-00.777000,[R]: 2 
20-04-00.782000,[R]: 1 
20-04-00.782000,[R]: 50 
20-04-00.786000,[R]: 2 
20-04-00.791000,[R]: 1 
20-04-00.793000,[R]: 50 
20-04-00.794000,[R]: 2 
20-04-00.799000,[R]: 1 
20-04-00.800000,[R]: 50 
20-04-00.802000,[R]: 2 
20-04-00.805000,[R]: 20 
20-04-00.807000,[R]: 1 
20-04-00.810000,[R]: 50 
20-04-00.811000,[R]: 2 
20-04-00.816000,[R]: 1 
20-04-00.816000,[R]: 50 
20-04-00.820000,[R]: 2 
20-04-00.824000,[R]: 1 
20-04-00.825000,[R]: 50 
20-04-00.827000,[R]: 2 
20-04-00.832000,[R]: 1 
20-04-00.832000,[R]: 50 
20-04-00.836000,[R]: 2 
20-04-00.840000,[R]: 1 
20-04-00.841000,[R]: 50 
20-04-00.844000,[R]: 2 
20-04-00.849000,[R]: 1 
20-04-00.850000,[R]: 50 
20-04-00.853000,[R]: 2 
20-04-00.855000,[R]: 20 
20-04-00.858000,[R]: 1 
20-04-00.859000,[R]: 50 
20-04-00.861000,[R]: 2 
20-04-00.866000,[R]: 1 
20-04-00.868000,[R]: 50 
20-04-00.869000,[R]: 2 
20-04-00.874000,[R]: 1 
20-04-00.874000,[R]: 50 
20-04-00.877000,[R]: 2 
20-04-00.882000,[R]: 1 
20-04-00.886000,[R]: 50 
20-04-00.886000,[R]: 2 
20-04-00.890000,[R]: 1 
20-04-00.891000,[R]: 50 
20-04-00.894000,[R]: 2 
20-04-00.899000,[R]: 1 
20-04-00.900000,[R]: 50 
20-04-00.902000,[R]: 2 
20-04-00.905000,[R]: 20 
20-04-00.908000,[R]: 1 
20-04-00.910000,[R]: 50 
20-04-00.911000,[R]: 2 
20-04-00.916000,[R]: 1 
20-04-00.917000,[R]: 50 
20-04-00.920000,[R]: 2 
20-04-00.924000,[R]: 1 
20-04-00.926000,[R]: 50 
20-04-00.927000,[R]: 2 
20-04-00.932000,[R]: 1 
20-04-00.933000,[R]: 50 
20-04-00.936000,[R]: 2 
20-04-00.941000,[R]: 1 
20-04-00.941000,[R]: 50 
20-04-00.944000,[R]: 2 
20-04-00.949000,[R]: 1 
20-04-00.951000,[R]: 50 
20-04-00.952000,[R]: 2 
20-04-00.955000,[R]: 20 
20-04-00.958000,[R]: 1 
20-04-00.961000,[R]: 50 
20-04-00.961000,[R]: 2 
20-04-00.966000,[R]: 1 
20-04-00.967000,[R]: 50 
20-04-00.969000,[R]: 2 
20-04-00.974000,[R]: 1 
20-04-00.975000,[R]: 50 
20-04-00.978000,[R]: 2 
20-04-00.982000,[R]: 1 
20-04-00.983000,[R]: 50 
20-04-00.986000,[R]: 2 
20-04-00.991000,[R]: 1 
20-04-00.992000,[R]: 50 
20-04-00.994000,[R]: 2 
20-04-00.999000,[R]: 1 
20-04-01.000000,[R]: 50 
20-04-01.002000,[R]: 2 
20-04-01.005000,[R]: 20 
20-04-01.008000,[R]: 1 
20-04-01.013000,[R]: 50 
20-04-01.013000,[R]: 2 
20-04-01.015000,[R]: 1 
20-04-01.019000,[R]: 50 
20-04-01.020000,[R]: 2 
20-04-01.023000,[R]: 1 
20-04-01.024000,[R]: 50 
20-04-01.027000,[R]: 2 
20-04-01.031000,[R]: 1 
20-04-01.032000,[R]: 50 
20-04-01.035000,[R]: 2 
20-04-01.040000,[R]: 1 
20-04-01.042000,[R]: 50 
20-04-01.043000,[R]: 2 
20-04-01.048000,[R]: 1 
20-04-01.050000,[R]: 50 
20-04-01.051000,[R]: 2 
20-04-01.054000,[R]: 20 
20-04-01.057000,[R]: 1 
20-04-01.059000,[R]: 50 
20-04-01.060000,[R]: 2 
20-04-01.065000,[R]: 1 
20-04-01.066000,[R]: 50 
20-04-01.070000,[R]: 2 
20-04-01.073000,[R]: 1 
20-04-01.074000,[R]: 50 
20-04-01.077000,[R]: 2 
20-04-01.082000,[R]: 1 
20-04-01.083000,[R]: 50 
20-04-01.086000,[R]: 2 
20-04-01.090000,[R]: 1 
20-04-01.091000,[R]: 50 
20-04-01.093000,[R]: 2 
20-04-01.098000,[R]: 1 
20-04-01.099000,[R]: 50 
20-04-01.101000,[R]: 2 
20-04-01.104000,[R]: 20 
20-04-01.107000,[R]: 1 
20-04-01.108000,[R]: 50 
20-04-01.111000,[R]: 2 
20-04-01.116000,[R]: 1 
20-04-01.124000,[R]: 50 
20-04-01.124000,[R]: 2 
20-04-01.125000,[R]: 1 
20-04-01.125000,[R]: 50 
20-04-01.127000,[R]: 2 
20-04-01.133000,[R]: 1 
20-04-01.134000,[R]: 50 
20-04-01.136000,[R]: 2 
20-04-01.140000,[R]: 1 
20-04-01.141000,[R]: 50 
20-04-01.145000,[R]: 2 
20-04-01.149000,[R]: 1 
20-04-01.149000,[R]: 50 
20-04-01.152000,[R]: 2 
20-04-01.155000,[R]: 20 
20-04-01.157000,[R]: 1 
20-04-01.162000,[R]: 50 
20-04-01.162000,[R]: 2 
20-04-01.166000,[R]: 1 
20-04-01.166000,[R]: 50 
20-04-01.169000,[R]: 2 
20-04-01.174000,[R]: 1 
20-04-01.177000,[R]: 50 
20-04-01.178000,[R]: 2 
20-04-01.182000,[R]: 1 
20-04-01.182000,[R]: 50 
20-04-01.186000,[R]: 2 
20-04-01.190000,[R]: 1 
20-04-01.191000,[R]: 50 
20-04-01.194000,[R]: 2 
20-04-01.199000,[R]: 1 
20-04-01.200000,[R]: 50 
20-04-01.202000,[R]: 2 
20-04-01.205000,[R]: 20 
20-04-01.210000,[R]: 1 
20-04-01.211000,[R]: 50 
20-04-01.212000,[R]: 2 
20-04-01.216000,[R]: 1 
20-04-01.216000,[R]: 50 
20-04-01.219000,[R]: 2 
20-04-01.224000,[R]: 1 
20-04-01.224000,[R]: 50 
20-04-01.227000,[R]: 2 
20-04-01.232000,[R]: 1 
20-04-01.233000,[R]: 50 
20-04-01.236000,[R]: 2 
20-04-01.241000,[R]: 1 
20-04-01.242000,[R]: 50 
20-04-01.244000,[R]: 2 
20-04-01.249000,[R]: 1 
20-04-01.250000,[R]: 50 
20-04-01.252000,[R]: 2 
20-04-01.254000,[R]: 20 
20-04-01.257000,[R]: 1 
20-04-01.258000,[R]: 50 
20-04-01.262000,[R]: 2 
20-04-01.266000,[R]: 1 
20-04-01.267000,[R]: 50 
20-04-01.269000,[R]: 2 
20-04-01.274000,[R]: 1 
20-04-01.275000,[R]: 50 
20-04-01.277000,[R]: 2 
20-04-01.282000,[R]: 1 
20-04-01.285000,[R]: 50 
20-04-01.286000,[R]: 2 
20-04-01.290000,[R]: 1 
20-04-01.291000,[R]: 50 
20-04-01.294000,[R]: 2 
20-04-01.300000,[R]: 1 
20-04-01.301000,[R]: 50 
20-04-01.302000,[R]: 2 
20-04-01.304000,[R]: 20 
20-04-01.307000,[R]: 1 
20-04-01.310000,[R]: 50 
20-04-01.311000,[R]: 2 
20-04-01.316000,[R]: 1 
20-04-01.317000,[R]: 50 
20-04-01.321000,[R]: 2 
20-04-01.324000,[R]: 1 
20-04-01.325000,[R]: 50 
20-04-01.327000,[R]: 2 
20-04-01.332000,[R]: 1 
20-04-01.333000,[R]: 50 
20-04-01.336000,[R]: 2 
20-04-01.340000,[R]: 1 
20-04-01.341000,[R]: 50 
20-04-01.344000,[R]: 2 
20-04-01.349000,[R]: 1 
20-04-01.351000,[R]: 50 
20-04-01.352000,[R]: 2 
20-04-01.355000,[R]: 20 
20-04-01.358000,[R]: 1 
20-04-01.358000,[R]: 50 
20-04-01.361000,[R]: 2 
20-04-01.366000,[R]: 1 
20-04-01.367000,[R]: 50 
20-04-01.369000,[R]: 2 
20-04-01.374000,[R]: 1 
20-04-01.375000,[R]: 50 
20-04-01.378000,[R]: 2 
20-04-01.382000,[R]: 1 
20-04-01.386000,[R]: 50 
20-04-01.386000,[R]: 2 
20-04-01.389000,[R]: 1 
20-04-01.390000,[R]: 50 
20-04-01.393000,[R]: 2 
20-04-01.398000,[R]: 1 
20-04-01.399000,[R]: 50 
20-04-01.401000,[R]: 2 
20-04-01.404000,[R]: 20 
20-04-01.407000,[R]: 1 
20-04-01.408000,[R]: 50 
20-04-01.410000,[R]: 2 
20-04-01.415000,[R]: 1 
20-04-01.419000,[R]: 50 
20-04-01.420000,[R]: 2 
20-04-01.424000,[R]: 1 
20-04-01.428000,[R]: 50 
20-04-01.428000,[R]: 2 
20-04-01.431000,[R]: 1 
20-04-01.432000,[R]: 50 
20-04-01.435000,[R]: 2 
20-04-01.440000,[R]: 1 
20-04-01.441000,[R]: 50 
20-04-01.443000,[R]: 2 
20-04-01.448000,[R]: 1 
20-04-01.449000,[R]: 50 
20-04-01.451000,[R]: 2 
20-04-01.456000,[R]: 20 
20-04-01.457000,[R]: 1 
20-04-01.458000,[R]: 50 
20-04-01.461000,[R]: 2 
20-04-01.466000,[R]: 1 
20-04-01.466000,[R]: 50 
20-04-01.469000,[R]: 2 
20-04-01.473000,[R]: 1 
20-04-01.474000,[R]: 50 
20-04-01.477000,[R]: 2 
20-04-01.481000,[R]: 1 
20-04-01.482000,[R]: 50 
20-04-01.486000,[R]: 2 
20-04-01.490000,[R]: 1 
20-04-01.492000,[R]: 50 
20-04-01.493000,[R]: 2 
20-04-01.499000,[R]: 1 
20-04-01.499000,[R]: 50 
20-04-01.502000,[R]: 2 
20-04-01.507000,[R]: 1 
20-04-01.507000,[R]: 50 
20-04-01.510000,[R]: 2 
20-04-01.515000,[R]: 1 
20-04-01.515000,[R]: 50 
20-04-01.518000,[R]: 2 
20-04-01.523000,[R]: 1 
20-04-01.525000,[R]: 50 
20-04-01.527000,[R]: 2 
20-04-01.532000,[R]: 1 
20-04-01.534000,[R]: 50 
20-04-01.535000,[R]: 2 
20-04-01.540000,[R]: 1 
20-04-01.540000,[R]: 50 
20-04-01.544000,[R]: 2 
20-04-01.544000,[R]: 20 
20-04-01.548000,[R]: 1 
20-04-01.550000,[R]: 50 
20-04-01.551000,[R]: 2 
20-04-01.556000,[R]: 1 
20-04-01.557000,[R]: 50 
20-04-01.560000,[R]: 2 
20-04-01.564000,[R]: 1 
20-04-01.565000,[R]: 50 
20-04-01.568000,[R]: 2 
20-04-01.573000,[R]: 1 
20-04-01.575000,[R]: 50 
20-04-01.575000,[R]: 20 
20-04-01.577000,[R]: 1 
20-04-01.578000,[R]: 50 
20-04-01.581000,[R]: 2 
20-04-01.586000,[R]: 1 
20-04-01.586000,[R]: 50 
20-04-01.589000,[R]: 2 
20-04-01.594000,[R]: 1 
20-04-01.594000,[R]: 50 
20-04-01.597000,[R]: 2 
20-04-01.602000,[R]: 1 
20-04-01.605000,[R]: 50 
20-04-01.607000,[R]: 2 
20-04-01.610000,[R]: 1 
20-04-01.613000,[R]: 50 
20-04-01.614000,[R]: 2 
20-04-01.619000,[R]: 1 
20-04-01.619000,[R]: 50 
20-04-01.622000,[R]: 2 
20-04-01.625000,[R]: 20 
20-04-01.627000,[R]: 1 
20-04-01.629000,[R]: 50 
20-04-01.631000,[R]: 2 
20-04-01.636000,[R]: 1 
20-04-01.637000,[R]: 50 
20-04-01.639000,[R]: 2 
20-04-01.644000,[R]: 1 
20-04-01.645000,[R]: 50 
20-04-01.647000,[R]: 2 
20-04-01.652000,[R]: 1 
20-04-01.653000,[R]: 50 
20-04-01.656000,[R]: 2 
20-04-01.661000,[R]: 1 
20-04-01.664000,[R]: 50 
20-04-01.665000,[R]: 2 
20-04-01.669000,[R]: 1 
20-04-01.670000,[R]: 50 
20-04-01.672000,[R]: 2 
20-04-01.676000,[R]: 20 
20-04-01.678000,[R]: 1 
20-04-01.679000,[R]: 50 
20-04-01.681000,[R]: 2 
20-04-01.686000,[R]: 1 
20-04-01.686000,[R]: 50 
20-04-01.689000,[R]: 2 
20-04-01.694000,[R]: 1 
20-04-01.696000,[R]: 50 
20-04-01.700000,[R]: 2 
20-04-01.702000,[R]: 1 
20-04-01.703000,[R]: 50 
20-04-01.706000,[R]: 2 
20-04-01.710000,[R]: 1 
20-04-01.711000,[R]: 50 
20-04-01.714000,[R]: 2 
20-04-01.719000,[R]: 1 
20-04-01.722000,[R]: 50 
20-04-01.722000,[R]: 2 
20-04-01.724000,[R]: 20 
20-04-01.727000,[R]: 1 
20-04-01.728000,[R]: 50 
20-04-01.731000,[R]: 2 
20-04-01.736000,[R]: 1 
20-04-01.738000,[R]: 50 
20-04-01.739000,[R]: 2 
20-04-01.744000,[R]: 1 
20-04-01.745000,[R]: 50 
20-04-01.747000,[R]: 2 
20-04-01.752000,[R]: 1 
20-04-01.753000,[R]: 50 
20-04-01.756000,[R]: 2 
20-04-01.760000,[R]: 1 
20-04-01.760000,[R]: 50 
20-04-01.763000,[R]: 2 
20-04-01.768000,[R]: 1 
20-04-01.770000,[R]: 50 
20-04-01.771000,[R]: 2 
20-04-01.774000,[R]: 20 
20-04-01.777000,[R]: 1 
20-04-01.777000,[R]: 50 
20-04-01.780000,[R]: 2 
20-04-01.785000,[R]: 1 
