22-41-32.858000,-------------------------- 
22-44-40.224000,[R]: 3 
22-44-40.225000,[R]: 4 
22-44-40.225000,[R]: 5 
22-44-40.226000,S 7 	RSSI: 44
22-44-40.227000,[R]: 6 
22-44-40.243000,[R]: 7 
22-44-40.267000,[R]: 20 
22-44-40.268000,[R]: 1 
22-44-40.276000,[R]: 2 
22-44-40.277000,[R]: 50 
22-44-40.285000,[R]: 3 
22-44-40.286000,[R]: 4 
22-44-40.286000,[R]: 5 
22-44-40.293000,[R]: 6 
22-44-40.320000,[R]: 7 
22-44-40.323000,S 7 	RSSI: 44
22-44-40.365000,[R]: 8 
22-44-40.366000,[R]: 1 
22-44-40.366000,S 5 	RSSI: 44
22-44-40.367000,[R]: 2 
22-44-40.367000,[R]: 50 
22-44-40.368000,[R]: 3 
22-44-40.368000,[R]: 4 
22-44-40.368000,[R]: 5 
22-44-40.371000,[R]: 6 
22-44-40.371000,[R]: 7 
22-44-40.372000,[R]: 8 
22-44-40.373000,[R]: 1 
22-44-40.373000,S 5 	RSSI: 44
22-44-40.374000,[R]: 2 
22-44-40.374000,[R]: 50 
22-44-40.375000,[R]: 3 
22-44-40.375000,[R]: 4 
22-44-40.376000,[R]: 5 
22-44-40.376000,[R]: 6 
22-44-40.377000,S 3 	RSSI: 44
22-44-40.377000,[R]: 7 
22-44-40.377000,[R]: 8 
22-44-40.405000,S 5 	RSSI: 44
22-44-40.413000,[R]: 1 
22-44-40.413000,[R]: 2 
22-44-40.430000,[R]: 50 
22-44-40.439000,[R]: 3 
22-44-40.440000,S 1 	RSSI: 56
22-44-40.441000,[R]: 4 
22-44-40.442000,[R]: 5 
22-44-40.443000,[R]: 20 
22-44-40.444000,[R]: 1 
22-44-40.444000,S 1 	RSSI: 55
22-44-40.451000,[R]: 2 
22-44-40.451000,[R]: 50 
22-44-40.453000,[R]: 3 
22-44-40.454000,S 3 	RSSI: 44
22-44-40.489000,[R]: 4 
22-44-40.490000,[R]: 5 
22-44-40.491000,S 5 	RSSI: 44
22-44-40.491000,[R]: 6 
22-44-40.496000,[R]: 7 
22-44-40.514000,[R]: 8 
22-44-40.542000,[R]: 1 
22-44-40.542000,S 1 	RSSI: 55
22-44-40.542000,[R]: 2 
22-44-40.579000,[R]: 50 
22-44-40.579000,S 6 	RSSI: 44
22-44-40.580000,[R]: 3 
22-44-40.585000,[R]: 4 
22-44-40.586000,[R]: 5 
22-44-40.586000,[R]: 6 
22-44-40.587000,S 8 	RSSI: 44
22-44-40.588000,[R]: 7 
22-44-40.615000,[R]: 8 
22-44-40.616000,[R]: 1 
22-44-40.616000,S 1 	RSSI: 56
22-44-40.618000,[R]: 2 
22-44-40.619000,[R]: 50 
22-44-40.619000,S 6 	RSSI: 44
22-44-40.621000,[R]: 3 
22-44-40.622000,[R]: 4 
22-44-40.622000,[R]: 5 
22-44-40.623000,[R]: 6 
22-44-40.623000,[R]: 7 
22-44-40.624000,[R]: 8 
22-44-40.625000,[R]: 1 
22-44-40.625000,S 6 	RSSI: 44
22-44-40.626000,S 1 	RSSI: 56
22-44-40.639000,[R]: 2 
22-44-40.639000,[R]: 50 
22-44-40.640000,[R]: 3 
22-44-40.641000,[R]: 4 
22-44-40.642000,[R]: 5 
22-44-40.663000,[R]: 20 
22-44-40.685000,[R]: 1 
22-44-40.685000,[R]: 2 
22-44-40.694000,[R]: 50 
22-44-40.703000,S 4 	RSSI: 44
22-44-40.704000,[R]: 3 
22-44-40.704000,S 7 	RSSI: 44
22-44-40.705000,[R]: 4 
22-44-40.714000,S 1 	RSSI: 56
22-44-40.734000,[R]: 5 
22-44-40.739000,[R]: 6 
22-44-40.780000,[R]: 7 
22-44-40.808000,[R]: 8 
22-44-40.809000,[R]: 1 
22-44-40.809000,[R]: 2 
22-44-40.810000,[R]: 50 
22-44-40.831000,[R]: 3 
22-44-40.869000,S 7 	RSSI: 44
22-44-40.870000,[R]: 4 
22-44-40.871000,S 1 	RSSI: 56
22-44-40.871000,[R]: 5 
22-44-40.872000,[R]: 6 
22-44-40.873000,[R]: 7 
22-44-40.874000,[R]: 8 
22-44-40.875000,[R]: 1 
22-44-40.891000,[R]: 2 
22-44-40.902000,[R]: 50 
22-44-40.903000,[R]: 3 
22-44-40.903000,S 7 	RSSI: 44
22-44-40.904000,[R]: 4 
22-44-40.905000,[R]: 5 
22-44-40.905000,[R]: 6 
22-44-40.906000,[R]: 7 
22-44-40.906000,[R]: 8 
22-44-40.908000,[R]: 1 
22-44-40.912000,[R]: 2 
22-44-40.913000,[R]: 50 
22-44-40.937000,S 7 	RSSI: 44
22-44-40.938000,[R]: 3 
22-44-40.938000,[R]: 4 
22-44-40.948000,[R]: 5 
22-44-40.949000,[R]: 6 
22-44-40.964000,[R]: 7 
22-44-40.965000,[R]: 8 
22-44-40.965000,[R]: 1 
22-44-40.966000,[R]: 2 
22-44-40.967000,[R]: 50 
22-44-40.967000,[R]: 3 
22-44-40.980000,[R]: 4 
22-44-40.994000,[R]: 5 
22-44-40.994000,[R]: 6 
22-44-40.995000,[R]: 7 
22-44-41.026000,[R]: 20 
22-44-41.027000,[R]: 1 
22-44-41.030000,[R]: 2 
22-44-41.031000,[R]: 50 
22-44-41.040000,[R]: 3 
22-44-41.040000,[R]: 4 
22-44-41.058000,[R]: 5 
22-44-41.059000,[R]: 6 
22-44-41.060000,[R]: 7 
22-44-41.060000,[R]: 8 
22-44-41.062000,[R]: 1 
22-44-41.063000,[R]: 2 
22-44-41.068000,[R]: 50 
22-44-41.069000,[R]: 3 
22-44-41.069000,[R]: 4 
22-44-41.070000,[R]: 5 
22-44-41.077000,[R]: 6 
22-44-41.080000,[R]: 7 
22-44-41.088000,[R]: 8 
22-44-41.089000,[R]: 1 
22-44-41.091000,[R]: 2 
22-44-41.091000,[R]: 50 
22-44-41.102000,[R]: 3 
22-44-41.107000,[R]: 4 
22-44-41.108000,[R]: 5 
22-44-41.139000,[R]: 6 
22-44-41.140000,[R]: 7 
22-44-41.140000,[R]: 8 
22-44-41.182000,[R]: 1 
22-44-41.182000,[R]: 2 
22-44-41.182000,[R]: 50 
22-44-41.182000,[R]: 3 
22-44-41.183000,S 7 	RSSI: 44
22-44-41.183000,[R]: 4 
22-44-41.183000,[R]: 5 
22-44-41.184000,[R]: 20 
22-44-41.184000,[R]: 1 
22-44-41.225000,[R]: 2 
22-44-41.249000,[R]: 50 
22-44-41.256000,[R]: 3 
22-44-41.257000,S 5 	RSSI: 44
22-44-41.258000,[R]: 4 
22-44-41.258000,[R]: 5 
22-44-41.259000,[R]: 6 
22-44-41.259000,[R]: 7 
22-44-41.260000,[R]: 8 
22-44-41.263000,[R]: 1 
22-44-41.267000,[R]: 2 
22-44-41.268000,[R]: 50 
22-44-41.268000,[R]: 3 
22-44-41.281000,S 5 	RSSI: 44
22-44-41.288000,[R]: 4 
22-44-41.302000,[R]: 5 
22-44-41.303000,[R]: 6 
22-44-41.303000,[R]: 7 
22-44-41.304000,S 3 	RSSI: 44
22-44-41.304000,[R]: 8 
22-44-41.305000,[R]: 1 
22-44-41.305000,S 1 	RSSI: 57
22-44-41.306000,[R]: 2 
22-44-41.307000,[R]: 50 
22-44-41.308000,S 6 	RSSI: 44
22-44-41.308000,[R]: 3 
22-44-41.309000,[R]: 20 
22-44-41.315000,[R]: 1 
22-44-41.316000,S 1 	RSSI: 56
22-44-41.317000,[R]: 2 
22-44-41.318000,[R]: 50 
22-44-41.337000,[R]: 3 
22-44-41.337000,[R]: 4 
22-44-41.337000,[R]: 5 
22-44-41.338000,[R]: 6 
22-44-41.338000,S 6 	RSSI: 44
22-44-41.339000,[R]: 7 
22-44-41.340000,[R]: 8 
22-44-41.340000,S 8 	RSSI: 44
22-44-41.341000,S 4 	RSSI: 44
22-44-41.341000,[R]: 1 
22-44-41.342000,S 1 	RSSI: 56
22-44-41.343000,[R]: 2 
22-44-41.349000,[R]: 50 
22-44-41.351000,[R]: 3 
22-44-41.353000,S 7 	RSSI: 44
22-44-41.354000,[R]: 4 
22-44-41.358000,[R]: 5 
22-44-41.376000,[R]: 6 
22-44-41.377000,[R]: 7 
22-44-41.380000,[R]: 8 
22-44-41.390000,S 4 	RSSI: 44
22-44-41.393000,[R]: 1 
22-44-41.404000,S 1 	RSSI: 56
22-44-41.405000,[R]: 2 
22-44-41.408000,[R]: 50 
22-44-41.409000,[R]: 3 
22-44-41.415000,S 7 	RSSI: 44
22-44-41.416000,[R]: 4 
22-44-41.416000,[R]: 5 
22-44-41.417000,[R]: 6 
22-44-41.418000,[R]: 7 
22-44-41.418000,[R]: 8 
22-44-41.419000,S 4 	RSSI: 44
22-44-41.422000,[R]: 1 
22-44-41.422000,S 1 	RSSI: 56
22-44-41.424000,[R]: 2 
22-44-41.435000,[R]: 50 
22-44-41.444000,[R]: 3 
22-44-41.444000,S 7 	RSSI: 44
22-44-41.445000,[R]: 4 
22-44-41.446000,[R]: 5 
22-44-41.446000,[R]: 20 
22-44-41.452000,[R]: 1 
22-44-41.463000,S 1 	RSSI: 56
22-44-41.463000,[R]: 2 
22-44-41.464000,[R]: 50 
22-44-41.465000,[R]: 3 
22-44-41.466000,[R]: 4 
22-44-41.466000,S 4 	RSSI: 44
22-44-41.467000,[R]: 5 
22-44-41.468000,[R]: 6 
22-44-41.468000,[R]: 7 
22-44-41.489000,S 7 	RSSI: 44
22-44-41.490000,[R]: 8 
22-44-41.491000,[R]: 1 
22-44-41.491000,S 1 	RSSI: 56
22-44-41.493000,[R]: 2 
22-44-41.493000,[R]: 50 
22-44-41.494000,[R]: 3 
22-44-41.494000,[R]: 4 
22-44-41.498000,[R]: 5 
22-44-41.499000,[R]: 6 
22-44-41.500000,[R]: 7 
22-44-41.507000,S 7 	RSSI: 44
22-44-41.529000,[R]: 8 
22-44-41.531000,[R]: 1 
22-44-41.532000,S 1 	RSSI: 56
22-44-41.533000,[R]: 2 
22-44-41.533000,[R]: 50 
22-44-41.534000,[R]: 3 
22-44-41.534000,[R]: 4 
22-44-41.535000,[R]: 5 
22-44-41.554000,[R]: 6 
22-44-41.556000,[R]: 7 
22-44-41.559000,[R]: 8 
22-44-41.569000,[R]: 1 
22-44-41.574000,[R]: 2 
22-44-41.574000,[R]: 50 
22-44-41.580000,[R]: 3 
22-44-41.593000,[R]: 4 
22-44-41.608000,[R]: 5 
22-44-41.610000,[R]: 6 
22-44-41.635000,S 1 	RSSI: 55
22-44-41.636000,[R]: 7 
22-44-41.636000,[R]: 8 
22-44-41.637000,[R]: 1 
22-44-41.638000,[R]: 2 
22-44-41.638000,[R]: 50 
22-44-41.639000,S 5 	RSSI: 44
22-44-41.639000,[R]: 3 
22-44-41.641000,[R]: 4 
22-44-41.654000,[R]: 5 
22-44-41.655000,[R]: 6 
22-44-41.655000,[R]: 7 
22-44-41.656000,[R]: 20 
22-44-41.656000,[R]: 1 
22-44-41.657000,[R]: 2 
22-44-41.657000,[R]: 50 
22-44-41.658000,[R]: 3 
22-44-41.659000,S 5 	RSSI: 44
22-44-41.660000,[R]: 4 
22-44-41.677000,[R]: 5 
22-44-41.688000,[R]: 6 
22-44-41.688000,[R]: 7 
22-44-41.689000,[R]: 8 
22-44-41.703000,[R]: 1 
22-44-41.703000,[R]: 2 
22-44-41.707000,[R]: 50 
22-44-41.712000,[R]: 3 
22-44-41.717000,S 5 	RSSI: 44
22-44-41.718000,[R]: 4 
22-44-41.718000,[R]: 5 
22-44-41.725000,[R]: 6 
22-44-41.734000,[R]: 7 
22-44-41.735000,[R]: 8 
22-44-41.735000,[R]: 1 
22-44-41.740000,[R]: 2 
22-44-41.742000,[R]: 50 
22-44-41.744000,[R]: 3 
22-44-41.747000,S 5 	RSSI: 44
22-44-41.748000,[R]: 4 
22-44-41.749000,[R]: 5 
22-44-41.749000,[R]: 6 
22-44-41.754000,[R]: 7 
22-44-41.768000,[R]: 8 
22-44-41.782000,S 1 	RSSI: 55
22-44-41.783000,[R]: 1 
22-44-41.784000,[R]: 2 
22-44-41.784000,[R]: 50 
22-44-41.785000,[R]: 3 
22-44-41.786000,S 5 	RSSI: 44
22-44-41.791000,[R]: 4 
22-44-41.809000,[R]: 5 
22-44-41.809000,[R]: 20 
22-44-41.810000,[R]: 1 
22-44-41.810000,S 1 	RSSI: 55
22-44-41.820000,S 3 	RSSI: 44
22-44-41.836000,[R]: 2 
22-44-41.858000,[R]: 50 
22-44-41.859000,[R]: 3 
22-44-41.859000,[R]: 4 
22-44-41.872000,S 6 	RSSI: 44
22-44-41.875000,[R]: 5 
22-44-41.875000,[R]: 6 
22-44-41.876000,S 8 	RSSI: 44
22-44-41.877000,[R]: 7 
22-44-41.878000,[R]: 8 
22-44-41.891000,[R]: 1 
22-44-41.892000,S 3 	RSSI: 44
22-44-41.892000,[R]: 2 
22-44-41.899000,[R]: 50 
22-44-41.900000,[R]: 3 
22-44-41.901000,[R]: 4 
22-44-41.901000,S 6 	RSSI: 44
22-44-41.902000,[R]: 5 
22-44-41.903000,[R]: 6 
22-44-41.903000,S 8 	RSSI: 44
22-44-41.904000,S 4 	RSSI: 44
22-44-41.904000,[R]: 7 
22-44-41.905000,[R]: 8 
22-44-41.908000,[R]: 1 
22-44-41.913000,S 1 	RSSI: 56
22-44-41.913000,[R]: 2 
22-44-41.927000,[R]: 50 
22-44-41.934000,[R]: 3 
22-44-41.935000,[R]: 20 
22-44-41.937000,[R]: 1 
22-44-41.942000,S 1 	RSSI: 56
22-44-41.947000,[R]: 2 
22-44-41.948000,[R]: 50 
22-44-41.949000,[R]: 3 
22-44-41.949000,[R]: 4 
22-44-41.950000,[R]: 5 
22-44-41.977000,[R]: 6 
22-44-41.988000,[R]: 7 
22-44-41.989000,S 7 	RSSI: 44
22-44-41.990000,[R]: 8 
22-44-41.991000,[R]: 1 
22-44-41.991000,S 1 	RSSI: 56
22-44-41.992000,[R]: 2 
22-44-41.993000,[R]: 50 
22-44-41.993000,[R]: 3 
22-44-42.014000,[R]: 4 
22-44-42.014000,[R]: 5 
22-44-42.015000,[R]: 6 
22-44-42.016000,[R]: 7 
22-44-42.016000,S 7 	RSSI: 44
22-44-42.035000,[R]: 8 
22-44-42.036000,[R]: 1 
22-44-42.038000,S 1 	RSSI: 56
22-44-42.038000,[R]: 2 
22-44-42.067000,[R]: 50 
22-44-42.086000,[R]: 3 
22-44-42.086000,[R]: 4 
22-44-42.087000,[R]: 5 
22-44-42.087000,[R]: 6 
22-44-42.088000,[R]: 7 
22-44-42.088000,[R]: 8 
22-44-42.089000,S 5 	RSSI: 44
22-44-42.119000,[R]: 1 
22-44-42.130000,S 1 	RSSI: 56
22-44-42.149000,[R]: 2 
22-44-42.149000,[R]: 50 
22-44-42.150000,[R]: 3 
22-44-42.154000,[R]: 4 
22-44-42.171000,[R]: 5 
22-44-42.171000,[R]: 20 
22-44-42.181000,[R]: 1 
22-44-42.182000,S 1 	RSSI: 56
22-44-42.190000,[R]: 2 
22-44-42.193000,[R]: 50 
22-44-42.210000,[R]: 3 
22-44-42.211000,[R]: 4 
22-44-42.215000,[R]: 5 
22-44-42.216000,S 5 	RSSI: 44
22-44-42.216000,[R]: 6 
22-44-42.217000,S 8 	RSSI: 44
22-44-42.218000,[R]: 7 
22-44-42.220000,[R]: 8 
22-44-42.221000,S 3 	RSSI: 44
22-44-42.221000,[R]: 1 
22-44-42.222000,S 1 	RSSI: 56
22-44-42.223000,[R]: 2 
22-44-42.224000,[R]: 50 
22-44-42.224000,[R]: 3 
22-44-42.225000,[R]: 4 
22-44-42.225000,S 6 	RSSI: 44
22-44-42.226000,[R]: 5 
22-44-42.227000,S 4 	RSSI: 44
22-44-42.258000,[R]: 6 
22-44-42.259000,[R]: 7 
22-44-42.259000,[R]: 8 
22-44-42.259000,S 3 	RSSI: 44
22-44-42.264000,S 7 	RSSI: 44
22-44-42.265000,[R]: 1 
22-44-42.294000,S 1 	RSSI: 57
22-44-42.333000,[R]: 2 
22-44-42.373000,[R]: 50 
22-44-42.374000,[R]: 3 
22-44-42.374000,[R]: 4 
22-44-42.375000,[R]: 5 
22-44-42.375000,S 4 	RSSI: 44
22-44-42.379000,[R]: 6 
22-44-42.385000,[R]: 7 
22-44-42.386000,[R]: 8 
22-44-42.387000,S 7 	RSSI: 44
22-44-42.387000,[R]: 1 
22-44-42.388000,S 1 	RSSI: 56
22-44-42.410000,[R]: 2 
22-44-42.419000,[R]: 50 
22-44-42.420000,[R]: 3 
22-44-42.420000,[R]: 4 
22-44-42.420000,[R]: 5 
22-44-42.421000,S 4 	RSSI: 44
22-44-42.421000,[R]: 6 
22-44-42.422000,[R]: 7 
22-44-42.422000,[R]: 8 
22-44-42.438000,S 7 	RSSI: 44
22-44-42.439000,[R]: 1 
22-44-42.442000,S 1 	RSSI: 56
22-44-42.452000,[R]: 2 
22-44-42.452000,[R]: 50 
22-44-42.452000,[R]: 3 
22-44-42.453000,[R]: 4 
22-44-42.454000,[R]: 5 
22-44-42.454000,S 4 	RSSI: 44
22-44-42.455000,[R]: 6 
22-44-42.455000,[R]: 7 
22-44-42.464000,[R]: 8 
22-44-42.476000,S 7 	RSSI: 44
22-44-42.483000,[R]: 1 
22-44-42.485000,S 1 	RSSI: 56
22-44-42.493000,[R]: 2 
22-44-42.493000,[R]: 50 
22-44-42.495000,[R]: 3 
22-44-42.496000,S 5 	RSSI: 44
22-44-42.497000,[R]: 4 
22-44-42.498000,[R]: 5 
22-44-42.498000,[R]: 6 
22-44-42.499000,[R]: 7 
22-44-42.499000,[R]: 8 
22-44-42.534000,[R]: 1 
22-44-42.535000,[R]: 2 
22-44-42.536000,[R]: 50 
22-44-42.536000,[R]: 3 
22-44-42.550000,S 5 	RSSI: 44
22-44-42.567000,[R]: 4 
22-44-42.567000,[R]: 5 
22-44-42.568000,[R]: 6 
22-44-42.604000,[R]: 7 
22-44-42.605000,[R]: 8 
22-44-42.637000,[R]: 1 
22-44-42.652000,[R]: 2 
22-44-42.656000,[R]: 50 
22-44-42.663000,[R]: 3 
22-44-42.663000,S 5 	RSSI: 44
22-44-42.664000,[R]: 4 
22-44-42.665000,[R]: 5 
22-44-42.681000,[R]: 6 
22-44-42.681000,[R]: 7 
22-44-42.682000,[R]: 8 
22-44-42.683000,[R]: 1 
22-44-42.683000,[R]: 2 
22-44-42.684000,[R]: 50 
22-44-42.702000,[R]: 3 
22-44-42.716000,S 5 	RSSI: 44
22-44-42.716000,[R]: 4 
22-44-42.717000,[R]: 5 
22-44-42.718000,[R]: 6 
22-44-42.724000,[R]: 7 
22-44-42.738000,[R]: 8 
22-44-42.739000,[R]: 1 
22-44-42.739000,[R]: 2 
22-44-42.740000,[R]: 50 
22-44-42.740000,[R]: 3 
22-44-42.741000,S 5 	RSSI: 44
22-44-42.741000,[R]: 4 
22-44-42.753000,[R]: 5 
22-44-42.754000,[R]: 6 
22-44-42.754000,[R]: 7 
22-44-42.755000,[R]: 8 
22-44-42.756000,[R]: 1 
22-44-42.765000,[R]: 2 
22-44-42.765000,[R]: 50 
22-44-42.766000,[R]: 3 
22-44-42.766000,S 5 	RSSI: 44
22-44-42.767000,[R]: 4 
22-44-42.767000,[R]: 5 
22-44-42.773000,[R]: 6 
22-44-42.774000,[R]: 7 
22-44-42.774000,[R]: 20 
22-44-42.774000,[R]: 1 
22-44-42.775000,[R]: 2 
22-44-42.775000,[R]: 50 
22-44-42.776000,[R]: 3 
22-44-42.776000,[R]: 4 
22-44-42.778000,S 8 	RSSI: 44
22-44-42.778000,[R]: 5 
22-44-42.779000,[R]: 6 
22-44-42.780000,[R]: 7 
22-44-42.780000,[R]: 8 
22-44-42.825000,[R]: 1 
22-44-42.826000,[R]: 2 
22-44-42.829000,[R]: 50 
22-44-42.829000,S 6 	RSSI: 44
22-44-42.850000,[R]: 3 
22-44-42.850000,[R]: 4 
22-44-42.854000,S 8 	RSSI: 44
22-44-42.855000,[R]: 5 
22-44-42.855000,[R]: 6 
22-44-42.857000,[R]: 7 
22-44-42.859000,[R]: 8 
22-44-42.874000,[R]: 1 
22-44-42.881000,[R]: 2 
22-44-42.888000,[R]: 50 
22-44-42.889000,S 6 	RSSI: 44
22-44-42.889000,[R]: 3 
22-44-42.909000,[R]: 4 
22-44-42.934000,S 8 	RSSI: 44
22-44-42.935000,[R]: 5 
22-44-42.935000,[R]: 6 
22-44-42.936000,[R]: 7 
22-44-42.936000,[R]: 8 
22-44-42.938000,[R]: 1 
22-44-42.955000,[R]: 2 
22-44-42.960000,[R]: 50 
22-44-42.966000,S 6 	RSSI: 44
22-44-42.977000,[R]: 3 
22-44-42.979000,S 1 	RSSI: 57
22-44-42.980000,[R]: 4 
22-44-42.980000,S 8 	RSSI: 44
22-44-42.983000,[R]: 5 
22-44-42.984000,[R]: 6 
22-44-42.984000,[R]: 7 
22-44-42.985000,[R]: 8 
22-44-42.997000,[R]: 1 
22-44-42.998000,[R]: 2 
22-44-42.999000,[R]: 50 
22-44-43.000000,[R]: 3 
22-44-43.000000,S 1 	RSSI: 57
22-44-43.023000,[R]: 4 
22-44-43.023000,S 8 	RSSI: 44
22-44-43.024000,[R]: 5 
22-44-43.024000,S 4 	RSSI: 44
22-44-43.025000,[R]: 6 
22-44-43.025000,S 3 	RSSI: 44
22-44-43.037000,[R]: 7 
22-44-43.039000,[R]: 8 
22-44-43.039000,S 7 	RSSI: 44
22-44-43.040000,[R]: 1 
22-44-43.040000,[R]: 2 
22-44-43.070000,[R]: 50 
22-44-43.076000,[R]: 3 
22-44-43.078000,[R]: 4 
22-44-43.080000,[R]: 5 
22-44-43.081000,S 4 	RSSI: 44
22-44-43.117000,[R]: 6 
22-44-43.118000,S 3 	RSSI: 44
22-44-43.119000,[R]: 7 
22-44-43.119000,[R]: 8 
22-44-43.138000,S 7 	RSSI: 44
22-44-43.139000,[R]: 1 
22-44-43.139000,[R]: 2 
22-44-43.140000,[R]: 50 
22-44-43.140000,[R]: 3 
22-44-43.141000,S 1 	RSSI: 56
22-44-43.141000,[R]: 4 
22-44-43.142000,[R]: 5 
22-44-43.142000,S 4 	RSSI: 44
22-44-43.163000,[R]: 6 
22-44-43.182000,S 3 	RSSI: 44
22-44-43.183000,[R]: 7 
22-44-43.183000,[R]: 8 
22-44-43.184000,S 7 	RSSI: 44
22-44-43.184000,[R]: 1 
22-44-43.187000,[R]: 2 
22-44-43.187000,[R]: 50 
22-44-43.188000,[R]: 20 
22-44-43.200000,[R]: 1 
22-44-43.201000,S 5 	RSSI: 44
22-44-43.202000,[R]: 2 
22-44-43.202000,[R]: 50 
22-44-43.203000,[R]: 3 
22-44-43.203000,[R]: 4 
22-44-43.245000,[R]: 5 
22-44-43.246000,[R]: 6 
22-44-43.247000,[R]: 7 
22-44-43.247000,[R]: 8 
22-44-43.276000,[R]: 1 
22-44-43.276000,S 1 	RSSI: 57
22-44-43.277000,[R]: 2 
22-44-43.285000,[R]: 50 
22-44-43.286000,[R]: 3 
22-44-43.305000,[R]: 4 
22-44-43.305000,[R]: 5 
22-44-43.312000,[R]: 6 
22-44-43.316000,[R]: 7 
22-44-43.325000,[R]: 8 
22-44-43.328000,[R]: 1 
22-44-43.333000,[R]: 2 
22-44-43.337000,[R]: 50 
22-44-43.338000,[R]: 3 
22-44-43.339000,[R]: 4 
22-44-43.340000,[R]: 5 
22-44-43.340000,[R]: 6 
22-44-43.341000,[R]: 7 
22-44-43.342000,[R]: 8 
22-44-43.342000,[R]: 1 
22-44-43.343000,S 5 	RSSI: 44
22-44-43.343000,S 1 	RSSI: 57
22-44-43.344000,[R]: 2 
22-44-43.368000,[R]: 50 
22-44-43.378000,[R]: 3 
22-44-43.379000,[R]: 4 
22-44-43.380000,S 8 	RSSI: 44
22-44-43.389000,[R]: 5 
22-44-43.389000,[R]: 20 
22-44-43.390000,[R]: 1 
22-44-43.406000,S 1 	RSSI: 57
22-44-43.407000,[R]: 2 
22-44-43.407000,[R]: 50 
22-44-43.408000,S 6 	RSSI: 44
22-44-43.408000,[R]: 3 
22-44-43.409000,[R]: 4 
22-44-43.409000,[R]: 5 
22-44-43.422000,[R]: 6 
22-44-43.422000,[R]: 7 
22-44-43.423000,S 8 	RSSI: 44
22-44-43.424000,[R]: 8 
22-44-43.424000,[R]: 1 
22-44-43.429000,S 1 	RSSI: 57
22-44-43.429000,[R]: 2 
22-44-43.430000,[R]: 50 
22-44-43.430000,[R]: 3 
22-44-43.431000,[R]: 4 
22-44-43.431000,[R]: 5 
22-44-43.432000,[R]: 6 
22-44-43.432000,S 4 	RSSI: 44
22-44-43.433000,[R]: 7 
22-44-43.433000,[R]: 8 
22-44-43.437000,S 7 	RSSI: 44
22-44-43.439000,[R]: 1 
22-44-43.445000,S 1 	RSSI: 57
22-44-43.451000,[R]: 2 
22-44-43.451000,[R]: 50 
22-44-43.452000,[R]: 3 
22-44-43.453000,[R]: 4 
22-44-43.453000,[R]: 5 
22-44-43.454000,[R]: 6 
22-44-43.454000,S 4 	RSSI: 44
22-44-43.455000,S 3 	RSSI: 44
22-44-43.462000,[R]: 7 
22-44-43.462000,[R]: 8 
22-44-43.463000,S 7 	RSSI: 44
22-44-43.464000,[R]: 1 
22-44-43.464000,S 1 	RSSI: 57
22-44-43.465000,[R]: 2 
22-44-43.487000,[R]: 50 
22-44-43.490000,[R]: 3 
22-44-43.491000,[R]: 4 
22-44-43.496000,[R]: 5 
22-44-43.498000,[R]: 6 
22-44-43.505000,S 3 	RSSI: 44
22-44-43.513000,S 5 	RSSI: 44
22-44-43.521000,[R]: 7 
22-44-43.522000,[R]: 8 
22-44-43.528000,[R]: 1 
22-44-43.529000,S 1 	RSSI: 58
22-44-43.529000,[R]: 2 
22-44-43.530000,[R]: 50 
22-44-43.531000,[R]: 3 
22-44-43.532000,[R]: 4 
22-44-43.536000,[R]: 5 
22-44-43.552000,[R]: 6 
22-44-43.553000,S 5 	RSSI: 44
22-44-43.553000,[R]: 7 
22-44-43.554000,[R]: 8 
22-44-43.555000,[R]: 1 
22-44-43.557000,S 1 	RSSI: 59
22-44-43.566000,[R]: 2 
22-44-43.567000,[R]: 50 
22-44-43.576000,[R]: 3 
22-44-43.585000,S 5 	RSSI: 44
22-44-43.586000,[R]: 4 
22-44-43.587000,[R]: 5 
22-44-43.587000,[R]: 6 
22-44-43.588000,[R]: 7 
22-44-43.589000,[R]: 8 
22-44-43.589000,[R]: 1 
22-44-43.603000,S 1 	RSSI: 58
22-44-43.604000,[R]: 2 
22-44-43.605000,[R]: 50 
22-44-43.606000,[R]: 3 
22-44-43.606000,S 5 	RSSI: 44
22-44-43.614000,[R]: 4 
22-44-43.615000,[R]: 5 
22-44-43.616000,[R]: 6 
22-44-43.616000,[R]: 7 
22-44-43.617000,[R]: 8 
22-44-43.617000,[R]: 1 
22-44-43.618000,S 1 	RSSI: 58
22-44-43.619000,[R]: 2 
22-44-43.619000,[R]: 50 
22-44-43.620000,[R]: 3 
22-44-43.620000,[R]: 4 
22-44-43.621000,S 6 	RSSI: 44
22-44-43.622000,[R]: 5 
22-44-43.622000,[R]: 6 
22-44-43.629000,S 8 	RSSI: 44
22-44-43.630000,[R]: 7 
22-44-43.631000,[R]: 8 
22-44-43.632000,[R]: 1 
22-44-43.646000,S 1 	RSSI: 58
22-44-43.651000,[R]: 2 
22-44-43.652000,[R]: 50 
22-44-43.653000,[R]: 3 
22-44-43.653000,[R]: 4 
22-44-43.654000,[R]: 5 
22-44-43.654000,[R]: 6 
22-44-43.655000,[R]: 7 
22-44-43.655000,[R]: 8 
22-44-43.656000,[R]: 1 
22-44-43.656000,S 6 	RSSI: 44
22-44-43.659000,[R]: 2 
22-44-43.662000,[R]: 50 
22-44-43.663000,[R]: 3 
22-44-43.663000,S 8 	RSSI: 44
22-44-43.682000,[R]: 4 
22-44-43.684000,[R]: 5 
