22-54-04.044000,"""Scanner enabled\r\n""" 
22-56-43.299000,"S 5. R: 44"""
22-56-43.299000,"S 3. R: 62"""
22-56-43.303000,"S 4. R: 49"""
22-56-43.308000,"S 2. R: 47"""
22-56-43.310000,"S 1. R: 61"""
22-56-43.314000,"S 7. R: 48"""
22-56-43.329000,C 2 2 1 1 1 1 1 0
22-56-43.332000,0] 0 49 0 0 63 0 0 0
22-56-43.333000,1] 0 0 0 0 0 44 0 0
22-56-43.334000,2] 56 0 0 0 0 0 0 0
22-56-43.335000,3] 51 0 44 0 0 0 0 0
22-56-43.336000,4] 0 0 0 0 0 44 0 0
22-56-43.338000,"5] 0 0 51 44 0 0""S 6. R: 64"""
22-56-43.338000,"S 3. R: 62"""
22-56-43.341000,"S 5. R: 44"""
22-56-43.342000,"S 4. R: 49"""
22-56-43.342000,"S 2. R: 47"""
22-56-43.343000,"S 7. R: 48"""
22-56-43.346000,"S 1. R: 61"""
22-56-43.349000,"S 6. R: 64"""
22-56-43.368000,C 1 1 1 1 1 2 1 0
22-56-43.369000,0] 0 0 0 0 0 53 53 0
22-56-43.370000,1] 0 0 0 0 0 44 0 0
22-56-43.370000,2] 0 0 0 0 0 0 0 0
22-56-43.371000,3] 0 0 0 0 0 0 0 0
22-56-43.372000,4] 0 44 0 0 0 44 0 0
22-56-43.373000,"5] 53 0 51 44 0 0 ""S 1. R: 61"""
22-56-43.373000,"S 5. R: 44"""
22-56-43.374000,"S 3. R: 61"""
22-56-43.375000,"S 4. R: 49"""
22-56-43.376000,"S 2. R: 47"""
22-56-43.383000,"S 7. R: 48"""
22-56-43.392000,"S 1. R: 60"""
22-56-43.394000,"S 5. R: 44"""
22-56-43.408000,C 2 1 1 1 2 0 1 0
22-56-43.409000,0] 0 0 55 51 0 0 53 0
22-56-43.411000,1] 49 0 0 44 0 44 0 0
22-56-43.411000,2] 0 0 0 0 44 0 0 0
22-56-43.412000,3] 0 0 44 0 0 0 44 0
22-56-43.413000,4] 0 0 0 0 0 44 0 0
22-56-43.414000,"5] 0 0 0 0 0 ""S 3. R: 61"""
22-56-43.417000,"S 7. R: 48"""
22-56-43.420000,"S 6. R: 64"""
22-56-43.424000,"S 1. R: 61"""
22-56-43.426000,"S 5. R: 44"""
22-56-43.433000,"S 3. R: 61"""
22-56-43.448000,C 1 0 2 0 1 1 1 0
22-56-43.449000,0] 0 0 55 51 0 0 53 0
22-56-43.450000,1] 0 0 0 0 0 0 0 0
22-56-43.451000,2] 0 0 0 0 44 0 0 0
22-56-43.452000,3] 0 0 0 0 0 0 0 0
22-56-43.453000,4] 0 0 0 0 0 44 0 0
22-56-43.454000,"5] 53 44 51 0 0 0 ""S 7. R: 48"""
22-56-43.455000,"S 6. R: 64"""
22-56-43.456000,"S 5. R: 44"""
22-56-43.457000,"S 1. R: 61"""
22-56-43.465000,"S 3. R: 61"""
22-56-43.486000,C 1 0 1 0 1 1 1 0
22-56-43.487000,0] 0 0 55 0 0 0 0 0
22-56-43.488000,1] 0 0 0 0 0 0 0 0
22-56-43.489000,2] 0 0 0 0 44 0 0 0
22-56-43.490000,3] 0 0 0 0 0 0 0 0
22-56-43.490000,4] 0 0 0 0 0 44 0 0
22-56-43.492000,"5] 53 0 51 0 0 0 44 ""S 1. R: 61"""
22-56-43.492000,"S 6. R: 63"""
22-56-43.493000,"S 3. R: 61"""
22-56-43.494000,"S 5. R: 44"""
22-56-43.512000,"S 1. R: 61"""
22-56-43.527000,C 2 0 1 0 1 1 0 0
22-56-43.527000,0] 0 0 0 0 64 0 0 0
22-56-43.528000,1] 0 0 0 0 0 0 0 0
22-56-43.529000,2] 0 0 0 0 0 0 0 0
22-56-43.531000,3] 0 0 0 0 0 0 0 0
22-56-43.532000,4] 0 0 0 0 0 44 0 0
22-56-43.533000,5] 0 0 51 0 0 0 0 0
22-56-43.534000,"S 6. R: 64"""
22-56-43.535000,"S 5. R: 44"""
22-56-43.536000,"S 2. R: 47"""
22-56-43.536000,"S 3. R: 61"""
22-56-43.537000,"S 4. R: 49"""
22-56-43.543000,"S 7. R: 48"""
22-56-43.545000,"S 1. R: 61"""
22-56-43.551000,"S 6. R: 63"""
22-56-43.569000,C 1 1 1 1 1 2 1 0
22-56-43.570000,0] 0 0 0 0 64 0 0 0
22-56-43.572000,1] 48 0 0 0 44 0 0 0
22-56-43.572000,2] 0 0 0 0 0 0 0 0
22-56-43.573000,3] 51 44 44 0 0 0 0 0
22-56-43.574000,4] 0 0 0 0 0 0 0 0
22-56-43.575000,"5] 0 0 51 44 0 0 ""S 2. R: 47"""
22-56-43.575000,"S 3. R: 61"""
22-56-43.576000,"S 4. R: 49"""
22-56-43.577000,"S 7. R: 48"""
22-56-43.577000,"S 1. R: 61"""
22-56-43.579000,"S 6. R: 62"""
22-56-43.586000,"S 5. R: 44"""
22-56-43.589000,"S 2. R: 47"""
22-56-43.593000,"S 3. R: 61"""
22-56-43.610000,C 1 2 2 1 1 1 1 0
22-56-43.612000,0] 0 0 0 0 0 0 0 0
22-56-43.613000,1] 48 0 0 0 44 0 0 0
22-56-43.614000,2] 56 44 0 0 44 0 0 0
22-56-43.615000,3] 0 0 0 0 0 0 0 0
22-56-43.616000,4] 0 0 0 0 0 44 0 0
22-56-43.617000,"5] 0 0 51 44 0 0 ""S 1. R: 61"""
22-56-43.617000,"S 7. R: 48"""
22-56-43.618000,"S 5. R: 44"""
22-56-43.623000,"S 2. R: 47"""
22-56-43.627000,"S 3. R: 62"""
22-56-43.629000,"S 4. R: 49"""
22-56-43.631000,"S 1. R: 62"""
22-56-43.650000,C 2 1 1 1 1 0 1 0
22-56-43.651000,0] 0 0 0 0 0 0 0 0
22-56-43.651000,1] 48 0 0 0 44 0 0 0
22-56-43.652000,2] 56 44 0 0 44 0 0 0
22-56-43.653000,3] 0 44 44 0 0 0 44 0
22-56-43.654000,4] 64 0 0 0 0 0 0 0
22-56-43.655000,"5] 0 0 51 44 0""S 7. R: 48"""
22-56-43.655000,"S 2. R: 47"""
22-56-43.656000,"S 6. R: 63"""
22-56-43.657000,"S 5. R: 44"""
22-56-43.661000,"S 4. R: 49"""
22-56-43.665000,"S 1. R: 62"""
22-56-43.674000,"S 7. R: 48"""
22-56-43.688000,C 1 1 0 1 1 1 2 0
22-56-43.689000,0] 0 0 0 51 0 53 0 0
22-56-43.689000,1] 0 0 0 0 44 0 0 0
22-56-43.690000,2] 0 0 0 0 0 0 0 0
22-56-43.691000,3] 0 0 44 0 0 0 44 0
22-56-43.691000,4] 64 0 0 0 0 0 0 0
22-56-43.693000,"5] 53 0 0 44 0 0 ""S 2. R: 47"""
22-56-43.693000,"S 6. R: 62"""
22-56-43.694000,"S 3. R: 62"""
22-56-43.695000,"S 5. R: 44"""
22-56-43.697000,"S 4. R: 49"""
22-56-43.699000,"S 1. R: 62"""
22-56-43.702000,"S 7. R: 48"""
22-56-43.708000,"S 2. R: 47"""
22-56-43.726000,C 1 2 1 1 1 1 1 0
22-56-43.727000,0] 0 0 55 0 0 0 53 0
22-56-43.728000,1] 0 0 0 0 44 0 0 0
22-56-43.729000,2] 0 0 0 0 0 0 0 0
22-56-43.730000,3] 0 0 0 0 0 0 0 0
22-56-43.731000,4] 0 0 0 0 0 0 0 0
22-56-43.732000,5] 0 0 0 0 0 0 0 0
22-56-43.733000,"S 3. R: 62"""
22-56-43.733000,"S 5. R: 44"""
22-56-43.734000,"S 4. R: 49"""
22-56-43.737000,"S 1. R: 61"""
22-56-43.738000,"S 6. R: 62"""
22-56-43.740000,"S 2. R: 47"""
22-56-43.744000,"S 7. R: 48"""
22-56-43.752000,"S 3. R: 62"""
22-56-43.754000,"S 5. R: 44"""
22-56-43.769000,C 1 1 2 1 2 1 1 0
22-56-43.771000,0] 0 48 0 0 64 0 0 0
22-56-43.773000,1] 0 0 0 0 44 0 0 0
22-56-43.774000,2] 56 44 0 0 44 0 0 0
22-56-43.775000,3] 51 0 44 0 0 0 44 0
22-56-43.776000,4] 0 0 0 0 0 0 0 0
22-56-43.777000,"5] 0 0 0 44 0 ""S 1. R: 61"""
22-56-43.777000,"S 2. R: 47"""
22-56-43.778000,"S 7. R: 48"""
22-56-43.779000,"S 6. R: 62"""
22-56-43.785000,"S 3. R: 61"""
22-56-43.786000,"S 5. R: 44"""
22-56-43.808000,C 1 1 1 0 1 1 1 0
22-56-43.809000,0] 0 0 0 0 0 0 0 0
22-56-43.810000,1] 0 0 0 0 44 0 0 0
22-56-43.811000,2] 56 44 0 0 44 0 0 0
22-56-43.812000,3] 51 0 44 0 0 0 44 0
22-56-43.812000,4] 0 0 0 0 0 0 0 0
22-56-43.813000,"5] 0 0 0 44 0 0 ""S 4. R: 49"""
22-56-43.813000,"S 1. R: 61"""
22-56-43.814000,"S 2. R: 47"""
22-56-43.815000,"S 7. R: 50"""
22-56-43.817000,"S 6. R: 62"""
22-56-43.817000,"S 5. R: 44"""
22-56-43.819000,"S 3. R: 62"""
22-56-43.829000,"S 4. R: 49"""
22-56-43.830000,"S 1. R: 61"""
22-56-43.847000,C 2 1 1 2 1 1 1 0
22-56-43.849000,0] 0 0 0 0 64 0 0 0
22-56-43.851000,1] 0 0 0 0 0 0 0 0
22-56-43.853000,2] 56 44 0 0 44 0 0 0
22-56-43.854000,3] 0 0 44 0 0 0 44 0
22-56-43.855000,4] 0 0 0 0 0 0 0 0
22-56-43.856000,"5] 0 0 0 44 0 0 4""S 7. R: 48"""
22-56-43.856000,"S 6. R: 62"""
22-56-43.858000,"S 5. R: 44"""
22-56-43.859000,"S 3. R: 61"""
22-56-43.862000,"S 4. R: 49"""
22-56-43.866000,"S 1. R: 61"""
22-56-43.868000,"S 2. R: 47"""
22-56-43.888000,C 1 1 1 1 1 1 1 0
22-56-43.889000,0] 0 0 0 51 0 53 0 0
22-56-43.891000,1] 0 0 0 0 44 0 0 0
22-56-43.892000,2] 56 44 0 0 44 0 0 0
22-56-43.893000,3] 0 0 44 0 0 0 44 0
22-56-43.894000,4] 0 0 0 0 0 0 0 0
22-56-43.895000,"5] 0 0 0 0 0 0 ""S 1. R: 62"""
22-56-43.896000,"S 5. R: 44"""
22-56-43.896000,"S 4. R: 49"""
22-56-43.898000,"S 6. R: 63"""
22-56-43.901000,"S 2. R: 47"""
22-56-43.904000,"S 7. R: 48"""
22-56-43.912000,"S 1. R: 62"""
22-56-43.913000,"S 5. R: 44"""
22-56-43.928000,C 2 1 0 1 2 1 1 0
22-56-43.929000,0] 0 0 0 0 0 0 0 0
22-56-43.930000,1] 0 0 0 0 44 0 0 0
22-56-43.930000,2] 0 0 0 0 0 0 0 0
22-56-43.931000,3] 0 0 44 0 0 0 44 0
22-56-43.932000,4] 0 0 0 0 0 0 0 0
22-56-43.933000,"5] 53 0 0 44 0 0 44 ""S 4. R: 49"""
22-56-43.934000,"S 2. R: 47"""
22-56-43.936000,"S 7. R: 48"""
22-56-43.940000,"S 6. R: 62"""
22-56-43.945000,"S 1. R: 62"""
22-56-43.945000,"S 5. R: 44"""
22-56-43.950000,"S 3. R: 62"""
22-56-43.968000,C 1 1 1 1 1 1 1 0
22-56-43.970000,0] 0 48 0 0 0 0 0 0
22-56-43.971000,1] 0 0 0 0 44 0 0 0
22-56-43.971000,2] 0 44 0 0 44 0 0 0
22-56-43.972000,3] 51 0 0 0 0 0 44 0
22-56-43.973000,4] 0 44 0 0 0 0 0 0
22-56-43.974000,"5] 0 0 0 44 0 0 ""S 2. R: 47"""
22-56-43.974000,"S 4. R: 49"""
22-56-43.975000,"S 7. R: 48"""
22-56-43.976000,"S 6. R: 62"""
22-56-43.977000,"S 5. R: 44"""
22-56-43.979000,"S 1. R: 61"""
22-56-44.008000,C 1 1 0 1 1 1 1 0
22-56-44.009000,0] 0 48 55 0 64 0 0 0
22-56-44.009000,1] 0 0 0 0 0 44 0 0
22-56-44.010000,2] 0 0 0 0 0 0 0 0
22-56-44.011000,3] 0 0 0 0 0 0 44 0
22-56-44.012000,4] 0 44 0 0 0 0 0 0
22-56-44.013000,4] 0 44 0 0 0 0 0 0
22-56-44.014000,"5] 0 0 0 44 0 0 4""S 2. R: 47"""
22-56-44.014000,"S 4. R: 49"""
22-56-44.015000,"S 1. R: 61"""
22-56-44.016000,"S 7. R: 48"""
22-56-44.017000,"S 6. R: 62"""
22-56-44.020000,"S 3. R: 62"""
22-56-44.020000,"S 5. R: 44"""
22-56-44.029000,"S 2. R: 47"""
22-56-44.030000,"S 4. R: 49"""
22-56-44.032000,"S 1. R: 61"""
22-56-44.034000,"S 7. R: 50"""
22-56-44.048000,C 2 2 1 2 1 1 2 0
22-56-44.049000,0] 0 0 0 0 65 0 0 0
22-56-44.049000,1] 0 0 0 44 0 0 44 0
22-56-44.050000,2] 0 0 0 0 0 0 0 0
22-56-44.051000,3] 0 0 44 0 0 0 44 0
22-56-44.052000,4] 0 0 0 0 0 0 0 0
22-56-44.053000,"5] 0 44 0 44 0 0 4""S 6. R: 62"""
22-56-44.053000,"S 3. R: 62"""
22-56-44.054000,"S 4. R: 49"""
22-56-44.062000,"S 2. R: 47"""
22-56-44.062000,"S 7. R: 48"""
22-56-44.065000,"S 1. R: 61"""
22-56-44.069000,"S 6. R: 62"""
22-56-44.088000,C 1 1 1 1 0 2 1 0
22-56-44.088000,0] 0 49 0 51 0 53 53 0
22-56-44.090000,1] 0 0 0 44 0 0 44 0
22-56-44.090000,2] 0 0 0 0 0 0 0 0
22-56-44.091000,3] 0 0 0 0 0 0 0 0
22-56-44.092000,4] 0 0 0 0 0 0 0 0
22-56-44.092000,"5] 53 44 0 44 0 0""S 1. R: 61"""
22-56-44.093000,"S 3. R: 62"""
22-56-44.093000,"S 2. R: 47"""
22-56-44.095000,"S 4. R: 49"""
22-56-44.098000,"S 6. R: 62"""
22-56-44.104000,"S 7. R: 48"""
22-56-44.111000,"S 1. R: 61"""
22-56-44.126000,C 2 1 1 1 0 1 1 0
22-56-44.127000,0] 0 0 0 51 0 0 53 0
22-56-44.128000,1] 0 0 0 0 0 0 0 0
22-56-44.128000,2] 0 0 0 0 0 0 0 0
22-56-44.129000,3] 0 0 0 0 0 0 0 0
22-56-44.130000,4] 0 0 0 0 0 0 0 0
22-56-44.132000,"5] 53 44 0 44 0 0 0 0""S 4. R: 49"""
22-56-44.132000,"S 6. R: 62"""
22-56-44.135000,"S 7. R: 48"""
22-56-44.144000,"S 1. R: 61"""
22-56-44.147000,"S 2. R: 47"""
22-56-44.168000,C 1 1 0 1 0 1 1 0
22-56-44.169000,0] 0 0 0 51 0 0 53 0
22-56-44.169000,1] 48 0 0 44 0 0 44 0
22-56-44.170000,2] 0 0 0 0 0 0 0 0
22-56-44.171000,3] 0 0 0 0 0 0 44 0
22-56-44.172000,4] 0 0 0 0 0 0 0 0
22-56-44.175000,"5] 53 44 0 44 0 0""S 4. R: 49"""
22-56-44.175000,"S 6. R: 62"""
22-56-44.176000,"S 3. R: 62"""
22-56-44.176000,"S 7. R: 48"""
22-56-44.179000,"S 5. R: 44"""
22-56-44.179000,"S 1. R: 61"""
22-56-44.180000,"S 2. R: 47"""
22-56-44.189000,"S 4. R: 49"""
22-56-44.208000,C 1 1 1 2 1 1 1 0
22-56-44.210000,0] 0 0 55 0 65 0 0 0
22-56-44.211000,1] 0 0 0 44 0 0 44 0
22-56-44.212000,2] 0 0 0 0 0 0 0 0
22-56-44.213000,3] 51 0 0 0 0 0 44 0
22-56-44.213000,4] 0 0 0 0 0 0 0 0
22-56-44.214000,"5] 0 44 0 44 0 0 ""S 6. R: 62"""
22-56-44.215000,"S 1. R: 61"""
22-56-44.216000,"S 7. R: 48"""
22-56-44.217000,"S 3. R: 61"""
22-56-44.219000,"S 2. R: 47"""
22-56-44.220000,"S 5. R: 44"""
22-56-44.222000,"S 4. R: 49"""
22-56-44.230000,"S 6. R: 62"""
22-56-44.231000,"S 1. R: 64"""
22-56-44.248000,C 2 1 1 1 1 2 1 0
22-56-44.249000,0] 0 0 55 0 64 0 0 0
22-56-44.250000,1] 0 0 0 44 0 0 44 0
22-56-44.251000,2] 0 0 0 0 44 0 0 0
22-56-44.252000,3] 51 0 0 0 0 0 44 0
22-56-44.253000,4] 0 0 0 0 0 0 0 0
22-56-44.253000,"5] 0 44 0 44 0 0""S 3. R: 62"""
22-56-44.254000,"S 2. R: 47"""
22-56-44.255000,"S 5. R: 44"""
22-56-44.255000,"S 4. R: 49"""
22-56-44.262000,"S 6. R: 62"""
22-56-44.263000,"S 7. R: 48"""
22-56-44.265000,"S 1. R: 62"""
22-56-44.273000,"S 3. R: 61"""
22-56-44.286000,C 1 1 2 1 1 1 1 0
22-56-44.288000,0] 0 0 55 0 64 0 0 0
22-56-44.289000,1] 0 0 0 0 0 0 0 0
22-56-44.291000,2] 0 0 0 0 44 0 0 0
22-56-44.292000,3] 0 0 0 0 0 0 0 0
22-56-44.292000,4] 0 0 0 0 0 0 0 0
22-56-44.294000,"5] 0 44 0 44 0 0 44 ""S 5. R: 44"""
22-56-44.294000,"S 6. R: 62"""
22-56-44.296000,"S 7. R: 48"""
22-56-44.299000,"S 1. R: 62"""
22-56-44.306000,"S 3. R: 62"""
22-56-44.308000,"S 2. R: 47"""
22-56-44.315000,"S 5. R: 44"""
22-56-44.328000,C 1 1 1 0 2 1 1 0
22-56-44.329000,0] 0 0 0 0 64 53 0 0
22-56-44.330000,1] 0 0 0 0 0 0 44 0
22-56-44.332000,2] 56 0 0 0 44 0 0 0
22-56-44.332000,3] 0 44 0 0 0 0 44 0
22-56-44.334000,4] 66 0 0 0 0 0 0 0
22-56-44.336000,"5] 0 44 0 0 0 0""S 4. R: 49"""
22-56-44.336000,"S 3. R: 61"""
22-56-44.337000,"S 6. R: 62"""
22-56-44.338000,"S 7. R: 48"""
22-56-44.338000,"S 1. R: 61"""
22-56-44.339000,"S 5. R: 44"""
22-56-44.340000,"S 2. R: 47"""
22-56-44.349000,"S 4. R: 49"""
22-56-44.369000,C 1 1 1 2 1 1 1 0
22-56-44.370000,0] 0 48 0 51 0 0 53 0
22-56-44.371000,1] 0 0 0 0 0 0 44 0
22-56-44.372000,2] 0 0 0 0 0 0 0 0
22-56-44.373000,3] 0 44 0 0 0 0 44 0
22-56-44.374000,4] 0 0 44 0 0 0 0 0
22-56-44.375000,"5] 53 44 0 44 0 ""S 6. R: 62"""
22-56-44.376000,"S 7. R: 48"""
22-56-44.376000,"S 1. R: 61"""
22-56-44.377000,"S 3. R: 61"""
22-56-44.378000,"S 2. R: 47"""
22-56-44.378000,"S 5. R: 44"""
22-56-44.381000,"S 4. R: 49"""
22-56-44.395000,"S 6. R: 62"""
22-56-44.395000,"S 7. R: 48"""
22-56-44.409000,C 1 1 1 1 1 2 2 0
22-56-44.411000,0] 0 0 0 0 0 0 0 0
22-56-44.412000,1] 0 0 0 0 0 0 44 0
22-56-44.412000,2] 0 0 0 0 0 50 0 0
22-56-44.413000,3] 0 44 0 0 0 0 44 0
22-56-44.413000,4] 0 0 44 0 0 0 0 0
22-56-44.414000,"5] 53 44 0 44 0 0 ""S 1. R: 61"""
22-56-44.414000,"S 3. R: 61"""
22-56-44.415000,"S 2. R: 47"""
22-56-44.416000,"S 5. R: 44"""
22-56-44.418000,"S 4. R: 49"""
22-56-44.422000,"S 7. R: 48"""
22-56-44.425000,"S 6. R: 61"""
22-56-44.432000,"S 3. R: 61"""
22-56-44.447000,C 1 1 2 1 1 1 1 0
22-56-44.448000,0] 0 0 0 0 0 0 0 0
22-56-44.449000,1] 48 0 44 0 44 0 0 0
22-56-44.450000,2] 0 0 0 0 0 51 0 0
22-56-44.451000,3] 0 0 0 0 0 0 0 0
22-56-44.452000,4] 0 0 0 0 0 0 0 0
22-56-44.452000,"5] 53 0 0 44 0 0 44""S 2. R: 47"""
22-56-44.453000,"S 4. R: 49"""
22-56-44.458000,"S 6. R: 61"""
22-56-44.463000,"S 7. R: 48"""
22-56-44.464000,"S 1. R: 61"""
22-56-44.468000,"S 2. R: 47"""
22-56-44.473000,"S 5. R: 44"""
22-56-44.486000,C 1 2 0 1 1 1 1 0
22-56-44.487000,0] 0 48 55 0 0 0 0 0
22-56-44.488000,1] 48 0 0 0 44 0 0 0
22-56-44.488000,2] 0 0 0 0 0 0 0 0
22-56-44.489000,3] 0 0 0 0 0 0 44 0
22-56-44.490000,4] 0 0 44 0 0 0 0 0
22-56-44.492000,"5] 0 0 0 44 0 0 0""S 4. R: 49"""
22-56-44.499000,"S 6. R: 61"""
22-56-44.501000,"S 2. R: 47"""
22-56-44.505000,"S 5. R: 44"""
22-56-44.526000,C 0 1 0 1 1 1 0 0
22-56-44.527000,0] 0 0 0 0 0 0 0 0
22-56-44.528000,1] 0 0 0 0 44 0 0 0
22-56-44.528000,2] 0 0 0 0 0 0 0 0
22-56-44.529000,3] 0 44 0 0 0 0 44 0
22-56-44.530000,4] 0 0 0 0 0 0 0 0
22-56-44.532000,"5] 0 0 0 44 0 0 44 0""S 4. R: 49"""
22-56-44.533000,"S 2. R: 47"""
22-56-44.533000,"S 7. R: 48"""
22-56-44.534000,"S 3. R: 61"""
22-56-44.534000,"S 5. R: 44"""
22-56-44.548000,"S 4. R: 49"""
22-56-44.566000,C 0 1 1 2 1 0 1 0
22-56-44.568000,0] 0 0 0 0 0 0 0 0
22-56-44.569000,1] 0 0 44 44 0 44 0 0
22-56-44.570000,2] 0 0 0 0 0 50 0 0
22-56-44.571000,3] 0 0 0 0 0 0 44 0
22-56-44.572000,4] 0 44 44 0 0 0 0 0
22-56-44.572000,"5] 0 0 0 0 0 0 0""S 2. R: 47"""
22-56-44.573000,"S 7. R: 48"""
22-56-44.574000,"S 3. R: 61"""
22-56-44.574000,"S 6. R: 61"""
22-56-44.575000,"S 5. R: 44"""
22-56-44.582000,"S 4. R: 49"""
22-56-44.589000,"S 2. R: 47"""
22-56-44.608000,C 0 2 1 1 1 1 1 0
22-56-44.608000,0] 0 0 0 0 0 0 0 0
22-56-44.609000,1] 48 0 0 44 0 0 44 0
22-56-44.610000,2] 0 44 0 0 0 50 0 0
22-56-44.611000,3] 0 0 0 0 0 0 44 0
22-56-44.612000,4] 0 0 44 0 0 0 0 0
22-56-44.613000,"5] 0 44 0 44 0 0""S 3. R: 61"""
22-56-44.613000,"S 6. R: 61"""
22-56-44.614000,"S 1. R: 61"""
22-56-44.616000,"S 5. R: 44"""
22-56-44.618000,"S 4. R: 49"""
22-56-44.623000,"S 2. R: 47"""
22-56-44.623000,"S 7. R: 48"""
22-56-44.629000,"S 3. R: 61"""
22-56-44.630000,"S 6. R: 62"""
22-56-44.631000,"S 1. R: 61"""
22-56-44.648000,C 2 1 2 1 1 2 1 0
22-56-44.649000,0] 0 0 0 0 0 0 0 0
22-56-44.650000,1] 48 0 0 44 0 0 44 0
22-56-44.651000,2] 0 44 0 0 0 51 0 0
22-56-44.651000,3] 0 0 0 0 0 0 0 0
22-56-44.652000,4] 0 0 44 0 0 0 0 0
22-56-44.653000,"5] 53 44 0 44 0 0""S 5. R: 44"""
22-56-44.654000,"S 2. R: 46"""
22-56-44.661000,"S 3. R: 61"""
22-56-44.664000,"S 7. R: 48"""
22-56-44.674000,"S 5. R: 44"""
22-56-44.687000,C 0 1 1 0 2 0 1 0
22-56-44.687000,0] 0 0 0 0 0 0 0 0
22-56-44.688000,1] 0 0 0 44 0 0 44 0
22-56-44.688000,2] 0 44 0 0 0 50 0 0
22-56-44.689000,3] 0 0 0 0 0 0 0 0
22-56-44.691000,4] 0 0 44 0 0 0 0 0
22-56-44.693000,"5] 0 0 0 0 0 0 0 0""S 2. R: 47"""
22-56-44.694000,"S 4. R: 49"""
22-56-44.695000,"S 3. R: 61"""
22-56-44.696000,"S 5. R: 44"""
22-56-44.699000,"S 1. R: 61"""
22-56-44.699000,"S 6. R: 61"""
22-56-44.708000,"S 2. R: 46"""
22-56-44.729000,C 1 2 1 1 1 1 0 0
22-56-44.730000,0] 0 0 55 0 67 0 0 0
22-56-44.730000,1] 0 0 0 44 0 0 44 0
22-56-44.731000,2] 0 0 0 0 0 0 0 0
22-56-44.732000,3] 0 0 0 0 0 0 44 0
22-56-44.733000,4] 0 0 44 0 0 0 0 0
22-56-44.734000,"5] 0 0 0 44 0 0 4""S 4. R: 49"""
22-56-44.735000,"S 1. R: 61"""
22-56-44.737000,"S 3. R: 61"""
22-56-44.737000,"S 7. R: 48"""
22-56-44.739000,"S 6. R: 60"""
22-56-44.740000,"S 5. R: 44"""
22-56-44.741000,"S 2. R: 47"""
22-56-44.750000,"S 4. R: 49"""
22-56-44.752000,"S 1. R: 61"""
22-56-44.771000,C 2 1 1 2 1 1 1 0
22-56-44.773000,0] 0 48 55 51 0 53 0 0
22-56-44.774000,1] 0 0 0 44 0 0 44 0
22-56-44.774000,2] 56 44 0 0 0 50 0 0
22-56-44.775000,3] 0 0 0 0 0 0 44 0
22-56-44.776000,4] 67 0 44 0 0 0 0 0
22-56-44.777000,"5] 53 44 0 ""S 3. R: 61"""
22-56-44.778000,"S 6. R: 60"""
22-56-44.779000,"S 5. R: 44"""
22-56-44.779000,"S 2. R: 46"""
22-56-44.782000,"S 7. R: 48"""
22-56-44.785000,"S 1. R: 61"""
22-56-44.794000,"S 3. R: 61"""
22-56-44.806000,C 1 1 2 0 1 1 1 0
22-56-44.807000,0] 0 48 0 0 0 0 53 0
22-56-44.809000,1] 0 0 0 44 0 0 0 0
22-56-44.810000,2] 56 44 0 0 0 50 0 0
22-56-44.811000,3] 0 0 0 0 0 0 0 0
22-56-44.811000,4] 0 0 44 0 0 0 0 0
22-56-44.813000,"5] 0 0 0 0 0 0 0""S 1. R: 61"""
22-56-44.814000,"S 5. R: 44"""
22-56-44.814000,"S 2. R: 47"""
22-56-44.815000,"S 4. R: 49"""
22-56-44.818000,"S 6. R: 60"""
22-56-44.823000,"S 7. R: 48"""
22-56-44.826000,"S 3. R: 62"""
22-56-44.831000,"S 1. R: 62"""
22-56-44.833000,"S 5. R: 44"""
22-56-44.848000,C 2 1 1 1 2 1 1 0
22-56-44.849000,0] 0 0 0 51 0 0 53 0
22-56-44.850000,1] 0 0 0 0 0 0 0 0
22-56-44.851000,2] 56 44 0 0 0 50 0 0
22-56-44.852000,3] 0 0 0 0 0 0 44 0
22-56-44.853000,4] 0 0 44 0 0 0 0 0
22-56-44.853000,"5] 53 44 0 44 0 ""S 4. R: 49"""
22-56-44.854000,"S 6. R: 60"""
22-56-44.855000,"S 7. R: 48"""
22-56-44.858000,"S 3. R: 61"""
22-56-44.863000,"S 1. R: 61"""
22-56-44.865000,"S 5. R: 44"""
22-56-44.868000,"S 2. R: 47"""
22-56-44.888000,C 1 1 1 1 1 1 1 0
22-56-44.888000,0] 0 0 0 0 0 0 0 0
22-56-44.889000,1] 48 0 0 44 0 0 44 0
22-56-44.890000,2] 56 45 0 0 0 50 0 0
22-56-44.891000,3] 0 0 0 0 0 0 0 0
22-56-44.892000,4] 0 0 44 0 0 0 0 0
22-56-44.893000,"5] 0 44 0 44 0 0""S 6. R: 61"""
22-56-44.893000,"S 3. R: 61"""
22-56-44.894000,"S 7. R: 48"""
22-56-44.895000,"S 5. R: 44"""
22-56-44.896000,"S 1. R: 61"""
22-56-44.900000,"S 2. R: 47"""
22-56-44.908000,"S 4. R: 49"""
22-56-44.930000,C 1 1 1 1 1 1 1 0
22-56-44.931000,0] 0 0 0 0 0 0 0 0
22-56-44.931000,1] 48 0 0 44 0 0 44 0
22-56-44.932000,2] 0 0 0 0 0 50 53 0
22-56-44.933000,3] 51 0 0 0 0 0 44 0
22-56-44.934000,4] 0 0 44 0 0 0 0 0
22-56-44.936000,"5] 53 44 0 44 0""S 6. R: 61"""
22-56-44.936000,"S 1. R: 61"""
22-56-44.937000,"S 3. R: 61"""
22-56-44.938000,"S 7. R: 48"""
