09-46-23.294000,------------------------------------ 
09-46-46.683000,[R]: 10 
09-46-46.684000,[R]: 1 
09-46-46.684000,[R]: 20 
09-46-46.685000,[R]: 10 
09-46-46.685000,[R]: 1 
09-46-46.697000,[R]: 10 
09-46-46.699000,[R]: 2 
09-46-46.699000,[R]: 50 
09-46-46.700000,[R]: 10 
09-46-46.701000,[R]: 1 
09-46-46.701000,[R]: 20 
09-46-46.703000,[R]: 10 
09-46-46.705000,[R]: 1 
09-46-46.711000,[R]: 10 
09-46-46.713000,[R]: 2 
09-46-46.714000,[R]: 50 
09-46-46.718000,[R]: 10 
09-46-46.721000,[R]: 1 
09-46-46.725000,[R]: 20 
09-46-46.731000,[R]: 10 
09-46-46.732000,[R]: 1 
09-46-46.737000,[R]: 20 
09-46-46.738000,[R]: 10 
09-46-46.739000,[R]: 1 
09-46-46.744000,[R]: 10 
09-46-46.744000,[R]: 2 
09-46-46.745000,[R]: 50 
09-46-46.747000,[R]: 10 
09-46-46.749000,[R]: 1 
09-46-46.751000,[R]: 20 
09-46-46.754000,[R]: 10 
09-46-46.759000,[R]: 1 
09-46-46.762000,[R]: 20 
09-46-46.763000,[R]: 10 
09-46-46.764000,[R]: 1 
09-46-46.769000,[R]: 10 
09-46-46.772000,[R]: 2 
09-46-46.772000,[R]: 50 
09-46-46.776000,[R]: 10 
09-46-46.778000,[R]: 1 
09-46-46.781000,[R]: 20 
09-46-46.783000,[R]: 10 
09-46-46.785000,[R]: 1 
09-46-46.790000,[R]: 10 
09-46-46.803000,[R]: 2 
09-46-46.804000,[R]: 50 
09-46-46.804000,[R]: 10 
09-46-46.805000,[R]: 1 
09-46-46.805000,[R]: 20 
09-46-46.805000,[R]: 10 
09-46-46.807000,[R]: 1 
09-46-46.811000,[R]: 20 
09-46-46.822000,[R]: 10 
09-46-46.825000,[R]: 1 
09-46-46.826000,[R]: 10 
09-46-46.826000,[R]: 2 
09-46-46.827000,[R]: 50 
09-46-46.827000,[R]: 10 
09-46-46.829000,[R]: 1 
09-46-46.831000,[R]: 20 
09-46-46.836000,[R]: 10 
09-46-46.836000,[R]: 1 
09-46-46.842000,[R]: 20 
09-46-46.843000,[R]: 10 
09-46-46.844000,[R]: 1 
09-46-46.849000,[R]: 10 
09-46-46.852000,[R]: 2 
09-46-46.867000,[R]: 50 
09-46-46.867000,[R]: 10 
09-46-46.868000,[R]: 1 
09-46-46.869000,[R]: 20 
09-46-46.870000,[R]: 10 
09-46-46.871000,[R]: 1 
09-46-46.872000,[R]: 10 
09-46-46.876000,[R]: 2 
09-46-46.877000,[R]: 50 
09-46-46.878000,[R]: 10 
09-46-46.881000,[R]: 1 
09-46-46.882000,[R]: 20 
09-46-46.884000,[R]: 10 
09-46-46.886000,[R]: 1 
09-46-46.890000,[R]: 20 
09-46-46.891000,[R]: 10 
09-46-46.895000,[R]: 1 
09-46-46.898000,[R]: 10 
09-46-46.901000,[R]: 2 
09-46-46.902000,[R]: 50 
09-46-46.906000,[R]: 10 
09-46-46.908000,[R]: 1 
09-46-46.910000,[R]: 20 
09-46-46.913000,[R]: 10 
09-46-46.918000,[R]: 1 
09-46-46.920000,[R]: 20 
09-46-46.921000,[R]: 10 
09-46-46.925000,[R]: 1 
09-46-46.928000,[R]: 10 
09-46-46.942000,[R]: 2 
09-46-46.945000,[R]: 50 
09-46-46.947000,[R]: 10 
09-46-46.948000,[R]: 1 
09-46-46.948000,[R]: 20 
09-46-46.949000,[R]: 10 
09-46-46.949000,[R]: 1 
09-46-46.950000,[R]: 10 
09-46-46.952000,[R]: 2 
09-46-46.954000,[R]: 50 
09-46-46.957000,[R]: 10 
09-46-46.960000,[R]: 1 
09-46-46.961000,[R]: 20 
09-46-46.964000,[R]: 10 
09-46-46.967000,[R]: 1 
09-46-46.970000,[R]: 20 
09-46-46.975000,[R]: 10 
09-46-46.976000,[R]: 1 
09-46-46.978000,[R]: 10 
09-46-46.982000,[R]: 2 
09-46-46.983000,[R]: 50 
09-46-46.986000,[R]: 10 
09-46-46.998000,[R]: 1 
09-46-46.999000,[R]: 20 
09-46-46.999000,[R]: 10 
09-46-47.000000,[R]: 1 
09-46-47.001000,[R]: 20 
09-46-47.002000,[R]: 10 
09-46-47.003000,[R]: 1 
09-46-47.009000,[R]: 10 
09-46-47.016000,[R]: 2 
09-46-47.019000,[R]: 50 
09-46-47.020000,[R]: 10 
09-46-47.021000,[R]: 1 
09-46-47.022000,[R]: 20 
09-46-47.023000,[R]: 10 
09-46-47.026000,[R]: 1 
09-46-47.030000,[R]: 10 
09-46-47.033000,[R]: 2 
09-46-47.037000,[R]: 50 
09-46-47.038000,[R]: 10 
09-46-47.041000,[R]: 1 
09-46-47.042000,[R]: 20 
09-46-47.044000,[R]: 10 
09-46-47.048000,[R]: 1 
09-46-47.050000,[R]: 20 
09-46-47.052000,[R]: 10 
09-46-47.054000,[R]: 1 
09-46-47.059000,[R]: 10 
09-46-47.064000,[R]: 2 
09-46-47.065000,[R]: 50 
09-46-47.066000,[R]: 10 
09-46-47.068000,[R]: 1 
09-46-47.074000,[R]: 20 
09-46-47.074000,[R]: 10 
09-46-47.076000,[R]: 1 
09-46-47.082000,[R]: 20 
09-46-47.082000,[R]: 10 
09-46-47.088000,[R]: 1 
09-46-47.089000,[R]: 10 
09-46-47.092000,[R]: 2 
09-46-47.092000,[R]: 50 
09-46-47.096000,[R]: 10 
09-46-47.098000,[R]: 1 
09-46-47.101000,[R]: 20 
09-46-47.104000,[R]: 10 
09-46-47.106000,[R]: 1 
09-46-47.111000,[R]: 10 
09-46-47.121000,[R]: 2 
09-46-47.121000,[R]: 50 
09-46-47.122000,[R]: 10 
09-46-47.123000,[R]: 1 
09-46-47.124000,[R]: 20 
09-46-47.125000,[R]: 10 
09-46-47.127000,[R]: 1 
09-46-47.133000,[R]: 20 
09-46-47.134000,[R]: 10 
09-46-47.135000,[R]: 1 
09-46-47.139000,[R]: 10 
09-46-47.145000,[R]: 2 
09-46-47.147000,[R]: 50 
09-46-47.148000,[R]: 10 
09-46-47.149000,[R]: 1 
09-46-47.151000,[R]: 20 
09-46-47.154000,[R]: 10 
09-46-47.156000,[R]: 1 
09-46-47.162000,[R]: 20 
09-46-47.162000,[R]: 10 
09-46-47.164000,[R]: 1 
09-46-47.175000,[R]: 10 
09-46-47.177000,[R]: 2 
09-46-47.177000,[R]: 50 
09-46-47.178000,[R]: 10 
09-46-47.178000,[R]: 1 
09-46-47.181000,[R]: 20 
09-46-47.183000,[R]: 10 
09-46-47.186000,[R]: 1 
09-46-47.191000,[R]: 10 
09-46-47.194000,[R]: 2 
09-46-47.198000,[R]: 50 
09-46-47.199000,[R]: 10 
09-46-47.201000,[R]: 1 
09-46-47.202000,[R]: 20 
09-46-47.205000,[R]: 10 
09-46-47.208000,[R]: 1 
09-46-47.211000,[R]: 20 
09-46-47.212000,[R]: 10 
09-46-47.214000,[R]: 1 
09-46-47.219000,[R]: 10 
09-46-47.222000,[R]: 2 
09-46-47.225000,[R]: 50 
09-46-47.232000,[R]: 10 
09-46-47.233000,[R]: 1 
09-46-47.234000,[R]: 20 
09-46-47.234000,[R]: 10 
09-46-47.236000,[R]: 1 
09-46-47.242000,[R]: 20 
09-46-47.243000,[R]: 10 
09-46-47.244000,[R]: 1 
09-46-47.249000,[R]: 10 
09-46-47.252000,[R]: 2 
09-46-47.253000,[R]: 50 
09-46-47.256000,[R]: 10 
09-46-47.257000,[R]: 1 
09-46-47.265000,[R]: 20 
09-46-47.265000,[R]: 10 
09-46-47.266000,[R]: 1 
09-46-47.299000,[R]: 10 
09-46-47.300000,[R]: 2 
09-46-47.300000,[R]: 50 
09-46-47.301000,[R]: 10 
09-46-47.302000,[R]: 1 
09-46-47.302000,[R]: 20 
09-46-47.303000,[R]: 10 
09-46-47.303000,[R]: 1 
09-46-47.307000,[R]: 20 
09-46-47.308000,[R]: 10 
09-46-47.308000,[R]: 1 
09-46-47.309000,[R]: 10 
09-46-47.310000,[R]: 2 
09-46-47.310000,[R]: 50 
09-46-47.311000,[R]: 10 
09-46-47.311000,[R]: 1 
09-46-47.318000,[R]: 20 
09-46-47.319000,[R]: 10 
09-46-47.319000,[R]: 1 
09-46-47.321000,[R]: 20 
09-46-47.322000,[R]: 10 
09-46-47.323000,[R]: 1 
09-46-47.328000,[R]: 10 
09-46-47.333000,[R]: 2 
09-46-47.333000,[R]: 50 
09-46-47.335000,[R]: 10 
09-46-47.337000,[R]: 1 
09-46-47.345000,[R]: 20 
09-46-47.346000,[R]: 10 
09-46-47.346000,[R]: 1 
09-46-47.353000,[R]: 10 
09-46-47.358000,[R]: 2 
09-46-47.358000,[R]: 50 
09-46-47.359000,[R]: 10 
09-46-47.360000,[R]: 1 
09-46-47.361000,[R]: 20 
09-46-47.368000,[R]: 10 
09-46-47.368000,[R]: 1 
09-46-47.370000,[R]: 20 
09-46-47.371000,[R]: 10 
09-46-47.374000,[R]: 1 
09-46-47.378000,[R]: 10 
09-46-47.382000,[R]: 2 
09-46-47.382000,[R]: 50 
09-46-47.387000,[R]: 10 
09-46-47.388000,[R]: 1 
09-46-47.391000,[R]: 20 
09-46-47.393000,[R]: 10 
09-46-47.401000,[R]: 1 
09-46-47.402000,[R]: 20 
09-46-47.403000,[R]: 10 
09-46-47.404000,[R]: 1 
09-46-47.408000,[R]: 10 
09-46-47.414000,[R]: 2 
09-46-47.415000,[R]: 50 
09-46-47.415000,[R]: 10 
09-46-47.436000,[R]: 1 
09-46-47.437000,[R]: 20 
09-46-47.438000,[R]: 10 
09-46-47.439000,[R]: 1 
09-46-47.441000,[R]: 10 
09-46-47.442000,[R]: 2 
09-46-47.442000,[R]: 50 
09-46-47.443000,[R]: 10 
09-46-47.443000,[R]: 1 
09-46-47.444000,[R]: 20 
09-46-47.445000,[R]: 10 
09-46-47.462000,[R]: 1 
09-46-47.462000,[R]: 20 
09-46-47.465000,[R]: 10 
09-46-47.465000,[R]: 1 
09-46-47.466000,[R]: 10 
09-46-47.466000,[R]: 2 
09-46-47.467000,[R]: 50 
09-46-47.468000,[R]: 10 
09-46-47.469000,[R]: 1 
09-46-47.472000,[R]: 20 
09-46-47.474000,[R]: 10 
09-46-47.476000,[R]: 1 
09-46-47.481000,[R]: 20 
09-46-47.482000,[R]: 10 
09-46-47.483000,[R]: 1 
09-46-47.489000,[R]: 10 
09-46-47.502000,[R]: 2 
09-46-47.503000,[R]: 50 
09-46-47.504000,[R]: 10 
09-46-47.504000,[R]: 1 
09-46-47.505000,[R]: 20 
09-46-47.506000,[R]: 10 
09-46-47.506000,[R]: 1 
09-46-47.512000,[R]: 10 
09-46-47.525000,[R]: 2 
09-46-47.526000,[R]: 50 
09-46-47.528000,[R]: 10 
09-46-47.529000,[R]: 1 
09-46-47.532000,[R]: 20 
09-46-47.537000,[R]: 10 
09-46-47.537000,[R]: 1 
09-46-47.539000,[R]: 20 
09-46-47.541000,[R]: 10 
09-46-47.541000,[R]: 1 
09-46-47.542000,[R]: 10 
09-46-47.542000,[R]: 2 
09-46-47.544000,[R]: 50 
09-46-47.547000,[R]: 10 
09-46-47.549000,[R]: 1 
09-46-47.553000,[R]: 20 
09-46-47.554000,[R]: 10 
09-46-47.556000,[R]: 1 
09-46-47.570000,[R]: 20 
09-46-47.571000,[R]: 10 
09-46-47.571000,[R]: 1 
09-46-47.574000,[R]: 10 
09-46-47.575000,[R]: 2 
09-46-47.576000,[R]: 50 
09-46-47.576000,[R]: 10 
09-46-47.578000,[R]: 1 
09-46-47.581000,[R]: 20 
09-46-47.583000,[R]: 10 
09-46-47.586000,[R]: 1 
09-46-47.591000,[R]: 10 
09-46-47.593000,[R]: 2 
09-46-47.593000,[R]: 50 
09-46-47.598000,[R]: 10 
09-46-47.600000,[R]: 1 
09-46-47.604000,[R]: 20 
09-46-47.605000,[R]: 10 
09-46-47.607000,[R]: 1 
09-46-47.615000,[R]: 20 
09-46-47.616000,[R]: 10 
09-46-47.616000,[R]: 1 
09-46-47.619000,[R]: 10 
09-46-47.622000,[R]: 2 
09-46-47.623000,[R]: 50 
09-46-47.626000,[R]: 10 
09-46-47.629000,[R]: 1 
09-46-47.636000,[R]: 20 
09-46-47.637000,[R]: 10 
09-46-47.638000,[R]: 1 
09-46-47.641000,[R]: 20 
09-46-47.641000,[R]: 10 
09-46-47.648000,[R]: 1 
09-46-47.649000,[R]: 10 
09-46-47.651000,[R]: 2 
09-46-47.652000,[R]: 50 
09-46-47.655000,[R]: 10 
09-46-47.658000,[R]: 1 
09-46-47.659000,[R]: 20 
09-46-47.662000,[R]: 10 
09-46-47.667000,[R]: 1 
09-46-47.669000,[R]: 10 
09-46-47.675000,[R]: 2 
09-46-47.679000,[R]: 50 
09-46-47.679000,[R]: 10 
09-46-47.680000,[R]: 1 
09-46-47.681000,[R]: 20 
09-46-47.684000,[R]: 10 
09-46-47.686000,[R]: 1 
09-46-47.689000,[R]: 20 
09-46-47.691000,[R]: 10 
09-46-47.693000,[R]: 1 
09-46-47.710000,[R]: 10 
09-46-47.711000,[R]: 2 
09-46-47.712000,[R]: 50 
09-46-47.713000,[R]: 10 
09-46-47.713000,[R]: 1 
09-46-47.713000,[R]: 20 
09-46-47.714000,[R]: 10 
09-46-47.715000,[R]: 1 
09-46-47.722000,[R]: 20 
09-46-47.724000,[R]: 10 
09-46-47.725000,[R]: 1 
09-46-47.729000,[R]: 10 
09-46-47.732000,[R]: 2 
09-46-47.732000,[R]: 50 
09-46-47.736000,[R]: 10 
09-46-47.738000,[R]: 1 
09-46-47.740000,[R]: 20 
09-46-47.744000,[R]: 10 
09-46-47.745000,[R]: 1 
09-46-47.750000,[R]: 10 
09-46-47.753000,[R]: 2 
09-46-47.755000,[R]: 50 
09-46-47.761000,[R]: 10 
09-46-47.762000,[R]: 1 
09-46-47.762000,[R]: 20 
09-46-47.765000,[R]: 10 
09-46-47.766000,[R]: 1 
09-46-47.770000,[R]: 20 
09-46-47.771000,[R]: 10 
09-46-47.774000,[R]: 1 
09-46-47.778000,[R]: 10 
09-46-47.782000,[R]: 2 
09-46-47.785000,[R]: 50 
09-46-47.786000,[R]: 10 
09-46-47.788000,[R]: 1 
09-46-47.794000,[R]: 20 
09-46-47.795000,[R]: 10 
09-46-47.795000,[R]: 1 
09-46-47.801000,[R]: 20 
09-46-47.804000,[R]: 10 
09-46-47.805000,[R]: 1 
09-46-47.808000,[R]: 10 
09-46-47.811000,[R]: 2 
09-46-47.812000,[R]: 50 
09-46-47.824000,[R]: 10 
09-46-47.825000,[R]: 1 
09-46-47.826000,[R]: 20 
09-46-47.826000,[R]: 10 
09-46-47.827000,[R]: 1 
09-46-47.830000,[R]: 10 
09-46-47.835000,[R]: 2 
09-46-47.837000,[R]: 50 
09-46-47.838000,[R]: 10 
09-46-47.843000,[R]: 1 
09-46-47.846000,[R]: 20 
09-46-47.851000,[R]: 10 
09-46-47.851000,[R]: 1 
09-46-47.852000,[R]: 20 
09-46-47.852000,[R]: 10 
09-46-47.854000,[R]: 1 
09-46-47.860000,[R]: 10 
09-46-47.863000,[R]: 2 
09-46-47.865000,[R]: 50 
09-46-47.866000,[R]: 10 
09-46-47.869000,[R]: 1 
09-46-47.870000,[R]: 20 
09-46-47.875000,[R]: 10 
09-46-47.886000,[R]: 1 
09-46-47.887000,[R]: 20 
09-46-47.888000,[R]: 10 
09-46-47.888000,[R]: 1 
09-46-47.889000,[R]: 10 
09-46-47.896000,[R]: 2 
09-46-47.898000,[R]: 50 
09-46-47.898000,[R]: 10 
09-46-47.899000,[R]: 1 
09-46-47.900000,[R]: 20 
09-46-47.903000,[R]: 10 
09-46-47.905000,[R]: 1 
09-46-47.910000,[R]: 10 
09-46-47.913000,[R]: 2 
09-46-47.919000,[R]: 50 
09-46-47.925000,[R]: 10 
09-46-47.929000,[R]: 1 
09-46-47.930000,[R]: 20 
09-46-47.930000,[R]: 10 
09-46-47.932000,[R]: 1 
09-46-47.933000,[R]: 20 
09-46-47.933000,[R]: 10 
09-46-47.934000,[R]: 1 
09-46-47.939000,[R]: 10 
09-46-47.942000,[R]: 2 
09-46-47.943000,[R]: 50 
09-46-47.947000,[R]: 10 
09-46-47.951000,[R]: 1 
09-46-47.951000,[R]: 20 
09-46-47.954000,[R]: 10 
09-46-47.958000,[R]: 1 
09-46-47.962000,[R]: 20 
09-46-47.964000,[R]: 10 
09-46-47.965000,[R]: 1 
09-46-47.969000,[R]: 10 
09-46-47.972000,[R]: 2 
09-46-47.972000,[R]: 50 
09-46-47.976000,[R]: 10 
09-46-47.978000,[R]: 1 
09-46-47.985000,[R]: 20 
09-46-47.985000,[R]: 10 
09-46-47.988000,[R]: 1 
09-46-47.990000,[R]: 10 
09-46-47.993000,[R]: 2 
09-46-47.997000,[R]: 50 
09-46-47.998000,[R]: 10 
09-46-48.000000,[R]: 1 
09-46-48.002000,[R]: 20 
09-46-48.004000,[R]: 10 
09-46-48.010000,[R]: 1 
09-46-48.010000,[R]: 20 
09-46-48.012000,[R]: 10 
09-46-48.014000,[R]: 1 
09-46-48.020000,[R]: 10 
09-46-48.021000,[R]: 2 
09-46-48.022000,[R]: 50 
09-46-48.026000,[R]: 10 
09-46-48.028000,[R]: 1 
09-46-48.029000,[R]: 20 
09-46-48.033000,[R]: 10 
09-46-48.036000,[R]: 1 
09-46-48.041000,[R]: 20 
09-46-48.042000,[R]: 10 
09-46-48.043000,[R]: 1 
09-46-48.050000,[R]: 10 
09-46-48.051000,[R]: 2 
09-46-48.052000,[R]: 50 
09-46-48.055000,[R]: 10 
09-46-48.057000,[R]: 1 
09-46-48.060000,[R]: 20 
09-46-48.065000,[R]: 10 
09-46-48.067000,[R]: 1 
09-46-48.069000,[R]: 10 
09-46-48.073000,[R]: 2 
09-46-48.073000,[R]: 50 
09-46-48.077000,[R]: 10 
09-46-48.079000,[R]: 1 
09-46-48.080000,[R]: 20 
09-46-48.088000,[R]: 10 
09-46-48.098000,[R]: 1 
09-46-48.098000,[R]: 20 
09-46-48.099000,[R]: 10 
09-46-48.100000,[R]: 1 
09-46-48.101000,[R]: 10 
09-46-48.102000,[R]: 2 
09-46-48.105000,[R]: 50 
09-46-48.107000,[R]: 10 
09-46-48.109000,[R]: 1 
09-46-48.110000,[R]: 20 
09-46-48.113000,[R]: 10 
09-46-48.115000,[R]: 1 
09-46-48.121000,[R]: 20 
09-46-48.125000,[R]: 10 
09-46-48.126000,[R]: 1 
09-46-48.128000,[R]: 10 
09-46-48.131000,[R]: 2 
09-46-48.134000,[R]: 50 
09-46-48.135000,[R]: 10 
09-46-48.137000,[R]: 1 
09-46-48.140000,[R]: 20 
09-46-48.147000,[R]: 10 
09-46-48.148000,[R]: 1 
09-46-48.150000,[R]: 10 
09-46-48.152000,[R]: 2 
09-46-48.157000,[R]: 50 
09-46-48.158000,[R]: 10 
09-46-48.160000,[R]: 1 
09-46-48.160000,[R]: 20 
09-46-48.164000,[R]: 10 
09-46-48.166000,[R]: 1 
09-46-48.170000,[R]: 20 
09-46-48.171000,[R]: 10 
09-46-48.174000,[R]: 1 
09-46-48.179000,[R]: 10 
09-46-48.182000,[R]: 2 
09-46-48.182000,[R]: 50 
09-46-48.186000,[R]: 10 
09-46-48.188000,[R]: 1 
09-46-48.193000,[R]: 20 
09-46-48.193000,[R]: 10 
09-46-48.196000,[R]: 1 
09-46-48.201000,[R]: 20 
09-46-48.201000,[R]: 10 
09-46-48.204000,[R]: 1 
09-46-48.209000,[R]: 10 
09-46-48.211000,[R]: 2 
09-46-48.212000,[R]: 50 
09-46-48.215000,[R]: 10 
09-46-48.217000,[R]: 1 
09-46-48.220000,[R]: 20 
09-46-48.223000,[R]: 10 
09-46-48.225000,[R]: 1 
09-46-48.231000,[R]: 10 
09-46-48.233000,[R]: 2 
09-46-48.235000,[R]: 50 
09-46-48.238000,[R]: 10 
09-46-48.247000,[R]: 1 
09-46-48.248000,[R]: 20 
09-46-48.249000,[R]: 10 
09-46-48.249000,[R]: 1 
09-46-48.250000,[R]: 20 
09-46-48.252000,[R]: 10 
09-46-48.254000,[R]: 1 
09-46-48.260000,[R]: 10 
09-46-48.262000,[R]: 2 
09-46-48.262000,[R]: 50 
09-46-48.268000,[R]: 10 
09-46-48.270000,[R]: 1 
09-46-48.271000,[R]: 20 
09-46-48.274000,[R]: 10 
09-46-48.276000,[R]: 1 
09-46-48.281000,[R]: 20 
09-46-48.282000,[R]: 10 
09-46-48.284000,[R]: 1 
09-46-48.289000,[R]: 10 
09-46-48.292000,[R]: 2 
09-46-48.292000,[R]: 50 
09-46-48.296000,[R]: 10 
09-46-48.298000,[R]: 1 
09-46-48.301000,[R]: 20 
09-46-48.303000,[R]: 10 
09-46-48.305000,[R]: 1 
09-46-48.310000,[R]: 10 
09-46-48.319000,[R]: 2 
09-46-48.319000,[R]: 50 
09-46-48.321000,[R]: 10 
09-46-48.322000,[R]: 1 
09-46-48.322000,[R]: 20 
09-46-48.325000,[R]: 10 
09-46-48.327000,[R]: 1 
09-46-48.330000,[R]: 20 
09-46-48.332000,[R]: 10 
09-46-48.335000,[R]: 1 
09-46-48.341000,[R]: 10 
09-46-48.342000,[R]: 2 
09-46-48.342000,[R]: 50 
09-46-48.346000,[R]: 10 
09-46-48.351000,[R]: 1 
09-46-48.352000,[R]: 20 
09-46-48.354000,[R]: 10 
09-46-48.356000,[R]: 1 
09-46-48.364000,[R]: 20 
09-46-48.364000,[R]: 10 
09-46-48.365000,[R]: 1 
09-46-48.369000,[R]: 10 
09-46-48.371000,[R]: 2 
09-46-48.374000,[R]: 50 
09-46-48.376000,[R]: 10 
09-46-48.378000,[R]: 1 
09-46-48.386000,[R]: 20 
09-46-48.387000,[R]: 10 
09-46-48.387000,[R]: 1 
09-46-48.390000,[R]: 10 
09-46-48.396000,[R]: 2 
09-46-48.397000,[R]: 50 
09-46-48.398000,[R]: 10 
09-46-48.399000,[R]: 1 
09-46-48.400000,[R]: 20 
09-46-48.404000,[R]: 10 
09-46-48.408000,[R]: 1 
09-46-48.409000,[R]: 20 
09-46-48.411000,[R]: 10 
09-46-48.414000,[R]: 1 
09-46-48.420000,[R]: 10 
09-46-48.427000,[R]: 2 
09-46-48.430000,[R]: 50 
09-46-48.430000,[R]: 10 
09-46-48.431000,[R]: 1 
09-46-48.432000,[R]: 20 
09-46-48.433000,[R]: 10 
09-46-48.435000,[R]: 1 
09-46-48.441000,[R]: 20 
09-46-48.442000,[R]: 10 
09-46-48.444000,[R]: 1 
09-46-48.448000,[R]: 10 
09-46-48.452000,[R]: 2 
09-46-48.453000,[R]: 50 
09-46-48.455000,[R]: 10 
09-46-48.458000,[R]: 1 
09-46-48.461000,[R]: 20 
09-46-48.462000,[R]: 10 
09-46-48.464000,[R]: 1 
09-46-48.470000,[R]: 10 
09-46-48.472000,[R]: 2 
09-46-48.474000,[R]: 50 
09-46-48.477000,[R]: 10 
09-46-48.481000,[R]: 1 
09-46-48.482000,[R]: 20 
09-46-48.484000,[R]: 10 
09-46-48.487000,[R]: 1 
09-46-48.491000,[R]: 20 
09-46-48.501000,[R]: 10 
09-46-48.502000,[R]: 1 
09-46-48.502000,[R]: 10 
09-46-48.503000,[R]: 2 
09-46-48.503000,[R]: 50 
09-46-48.507000,[R]: 10 
09-46-48.509000,[R]: 1 
09-46-48.511000,[R]: 20 
09-46-48.513000,[R]: 10 
09-46-48.515000,[R]: 1 
09-46-48.523000,[R]: 20 
09-46-48.535000,[R]: 10 
09-46-48.535000,[R]: 1 
09-46-48.536000,[R]: 10 
09-46-48.537000,[R]: 2 
09-46-48.537000,[R]: 50 
09-46-48.541000,[R]: 10 
09-46-48.541000,[R]: 1 
09-46-48.542000,[R]: 20 
09-46-48.546000,[R]: 10 
09-46-48.547000,[R]: 1 
09-46-48.550000,[R]: 10 
09-46-48.553000,[R]: 2 
09-46-48.554000,[R]: 50 
09-46-48.559000,[R]: 10 
09-46-48.561000,[R]: 1 
09-46-48.561000,[R]: 20 
09-46-48.564000,[R]: 10 
09-46-48.567000,[R]: 1 
09-46-48.572000,[R]: 20 
09-46-48.574000,[R]: 10 
09-46-48.575000,[R]: 1 
09-46-48.579000,[R]: 10 
09-46-48.582000,[R]: 2 
09-46-48.583000,[R]: 50 
09-46-48.586000,[R]: 10 
09-46-48.588000,[R]: 1 
09-46-48.590000,[R]: 20 
09-46-48.594000,[R]: 10 
09-46-48.596000,[R]: 1 
09-46-48.602000,[R]: 20 
09-46-48.602000,[R]: 10 
09-46-48.609000,[R]: 1 
09-46-48.609000,[R]: 10 
09-46-48.614000,[R]: 2 
09-46-48.617000,[R]: 50 
09-46-48.618000,[R]: 10 
09-46-48.619000,[R]: 1 
09-46-48.620000,[R]: 20 
09-46-48.623000,[R]: 10 
09-46-48.625000,[R]: 1 
09-46-48.641000,[R]: 10 
09-46-48.642000,[R]: 2 
09-46-48.643000,[R]: 50 
09-46-48.647000,[R]: 10 
09-46-48.650000,[R]: 1 
09-46-48.651000,[R]: 20 
09-46-48.652000,[R]: 10 
09-46-48.653000,[R]: 1 
09-46-48.653000,[R]: 20 
09-46-48.654000,[R]: 10 
09-46-48.655000,[R]: 1 
09-46-48.659000,[R]: 10 
09-46-48.662000,[R]: 2 
09-46-48.663000,[R]: 50 
09-46-48.667000,[R]: 10 
09-46-48.671000,[R]: 1 
09-46-48.672000,[R]: 20 
09-46-48.676000,[R]: 10 
09-46-48.677000,[R]: 1 
09-46-48.681000,[R]: 20 
09-46-48.682000,[R]: 10 
09-46-48.683000,[R]: 1 
09-46-48.689000,[R]: 10 
09-46-48.691000,[R]: 2 
09-46-48.692000,[R]: 50 
09-46-48.698000,[R]: 10 
09-46-48.700000,[R]: 1 
09-46-48.702000,[R]: 20 
09-46-48.706000,[R]: 10 
09-46-48.711000,[R]: 1 
09-46-48.712000,[R]: 10 
09-46-48.713000,[R]: 2 
09-46-48.714000,[R]: 50 
09-46-48.718000,[R]: 10 
09-46-48.720000,[R]: 1 
09-46-48.726000,[R]: 20 
09-46-48.727000,[R]: 10 
09-46-48.728000,[R]: 1 
09-46-48.730000,[R]: 20 
09-46-48.734000,[R]: 10 
09-46-48.738000,[R]: 1 
09-46-48.739000,[R]: 10 
09-46-48.746000,[R]: 2 
09-46-48.749000,[R]: 50 
09-46-48.750000,[R]: 10 
09-46-48.754000,[R]: 1 
09-46-48.763000,[R]: 20 
09-46-48.765000,[R]: 10 
09-46-48.772000,[R]: 1 
09-46-48.785000,[R]: 20 
09-46-48.786000,[R]: 10 
09-46-48.787000,[R]: 1 
09-46-48.787000,[R]: 10 
09-46-48.788000,[R]: 2 
09-46-48.788000,[R]: 50 
09-46-48.788000,[R]: 10 
09-46-48.794000,[R]: 1 
09-46-48.794000,[R]: 20 
09-46-48.795000,[R]: 10 
09-46-48.795000,[R]: 1 
09-46-48.796000,[R]: 10 
09-46-48.799000,[R]: 2 
09-46-48.800000,[R]: 50 
09-46-48.800000,[R]: 10 
09-46-48.801000,[R]: 1 
09-46-48.801000,[R]: 20 
09-46-48.804000,[R]: 10 
09-46-48.806000,[R]: 1 
09-46-48.809000,[R]: 20 
09-46-48.811000,[R]: 10 
09-46-48.813000,[R]: 1 
09-46-48.818000,[R]: 10 
09-46-48.821000,[R]: 2 
09-46-48.822000,[R]: 50 
09-46-48.825000,[R]: 10 
09-46-48.828000,[R]: 1 
09-46-48.829000,[R]: 20 
09-46-48.834000,[R]: 10 
09-46-48.837000,[R]: 1 
09-46-48.840000,[R]: 20 
09-46-48.841000,[R]: 10 
09-46-48.843000,[R]: 1 
09-46-48.848000,[R]: 10 
09-46-48.851000,[R]: 2 
09-46-48.851000,[R]: 50 
09-46-48.855000,[R]: 10 
09-46-48.858000,[R]: 1 
09-46-48.860000,[R]: 20 
09-46-48.862000,[R]: 10 
