23-03-18.495000,------------------------------------------
23-07-27.717000,[R]: 7 
23-07-27.720000,[R]: 8 
23-07-27.720000,[R]: 1 
23-07-27.721000,[R]: 50 
23-07-27.721000,[R]: 2 
23-07-27.722000,S 4 	RSSI: 52
23-07-27.749000,[R]: 3 
23-07-27.749000,[R]: 4 
23-07-27.759000,[R]: 5 
23-07-27.760000,S 7 	RSSI: 48
23-07-27.760000,[R]: 6 
23-07-27.761000,[R]: 7 
23-07-27.762000,S 2 	RSSI: 64
23-07-27.762000,[R]: 8 
23-07-27.763000,[R]: 1 
23-07-27.805000,[R]: 50 
23-07-27.806000,[R]: 2 
23-07-27.806000,[R]: 3 
23-07-27.807000,[R]: 4 
23-07-27.807000,[R]: 5 
23-07-27.808000,[R]: 20 
23-07-27.847000,[R]: 1 
23-07-27.848000,[R]: 50 
23-07-27.848000,S 5 	RSSI: 67
23-07-27.849000,[R]: 2 
23-07-27.858000,[R]: 3 
23-07-27.886000,[R]: 4 
23-07-27.887000,S 8 	RSSI: 48
23-07-27.962000,[R]: 5 
23-07-27.962000,[R]: 6 
23-07-27.963000,[R]: 7 
23-07-27.964000,[R]: 8 
23-07-27.964000,[R]: 1 
23-07-27.964000,[R]: 50 
23-07-28.037000,[R]: 2 
23-07-28.037000,[R]: 3 
23-07-28.052000,[R]: 4 
23-07-28.081000,S 8 	RSSI: 48
23-07-28.081000,[R]: 5 
23-07-28.082000,[R]: 6 
23-07-28.082000,[R]: 7 
23-07-28.082000,[R]: 8 
23-07-28.083000,[R]: 1 
23-07-28.083000,[R]: 50 
23-07-28.084000,[R]: 2 
23-07-28.084000,[R]: 3 
23-07-28.084000,[R]: 20 
23-07-28.085000,[R]: 1 
23-07-28.085000,[R]: 50 
23-07-28.086000,[R]: 2 
23-07-28.086000,S 6 	RSSI: 51
23-07-28.087000,[R]: 3 
23-07-28.087000,S 7 	RSSI: 46
23-07-28.088000,[R]: 4 
23-07-28.088000,[R]: 5 
23-07-28.089000,[R]: 6 
23-07-28.089000,[R]: 7 
23-07-28.089000,S 3 	RSSI: 63
23-07-28.094000,[R]: 8 
23-07-28.094000,S 4 	RSSI: 50
23-07-28.095000,[R]: 1 
23-07-28.095000,[R]: 50 
23-07-28.095000,[R]: 2 
23-07-28.096000,[R]: 3 
23-07-28.097000,S 7 	RSSI: 48
23-07-28.097000,[R]: 4 
23-07-28.098000,[R]: 5 
23-07-28.098000,[R]: 6 
23-07-28.099000,[R]: 7 
23-07-28.099000,S 3 	RSSI: 63
23-07-28.100000,[R]: 8 
23-07-28.100000,[R]: 1 
23-07-28.102000,[R]: 50 
23-07-28.105000,[R]: 2 
23-07-28.105000,[R]: 3 
23-07-28.106000,[R]: 20 
23-07-28.106000,[R]: 1 
23-07-28.177000,[R]: 50 
23-07-28.177000,[R]: 2 
23-07-28.178000,[R]: 3 
23-07-28.178000,S 5 	RSSI: 65
23-07-28.178000,[R]: 4 
23-07-28.180000,[R]: 5 
23-07-28.180000,[R]: 6 
23-07-28.181000,[R]: 7 
23-07-28.181000,[R]: 8 
23-07-28.182000,S 2 	RSSI: 63
23-07-28.182000,[R]: 1 
23-07-28.183000,[R]: 50 
23-07-28.221000,[R]: 2 
23-07-28.223000,[R]: 3 
23-07-28.223000,[R]: 4 
23-07-28.224000,S 8 	RSSI: 62
23-07-28.224000,[R]: 5 
23-07-28.225000,[R]: 6 
23-07-28.225000,[R]: 7 
23-07-28.226000,[R]: 8 
23-07-28.226000,S 2 	RSSI: 62
23-07-28.227000,[R]: 1 
23-07-28.227000,[R]: 50 
23-07-28.346000,[R]: 2 
23-07-28.404000,[R]: 3 
23-07-28.405000,[R]: 4 
23-07-28.406000,[R]: 5 
23-07-28.406000,[R]: 6 
23-07-28.406000,[R]: 7 
23-07-28.407000,[R]: 8 
23-07-28.407000,[R]: 1 
23-07-28.407000,[R]: 50 
23-07-28.408000,S 6 	RSSI: 51
23-07-28.411000,[R]: 2 
23-07-28.412000,[R]: 3 
23-07-28.431000,[R]: 4 
23-07-28.432000,[R]: 5 
23-07-28.432000,S 4 	RSSI: 48
23-07-28.432000,[R]: 6 
23-07-28.433000,[R]: 7 
23-07-28.433000,[R]: 8 
23-07-28.436000,S 7 	RSSI: 46
23-07-28.436000,[R]: 1 
23-07-28.512000,[R]: 50 
23-07-28.513000,[R]: 2 
23-07-28.513000,S 3 	RSSI: 62
23-07-28.514000,[R]: 3 
23-07-28.514000,[R]: 4 
23-07-28.603000,[R]: 5 
23-07-28.604000,[R]: 6 
23-07-28.604000,[R]: 7 
23-07-28.605000,[R]: 8 
23-07-28.763000,[R]: 1 
23-07-28.803000,[R]: 50 
23-07-28.804000,[R]: 2 
23-07-28.804000,[R]: 3 
23-07-28.805000,[R]: 4 
23-07-28.805000,[R]: 5 
23-07-28.805000,[R]: 6 
23-07-28.806000,[R]: 7 
23-07-28.806000,[R]: 8 
23-07-28.807000,[R]: 20 
23-07-28.807000,[R]: 1 
23-07-28.807000,[R]: 50 
23-07-28.808000,[R]: 2 
23-07-28.808000,[R]: 3 
23-07-28.809000,S 5 	RSSI: 62
23-07-28.809000,[R]: 4 
23-07-28.809000,[R]: 5 
23-07-28.810000,[R]: 6 
23-07-28.810000,[R]: 7 
23-07-28.810000,[R]: 8 
23-07-28.813000,[R]: 1 
23-07-28.814000,[R]: 50 
23-07-28.814000,[R]: 2 
23-07-28.814000,[R]: 3 
23-07-28.815000,S 5 	RSSI: 62
23-07-28.815000,[R]: 4 
23-07-28.816000,S 8 	RSSI: 54
23-07-28.816000,[R]: 5 
23-07-28.816000,[R]: 6 
23-07-28.817000,[R]: 7 
23-07-28.875000,[R]: 8 
23-07-28.875000,[R]: 1 
23-07-28.877000,[R]: 50 
23-07-28.877000,[R]: 2 
23-07-28.878000,[R]: 3 
23-07-28.878000,[R]: 20 
23-07-28.878000,[R]: 1 
23-07-28.879000,[R]: 50 
23-07-28.880000,[R]: 2 
23-07-28.880000,[R]: 3 
23-07-28.880000,[R]: 4 
23-07-28.902000,S 6 	RSSI: 53
23-07-28.903000,[R]: 5 
23-07-29.009000,S 7 	RSSI: 46
23-07-29.010000,[R]: 6 
23-07-29.011000,[R]: 7 
23-07-29.012000,[R]: 8 
23-07-29.013000,[R]: 1 
23-07-29.014000,[R]: 50 
23-07-29.014000,[R]: 2 
23-07-29.015000,S 4 	RSSI: 48
23-07-29.102000,[R]: 3 
23-07-29.103000,[R]: 4 
23-07-29.104000,S 6 	RSSI: 53
23-07-29.104000,[R]: 5 
23-07-29.104000,S 7 	RSSI: 46
23-07-29.105000,[R]: 6 
23-07-29.105000,[R]: 7 
23-07-29.106000,[R]: 8 
23-07-29.106000,[R]: 1 
23-07-29.106000,[R]: 50 
23-07-29.107000,[R]: 2 
23-07-29.108000,S 4 	RSSI: 48
23-07-29.108000,[R]: 3 
23-07-29.108000,[R]: 4 
23-07-29.109000,[R]: 5 
23-07-29.109000,[R]: 6 
23-07-29.109000,[R]: 7 
23-07-29.110000,S 4 	RSSI: 50
23-07-29.110000,[R]: 8 
23-07-29.350000,[R]: 1 
23-07-29.611000,[R]: 50 
23-07-29.611000,[R]: 2 
23-07-29.612000,S 7 	RSSI: 46
23-07-29.612000,[R]: 3 
23-07-29.613000,[R]: 4 
23-07-29.613000,[R]: 5 
23-07-29.613000,[R]: 6 
23-07-29.614000,[R]: 7 
23-07-29.614000,[R]: 8 
23-07-29.617000,[R]: 1 
23-07-29.617000,[R]: 50 
23-07-29.617000,[R]: 2 
23-07-29.618000,[R]: 3 
23-07-29.618000,[R]: 4 
23-07-29.619000,[R]: 5 
23-07-29.723000,[R]: 6 
23-07-29.724000,[R]: 7 
23-07-29.725000,[R]: 8 
23-07-29.725000,[R]: 1 
23-07-29.726000,[R]: 50 
23-07-29.762000,[R]: 2 
23-07-29.762000,[R]: 3 
23-07-29.763000,[R]: 4 
23-07-29.793000,[R]: 5 
23-07-29.793000,[R]: 6 
23-07-29.794000,[R]: 7 
23-07-29.794000,[R]: 8 
23-07-29.794000,[R]: 1 
23-07-29.795000,[R]: 50 
23-07-29.795000,[R]: 2 
23-07-29.795000,[R]: 3 
23-07-29.796000,S 3 	RSSI: 60
23-07-29.796000,[R]: 4 
23-07-29.796000,[R]: 5 
23-07-29.797000,S 5 	RSSI: 62
23-07-29.797000,[R]: 6 
23-07-29.798000,[R]: 7 
23-07-29.852000,[R]: 8 
23-07-29.853000,[R]: 1 
23-07-29.853000,[R]: 50 
23-07-29.854000,[R]: 2 
23-07-29.854000,[R]: 20 
23-07-29.854000,[R]: 1 
23-07-29.855000,[R]: 50 
23-07-29.856000,[R]: 2 
23-07-29.856000,S 2 	RSSI: 74
23-07-29.857000,[R]: 3 
23-07-29.857000,S 3 	RSSI: 60
23-07-29.858000,[R]: 4 
23-07-29.858000,[R]: 5 
23-07-29.858000,S 5 	RSSI: 60
23-07-29.859000,[R]: 6 
23-07-29.859000,S 8 	RSSI: 53
23-07-29.859000,[R]: 7 
23-07-29.879000,[R]: 8 
23-07-29.880000,[R]: 1 
23-07-29.880000,[R]: 50 
23-07-29.880000,[R]: 2 
23-07-29.881000,[R]: 3 
23-07-29.881000,[R]: 4 
23-07-29.967000,[R]: 5 
23-07-29.968000,[R]: 6 
23-07-29.969000,S 8 	RSSI: 53
23-07-29.969000,[R]: 7 
23-07-29.969000,[R]: 8 
23-07-29.970000,[R]: 1 
23-07-29.970000,[R]: 50 
23-07-29.971000,[R]: 2 
23-07-29.971000,[R]: 3 
23-07-29.971000,[R]: 4 
23-07-29.972000,[R]: 5 
23-07-29.972000,[R]: 6 
23-07-29.973000,S 8 	RSSI: 52
23-07-29.973000,[R]: 7 
23-07-29.973000,[R]: 8 
23-07-29.974000,[R]: 1 
23-07-29.974000,[R]: 50 
23-07-29.975000,S 6 	RSSI: 53
23-07-30.076000,[R]: 2 
23-07-30.076000,S 7 	RSSI: 46
23-07-30.077000,[R]: 3 
23-07-30.077000,[R]: 4 
23-07-30.078000,[R]: 5 
23-07-30.078000,[R]: 6 
23-07-30.078000,[R]: 7 
23-07-30.079000,S 4 	RSSI: 50
23-07-30.079000,[R]: 8 
23-07-30.080000,[R]: 1 
23-07-30.080000,[R]: 50 
23-07-30.080000,[R]: 2 
23-07-30.105000,S 7 	RSSI: 46
23-07-30.106000,[R]: 3 
23-07-30.106000,[R]: 4 
23-07-30.106000,[R]: 5 
23-07-30.107000,[R]: 6 
23-07-30.107000,[R]: 7 
23-07-30.169000,S 4 	RSSI: 48
23-07-30.170000,[R]: 8 
23-07-30.170000,[R]: 1 
23-07-30.171000,[R]: 50 
23-07-30.171000,[R]: 2 
23-07-30.172000,S 7 	RSSI: 46
23-07-30.172000,[R]: 3 
23-07-30.173000,[R]: 4 
23-07-30.173000,[R]: 5 
23-07-30.174000,[R]: 6 
23-07-30.416000,[R]: 7 
23-07-30.585000,S 4 	RSSI: 48
23-07-30.585000,[R]: 8 
23-07-30.586000,[R]: 1 
23-07-30.586000,[R]: 50 
23-07-30.587000,[R]: 2 
23-07-30.587000,[R]: 3 
23-07-30.587000,[R]: 4 
23-07-30.588000,[R]: 5 
23-07-30.588000,[R]: 6 
23-07-30.588000,[R]: 7 
23-07-30.589000,[R]: 8 
23-07-30.589000,[R]: 1 
23-07-30.590000,[R]: 50 
23-07-30.590000,[R]: 2 
23-07-30.590000,[R]: 20 
23-07-30.591000,[R]: 1 
23-07-30.591000,[R]: 50 
23-07-30.592000,[R]: 2 
23-07-30.592000,[R]: 3 
23-07-30.592000,[R]: 4 
23-07-30.595000,[R]: 5 
23-07-30.596000,[R]: 6 
23-07-30.596000,[R]: 7 
23-07-30.596000,S 3 	RSSI: 60
23-07-30.597000,[R]: 8 
23-07-30.597000,[R]: 1 
23-07-30.598000,[R]: 50 
23-07-30.598000,[R]: 2 
23-07-30.598000,[R]: 3 
23-07-30.599000,S 5 	RSSI: 59
23-07-30.599000,[R]: 4 
23-07-30.684000,[R]: 5 
23-07-30.685000,[R]: 6 
23-07-30.698000,[R]: 7 
23-07-30.764000,S 3 	RSSI: 60
23-07-30.765000,[R]: 8 
23-07-30.894000,[R]: 1 
23-07-30.894000,[R]: 50 
23-07-30.895000,S 8 	RSSI: 51
23-07-30.895000,[R]: 2 
23-07-30.896000,S 2 	RSSI: 64
23-07-30.896000,[R]: 3 
23-07-30.896000,[R]: 20 
23-07-30.897000,[R]: 1 
23-07-30.897000,[R]: 50 
23-07-30.898000,[R]: 2 
23-07-30.898000,[R]: 3 
23-07-30.898000,[R]: 4 
23-07-30.901000,S 6 	RSSI: 53
23-07-30.902000,[R]: 5 
23-07-30.902000,[R]: 6 
23-07-30.903000,[R]: 7 
23-07-30.903000,[R]: 8 
23-07-30.903000,S 4 	RSSI: 48
23-07-30.904000,[R]: 1 
23-07-30.904000,[R]: 50 
23-07-30.905000,[R]: 2 
23-07-30.905000,[R]: 3 
23-07-30.906000,S 7 	RSSI: 46
23-07-30.906000,[R]: 4 
23-07-30.906000,S 6 	RSSI: 52
23-07-30.907000,[R]: 5 
23-07-30.907000,[R]: 6 
23-07-30.907000,[R]: 7 
23-07-30.908000,[R]: 8 
23-07-30.908000,S 4 	RSSI: 48
23-07-30.909000,[R]: 1 
23-07-30.909000,[R]: 50 
23-07-30.909000,[R]: 2 
23-07-30.913000,[R]: 3 
23-07-30.973000,S 7 	RSSI: 51
23-07-30.974000,[R]: 20 
23-07-30.993000,[R]: 1 
23-07-30.993000,[R]: 50 
23-07-30.993000,[R]: 2 
23-07-30.995000,[R]: 3 
23-07-31.082000,S 5 	RSSI: 60
23-07-31.134000,[R]: 4 
23-07-31.135000,[R]: 5 
23-07-31.135000,[R]: 6 
23-07-31.135000,[R]: 7 
23-07-31.136000,[R]: 8 
23-07-31.136000,[R]: 1 
23-07-31.138000,[R]: 50 
23-07-31.138000,S 3 	RSSI: 60
23-07-31.139000,[R]: 2 
23-07-31.139000,[R]: 3 
23-07-31.140000,S 5 	RSSI: 60
23-07-31.140000,[R]: 4 
23-07-31.140000,S 8 	RSSI: 49
23-07-31.211000,[R]: 5 
23-07-31.211000,[R]: 6 
23-07-31.211000,[R]: 7 
23-07-31.212000,[R]: 8 
23-07-31.212000,[R]: 1 
23-07-31.213000,[R]: 50 
23-07-31.213000,[R]: 2 
23-07-31.214000,[R]: 3 
23-07-31.214000,[R]: 20 
23-07-31.214000,[R]: 1 
23-07-31.215000,[R]: 50 
23-07-31.215000,[R]: 2 
23-07-31.216000,[R]: 3 
23-07-31.217000,[R]: 4 
23-07-31.220000,S 6 	RSSI: 53
23-07-31.220000,[R]: 5 
23-07-31.221000,S 7 	RSSI: 46
23-07-31.221000,[R]: 6 
23-07-31.279000,[R]: 7 
23-07-31.279000,[R]: 8 
23-07-31.280000,[R]: 1 
23-07-31.280000,[R]: 50 
23-07-31.353000,[R]: 2 
23-07-31.353000,S 4 	RSSI: 49
23-07-31.466000,[R]: 3 
23-07-31.466000,[R]: 4 
23-07-31.467000,S 6 	RSSI: 53
23-07-31.467000,[R]: 5 
23-07-31.469000,S 7 	RSSI: 46
23-07-31.469000,[R]: 6 
23-07-31.470000,[R]: 7 
23-07-31.470000,[R]: 8 
23-07-31.471000,[R]: 1 
23-07-31.471000,[R]: 50 
23-07-31.471000,[R]: 2 
23-07-31.472000,S 4 	RSSI: 49
23-07-31.472000,[R]: 3 
23-07-31.473000,[R]: 4 
23-07-31.473000,[R]: 5 
23-07-31.474000,S 7 	RSSI: 46
23-07-31.474000,[R]: 6 
23-07-31.488000,[R]: 7 
23-07-31.489000,[R]: 8 
23-07-31.489000,[R]: 1 
23-07-31.490000,[R]: 50 
23-07-31.490000,[R]: 2 
23-07-31.491000,S 4 	RSSI: 49
23-07-31.491000,[R]: 3 
23-07-31.491000,[R]: 4 
23-07-31.492000,[R]: 5 
23-07-31.492000,[R]: 20 
23-07-31.493000,[R]: 1 
23-07-31.493000,[R]: 50 
23-07-31.494000,[R]: 2 
23-07-31.494000,[R]: 3 
23-07-31.495000,S 5 	RSSI: 60
23-07-31.496000,[R]: 4 
23-07-31.496000,[R]: 5 
23-07-31.497000,[R]: 6 
23-07-31.497000,[R]: 7 
23-07-31.497000,S 3 	RSSI: 62
23-07-31.542000,[R]: 8 
23-07-31.542000,[R]: 1 
23-07-31.543000,[R]: 50 
23-07-31.598000,[R]: 2 
23-07-31.610000,[R]: 3 
23-07-31.611000,[R]: 4 
23-07-31.611000,S 3 	RSSI: 61
23-07-31.614000,[R]: 5 
23-07-31.649000,[R]: 6 
23-07-31.650000,[R]: 7 
23-07-31.651000,[R]: 8 
23-07-31.652000,[R]: 1 
23-07-31.652000,[R]: 50 
23-07-31.653000,[R]: 2 
23-07-31.657000,[R]: 3 
23-07-31.661000,[R]: 4 
23-07-31.661000,S 3 	RSSI: 60
23-07-31.698000,[R]: 5 
23-07-31.698000,[R]: 6 
23-07-31.699000,[R]: 7 
23-07-31.699000,[R]: 8 
23-07-31.735000,[R]: 1 
23-07-31.736000,[R]: 50 
23-07-31.803000,[R]: 2 
23-07-31.828000,[R]: 3 
23-07-31.829000,[R]: 4 
23-07-31.829000,S 3 	RSSI: 60
23-07-31.830000,[R]: 5 
23-07-31.830000,[R]: 6 
23-07-31.831000,[R]: 7 
23-07-31.889000,S 6 	RSSI: 50
23-07-31.915000,[R]: 8 
23-07-31.915000,[R]: 1 
23-07-31.916000,[R]: 50 
23-07-31.994000,[R]: 2 
23-07-31.995000,[R]: 3 
23-07-31.995000,[R]: 4 
23-07-31.996000,[R]: 5 
23-07-31.996000,[R]: 6 
23-07-31.997000,S 7 	RSSI: 46
23-07-31.997000,[R]: 7 
23-07-31.998000,S 6 	RSSI: 50
23-07-31.998000,[R]: 8 
23-07-32.081000,S 2 	RSSI: 68
23-07-32.092000,[R]: 1 
23-07-32.092000,[R]: 50 
23-07-32.093000,[R]: 2 
23-07-32.093000,S 4 	RSSI: 51
23-07-32.094000,[R]: 3 
23-07-32.094000,[R]: 4 
23-07-32.095000,[R]: 5 
23-07-32.095000,[R]: 6 
23-07-32.096000,S 7 	RSSI: 46
23-07-32.096000,[R]: 7 
23-07-32.097000,[R]: 8 
23-07-32.097000,[R]: 20 
23-07-32.098000,[R]: 1 
23-07-32.098000,[R]: 50 
23-07-32.098000,[R]: 2 
23-07-32.105000,[R]: 3 
23-07-32.106000,[R]: 4 
23-07-32.106000,S 4 	RSSI: 51
23-07-32.106000,[R]: 5 
23-07-32.107000,[R]: 6 
23-07-32.107000,[R]: 7 
23-07-32.113000,[R]: 8 
23-07-32.118000,S 2 	RSSI: 58
23-07-32.118000,[R]: 1 
23-07-32.119000,[R]: 50 
23-07-32.119000,S 5 	RSSI: 62
23-07-32.120000,[R]: 2 
23-07-32.120000,[R]: 3 
23-07-32.121000,[R]: 4 
23-07-32.122000,[R]: 5 
23-07-32.149000,[R]: 6 
23-07-32.185000,[R]: 7 
23-07-32.185000,[R]: 8 
23-07-32.186000,[R]: 1 
23-07-32.186000,[R]: 50 
23-07-32.187000,S 8 	RSSI: 51
23-07-32.187000,[R]: 2 
23-07-32.187000,[R]: 3 
23-07-32.202000,[R]: 4 
23-07-32.235000,S 3 	RSSI: 60
23-07-32.297000,[R]: 5 
23-07-32.297000,S 2 	RSSI: 59
23-07-32.297000,[R]: 6 
23-07-32.336000,[R]: 7 
23-07-32.336000,[R]: 8 
23-07-32.337000,[R]: 1 
23-07-32.337000,[R]: 50 
23-07-32.337000,[R]: 2 
23-07-32.338000,[R]: 3 
23-07-32.338000,S 8 	RSSI: 50
23-07-32.339000,[R]: 4 
23-07-32.339000,S 3 	RSSI: 60
23-07-32.364000,[R]: 5 
23-07-32.382000,[R]: 6 
23-07-32.382000,[R]: 7 
23-07-32.461000,S 6 	RSSI: 51
23-07-32.462000,[R]: 8 
23-07-32.462000,[R]: 1 
23-07-32.463000,[R]: 50 
23-07-32.463000,[R]: 2 
23-07-32.464000,[R]: 3 
23-07-32.464000,S 4 	RSSI: 52
23-07-32.464000,[R]: 4 
23-07-32.465000,[R]: 5 
23-07-32.465000,[R]: 6 
23-07-32.466000,S 7 	RSSI: 46
23-07-32.512000,[R]: 20 
23-07-32.540000,[R]: 1 
23-07-32.544000,[R]: 50 
23-07-32.601000,[R]: 2 
23-07-32.602000,[R]: 3 
23-07-32.684000,[R]: 4 
23-07-32.685000,S 4 	RSSI: 52
23-07-32.686000,[R]: 5 
23-07-32.686000,[R]: 6 
23-07-32.687000,[R]: 7 
23-07-32.687000,[R]: 8 
23-07-32.688000,[R]: 1 
23-07-32.688000,[R]: 50 
23-07-32.697000,[R]: 2 
23-07-32.697000,[R]: 3 
23-07-32.698000,S 5 	RSSI: 62
23-07-32.698000,[R]: 4 
23-07-32.699000,[R]: 5 
23-07-32.707000,[R]: 6 
23-07-32.708000,[R]: 7 
23-07-32.708000,[R]: 8 
23-07-32.709000,[R]: 1 
23-07-32.709000,[R]: 50 
23-07-32.710000,[R]: 2 
23-07-32.710000,[R]: 3 
23-07-32.711000,S 5 	RSSI: 62
23-07-32.711000,[R]: 4 
23-07-32.711000,[R]: 5 
23-07-32.730000,[R]: 6 
23-07-32.747000,[R]: 7 
23-07-32.749000,[R]: 8 
23-07-32.749000,[R]: 1 
23-07-32.778000,[R]: 50 
23-07-32.779000,[R]: 2 
23-07-32.779000,[R]: 3 
23-07-32.780000,S 5 	RSSI: 62
23-07-32.780000,S 8 	RSSI: 53
23-07-32.781000,[R]: 4 
23-07-32.781000,[R]: 5 
23-07-32.782000,[R]: 20 
23-07-32.785000,[R]: 1 
23-07-32.785000,[R]: 50 
23-07-32.860000,[R]: 2 
23-07-32.869000,[R]: 3 
23-07-32.870000,[R]: 4 
23-07-32.871000,[R]: 5 
23-07-32.871000,[R]: 6 
23-07-32.872000,S 8 	RSSI: 54
23-07-32.873000,[R]: 7 
23-07-32.873000,[R]: 8 
23-07-32.874000,[R]: 1 
23-07-32.874000,[R]: 50 
23-07-32.875000,S 3 	RSSI: 61
23-07-32.910000,[R]: 2 
23-07-32.911000,[R]: 3 
23-07-32.911000,[R]: 4 
23-07-32.912000,[R]: 5 
23-07-32.912000,[R]: 6 
23-07-32.912000,[R]: 7 
23-07-32.939000,[R]: 8 
23-07-32.940000,[R]: 1 
23-07-32.941000,[R]: 50 
23-07-33.026000,[R]: 2 
23-07-33.026000,[R]: 3 
23-07-33.027000,[R]: 4 
23-07-33.027000,[R]: 5 
23-07-33.027000,S 2 	RSSI: 62
23-07-33.028000,[R]: 6 
23-07-33.028000,S 3 	RSSI: 58
23-07-33.031000,[R]: 7 
23-07-33.031000,S 4 	RSSI: 53
23-07-33.031000,[R]: 8 
23-07-33.044000,[R]: 1 
23-07-33.044000,[R]: 50 
23-07-33.045000,[R]: 2 
23-07-33.045000,S 7 	RSSI: 46
23-07-33.045000,[R]: 3 
23-07-33.046000,[R]: 4 
23-07-33.046000,[R]: 5 
23-07-33.046000,[R]: 6 
23-07-33.047000,[R]: 7 
23-07-33.047000,S 4 	RSSI: 56
23-07-33.048000,[R]: 8 
23-07-33.048000,[R]: 1 
23-07-33.048000,[R]: 50 
23-07-33.054000,[R]: 2 
23-07-33.054000,S 7 	RSSI: 46
23-07-33.055000,[R]: 3 
23-07-33.055000,[R]: 4 
23-07-33.055000,[R]: 5 
23-07-33.056000,[R]: 6 
23-07-33.056000,[R]: 7 
23-07-33.057000,S 4 	RSSI: 56
23-07-33.058000,[R]: 8 
23-07-33.059000,[R]: 1 
23-07-33.059000,[R]: 50 
23-07-33.082000,[R]: 2 
23-07-33.123000,[R]: 3 
23-07-33.123000,[R]: 4 
23-07-33.124000,[R]: 5 
23-07-33.124000,[R]: 6 
23-07-33.125000,[R]: 7 
23-07-33.125000,S 4 	RSSI: 54
23-07-33.126000,[R]: 8 
23-07-33.126000,[R]: 1 
23-07-33.126000,[R]: 50 
23-07-33.127000,[R]: 2 
23-07-33.127000,[R]: 3 
23-07-33.127000,[R]: 4 
23-07-33.167000,[R]: 5 
23-07-33.167000,S 5 	RSSI: 63
23-07-33.168000,[R]: 6 
23-07-33.168000,[R]: 7 
23-07-33.169000,[R]: 8 
23-07-33.169000,[R]: 1 
23-07-33.169000,[R]: 50 
23-07-33.170000,[R]: 2 
23-07-33.170000,[R]: 3 
23-07-33.171000,[R]: 4 
23-07-33.171000,[R]: 5 
23-07-33.172000,S 5 	RSSI: 62
23-07-33.172000,[R]: 6 
23-07-33.238000,S 8 	RSSI: 62
23-07-33.239000,[R]: 7 
23-07-33.239000,[R]: 8 
23-07-33.239000,[R]: 1 
23-07-33.240000,[R]: 50 
23-07-33.240000,[R]: 2 
23-07-33.240000,[R]: 3 
23-07-33.241000,[R]: 4 
23-07-33.241000,[R]: 5 
23-07-33.241000,[R]: 6 
23-07-33.242000,S 8 	RSSI: 65
23-07-33.242000,S 3 	RSSI: 58
23-07-33.243000,[R]: 7 
23-07-33.243000,S 4 	RSSI: 53
23-07-33.243000,[R]: 8 
23-07-33.244000,[R]: 1 
23-07-33.244000,[R]: 50 
23-07-33.244000,[R]: 2 
23-07-33.245000,[R]: 3 
23-07-33.245000,[R]: 4 
23-07-33.273000,[R]: 5 
23-07-33.273000,[R]: 6 
23-07-33.274000,[R]: 7 
23-07-33.274000,S 4 	RSSI: 52
23-07-33.274000,[R]: 8 
23-07-33.275000,[R]: 1 
23-07-33.275000,[R]: 50 
23-07-33.276000,[R]: 2 
23-07-33.276000,S 7 	RSSI: 49
23-07-33.276000,[R]: 3 
23-07-33.277000,[R]: 4 
23-07-33.277000,[R]: 5 
23-07-33.278000,[R]: 6 
23-07-33.278000,[R]: 7 
23-07-33.278000,S 4 	RSSI: 52
23-07-33.279000,[R]: 8 
23-07-33.279000,[R]: 1 
23-07-33.279000,[R]: 50 
23-07-33.280000,[R]: 2 
23-07-33.280000,[R]: 3 
23-07-33.281000,[R]: 4 
23-07-33.281000,[R]: 5 
23-07-33.285000,[R]: 6 
23-07-33.285000,[R]: 7 
23-07-33.286000,S 4 	RSSI: 52
23-07-33.286000,[R]: 8 
23-07-33.287000,[R]: 20 
23-07-33.287000,[R]: 1 
23-07-33.310000,[R]: 50 
23-07-33.310000,[R]: 2 
23-07-33.311000,[R]: 3 
23-07-33.311000,[R]: 4 
23-07-33.312000,[R]: 5 
23-07-33.312000,[R]: 6 
23-07-33.369000,[R]: 7 
23-07-33.381000,[R]: 8 
23-07-33.443000,[R]: 1 
23-07-33.443000,[R]: 50 
23-07-33.460000,[R]: 2 
23-07-33.460000,[R]: 3 
23-07-33.461000,S 5 	RSSI: 60
23-07-33.461000,[R]: 4 
23-07-33.462000,S 2 	RSSI: 66
23-07-33.462000,[R]: 5 
23-07-33.463000,[R]: 6 
23-07-33.463000,[R]: 7 
23-07-33.464000,[R]: 8 
23-07-33.464000,[R]: 1 
23-07-33.465000,[R]: 50 
23-07-33.470000,[R]: 2 
23-07-33.526000,[R]: 3 
23-07-33.611000,S 5 	RSSI: 60
23-07-33.611000,[R]: 4 
23-07-33.729000,[R]: 5 
23-07-33.730000,[R]: 6 
23-07-33.731000,[R]: 7 
23-07-33.731000,[R]: 8 
23-07-33.781000,[R]: 1 
23-07-33.781000,[R]: 50 
23-07-33.782000,[R]: 2 
23-07-33.885000,[R]: 3 
23-07-33.886000,S 5 	RSSI: 60
23-07-33.967000,S 8 	RSSI: 57
23-07-33.968000,[R]: 4 
23-07-33.969000,[R]: 5 
23-07-33.969000,[R]: 20 
23-07-33.969000,[R]: 1 
23-07-34.001000,[R]: 50 
23-07-34.185000,[R]: 2 
23-07-34.185000,[R]: 3 
23-07-34.186000,[R]: 4 
23-07-34.186000,[R]: 5 
23-07-34.187000,[R]: 6 
23-07-34.187000,[R]: 7 
23-07-34.187000,[R]: 8 
23-07-34.188000,S 8 	RSSI: 57
