23-03-18.495000,------------------------------------------ 
23-08-04.007000,[R]: 3 
23-08-04.013000,S 7 	RSSI: 46
23-08-04.024000,[R]: 20 
23-08-04.025000,[R]: 1 
23-08-04.025000,[R]: 50 
23-08-04.026000,[R]: 2 
23-08-04.026000,[R]: 3 
23-08-04.028000,S 5 	RSSI: 60
23-08-04.028000,[R]: 4 
23-08-04.029000,S 4 	RSSI: 46
23-08-04.030000,[R]: 5 
23-08-04.031000,[R]: 6 
23-08-04.036000,[R]: 7 
23-08-04.036000,[R]: 8 
23-08-04.037000,S 2 	RSSI: 68
23-08-04.040000,[R]: 1 
23-08-04.041000,[R]: 50 
23-08-04.041000,S 3 	RSSI: 56
23-08-04.043000,[R]: 2 
23-08-04.044000,[R]: 3 
23-08-04.045000,[R]: 4 
23-08-04.045000,[R]: 5 
23-08-04.046000,[R]: 6 
23-08-04.046000,[R]: 7 
23-08-04.047000,[R]: 8 
23-08-04.047000,S 2 	RSSI: 68
23-08-04.048000,[R]: 1 
23-08-04.048000,[R]: 50 
23-08-04.049000,[R]: 2 
23-08-04.049000,[R]: 3 
23-08-04.050000,[R]: 4 
23-08-04.050000,[R]: 5 
23-08-04.051000,[R]: 6 
23-08-04.056000,S 3 	RSSI: 56
23-08-04.057000,[R]: 7 
23-08-04.057000,[R]: 8 
23-08-04.058000,[R]: 1 
23-08-04.059000,[R]: 50 
23-08-04.059000,[R]: 2 
23-08-04.061000,[R]: 3 
23-08-04.062000,[R]: 4 
23-08-04.068000,[R]: 5 
23-08-04.068000,[R]: 20 
23-08-04.069000,[R]: 1 
23-08-04.070000,[R]: 50 
23-08-04.070000,[R]: 2 
23-08-04.071000,[R]: 3 
23-08-04.072000,S 3 	RSSI: 60
23-08-04.072000,[R]: 4 
23-08-04.074000,[R]: 5 
23-08-04.074000,[R]: 6 
23-08-04.082000,[R]: 7 
23-08-04.082000,[R]: 8 
23-08-04.083000,[R]: 1 
23-08-04.084000,[R]: 50 
23-08-04.084000,[R]: 2 
23-08-04.085000,[R]: 3 
23-08-04.086000,S 3 	RSSI: 56
23-08-04.086000,[R]: 4 
23-08-04.087000,S 8 	RSSI: 58
23-08-04.088000,[R]: 5 
23-08-04.089000,[R]: 6 
23-08-04.089000,[R]: 7 
23-08-04.092000,[R]: 8 
23-08-04.092000,[R]: 1 
23-08-04.092000,[R]: 50 
23-08-04.093000,[R]: 2 
23-08-04.094000,S 6 	RSSI: 51
23-08-04.095000,[R]: 3 
23-08-04.095000,S 7 	RSSI: 46
23-08-04.096000,[R]: 4 
23-08-04.096000,[R]: 5 
23-08-04.097000,[R]: 6 
23-08-04.097000,[R]: 7 
23-08-04.098000,[R]: 8 
23-08-04.098000,[R]: 1 
23-08-04.099000,[R]: 50 
23-08-04.099000,[R]: 2 
23-08-04.103000,S 6 	RSSI: 51
23-08-04.103000,[R]: 3 
23-08-04.104000,S 7 	RSSI: 46
23-08-04.104000,S 4 	RSSI: 46
23-08-04.105000,[R]: 4 
23-08-04.106000,S 5 	RSSI: 61
23-08-04.106000,[R]: 5 
23-08-04.107000,[R]: 6 
23-08-04.108000,[R]: 7 
23-08-04.108000,[R]: 8 
23-08-04.109000,[R]: 1 
23-08-04.109000,[R]: 50 
23-08-04.117000,[R]: 2 
23-08-04.117000,[R]: 3 
23-08-04.118000,S 4 	RSSI: 46
23-08-04.118000,[R]: 4 
23-08-04.119000,S 5 	RSSI: 60
23-08-04.119000,[R]: 5 
23-08-04.120000,[R]: 6 
23-08-04.121000,[R]: 7 
23-08-04.122000,[R]: 8 
23-08-04.122000,[R]: 1 
23-08-04.123000,[R]: 50 
23-08-04.124000,S 3 	RSSI: 56
23-08-04.129000,[R]: 2 
23-08-04.130000,[R]: 3 
23-08-04.130000,[R]: 4 
23-08-04.131000,[R]: 5 
23-08-04.132000,[R]: 6 
23-08-04.137000,[R]: 7 
23-08-04.138000,[R]: 8 
23-08-04.138000,[R]: 20 
23-08-04.139000,[R]: 1 
23-08-04.140000,[R]: 50 
23-08-04.143000,S 3 	RSSI: 56
23-08-04.144000,[R]: 2 
23-08-04.155000,S 2 	RSSI: 68
23-08-04.156000,[R]: 3 
23-08-04.157000,[R]: 4 
23-08-04.158000,[R]: 5 
23-08-04.158000,[R]: 6 
23-08-04.159000,[R]: 7 
23-08-04.159000,[R]: 8 
23-08-04.160000,[R]: 1 
23-08-04.161000,[R]: 50 
23-08-04.161000,[R]: 2 
23-08-04.167000,[R]: 3 
23-08-04.168000,[R]: 4 
23-08-04.169000,S 8 	RSSI: 60
23-08-04.169000,[R]: 5 
23-08-04.170000,[R]: 6 
23-08-04.170000,[R]: 7 
23-08-04.171000,S 6 	RSSI: 51
23-08-04.172000,[R]: 8 
23-08-04.172000,S 7 	RSSI: 46
23-08-04.176000,[R]: 1 
23-08-04.189000,[R]: 50 
23-08-04.189000,[R]: 2 
23-08-04.190000,S 2 	RSSI: 68
23-08-04.190000,[R]: 3 
23-08-04.191000,[R]: 20 
23-08-04.192000,[R]: 1 
23-08-04.192000,[R]: 50 
23-08-04.194000,[R]: 2 
23-08-04.202000,S 4 	RSSI: 46
23-08-04.202000,[R]: 3 
23-08-04.203000,[R]: 4 
23-08-04.204000,[R]: 5 
23-08-04.204000,[R]: 6 
23-08-04.205000,[R]: 7 
23-08-04.205000,[R]: 8 
23-08-04.205000,: 46
23-08-04.206000,[R]: 3 
23-08-04.206000,[R]: 4 
23-08-04.207000,[R]: 5 
23-08-04.207000,[R]: 6 
23-08-04.208000,[R]: 7 
23-08-04.209000,[R]: 8 
23-08-04.209000,[R]: 1 
23-08-04.210000,[R]: 50 
23-08-04.217000,S 5 	RSSI: 60
23-08-04.224000,[R]: 2 
23-08-04.233000,[R]: 3 
23-08-04.234000,[R]: 4 
23-08-04.239000,[R]: 5 
23-08-04.241000,[R]: 6 
23-08-04.249000,[R]: 7 
23-08-04.250000,[R]: 8 
23-08-04.252000,[R]: 1 
23-08-04.254000,[R]: 50 
23-08-04.257000,[R]: 2 
23-08-04.260000,[R]: 3 
23-08-04.264000,[R]: 4 
23-08-04.265000,[R]: 5 
23-08-04.269000,[R]: 6 
23-08-04.270000,[R]: 7 
23-08-04.274000,[R]: 8 
23-08-04.276000,S 5 	RSSI: 60
23-08-04.276000,[R]: 1 
23-08-04.276000,[R]: 50 
23-08-04.279000,[R]: 2 
23-08-04.280000,[R]: 3 
23-08-04.280000,[R]: 4 
23-08-04.284000,[R]: 5 
23-08-04.286000,[R]: 6 
23-08-04.286000,[R]: 7 
23-08-04.287000,[R]: 8 
23-08-04.287000,S 5 	RSSI: 60
23-08-04.287000,[R]: 1 
23-08-04.301000,[R]: 50 
23-08-04.302000,[R]: 2 
23-08-04.302000,[R]: 3 
23-08-04.303000,[R]: 4 
23-08-04.304000,[R]: 5 
23-08-04.305000,[R]: 6 
23-08-04.305000,[R]: 7 
23-08-04.306000,[R]: 8 
23-08-04.307000,[R]: 1 
23-08-04.307000,[R]: 50 
23-08-04.308000,[R]: 2 
23-08-04.308000,[R]: 3 
23-08-04.309000,[R]: 4 
23-08-04.310000,S 3 	RSSI: 56
23-08-04.316000,[R]: 5 
23-08-04.317000,[R]: 6 
23-08-04.318000,S 8 	RSSI: 58
23-08-04.318000,[R]: 7 
23-08-04.319000,[R]: 8 
23-08-04.320000,[R]: 20 
23-08-04.321000,[R]: 1 
23-08-04.324000,[R]: 50 
23-08-04.325000,[R]: 2 
23-08-04.327000,[R]: 3 
23-08-04.328000,[R]: 4 
23-08-04.328000,S 6 	RSSI: 51
23-08-04.332000,[R]: 5 
23-08-04.333000,[R]: 6 
23-08-04.334000,[R]: 7 
23-08-04.335000,[R]: 8 
23-08-04.341000,S 8 	RSSI: 58
23-08-04.342000,[R]: 1 
23-08-04.343000,[R]: 50 
23-08-04.343000,[R]: 2 
23-08-04.345000,[R]: 3 
23-08-04.347000,[R]: 4 
23-08-04.347000,S 6 	RSSI: 51
23-08-04.348000,[R]: 5 
23-08-04.348000,S 7 	RSSI: 46
23-08-04.349000,[R]: 6 
23-08-04.350000,[R]: 7 
23-08-04.354000,[R]: 8 
23-08-04.354000,[R]: 1 
23-08-04.355000,[R]: 50 
23-08-04.355000,[R]: 2 
23-08-04.356000,[R]: 3 
23-08-04.356000,[R]: 4 
23-08-04.357000,S 6 	RSSI: 51
23-08-04.357000,[R]: 5 
23-08-04.358000,S 7 	RSSI: 46
23-08-04.358000,[R]: 6 
23-08-04.359000,[R]: 7 
23-08-04.365000,S 4 	RSSI: 46
23-08-04.367000,[R]: 8 
23-08-04.368000,[R]: 1 
23-08-04.371000,[R]: 50 
23-08-04.372000,[R]: 2 
23-08-04.373000,[R]: 3 
23-08-04.374000,[R]: 4 
23-08-04.375000,[R]: 5 
23-08-04.378000,[R]: 20 
23-08-04.380000,[R]: 1 
23-08-04.381000,[R]: 50 
23-08-04.381000,[R]: 2 
23-08-04.382000,S 4 	RSSI: 48
23-08-04.382000,[R]: 3 
23-08-04.383000,S 5 	RSSI: 61
23-08-04.383000,[R]: 4 
23-08-04.386000,[R]: 5 
23-08-04.386000,[R]: 6 
23-08-04.386000,[R]: 7 
23-08-04.387000,[R]: 8 
23-08-04.387000,S 2 	RSSI: 66
23-08-04.388000,[R]: 1 
23-08-04.388000,[R]: 50 
23-08-04.389000,[R]: 2 
23-08-04.389000,S 4 	RSSI: 48
23-08-04.390000,[R]: 3 
23-08-04.390000,S 5 	RSSI: 61
23-08-04.391000,[R]: 4 
23-08-04.391000,[R]: 5 
23-08-04.393000,[R]: 6 
23-08-04.396000,[R]: 7 
23-08-04.397000,[R]: 8 
23-08-04.398000,S 2 	RSSI: 67
23-08-04.399000,[R]: 1 
23-08-04.400000,[R]: 50 
23-08-04.400000,[R]: 2 
23-08-04.400000,[R]: 3 
23-08-04.401000,[R]: 4 
23-08-04.401000,[R]: 5 
23-08-04.402000,[R]: 6 
23-08-04.402000,[R]: 7 
23-08-04.403000,[R]: 8 
23-08-04.406000,S 2 	RSSI: 78
23-08-04.407000,[R]: 1 
23-08-04.407000,[R]: 50 
23-08-04.408000,[R]: 2 
23-08-04.408000,[R]: 3 
23-08-04.409000,S 5 	RSSI: 60
23-08-04.409000,[R]: 4 
23-08-04.410000,[R]: 5 
23-08-04.411000,[R]: 20 
23-08-04.417000,[R]: 1 
23-08-04.417000,[R]: 50 
23-08-04.418000,[R]: 2 
23-08-04.419000,[R]: 3 
23-08-04.419000,[R]: 4 
23-08-04.421000,[R]: 5 
23-08-04.425000,[R]: 6 
23-08-04.425000,[R]: 7 
23-08-04.426000,[R]: 8 
23-08-04.428000,[R]: 1 
23-08-04.428000,[R]: 50 
23-08-04.429000,S 3 	RSSI: 56
23-08-04.429000,[R]: 2 
23-08-04.432000,[R]: 3 
23-08-04.432000,S 7 	RSSI: 46
23-08-04.433000,[R]: 4 
23-08-04.434000,S 4 	RSSI: 46
23-08-04.435000,[R]: 5 
23-08-04.435000,[R]: 6 
23-08-04.438000,[R]: 7 
23-08-04.439000,[R]: 8 
23-08-04.440000,[R]: 1 
23-08-04.440000,[R]: 50 
23-08-04.441000,[R]: 2 
23-08-04.442000,[R]: 3 
23-08-04.443000,[R]: 20 
23-08-04.445000,[R]: 1 
23-08-04.450000,[R]: 50 
23-08-04.451000,S 5 	RSSI: 60
23-08-04.451000,[R]: 2 
23-08-04.452000,[R]: 3 
23-08-04.453000,[R]: 4 
23-08-04.454000,S 4 	RSSI: 46
23-08-04.454000,[R]: 5 
23-08-04.455000,[R]: 6 
23-08-04.458000,S 2 	RSSI: 66
23-08-04.473000,[R]: 7 
23-08-04.474000,[R]: 8 
23-08-04.474000,[R]: 1 
23-08-04.475000,[R]: 50 
23-08-04.476000,[R]: 2 
23-08-04.477000,[R]: 3 
23-08-04.480000,[R]: 4 
23-08-04.481000,[R]: 5 
23-08-04.484000,[R]: 6 
23-08-04.485000,S 2 	RSSI: 66
23-08-04.488000,[R]: 7 
23-08-04.489000,[R]: 8 
23-08-04.489000,[R]: 1 
23-08-04.490000,[R]: 50 
23-08-04.490000,[R]: 2 
23-08-04.491000,[R]: 3 
23-08-04.491000,[R]: 20 
23-08-04.502000,[R]: 1 
23-08-04.503000,[R]: 50 
23-08-04.504000,S 3 	RSSI: 56
23-08-04.504000,[R]: 2 
23-08-04.505000,[R]: 3 
23-08-04.505000,S 7 	RSSI: 46
23-08-04.506000,[R]: 4 
23-08-04.506000,S 6 	RSSI: 51
23-08-04.507000,[R]: 5 
23-08-04.512000,[R]: 6 
23-08-04.513000,[R]: 7 
23-08-04.513000,[R]: 8 
23-08-04.514000,S 4 	RSSI: 46
23-08-04.517000,[R]: 1 
23-08-04.518000,[R]: 50 
23-08-04.518000,[R]: 2 
23-08-04.519000,[R]: 3 
23-08-04.519000,[R]: 4 
23-08-04.535000,[R]: 5 
23-08-04.535000,S 4 	RSSI: 46
23-08-04.536000,[R]: 6 
23-08-04.539000,[R]: 7 
23-08-04.540000,[R]: 8 
23-08-04.540000,[R]: 1 
23-08-04.541000,[R]: 50 
23-08-04.541000,[R]: 2 
23-08-04.542000,S 2 	RSSI: 66
23-08-04.548000,[R]: 3 
23-08-04.548000,[R]: 4 
23-08-04.551000,[R]: 5 
23-08-04.552000,[R]: 6 
23-08-04.552000,[R]: 7 
23-08-04.553000,[R]: 8 
23-08-04.553000,S 5 	RSSI: 75
23-08-04.554000,[R]: 1 
23-08-04.555000,[R]: 50 
23-08-04.555000,[R]: 2 
23-08-04.559000,S 2 	RSSI: 66
23-08-04.559000,[R]: 3 
23-08-04.560000,[R]: 4 
23-08-04.561000,[R]: 5 
23-08-04.562000,S 4 	RSSI: 48
23-08-04.563000,[R]: 6 
23-08-04.564000,[R]: 7 
23-08-04.564000,[R]: 8 
23-08-04.565000,S 5 	RSSI: 60
23-08-04.566000,[R]: 1 
23-08-04.566000,[R]: 50 
23-08-04.566000,[R]: 2 
23-08-04.569000,[R]: 3 
23-08-04.569000,[R]: 4 
23-08-04.570000,[R]: 5 
23-08-04.574000,[R]: 6 
23-08-04.574000,[R]: 7 
23-08-04.575000,[R]: 8 
23-08-04.575000,S 5 	RSSI: 60
23-08-04.576000,[R]: 1 
23-08-04.583000,[R]: 50 
23-08-04.583000,[R]: 2 
23-08-04.584000,[R]: 3 
23-08-04.585000,[R]: 4 
23-08-04.585000,[R]: 5 
23-08-04.586000,[R]: 6 
23-08-04.586000,[R]: 7 
23-08-04.586000,[R]: 8 
23-08-04.589000,S 5 	RSSI: 60
23-08-04.589000,[R]: 20 
23-08-04.590000,[R]: 1 
23-08-04.591000,[R]: 50 
23-08-04.592000,[R]: 2 
23-08-04.592000,[R]: 3 
23-08-04.592000,[R]: 4 
23-08-04.593000,[R]: 5 
23-08-04.594000,[R]: 6 
23-08-04.594000,[R]: 7 
23-08-04.597000,[R]: 8 
23-08-04.599000,[R]: 1 
23-08-04.600000,[R]: 50 
23-08-04.601000,[R]: 2 
23-08-04.602000,[R]: 3 
23-08-04.602000,[R]: 4 
23-08-04.603000,[R]: 5 
23-08-04.603000,[R]: 6 
23-08-04.604000,S 8 	RSSI: 58
23-08-04.604000,[R]: 7 
23-08-04.605000,S 3 	RSSI: 56
23-08-04.605000,[R]: 8 
23-08-04.606000,[R]: 1 
23-08-04.606000,[R]: 50 
23-08-04.607000,[R]: 2 
23-08-04.607000,S 6 	RSSI: 51
23-08-04.610000,[R]: 3 
23-08-04.612000,S 7 	RSSI: 46
23-08-04.612000,[R]: 20 
23-08-04.613000,[R]: 1 
23-08-04.614000,[R]: 50 
23-08-04.615000,[R]: 2 
23-08-04.616000,[R]: 3 
23-08-04.620000,S 5 	RSSI: 60
23-08-04.620000,[R]: 4 
23-08-04.621000,S 4 	RSSI: 46
23-08-04.621000,[R]: 5 
23-08-04.622000,[R]: 6 
23-08-04.622000,[R]: 7 
23-08-04.623000,[R]: 8 
23-08-04.623000,S 2 	RSSI: 66
23-08-04.624000,[R]: 1 
23-08-04.624000,[R]: 50 
23-08-04.625000,[R]: 2 
23-08-04.625000,[R]: 3 
23-08-04.625000,S 5 	RSSI: 60
23-08-04.626000,[R]: 4 
23-08-04.626000,S 4 	RSSI: 48
23-08-04.627000,[R]: 5 
23-08-04.628000,[R]: 6 
23-08-04.637000,[R]: 7 
23-08-04.637000,[R]: 8 
23-08-04.638000,S 2 	RSSI: 66
23-08-04.638000,[R]: 1 
23-08-04.639000,[R]: 50 
23-08-04.640000,[R]: 2 
23-08-04.640000,[R]: 3 
23-08-04.641000,S 5 	RSSI: 62
23-08-04.642000,[R]: 4 
23-08-04.643000,[R]: 5 
23-08-04.643000,[R]: 6 
23-08-04.651000,[R]: 7 
23-08-04.654000,[R]: 8 
23-08-04.662000,S 2 	RSSI: 66
23-08-04.664000,[R]: 1 
23-08-04.670000,[R]: 50 
23-08-04.670000,[R]: 2 
23-08-04.671000,[R]: 3 
23-08-04.672000,[R]: 4 
23-08-04.672000,[R]: 5 
23-08-04.673000,[R]: 6 
23-08-04.673000,[R]: 7 
23-08-04.674000,[R]: 8 
23-08-04.675000,[R]: 1 
23-08-04.676000,[R]: 50 
23-08-04.682000,[R]: 2 
23-08-04.683000,[R]: 3 
23-08-04.683000,[R]: 4 
23-08-04.684000,[R]: 5 
23-08-04.684000,[R]: 6 
23-08-04.686000,[R]: 7 
23-08-04.686000,[R]: 8 
23-08-04.687000,[R]: 1 
23-08-04.687000,[R]: 50 
23-08-04.690000,[R]: 2 
23-08-04.690000,[R]: 3 
23-08-04.693000,[R]: 4 
23-08-04.695000,[R]: 5 
23-08-04.696000,[R]: 6 
23-08-04.696000,[R]: 7 
23-08-04.697000,[R]: 8 
23-08-04.697000,[R]: 1 
23-08-04.698000,[R]: 50 
23-08-04.698000,[R]: 2 
23-08-04.699000,[R]: 3 
23-08-04.699000,[R]: 4 
23-08-04.700000,[R]: 5 
23-08-04.700000,[R]: 6 
23-08-04.708000,[R]: 7 
23-08-04.708000,[R]: 8 
23-08-04.709000,S 8 	RSSI: 58
23-08-04.709000,[R]: 1 
23-08-04.710000,[R]: 50 
23-08-04.711000,[R]: 2 
23-08-04.711000,[R]: 20 
23-08-04.712000,[R]: 1 
23-08-04.712000,[R]: 50 
23-08-04.713000,[R]: 2 
23-08-04.713000,[R]: 3 
23-08-04.714000,[R]: 4 
23-08-04.715000,S 6 	RSSI: 53
23-08-04.715000,[R]: 5 
23-08-04.720000,[R]: 6 
23-08-04.721000,[R]: 7 
23-08-04.721000,[R]: 8 
23-08-04.722000,S 4 	RSSI: 46
23-08-04.723000,[R]: 1 
23-08-04.723000,[R]: 50 
23-08-04.724000,S 5 	RSSI: 60
23-08-04.725000,[R]: 2 
23-08-04.728000,[R]: 3 
23-08-04.731000,[R]: 4 
23-08-04.732000,[R]: 5 
23-08-04.732000,[R]: 6 
23-08-04.733000,S 5 	RSSI: 60
23-08-04.734000,[R]: 7 
23-08-04.735000,[R]: 8 
23-08-04.737000,S 4 	RSSI: 46
23-08-04.739000,[R]: 1 
23-08-04.742000,[R]: 50 
23-08-04.742000,[R]: 2 
23-08-04.745000,[R]: 3 
23-08-04.745000,[R]: 20 
23-08-04.746000,[R]: 1 
23-08-04.747000,[R]: 50 
23-08-04.747000,[R]: 2 
23-08-04.748000,[R]: 3 
23-08-04.749000,[R]: 4 
23-08-04.750000,[R]: 5 
23-08-04.753000,S 5 	RSSI: 60
23-08-04.753000,[R]: 6 
23-08-04.754000,[R]: 7 
23-08-04.754000,[R]: 8 
23-08-04.755000,[R]: 1 
23-08-04.755000,[R]: 50 
23-08-04.756000,[R]: 2 
23-08-04.757000,[R]: 3 
23-08-04.757000,[R]: 4 
23-08-04.758000,[R]: 5 
23-08-04.758000,[R]: 6 
23-08-04.764000,[R]: 7 
23-08-04.765000,[R]: 8 
23-08-04.766000,[R]: 1 
23-08-04.766000,[R]: 50 
23-08-04.770000,[R]: 2 
23-08-04.770000,[R]: 3 
23-08-04.771000,[R]: 4 
23-08-04.771000,[R]: 5 
23-08-04.773000,[R]: 6 
23-08-04.774000,[R]: 7 
23-08-04.774000,[R]: 8 
23-08-04.774000,[R]: 1 
23-08-04.775000,[R]: 50 
23-08-04.775000,[R]: 2 
23-08-04.776000,[R]: 3 
23-08-04.777000,[R]: 4 
23-08-04.778000,[R]: 5 
23-08-04.779000,[R]: 20 
23-08-04.780000,[R]: 1 
23-08-04.780000,[R]: 50 
23-08-04.783000,[R]: 2 
23-08-04.784000,[R]: 3 
23-08-04.784000,[R]: 4 
23-08-04.785000,[R]: 5 
23-08-04.786000,[R]: 6 
23-08-04.786000,S 8 	RSSI: 58
23-08-04.787000,[R]: 7 
23-08-04.787000,[R]: 8 
23-08-04.788000,[R]: 1 
23-08-04.789000,[R]: 50 
23-08-04.789000,[R]: 2 
23-08-04.794000,[R]: 3 
23-08-04.802000,[R]: 4 
23-08-04.803000,S 6 	RSSI: 51
23-08-04.804000,[R]: 5 
23-08-04.804000,S 7 	RSSI: 46
23-08-04.805000,[R]: 6 
23-08-04.806000,S 8 	RSSI: 61
23-08-04.808000,[R]: 7 
23-08-04.808000,S 3 	RSSI: 56
23-08-04.809000,[R]: 8 
23-08-04.817000,[R]: 1 
23-08-04.818000,[R]: 50 
23-08-04.819000,[R]: 2 
23-08-04.819000,[R]: 3 
23-08-04.819000,[R]: 20 
23-08-04.820000,[R]: 1 
23-08-04.821000,[R]: 50 
23-08-04.822000,[R]: 2 
23-08-04.822000,S 4 	RSSI: 48
23-08-04.823000,[R]: 3 
23-08-04.823000,[R]: 4 
23-08-04.824000,S 3 	RSSI: 56
23-08-04.824000,[R]: 5 
23-08-04.834000,[R]: 6 
23-08-04.835000,[R]: 7 
23-08-04.836000,[R]: 8 
23-08-04.836000,[R]: 1 
23-08-04.837000,[R]: 50 
23-08-04.837000,[R]: 2 
23-08-04.838000,S 4 	RSSI: 46
23-08-04.839000,[R]: 3 
23-08-04.840000,S 5 	RSSI: 62
23-08-04.840000,[R]: 4 
23-08-04.841000,[R]: 5 
23-08-04.842000,[R]: 6 
23-08-04.852000,[R]: 7 
23-08-04.854000,[R]: 8 
23-08-04.855000,S 2 	RSSI: 68
23-08-04.856000,[R]: 1 
23-08-04.856000,[R]: 50 
23-08-04.856000,[R]: 2 
23-08-04.859000,[R]: 3 
23-08-04.868000,S 5 	RSSI: 61
23-08-04.875000,[R]: 4 
23-08-04.877000,[R]: 5 
23-08-04.879000,[R]: 6 
23-08-04.881000,[R]: 7 
23-08-04.889000,[R]: 8 
23-08-04.891000,S 2 	RSSI: 79
23-08-04.896000,[R]: 1 
23-08-04.898000,[R]: 50 
23-08-04.904000,[R]: 2 
23-08-04.906000,[R]: 3 
23-08-04.908000,[R]: 4 
23-08-04.912000,[R]: 5 
23-08-04.913000,[R]: 20 
23-08-04.924000,[R]: 1 
23-08-04.924000,[R]: 50 
23-08-04.925000,[R]: 2 
23-08-04.926000,S 2 	RSSI: 79
23-08-04.926000,[R]: 3 
23-08-04.929000,[R]: 4 
23-08-04.930000,[R]: 5 
23-08-04.931000,[R]: 6 
23-08-04.931000,S 8 	RSSI: 58
23-08-04.934000,[R]: 7 
23-08-04.935000,[R]: 8 
23-08-04.936000,[R]: 1 
23-08-04.937000,[R]: 50 
23-08-04.938000,[R]: 2 
23-08-04.941000,[R]: 3 
23-08-04.941000,S 6 	RSSI: 55
23-08-04.942000,[R]: 4 
23-08-04.942000,S 7 	RSSI: 49
23-08-04.942000,[R]: 5 
23-08-04.953000,S 4 	RSSI: 51
23-08-04.953000,[R]: 6 
23-08-04.958000,[R]: 7 
23-08-04.958000,[R]: 8 
23-08-04.959000,[R]: 1 
23-08-04.960000,[R]: 50 
23-08-04.967000,[R]: 2 
23-08-04.967000,S 2 	RSSI: 66
23-08-04.968000,[R]: 3 
23-08-04.968000,[R]: 20 
23-08-04.969000,[R]: 1 
23-08-04.969000,[R]: 50 
23-08-04.970000,[R]: 2 
23-08-04.970000,S 2 	RSSI: 67
23-08-04.971000,[R]: 3 
23-08-04.972000,[R]: 4 
23-08-04.974000,S 4 	RSSI: 46
23-08-04.974000,[R]: 5 
23-08-04.979000,[R]: 6 
23-08-04.980000,[R]: 7 
23-08-04.981000,[R]: 8 
23-08-04.982000,[R]: 1 
23-08-04.983000,[R]: 50 
23-08-04.983000,[R]: 2 
23-08-04.984000,S 2 	RSSI: 66
23-08-04.984000,[R]: 3 
23-08-04.985000,[R]: 4 
23-08-04.986000,[R]: 5 
23-08-04.989000,[R]: 6 
23-08-04.990000,[R]: 7 
23-08-04.990000,[R]: 8 
23-08-04.991000,[R]: 1 
23-08-04.992000,[R]: 50 
23-08-04.992000,[R]: 2 
23-08-04.993000,[R]: 3 
23-08-04.994000,[R]: 4 
23-08-04.995000,[R]: 5 
23-08-04.995000,[R]: 6 
23-08-04.996000,[R]: 7 
23-08-04.996000,[R]: 8 
23-08-04.996000,[R]: 1 
23-08-05.003000,[R]: 50 
23-08-05.004000,[R]: 2 
23-08-05.005000,[R]: 3 
23-08-05.005000,[R]: 4 
23-08-05.006000,[R]: 5 
23-08-05.007000,[R]: 20 
23-08-05.008000,[R]: 1 
23-08-05.008000,[R]: 50 
23-08-05.016000,[R]: 2 
23-08-05.017000,[R]: 3 
23-08-05.017000,[R]: 4 
23-08-05.020000,[R]: 5 
23-08-05.021000,[R]: 6 
23-08-05.022000,[R]: 7 
23-08-05.023000,[R]: 8 
23-08-05.023000,[R]: 1 
23-08-05.026000,[R]: 50 
23-08-05.026000,[R]: 2 
23-08-05.028000,[R]: 3 
23-08-05.028000,[R]: 4 
23-08-05.029000,[R]: 5 
23-08-05.029000,[R]: 6 
23-08-05.030000,[R]: 7 
23-08-05.030000,[R]: 8 
23-08-05.031000,[R]: 1 
23-08-05.032000,[R]: 50 
23-08-05.037000,[R]: 2 
23-08-05.037000,[R]: 3 
23-08-05.038000,[R]: 4 
23-08-05.039000,[R]: 5 
23-08-05.039000,[R]: 6 
23-08-05.040000,[R]: 7 
23-08-05.041000,[R]: 8 
23-08-05.042000,[R]: 1 
23-08-05.042000,[R]: 50 
23-08-05.043000,[R]: 2 
23-08-05.044000,[R]: 3 
23-08-05.044000,S 8 	RSSI: 58
23-08-05.054000,[R]: 4 
23-08-05.054000,[R]: 5 
23-08-05.055000,[R]: 20 
23-08-05.055000,[R]: 1 
23-08-05.056000,[R]: 50 
23-08-05.057000,[R]: 2 
23-08-05.057000,[R]: 3 
23-08-05.058000,[R]: 4 
23-08-05.059000,S 6 	RSSI: 51
23-08-05.060000,[R]: 5 
23-08-05.062000,[R]: 6 
23-08-05.065000,[R]: 7 
23-08-05.066000,[R]: 8 
23-08-05.066000,S 8 	RSSI: 58
23-08-05.067000,S 4 	RSSI: 46
23-08-05.068000,[R]: 1 
23-08-05.068000,[R]: 50 
23-08-05.069000,S 5 	RSSI: 60
23-08-05.069000,[R]: 2 
23-08-05.070000,[R]: 3 
23-08-05.070000,[R]: 4 
23-08-05.070000,S 3 	RSSI: 58
23-08-05.071000,[R]: 5 
23-08-05.071000,[R]: 6 
23-08-05.072000,[R]: 7 
23-08-05.072000,[R]: 8 
23-08-05.072000,[R]: 1 
23-08-05.078000,[R]: 50 
23-08-05.079000,[R]: 2 
23-08-05.079000,[R]: 3 
23-08-05.080000,[R]: 20 
23-08-05.080000,[R]: 1 
23-08-05.082000,[R]: 50 
23-08-05.083000,[R]: 2 
23-08-05.084000,[R]: 3 
23-08-05.084000,S 3 	RSSI: 56
23-08-05.085000,[R]: 4 
23-08-05.089000,[R]: 5 
23-08-05.090000,[R]: 6 
23-08-05.090000,[R]: 7 
23-08-05.091000,[R]: 8 
23-08-05.092000,[R]: 1 
23-08-05.095000,[R]: 50 
23-08-05.101000,[R]: 2 
23-08-05.108000,[R]: 3 
23-08-05.110000,S 3 	RSSI: 56
