21-21-06.158000,----------------
21-22-23.036000,S 5 	RSSI: 50
21-22-23.039000,[R]: 50 
21-22-23.057000,S 5 	RSSI: 50
21-22-23.060000,[R]: 50 
21-22-23.072000,S 1 	RSSI: 48
21-22-23.077000,S 5 	RSSI: 50
21-22-23.080000,[R]: 50 
21-22-23.082000,S 4 	RSSI: 46
21-22-23.103000,[R]: 50 
21-22-23.104000,S 4 	RSSI: 46
21-22-23.123000,[R]: 50 
21-22-23.124000,S 4 	RSSI: 46
21-22-23.144000,[R]: 50 
21-22-23.145000,S 4 	RSSI: 46
21-22-23.149000,S 1 	RSSI: 48
21-22-23.153000,S 3 	RSSI: 44
21-22-23.164000,[R]: 50 
21-22-23.170000,S 1 	RSSI: 48
21-22-23.174000,S 3 	RSSI: 44
21-22-23.185000,[R]: 50 
21-22-23.189000,S 1 	RSSI: 48
21-22-23.193000,S 3 	RSSI: 44
21-22-23.205000,[R]: 50 
21-22-23.210000,S 1 	RSSI: 48
21-22-23.214000,S 3 	RSSI: 44
21-22-23.225000,[R]: 50 
21-22-23.234000,S 3 	RSSI: 44
21-22-23.246000,[R]: 50 
21-22-23.255000,S 3 	RSSI: 44
21-22-23.266000,[R]: 50 
21-22-23.270000,[R]: 0 
21-22-23.276000,S 3 	RSSI: 44
21-22-23.279000,[R]: 50 
21-22-23.296000,S 3 	RSSI: 44
21-22-23.299000,[R]: 50 
21-22-23.320000,[R]: 50 
21-22-23.321000,[R]: 0 
21-22-23.328000,[R]: 50 
21-22-23.333000,S 3 	RSSI: 44
21-22-23.346000,S 1 	RSSI: 48
21-22-23.346000,[R]: 0 
21-22-23.350000,S 1 	RSSI: 48
21-22-23.353000,[R]: 50 
21-22-23.358000,S 3 	RSSI: 44
21-22-23.370000,S 1 	RSSI: 48
21-22-23.373000,[R]: 50 
21-22-23.382000,S 3 	RSSI: 44
21-22-23.394000,[R]: 50 
21-22-23.403000,S 3 	RSSI: 44
21-22-23.414000,[R]: 50 
21-22-23.435000,[R]: 50 
21-22-23.441000,S 5 	RSSI: 51
21-22-23.449000,S 1 	RSSI: 48
21-22-23.456000,[R]: 50 
21-22-23.465000,S 5 	RSSI: 51
21-22-23.477000,[R]: 50 
21-22-23.486000,S 5 	RSSI: 51
21-22-23.497000,[R]: 50 
21-22-23.507000,S 5 	RSSI: 51
21-22-23.518000,[R]: 50 
21-22-23.531000,S 5 	RSSI: 50
21-22-23.538000,[R]: 50 
21-22-23.548000,S 5 	RSSI: 50
21-22-23.559000,[R]: 50 
21-22-23.567000,S 5 	RSSI: 49
21-22-23.571000,[R]: 0 
21-22-23.579000,[R]: 50 
21-22-23.588000,S 5 	RSSI: 49
21-22-23.595000,[R]: 0 
21-22-23.603000,[R]: 50 
21-22-23.617000,S 5 	RSSI: 48
21-22-23.621000,[R]: 0 
21-22-23.625000,S 1 	RSSI: 48
21-22-23.628000,[R]: 50 
21-22-23.641000,S 5 	RSSI: 48
21-22-23.645000,[R]: 0 
21-22-23.652000,[R]: 50 
21-22-23.666000,S 5 	RSSI: 48
21-22-23.673000,[R]: 50 
21-22-23.693000,[R]: 50 
21-22-23.714000,[R]: 50 
21-22-23.731000,S 5 	RSSI: 46
21-22-23.734000,[R]: 50 
21-22-23.752000,S 5 	RSSI: 46
21-22-23.755000,[R]: 50 
21-22-23.775000,[R]: 50 
21-22-23.796000,[R]: 50 
21-22-23.813000,S 5 	RSSI: 48
21-22-23.816000,[R]: 50 
21-22-23.820000,[R]: 0 
21-22-23.829000,[R]: 50 
21-22-23.843000,S 5 	RSSI: 49
21-22-23.844000,S 4 	RSSI: 48
21-22-23.850000,[R]: 50 
21-22-23.856000,S 1 	RSSI: 49
21-22-23.864000,S 4 	RSSI: 48
21-22-23.871000,[R]: 50 
21-22-23.884000,S 4 	RSSI: 48
21-22-23.892000,[R]: 50 
21-22-23.895000,[R]: 0 
21-22-23.900000,S 1 	RSSI: 49
21-22-23.904000,[R]: 50 
21-22-23.913000,S 4 	RSSI: 49
21-22-23.922000,S 1 	RSSI: 49
21-22-23.923000,[R]: 0 
21-22-23.925000,S 1 	RSSI: 49
21-22-23.928000,[R]: 50 
21-22-23.936000,S 4 	RSSI: 49
21-22-23.945000,S 1 	RSSI: 48
21-22-23.946000,[R]: 0 
21-22-23.949000,S 1 	RSSI: 48
21-22-23.952000,[R]: 50 
21-22-23.961000,S 4 	RSSI: 49
21-22-23.970000,S 1 	RSSI: 48
21-22-23.971000,[R]: 0 
21-22-23.974000,S 1 	RSSI: 48
21-22-23.977000,[R]: 50 
21-22-23.995000,S 1 	RSSI: 48
21-22-23.998000,[R]: 50 
21-22-24.018000,[R]: 50 
21-22-24.039000,[R]: 50 
21-22-24.043000,S 1 	RSSI: 48
21-22-24.059000,[R]: 50 
21-22-24.065000,S 1 	RSSI: 48
21-22-24.080000,[R]: 50 
21-22-24.100000,[R]: 50 
21-22-24.121000,[R]: 50 
21-22-24.141000,[R]: 50 
21-22-24.145000,[R]: 0 
21-22-24.153000,[R]: 50 
21-22-24.171000,S 1 	RSSI: 48
21-22-24.172000,[R]: 0 
21-22-24.175000,S 1 	RSSI: 48
21-22-24.178000,[R]: 50 
21-22-24.196000,S 1 	RSSI: 48
21-22-24.197000,[R]: 0 
21-22-24.200000,S 1 	RSSI: 48
21-22-24.203000,[R]: 50 
21-22-24.221000,[R]: 0 
21-22-24.228000,[R]: 50 
21-22-24.234000,S 3 	RSSI: 44
21-22-24.238000,S 5 	RSSI: 44
21-22-24.245000,[R]: 0 
21-22-24.254000,[R]: 50 
21-22-24.259000,S 3 	RSSI: 44
21-22-24.260000,S 5 	RSSI: 44
21-22-24.270000,[R]: 0 
21-22-24.278000,[R]: 50 
21-22-24.292000,S 5 	RSSI: 45
21-22-24.296000,[R]: 0 
21-22-24.303000,[R]: 50 
21-22-24.316000,S 5 	RSSI: 45
21-22-24.320000,[R]: 0 
21-22-24.327000,[R]: 50 
21-22-24.333000,S 4 	RSSI: 49
21-22-24.345000,[R]: 0 
21-22-24.353000,[R]: 50 
21-22-24.363000,S 4 	RSSI: 49
21-22-24.370000,[R]: 0 
21-22-24.377000,[R]: 50 
21-22-24.387000,S 4 	RSSI: 50
21-22-24.391000,S 1 	RSSI: 48
21-22-24.399000,[R]: 50 
21-22-24.400000,S 1 	RSSI: 48
21-22-24.412000,S 4 	RSSI: 51
21-22-24.420000,[R]: 50 
21-22-24.420000,S 1 	RSSI: 47
21-22-24.424000,S 1 	RSSI: 47
21-22-24.432000,S 4 	RSSI: 51
21-22-24.439000,[R]: 50 
21-22-24.444000,S 1 	RSSI: 47
21-22-24.453000,S 4 	RSSI: 51
21-22-24.460000,[R]: 50 
21-22-24.465000,S 1 	RSSI: 48
21-22-24.473000,S 4 	RSSI: 51
21-22-24.480000,[R]: 50 
21-22-24.486000,S 1 	RSSI: 47
21-22-24.501000,[R]: 50 
21-22-24.506000,S 1 	RSSI: 48
21-22-24.521000,[R]: 50 
21-22-24.527000,S 1 	RSSI: 48
21-22-24.542000,[R]: 50 
21-22-24.563000,[R]: 50 
21-22-24.571000,S 1 	RSSI: 48
21-22-24.583000,[R]: 50 
21-22-24.592000,S 1 	RSSI: 48
21-22-24.595000,[R]: 0 
21-22-24.600000,S 1 	RSSI: 48
21-22-24.608000,[R]: 50 
21-22-24.621000,S 1 	RSSI: 48
21-22-24.622000,[R]: 0 
21-22-24.625000,S 1 	RSSI: 48
21-22-24.628000,[R]: 50 
21-22-24.646000,S 1 	RSSI: 48
21-22-24.647000,[R]: 0 
21-22-24.650000,S 1 	RSSI: 48
21-22-24.653000,[R]: 50 
21-22-24.671000,S 1 	RSSI: 48
21-22-24.673000,[R]: 50 
21-22-24.694000,[R]: 50 
21-22-24.695000,S 1 	RSSI: 48
21-22-24.698000,S 1 	RSSI: 48
21-22-24.714000,[R]: 50 
21-22-24.722000,S 1 	RSSI: 48
21-22-24.734000,[R]: 50 
21-22-24.755000,[R]: 50 
21-22-24.775000,[R]: 50 
21-22-24.793000,S 1 	RSSI: 48
21-22-24.796000,[R]: 50 
21-22-24.813000,S 1 	RSSI: 48
21-22-24.816000,[R]: 50 
21-22-24.820000,[R]: 0 
21-22-24.826000,S 1 	RSSI: 48
21-22-24.829000,[R]: 50 
21-22-24.846000,S 1 	RSSI: 48
21-22-24.849000,[R]: 50 
21-22-24.867000,S 1 	RSSI: 48
21-22-24.870000,[R]: 50 
21-22-24.871000,[R]: 0 
21-22-24.875000,S 1 	RSSI: 48
21-22-24.878000,[R]: 50 
21-22-24.895000,[R]: 0 
21-22-24.903000,[R]: 50 
21-22-24.920000,S 1 	RSSI: 47
21-22-24.923000,[R]: 50 
21-22-24.940000,S 1 	RSSI: 47
21-22-24.944000,[R]: 50 
21-22-24.961000,S 1 	RSSI: 47
21-22-24.964000,[R]: 50 
21-22-24.985000,[R]: 50 
21-22-24.998000,S 1 	RSSI: 47
21-22-25.005000,[R]: 50 
21-22-25.026000,[R]: 50 
21-22-25.046000,[R]: 50 
21-22-25.066000,[R]: 50 
21-22-25.070000,[R]: 0 
21-22-25.074000,S 1 	RSSI: 47
21-22-25.079000,[R]: 50 
21-22-25.096000,S 1 	RSSI: 47
21-22-25.096000,[R]: 0 
21-22-25.099000,S 1 	RSSI: 47
21-22-25.103000,[R]: 50 
21-22-25.117000,S 5 	RSSI: 44
21-22-25.120000,[R]: 0 
21-22-25.128000,[R]: 50 
21-22-25.134000,S 3 	RSSI: 44
21-22-25.138000,S 5 	RSSI: 44
21-22-25.145000,[R]: 0 
21-22-25.154000,[R]: 50 
21-22-25.155000,S 3 	RSSI: 44
21-22-25.167000,S 5 	RSSI: 44
21-22-25.170000,[R]: 0 
21-22-25.178000,[R]: 50 
21-22-25.183000,S 3 	RSSI: 44
21-22-25.191000,S 5 	RSSI: 44
21-22-25.196000,[R]: 0 
21-22-25.203000,[R]: 50 
21-22-25.209000,S 3 	RSSI: 44
21-22-25.209000,S 4 	RSSI: 46
21-22-25.220000,[R]: 0 
21-22-25.226000,S 1 	RSSI: 48
21-22-25.229000,[R]: 50 
21-22-25.238000,S 4 	RSSI: 46
21-22-25.249000,[R]: 50 
21-22-25.258000,S 4 	RSSI: 46
21-22-25.267000,S 1 	RSSI: 48
21-22-25.270000,[R]: 50 
21-22-25.271000,[R]: 0 
21-22-25.275000,S 1 	RSSI: 48
21-22-25.278000,[R]: 50 
21-22-25.296000,S 1 	RSSI: 48
21-22-25.299000,[R]: 50 
21-22-25.317000,S 1 	RSSI: 48
21-22-25.319000,[R]: 50 
21-22-25.320000,[R]: 0 
21-22-25.325000,S 1 	RSSI: 48
21-22-25.327000,[R]: 50 
21-22-25.348000,[R]: 50 
21-22-25.369000,[R]: 50 
21-22-25.389000,[R]: 50 
21-22-25.410000,[R]: 50 
21-22-25.431000,[R]: 50 
21-22-25.451000,[R]: 50 
21-22-25.452000,S 1 	RSSI: 48
21-22-25.472000,[R]: 50 
21-22-25.474000,S 1 	RSSI: 48
21-22-25.491000,[R]: 50 
21-22-25.495000,[R]: 0 
21-22-25.504000,[R]: 50 
21-22-25.517000,S 1 	RSSI: 48
21-22-25.520000,[R]: 0 
21-22-25.525000,S 1 	RSSI: 48
21-22-25.528000,[R]: 50 
21-22-25.545000,S 1 	RSSI: 48
21-22-25.546000,[R]: 0 
21-22-25.550000,S 1 	RSSI: 48
21-22-25.552000,[R]: 50 
21-22-25.570000,S 1 	RSSI: 48
21-22-25.571000,[R]: 0 
21-22-25.573000,S 1 	RSSI: 48
21-22-25.577000,[R]: 50 
21-22-25.595000,S 1 	RSSI: 48
21-22-25.598000,[R]: 50 
21-22-25.615000,S 1 	RSSI: 48
21-22-25.618000,[R]: 50 
21-22-25.631000,[R]: 0 
21-22-25.639000,[R]: 50 
21-22-25.647000,[R]: 0 
21-22-25.655000,[R]: 50 
21-22-25.665000,S 5 	RSSI: 44
21-22-25.670000,S 1 	RSSI: 48
21-22-25.674000,S 1 	RSSI: 48
21-22-25.690000,S 5 	RSSI: 44
21-22-25.711000,S 5 	RSSI: 44
21-22-25.731000,S 5 	RSSI: 44
21-22-25.753000,S 5 	RSSI: 44
21-22-25.772000,S 5 	RSSI: 44
21-22-25.793000,S 5 	RSSI: 44
21-22-25.794000,S 3 	RSSI: 44
21-22-25.802000,S 4 	RSSI: 49
21-22-25.815000,S 3 	RSSI: 44
21-22-25.815000,S 1 	RSSI: 48
21-22-25.835000,S 1 	RSSI: 48
21-22-25.856000,S 1 	RSSI: 48
21-22-25.877000,S 1 	RSSI: 48
21-22-25.920000,[R]: 0 
21-22-25.928000,[R]: 50 
21-22-25.946000,S 1 	RSSI: 48
21-22-25.946000,[R]: 0 
21-22-25.950000,S 1 	RSSI: 48
21-22-25.953000,[R]: 50 
21-22-25.971000,S 1 	RSSI: 48
21-22-25.972000,[R]: 0 
21-22-25.975000,S 1 	RSSI: 48
21-22-25.978000,[R]: 50 
21-22-25.995000,S 1 	RSSI: 48
21-22-25.998000,[R]: 50 
21-22-26.019000,[R]: 50 
21-22-26.024000,S 1 	RSSI: 48
21-22-26.039000,[R]: 50 
21-22-26.044000,S 1 	RSSI: 48
21-22-26.060000,[R]: 50 
21-22-26.065000,S 1 	RSSI: 48
21-22-26.080000,[R]: 50 
21-22-26.101000,[R]: 50 
21-22-26.118000,S 1 	RSSI: 48
21-22-26.121000,[R]: 50 
21-22-26.138000,S 1 	RSSI: 48
21-22-26.142000,[R]: 50 
21-22-26.159000,S 1 	RSSI: 48
21-22-26.162000,[R]: 50 
21-22-26.170000,[R]: 0 
21-22-26.176000,S 1 	RSSI: 48
21-22-26.178000,[R]: 50 
21-22-26.195000,S 1 	RSSI: 48
21-22-26.199000,[R]: 50 
21-22-26.220000,[R]: 50 
21-22-26.223000,[R]: 0 
21-22-26.227000,[R]: 50 
21-22-26.240000,S 1 	RSSI: 48
21-22-26.245000,[R]: 0 
21-22-26.252000,[R]: 50 
21-22-26.258000,S 5 	RSSI: 44
21-22-26.270000,[R]: 0 
21-22-26.278000,[R]: 50 
21-22-26.291000,S 1 	RSSI: 48
21-22-26.292000,S 5 	RSSI: 44
21-22-26.295000,[R]: 0 
21-22-26.300000,S 1 	RSSI: 48
21-22-26.302000,[R]: 50 
21-22-26.316000,S 5 	RSSI: 44
21-22-26.323000,[R]: 50 
21-22-26.340000,S 5 	RSSI: 44
21-22-26.343000,[R]: 50 
21-22-26.361000,S 5 	RSSI: 44
21-22-26.364000,[R]: 50 
21-22-26.384000,[R]: 50 
21-22-26.402000,S 5 	RSSI: 44
21-22-26.405000,[R]: 50 
21-22-26.422000,S 5 	RSSI: 44
21-22-26.425000,[R]: 50 
21-22-26.443000,S 5 	RSSI: 44
21-22-26.446000,[R]: 50 
21-22-26.452000,S 4 	RSSI: 67
21-22-26.468000,[R]: 50 
21-22-26.473000,S 1 	RSSI: 48
21-22-26.474000,S 4 	RSSI: 58
21-22-26.488000,[R]: 50 
21-22-26.490000,S 1 	RSSI: 48
21-22-26.494000,S 4 	RSSI: 51
21-22-26.495000,S 3 	RSSI: 44
21-22-26.510000,[R]: 50 
21-22-26.511000,S 1 	RSSI: 48
21-22-26.514000,S 3 	RSSI: 44
21-22-26.531000,[R]: 50 
21-22-26.532000,S 1 	RSSI: 48
21-22-26.535000,S 3 	RSSI: 44
21-22-26.552000,[R]: 50 
21-22-26.552000,S 1 	RSSI: 49
21-22-26.554000,S 3 	RSSI: 44
21-22-26.571000,[R]: 50 
21-22-26.572000,S 1 	RSSI: 48
21-22-26.575000,S 3 	RSSI: 44
21-22-26.591000,[R]: 50 
21-22-26.592000,S 1 	RSSI: 48
21-22-26.595000,[R]: 0 
21-22-26.603000,[R]: 50 
21-22-26.613000,S 1 	RSSI: 48
21-22-26.620000,[R]: 0 
21-22-26.628000,[R]: 50 
21-22-26.633000,S 1 	RSSI: 49
21-22-26.645000,[R]: 0 
21-22-26.650000,S 1 	RSSI: 48
21-22-26.653000,[R]: 50 
21-22-26.670000,[R]: 0 
21-22-26.677000,[R]: 50 
21-22-26.698000,[R]: 50 
21-22-26.718000,[R]: 50 
21-22-26.739000,[R]: 50 
21-22-26.759000,[R]: 50 
21-22-26.780000,[R]: 50 
21-22-26.800000,[R]: 50 
21-22-26.820000,[R]: 50 
21-22-26.838000,S 1 	RSSI: 48
21-22-26.841000,[R]: 50 
21-22-26.845000,[R]: 0 
21-22-26.850000,S 1 	RSSI: 48
21-22-26.854000,[R]: 50 
21-22-26.871000,S 1 	RSSI: 48
21-22-26.872000,[R]: 0 
21-22-26.875000,S 1 	RSSI: 48
21-22-26.878000,[R]: 50 
21-22-26.896000,S 1 	RSSI: 48
21-22-26.896000,[R]: 0 
21-22-26.900000,S 1 	RSSI: 48
21-22-26.903000,[R]: 50 
21-22-26.923000,[R]: 50 
21-22-26.943000,[R]: 50 
21-22-26.964000,[R]: 50 
21-22-26.984000,[R]: 50 
21-22-27.005000,[R]: 50 
21-22-27.025000,[R]: 50 
21-22-27.046000,[R]: 50 
21-22-27.066000,[R]: 50 
21-22-27.070000,[R]: 0 
21-22-27.078000,[R]: 50 
21-22-27.096000,S 1 	RSSI: 49
21-22-27.097000,[R]: 0 
21-22-27.100000,S 1 	RSSI: 49
21-22-27.103000,[R]: 50 
21-22-27.121000,S 1 	RSSI: 48
21-22-27.122000,[R]: 0 
21-22-27.125000,S 1 	RSSI: 49
21-22-27.128000,[R]: 50 
21-22-27.148000,[R]: 50 
21-22-27.169000,[R]: 50 
21-22-27.189000,[R]: 50 
21-22-27.210000,[R]: 50 
21-22-27.230000,[R]: 50 
21-22-27.250000,[R]: 50 
21-22-27.271000,[R]: 50 
21-22-27.292000,[R]: 50 
21-22-27.311000,[R]: 50 
21-22-27.320000,[R]: 0 
21-22-27.324000,S 1 	RSSI: 49
21-22-27.328000,[R]: 50 
21-22-27.345000,[R]: 0 
21-22-27.353000,[R]: 50 
21-22-27.363000,S 5 	RSSI: 44
21-22-27.370000,[R]: 0 
21-22-27.378000,[R]: 50 
21-22-27.384000,S 5 	RSSI: 44
21-22-27.395000,[R]: 0 
21-22-27.403000,[R]: 50 
21-22-27.417000,S 1 	RSSI: 48
21-22-27.417000,S 5 	RSSI: 44
21-22-27.420000,[R]: 0 
21-22-27.424000,S 1 	RSSI: 48
21-22-27.427000,[R]: 50 
21-22-27.448000,[R]: 50 
21-22-27.465000,S 5 	RSSI: 44
21-22-27.468000,[R]: 50 
21-22-27.486000,S 5 	RSSI: 44
21-22-27.487000,S 4 	RSSI: 44
21-22-27.489000,[R]: 50 
21-22-27.510000,[R]: 50 
21-22-27.520000,S 4 	RSSI: 44
21-22-27.521000,S 1 	RSSI: 49
21-22-27.524000,S 1 	RSSI: 49
21-22-27.531000,[R]: 50 
21-22-27.536000,S 4 	RSSI: 44
21-22-27.551000,[R]: 50 
21-22-27.556000,S 4 	RSSI: 44
21-22-27.569000,S 1 	RSSI: 49
21-22-27.572000,[R]: 50 
21-22-27.577000,S 4 	RSSI: 44
21-22-27.592000,[R]: 50 
21-22-27.597000,S 4 	RSSI: 44
21-22-27.614000,[R]: 50 
21-22-27.615000,S 1 	RSSI: 49
21-22-27.633000,[R]: 50 
21-22-27.638000,S 4 	RSSI: 44
21-22-27.654000,[R]: 50 
21-22-27.670000,[R]: 0 
21-22-27.675000,S 1 	RSSI: 49
21-22-27.679000,[R]: 50 
21-22-27.687000,S 4 	RSSI: 44
21-22-27.696000,S 1 	RSSI: 49
21-22-27.696000,[R]: 0 
21-22-27.700000,S 1 	RSSI: 49
21-22-27.703000,[R]: 50 
21-22-27.712000,S 4 	RSSI: 44
21-22-27.720000,S 1 	RSSI: 48
21-22-27.721000,[R]: 0 
21-22-27.725000,S 1 	RSSI: 48
21-22-27.727000,[R]: 50 
21-22-27.736000,S 4 	RSSI: 44
21-22-27.748000,[R]: 50 
21-22-27.756000,S 4 	RSSI: 44
21-22-27.768000,[R]: 50 
21-22-27.789000,[R]: 50 
21-22-27.809000,[R]: 50 
21-22-27.830000,[R]: 50 
21-22-27.850000,[R]: 50 
21-22-27.859000,S 1 	RSSI: 48
21-22-27.871000,[R]: 50 
21-22-27.891000,[R]: 50 
21-22-27.895000,[R]: 0 
21-22-27.900000,S 1 	RSSI: 48
21-22-27.903000,[R]: 50 
21-22-27.921000,S 1 	RSSI: 48
21-22-27.924000,[R]: 50 
21-22-27.941000,S 1 	RSSI: 48
21-22-27.945000,[R]: 50 
21-22-27.946000,[R]: 0 
21-22-27.950000,S 1 	RSSI: 48
21-22-27.953000,[R]: 50 
21-22-27.970000,[R]: 0 
21-22-27.977000,[R]: 50 
21-22-27.998000,[R]: 50 
21-22-28.015000,S 1 	RSSI: 48
21-22-28.019000,[R]: 50 
21-22-28.036000,S 1 	RSSI: 48
21-22-28.039000,[R]: 50 
21-22-28.056000,S 1 	RSSI: 48
21-22-28.059000,[R]: 50 
21-22-28.079000,[R]: 50 
21-22-28.100000,[R]: 50 
21-22-28.117000,S 1 	RSSI: 48
21-22-28.120000,[R]: 50 
21-22-28.138000,S 1 	RSSI: 48
21-22-28.141000,[R]: 50 
21-22-28.145000,[R]: 0 
21-22-28.153000,[R]: 50 
21-22-28.170000,[R]: 0 
21-22-28.178000,[R]: 50 
21-22-28.196000,S 1 	RSSI: 48
21-22-28.196000,[R]: 0 
21-22-28.199000,S 1 	RSSI: 48
21-22-28.202000,[R]: 50 
21-22-28.223000,[R]: 50 
21-22-28.244000,[R]: 50 
21-22-28.264000,[R]: 50 
21-22-28.284000,[R]: 50 
21-22-28.305000,[R]: 50 
21-22-28.326000,[R]: 50 
21-22-28.346000,[R]: 50 
21-22-28.366000,[R]: 50 
21-22-28.387000,[R]: 50 
21-22-28.392000,S 1 	RSSI: 48
21-22-28.395000,[R]: 0 
21-22-28.403000,[R]: 50 
21-22-28.420000,[R]: 0 
21-22-28.427000,[R]: 50 
21-22-28.444000,[R]: 0 
21-22-28.452000,[R]: 50 
21-22-28.473000,[R]: 50 
21-22-28.478000,S 1 	RSSI: 48
21-22-28.491000,S 3 	RSSI: 44
21-22-28.494000,[R]: 50 
21-22-28.495000,[R]: 0 
21-22-28.499000,S 1 	RSSI: 49
21-22-28.503000,[R]: 50 
21-22-28.508000,S 3 	RSSI: 44
21-22-28.518000,S 5 	RSSI: 44
21-22-28.520000,S 1 	RSSI: 49
21-22-28.524000,[R]: 0 
21-22-28.525000,S 1 	RSSI: 50
21-22-28.527000,[R]: 50 
21-22-28.532000,S 3 	RSSI: 44
21-22-28.535000,S 4 	RSSI: 44
21-22-28.547000,S 1 	RSSI: 50
21-22-28.549000,[R]: 50 
21-22-28.554000,S 4 	RSSI: 44
21-22-28.566000,S 1 	RSSI: 49
21-22-28.570000,[R]: 50 
21-22-28.571000,[R]: 0 
21-22-28.575000,S 1 	RSSI: 49
21-22-28.578000,[R]: 50 
21-22-28.587000,S 4 	RSSI: 44
21-22-28.596000,S 1 	RSSI: 49
21-22-28.597000,[R]: 0 
21-22-28.600000,S 1 	RSSI: 50
21-22-28.602000,[R]: 50 
21-22-28.611000,S 4 	RSSI: 44
21-22-28.620000,S 1 	RSSI: 50
21-22-28.623000,[R]: 0 
21-22-28.624000,S 1 	RSSI: 50
21-22-28.627000,[R]: 50 
21-22-28.645000,S 1 	RSSI: 49
21-22-28.649000,[R]: 50 
21-22-28.650000,S 1 	RSSI: 50
21-22-28.669000,[R]: 50 
21-22-28.670000,S 1 	RSSI: 49
21-22-28.674000,S 1 	RSSI: 49
21-22-28.689000,[R]: 50 
21-22-28.694000,S 1 	RSSI: 50
21-22-28.710000,[R]: 50 
21-22-28.715000,S 1 	RSSI: 50
21-22-28.730000,[R]: 50 
21-22-28.736000,S 1 	RSSI: 50
21-22-28.750000,[R]: 50 
21-22-28.756000,S 1 	RSSI: 50
21-22-28.771000,[R]: 50 
21-22-28.777000,S 1 	RSSI: 50
21-22-28.792000,[R]: 50 
21-22-28.801000,S 1 	RSSI: 50
21-22-28.811000,[R]: 50 
21-22-28.820000,S 1 	RSSI: 51
21-22-28.832000,[R]: 50 
21-22-28.842000,S 1 	RSSI: 50
21-22-28.845000,[R]: 0 
21-22-28.850000,S 1 	RSSI: 50
21-22-28.853000,[R]: 50 
21-22-28.871000,S 1 	RSSI: 50
21-22-28.872000,[R]: 0 
21-22-28.875000,S 1 	RSSI: 50
21-22-28.878000,[R]: 50 
21-22-28.895000,S 1 	RSSI: 49
21-22-28.896000,[R]: 0 
21-22-28.899000,S 1 	RSSI: 49
21-22-28.902000,[R]: 50 
21-22-28.920000,S 1 	RSSI: 49
21-22-28.923000,[R]: 50 
21-22-28.943000,[R]: 50 
21-22-28.964000,[R]: 50 
21-22-28.968000,S 1 	RSSI: 48
21-22-28.984000,[R]: 50 
21-22-28.989000,S 1 	RSSI: 48
21-22-29.004000,[R]: 50 
21-22-29.010000,S 1 	RSSI: 48
21-22-29.025000,[R]: 50 
21-22-29.030000,S 1 	RSSI: 48
21-22-29.046000,[R]: 50 
21-22-29.066000,[R]: 50 
21-22-29.070000,[R]: 0 
21-22-29.075000,S 1 	RSSI: 48
21-22-29.079000,[R]: 50 
21-22-29.096000,S 1 	RSSI: 48
21-22-29.099000,[R]: 50 
21-22-29.120000,[R]: 50 
21-22-29.121000,[R]: 0 
21-22-29.128000,[R]: 50 
21-22-29.145000,[R]: 0 
21-22-29.152000,[R]: 50 
21-22-29.163000,S 5 	RSSI: 44
21-22-29.167000,S 1 	RSSI: 47
21-22-29.170000,[R]: 0 
21-22-29.177000,[R]: 50 
21-22-29.183000,S 3 	RSSI: 44
21-22-29.187000,S 4 	RSSI: 44
21-22-29.195000,[R]: 0 
21-22-29.203000,[R]: 50 
21-22-29.208000,S 4 	RSSI: 44
21-22-29.220000,[R]: 0 
21-22-29.229000,[R]: 50 
21-22-29.229000,S 1 	RSSI: 47
21-22-29.241000,S 4 	RSSI: 44
21-22-29.245000,[R]: 0 
21-22-29.250000,S 1 	RSSI: 47
21-22-29.253000,[R]: 50 
21-22-29.262000,S 4 	RSSI: 44
21-22-29.270000,S 1 	RSSI: 48
21-22-29.273000,[R]: 50 
21-22-29.282000,S 4 	RSSI: 44
21-22-29.291000,S 1 	RSSI: 48
21-22-29.294000,[R]: 50 
21-22-29.295000,[R]: 0 
21-22-29.299000,S 1 	RSSI: 48
21-22-29.302000,[R]: 50 
21-22-29.320000,S 1 	RSSI: 48
21-22-29.324000,[R]: 50 
21-22-29.324000,S 1 	RSSI: 48
21-22-29.344000,[R]: 50 
21-22-29.345000,S 1 	RSSI: 48
21-22-29.348000,S 1 	RSSI: 48
21-22-29.364000,[R]: 50 
21-22-29.369000,S 1 	RSSI: 48
21-22-29.384000,[R]: 50 
21-22-29.390000,S 1 	RSSI: 48
21-22-29.405000,[R]: 50 
21-22-29.410000,S 1 	RSSI: 48
21-22-29.425000,[R]: 50 
21-22-29.431000,S 1 	RSSI: 48
21-22-29.446000,[R]: 50 
21-22-29.455000,S 1 	RSSI: 47
21-22-29.467000,[R]: 50 
21-22-29.476000,S 1 	RSSI: 48
21-22-29.487000,[R]: 50 
21-22-29.508000,[R]: 50 
21-22-29.520000,S 1 	RSSI: 48
21-22-29.521000,[R]: 0 
21-22-29.526000,S 1 	RSSI: 48
21-22-29.529000,[R]: 50 
21-22-29.545000,S 1 	RSSI: 48
21-22-29.546000,[R]: 0 
21-22-29.549000,S 1 	RSSI: 48
21-22-29.552000,[R]: 50 
21-22-29.569000,[R]: 0 
21-22-29.577000,[R]: 50 
21-22-29.597000,[R]: 50 
21-22-29.615000,S 1 	RSSI: 48
21-22-29.618000,[R]: 50 
21-22-29.635000,S 1 	RSSI: 48
21-22-29.639000,[R]: 50 
21-22-29.659000,[R]: 50 
21-22-29.680000,[R]: 50 
21-22-29.693000,S 1 	RSSI: 48
