21-21-06.158000,----------------
21-22-37.045000,[R]: 0 
21-22-37.049000,S 1 	RSSI: 50
21-22-37.052000,[R]: 50 
21-22-37.069000,S 1 	RSSI: 50
21-22-37.070000,[R]: 0 
21-22-37.074000,S 1 	RSSI: 50
21-22-37.077000,[R]: 50 
21-22-37.094000,S 1 	RSSI: 50
21-22-37.098000,[R]: 50 
21-22-37.099000,S 1 	RSSI: 51
21-22-37.119000,[R]: 50 
21-22-37.119000,S 1 	RSSI: 50
21-22-37.123000,S 1 	RSSI: 50
21-22-37.138000,[R]: 50 
21-22-37.143000,S 1 	RSSI: 50
21-22-37.158000,[R]: 50 
21-22-37.164000,S 1 	RSSI: 50
21-22-37.179000,[R]: 50 
21-22-37.196000,S 1 	RSSI: 50
21-22-37.199000,[R]: 50 
21-22-37.217000,S 1 	RSSI: 50
21-22-37.220000,[R]: 50 
21-22-37.237000,S 1 	RSSI: 50
21-22-37.241000,[R]: 50 
21-22-37.244000,[R]: 0 
21-22-37.253000,[R]: 50 
21-22-37.258000,S 1 	RSSI: 50
21-22-37.269000,[R]: 0 
21-22-37.274000,S 1 	RSSI: 50
21-22-37.277000,[R]: 50 
21-22-37.295000,S 1 	RSSI: 50
21-22-37.299000,[R]: 50 
21-22-37.319000,[R]: 50 
21-22-37.320000,[R]: 0 
21-22-37.327000,[R]: 50 
21-22-37.340000,S 1 	RSSI: 50
21-22-37.347000,[R]: 50 
21-22-37.368000,[R]: 50 
21-22-37.388000,[R]: 50 
21-22-37.408000,[R]: 50 
21-22-37.421000,S 1 	RSSI: 51
21-22-37.429000,[R]: 50 
21-22-37.442000,S 1 	RSSI: 51
21-22-37.449000,[R]: 50 
21-22-37.463000,S 1 	RSSI: 50
21-22-37.470000,[R]: 50 
21-22-37.490000,[R]: 50 
21-22-37.494000,[R]: 0 
21-22-37.502000,[R]: 50 
21-22-37.519000,[R]: 0 
21-22-37.527000,[R]: 50 
21-22-37.544000,[R]: 0 
21-22-37.548000,S 1 	RSSI: 51
21-22-37.553000,[R]: 50 
21-22-37.570000,S 1 	RSSI: 51
21-22-37.571000,[R]: 0 
21-22-37.577000,[R]: 50 
21-22-37.583000,S 5 	RSSI: 44
21-22-37.595000,[R]: 0 
21-22-37.602000,[R]: 50 
21-22-37.615000,S 5 	RSSI: 44
21-22-37.619000,[R]: 0 
21-22-37.628000,[R]: 50 
21-22-37.641000,S 5 	RSSI: 44
21-22-37.648000,[R]: 50 
21-22-37.664000,S 5 	RSSI: 44
21-22-37.668000,[R]: 50 
21-22-37.685000,S 5 	RSSI: 44
21-22-37.688000,[R]: 50 
21-22-37.706000,S 5 	RSSI: 44
21-22-37.709000,[R]: 50 
21-22-37.726000,S 5 	RSSI: 44
21-22-37.729000,[R]: 50 
21-22-37.742000,S 1 	RSSI: 50
21-22-37.747000,S 5 	RSSI: 44
21-22-37.750000,[R]: 50 
21-22-37.768000,S 5 	RSSI: 44
21-22-37.770000,[R]: 50 
21-22-37.788000,S 5 	RSSI: 44
21-22-37.791000,[R]: 50 
21-22-37.794000,[R]: 0 
21-22-37.802000,[R]: 50 
21-22-37.808000,S 5 	RSSI: 44
21-22-37.819000,[R]: 0 
21-22-37.827000,[R]: 50 
21-22-37.841000,S 5 	RSSI: 44
21-22-37.844000,[R]: 0 
21-22-37.853000,[R]: 50 
21-22-37.866000,S 5 	RSSI: 44
21-22-37.870000,[R]: 0 
21-22-37.877000,[R]: 50 
21-22-37.890000,S 5 	RSSI: 44
21-22-37.897000,[R]: 50 
21-22-37.914000,S 5 	RSSI: 44
21-22-37.917000,[R]: 50 
21-22-37.935000,S 5 	RSSI: 44
21-22-37.938000,[R]: 50 
21-22-37.951000,S 1 	RSSI: 51
21-22-37.955000,S 5 	RSSI: 44
21-22-37.958000,[R]: 50 
21-22-37.972000,S 1 	RSSI: 51
21-22-37.976000,S 5 	RSSI: 44
21-22-37.979000,[R]: 50 
21-22-37.996000,S 5 	RSSI: 44
21-22-37.999000,[R]: 50 
21-22-38.017000,S 5 	RSSI: 44
21-22-38.021000,[R]: 50 
21-22-38.038000,S 5 	RSSI: 44
21-22-38.041000,[R]: 50 
21-22-38.043000,S 3 	RSSI: 44
21-22-38.056000,S 1 	RSSI: 50
21-22-38.062000,[R]: 50 
21-22-38.076000,S 1 	RSSI: 50
21-22-38.083000,[R]: 50 
21-22-38.097000,S 1 	RSSI: 50
21-22-38.104000,[R]: 50 
21-22-38.117000,S 1 	RSSI: 51
21-22-38.124000,[R]: 50 
21-22-38.138000,S 1 	RSSI: 50
21-22-38.144000,[R]: 50 
21-22-38.158000,S 1 	RSSI: 50
21-22-38.165000,[R]: 50 
21-22-38.169000,[R]: 0 
21-22-38.177000,[R]: 50 
21-22-38.189000,[R]: 0 
21-22-38.194000,[R]: 0 
21-22-38.202000,[R]: 50 
21-22-38.219000,S 1 	RSSI: 50
21-22-38.220000,[R]: 0 
21-22-38.224000,S 1 	RSSI: 50
21-22-38.227000,[R]: 50 
21-22-38.244000,S 1 	RSSI: 50
21-22-38.247000,[R]: 50 
21-22-38.267000,[R]: 50 
21-22-38.288000,[R]: 50 
21-22-38.310000,[R]: 50 
21-22-38.310000,S 1 	RSSI: 50
21-22-38.329000,[R]: 50 
21-22-38.349000,[R]: 50 
21-22-38.370000,[R]: 50 
21-22-38.390000,[R]: 50 
21-22-38.394000,[R]: 0 
21-22-38.403000,[R]: 50 
21-22-38.420000,S 1 	RSSI: 50
21-22-38.421000,[R]: 0 
21-22-38.426000,S 1 	RSSI: 50
21-22-38.428000,[R]: 50 
21-22-38.445000,S 1 	RSSI: 50
21-22-38.446000,[R]: 0 
21-22-38.449000,S 1 	RSSI: 51
21-22-38.453000,[R]: 50 
21-22-38.472000,[R]: 50 
21-22-38.494000,[R]: 50 
21-22-38.514000,[R]: 50 
21-22-38.533000,[R]: 50 
21-22-38.554000,[R]: 50 
21-22-38.574000,[R]: 50 
21-22-38.592000,S 1 	RSSI: 50
21-22-38.595000,[R]: 50 
21-22-38.615000,[R]: 50 
21-22-38.619000,[R]: 0 
21-22-38.627000,[R]: 50 
21-22-38.644000,[R]: 0 
21-22-38.652000,[R]: 50 
21-22-38.669000,[R]: 0 
21-22-38.677000,[R]: 50 
21-22-38.694000,[R]: 0 
21-22-38.701000,[R]: 50 
21-22-38.712000,S 5 	RSSI: 44
21-22-38.716000,S 1 	RSSI: 50
21-22-38.719000,[R]: 0 
21-22-38.727000,[R]: 50 
21-22-38.744000,[R]: 0 
21-22-38.753000,[R]: 50 
21-22-38.769000,[R]: 0 
21-22-38.777000,[R]: 50 
21-22-38.794000,[R]: 0 
21-22-38.802000,[R]: 50 
21-22-38.822000,[R]: 50 
21-22-38.842000,[R]: 50 
21-22-38.863000,[R]: 50 
21-22-38.884000,[R]: 50 
21-22-38.904000,[R]: 50 
21-22-38.924000,[R]: 50 
21-22-38.946000,[R]: 50 
21-22-38.946000,S 1 	RSSI: 50
21-22-38.965000,[R]: 50 
21-22-38.969000,[R]: 0 
21-22-38.977000,[R]: 50 
21-22-38.994000,[R]: 0 
21-22-39.002000,[R]: 50 
21-22-39.019000,S 1 	RSSI: 50
21-22-39.020000,[R]: 0 
21-22-39.023000,S 1 	RSSI: 50
21-22-39.026000,[R]: 50 
21-22-39.044000,S 1 	RSSI: 51
21-22-39.045000,[R]: 0 
21-22-39.052000,[R]: 50 
21-22-39.068000,S 1 	RSSI: 50
21-22-39.072000,[R]: 50 
21-22-39.089000,S 1 	RSSI: 50
21-22-39.092000,[R]: 50 
21-22-39.110000,S 1 	RSSI: 50
21-22-39.113000,[R]: 50 
21-22-39.130000,S 1 	RSSI: 50
21-22-39.133000,[R]: 50 
21-22-39.154000,[R]: 50 
21-22-39.174000,[R]: 50 
21-22-39.195000,[R]: 50 
21-22-39.215000,[R]: 50 
21-22-39.219000,[R]: 0 
21-22-39.228000,[R]: 50 
21-22-39.244000,[R]: 0 
21-22-39.253000,[R]: 50 
21-22-39.261000,S 1 	RSSI: 50
21-22-39.269000,[R]: 0 
21-22-39.273000,S 1 	RSSI: 50
21-22-39.276000,[R]: 50 
21-22-39.294000,S 1 	RSSI: 50
21-22-39.294000,[R]: 0 
21-22-39.301000,[R]: 50 
21-22-39.318000,S 1 	RSSI: 50
21-22-39.322000,[R]: 50 
21-22-39.339000,S 1 	RSSI: 50
21-22-39.342000,[R]: 50 
21-22-39.362000,[R]: 50 
21-22-39.383000,[R]: 50 
21-22-39.403000,[R]: 50 
21-22-39.421000,S 1 	RSSI: 50
21-22-39.424000,[R]: 50 
21-22-39.444000,[R]: 50 
21-22-39.465000,[R]: 50 
21-22-39.469000,[R]: 0 
21-22-39.474000,S 1 	RSSI: 50
21-22-39.477000,[R]: 50 
21-22-39.494000,[R]: 0 
21-22-39.502000,[R]: 50 
21-22-39.520000,[R]: 0 
21-22-39.527000,[R]: 50 
21-22-39.540000,S 1 	RSSI: 50
21-22-39.544000,[R]: 0 
21-22-39.551000,[R]: 50 
21-22-39.558000,S 3 	RSSI: 44
21-22-39.569000,[R]: 0 
21-22-39.577000,[R]: 50 
21-22-39.582000,S 3 	RSSI: 44
21-22-39.590000,S 1 	RSSI: 50
21-22-39.594000,[R]: 0 
21-22-39.599000,S 1 	RSSI: 50
21-22-39.602000,[R]: 50 
21-22-39.604000,S 5 	RSSI: 44
21-22-39.620000,S 1 	RSSI: 50
21-22-39.624000,[R]: 50 
21-22-39.625000,S 5 	RSSI: 44
21-22-39.640000,S 1 	RSSI: 50
21-22-39.642000,[R]: 50 
21-22-39.643000,[R]: 0 
21-22-39.648000,S 1 	RSSI: 50
21-22-39.651000,[R]: 50 
21-22-39.665000,S 5 	RSSI: 44
21-22-39.670000,S 1 	RSSI: 50
21-22-39.670000,[R]: 0 
21-22-39.673000,S 1 	RSSI: 50
21-22-39.676000,[R]: 50 
21-22-39.694000,S 1 	RSSI: 50
21-22-39.698000,[R]: 50 
21-22-39.699000,S 1 	RSSI: 50
21-22-39.719000,[R]: 50 
21-22-39.720000,S 1 	RSSI: 50
21-22-39.723000,S 1 	RSSI: 50
21-22-39.738000,[R]: 50 
21-22-39.743000,S 1 	RSSI: 50
21-22-39.758000,[R]: 50 
21-22-39.764000,S 1 	RSSI: 50
21-22-39.779000,[R]: 50 
21-22-39.784000,S 1 	RSSI: 50
21-22-39.799000,[R]: 50 
21-22-39.805000,S 1 	RSSI: 50
21-22-39.820000,[R]: 50 
21-22-39.826000,S 1 	RSSI: 50
21-22-39.840000,[R]: 50 
21-22-39.846000,S 1 	RSSI: 50
21-22-39.861000,[R]: 50 
21-22-39.867000,S 1 	RSSI: 50
21-22-39.882000,[R]: 50 
21-22-39.887000,S 1 	RSSI: 50
21-22-39.894000,[R]: 0 
21-22-39.903000,[R]: 50 
21-22-39.909000,S 1 	RSSI: 50
21-22-39.919000,[R]: 0 
21-22-39.928000,[R]: 50 
21-22-39.930000,S 1 	RSSI: 50
21-22-39.944000,[R]: 0 
21-22-39.952000,[R]: 50 
21-22-39.969000,[R]: 0 
21-22-39.976000,[R]: 50 
21-22-39.994000,S 1 	RSSI: 50
21-22-39.997000,[R]: 50 
21-22-40.014000,S 1 	RSSI: 50
21-22-40.017000,[R]: 50 
21-22-40.035000,S 1 	RSSI: 52
21-22-40.039000,[R]: 50 
21-22-40.055000,S 1 	RSSI: 50
21-22-40.058000,[R]: 50 
21-22-40.076000,S 1 	RSSI: 50
21-22-40.078000,[R]: 50 
21-22-40.096000,S 1 	RSSI: 50
21-22-40.099000,[R]: 50 
21-22-40.117000,S 1 	RSSI: 50
21-22-40.119000,[R]: 50 
21-22-40.140000,[R]: 50 
21-22-40.144000,[R]: 0 
21-22-40.152000,[R]: 50 
21-22-40.169000,[R]: 0 
21-22-40.177000,[R]: 50 
21-22-40.181000,S 1 	RSSI: 50
21-22-40.194000,[R]: 0 
21-22-40.198000,S 1 	RSSI: 50
21-22-40.202000,[R]: 50 
21-22-40.220000,S 1 	RSSI: 50
21-22-40.221000,[R]: 0 
21-22-40.222000,S 1 	RSSI: 50
21-22-40.226000,[R]: 50 
21-22-40.244000,S 1 	RSSI: 50
21-22-40.247000,[R]: 50 
21-22-40.264000,S 1 	RSSI: 50
21-22-40.267000,[R]: 50 
21-22-40.285000,S 1 	RSSI: 50
21-22-40.289000,[R]: 50 
21-22-40.305000,S 1 	RSSI: 50
21-22-40.308000,[R]: 50 
21-22-40.329000,[R]: 50 
21-22-40.350000,[R]: 50 
21-22-40.370000,[R]: 50 
21-22-40.389000,[R]: 50 
21-22-40.394000,[R]: 0 
21-22-40.402000,[R]: 50 
21-22-40.419000,[R]: 0 
21-22-40.427000,[R]: 50 
21-22-40.432000,S 1 	RSSI: 50
21-22-40.445000,[R]: 0 
21-22-40.448000,S 1 	RSSI: 51
21-22-40.451000,[R]: 50 
21-22-40.469000,S 1 	RSSI: 50
21-22-40.470000,[R]: 0 
21-22-40.476000,[R]: 50 
21-22-40.494000,S 1 	RSSI: 51
21-22-40.497000,[R]: 50 
21-22-40.517000,[R]: 50 
21-22-40.537000,[R]: 50 
21-22-40.558000,[R]: 50 
21-22-40.578000,[R]: 50 
21-22-40.599000,[R]: 50 
21-22-40.620000,[R]: 50 
21-22-40.640000,[R]: 50 
21-22-40.644000,[R]: 0 
21-22-40.653000,[R]: 50 
21-22-40.669000,[R]: 0 
21-22-40.677000,[R]: 50 
21-22-40.681000,S 1 	RSSI: 50
21-22-40.692000,S 5 	RSSI: 44
21-22-40.695000,[R]: 0 
21-22-40.703000,[R]: 50 
21-22-40.713000,S 5 	RSSI: 44
21-22-40.719000,[R]: 0 
21-22-40.725000,S 3 	RSSI: 44
21-22-40.728000,[R]: 50 
21-22-40.741000,S 5 	RSSI: 44
21-22-40.745000,S 3 	RSSI: 44
21-22-40.749000,[R]: 50 
21-22-40.761000,S 5 	RSSI: 44
21-22-40.765000,S 3 	RSSI: 44
21-22-40.768000,[R]: 50 
21-22-40.769000,[R]: 0 
21-22-40.773000,S 1 	RSSI: 50
21-22-40.776000,[R]: 50 
21-22-40.781000,S 3 	RSSI: 44
21-22-40.790000,S 5 	RSSI: 44
21-22-40.794000,S 1 	RSSI: 50
21-22-40.797000,[R]: 50 
21-22-40.802000,S 3 	RSSI: 44
21-22-40.810000,S 5 	RSSI: 44
21-22-40.814000,S 1 	RSSI: 50
21-22-40.817000,[R]: 50 
21-22-40.823000,S 3 	RSSI: 44
21-22-40.838000,[R]: 50 
21-22-40.843000,S 3 	RSSI: 44
21-22-40.847000,S 1 	RSSI: 50
21-22-40.858000,[R]: 50 
21-22-40.864000,S 3 	RSSI: 44
21-22-40.873000,S 1 	RSSI: 50
21-22-40.880000,[R]: 50 
21-22-40.883000,S 3 	RSSI: 44
21-22-40.889000,S 1 	RSSI: 51
21-22-40.899000,[R]: 50 
21-22-40.909000,S 1 	RSSI: 50
21-22-40.920000,[R]: 50 
21-22-40.931000,S 1 	RSSI: 50
21-22-40.941000,[R]: 50 
21-22-40.951000,S 1 	RSSI: 50
21-22-40.963000,[R]: 50 
21-22-40.972000,S 1 	RSSI: 50
21-22-40.982000,[R]: 50 
21-22-40.992000,S 1 	RSSI: 50
21-22-40.994000,[R]: 0 
21-22-41.002000,[R]: 50 
21-22-41.012000,S 1 	RSSI: 50
21-22-41.019000,[R]: 0 
21-22-41.027000,[R]: 50 
21-22-41.044000,[R]: 0 
21-22-41.053000,[R]: 50 
21-22-41.055000,S 1 	RSSI: 50
21-22-41.069000,[R]: 0 
21-22-41.074000,S 1 	RSSI: 50
21-22-41.077000,[R]: 50 
21-22-41.095000,S 1 	RSSI: 50
21-22-41.096000,[R]: 0 
21-22-41.099000,S 1 	RSSI: 50
21-22-41.102000,[R]: 50 
21-22-41.120000,S 1 	RSSI: 50
21-22-41.121000,[R]: 0 
21-22-41.123000,S 1 	RSSI: 50
21-22-41.127000,[R]: 50 
21-22-41.146000,[R]: 50 
21-22-41.167000,[R]: 50 
21-22-41.188000,[R]: 50 
21-22-41.208000,[R]: 50 
21-22-41.228000,[R]: 50 
21-22-41.249000,[R]: 50 
21-22-41.269000,[R]: 50 
21-22-41.290000,[R]: 50 
21-22-41.294000,S 1 	RSSI: 50
21-22-41.311000,[R]: 50 
21-22-41.316000,S 1 	RSSI: 50
21-22-41.320000,[R]: 0 
21-22-41.327000,[R]: 50 
21-22-41.337000,S 1 	RSSI: 50
21-22-41.345000,[R]: 0 
21-22-41.348000,S 1 	RSSI: 50
21-22-41.352000,[R]: 50 
21-22-41.372000,[R]: 50 
21-22-41.392000,[R]: 50 
21-22-41.413000,[R]: 50 
21-22-41.433000,[R]: 50 
21-22-41.454000,[R]: 50 
21-22-41.471000,S 1 	RSSI: 51
21-22-41.474000,[R]: 50 
21-22-41.495000,[R]: 50 
21-22-41.515000,[R]: 50 
21-22-41.519000,[R]: 0 
21-22-41.524000,S 1 	RSSI: 51
21-22-41.527000,[R]: 50 
21-22-41.545000,S 1 	RSSI: 51
21-22-41.548000,[R]: 50 
21-22-41.566000,S 5 	RSSI: 44
21-22-41.569000,[R]: 50 
21-22-41.588000,S 5 	RSSI: 44
21-22-41.589000,[R]: 50 
21-22-41.607000,S 5 	RSSI: 44
21-22-41.610000,[R]: 50 
21-22-41.620000,[R]: 0 
21-22-41.626000,[R]: 50 
21-22-41.640000,S 5 	RSSI: 44
21-22-41.644000,[R]: 0 
21-22-41.651000,[R]: 50 
21-22-41.664000,S 5 	RSSI: 44
21-22-41.672000,[R]: 50 
21-22-41.689000,S 5 	RSSI: 44
21-22-41.692000,[R]: 50 
21-22-41.710000,S 5 	RSSI: 44
21-22-41.712000,[R]: 50 
21-22-41.730000,S 5 	RSSI: 44
21-22-41.733000,[R]: 50 
21-22-41.752000,S 5 	RSSI: 44
21-22-41.754000,[R]: 50 
21-22-41.772000,S 5 	RSSI: 44
21-22-41.775000,[R]: 50 
21-22-41.792000,S 5 	RSSI: 44
21-22-41.795000,[R]: 50 
21-22-41.812000,S 5 	RSSI: 44
21-22-41.815000,[R]: 50 
21-22-41.819000,[R]: 0 
21-22-41.827000,[R]: 50 
21-22-41.832000,[R]: 0 
21-22-41.840000,[R]: 50 
21-22-41.844000,[R]: 0 
21-22-41.852000,[R]: 50 
21-22-41.865000,S 5 	RSSI: 44
21-22-41.873000,[R]: 50 
21-22-41.885000,S 5 	RSSI: 44
21-22-41.893000,[R]: 50 
21-22-41.906000,S 5 	RSSI: 44
21-22-41.913000,[R]: 50 
21-22-41.926000,S 5 	RSSI: 44
21-22-41.934000,[R]: 50 
21-22-41.947000,S 5 	RSSI: 44
21-22-41.954000,[R]: 50 
21-22-41.967000,S 5 	RSSI: 44
21-22-41.974000,[R]: 50 
21-22-41.988000,S 5 	RSSI: 44
21-22-41.995000,[R]: 50 
21-22-42.009000,S 5 	RSSI: 44
21-22-42.016000,[R]: 50 
21-22-42.029000,S 5 	RSSI: 44
21-22-42.036000,[R]: 50 
21-22-42.048000,S 3 	RSSI: 44
21-22-42.059000,[R]: 50 
21-22-42.060000,S 1 	RSSI: 50
21-22-42.067000,S 3 	RSSI: 44
21-22-42.079000,[R]: 50 
21-22-42.080000,S 1 	RSSI: 50
21-22-42.087000,S 3 	RSSI: 44
21-22-42.100000,[R]: 50 
21-22-42.101000,S 1 	RSSI: 50
21-22-42.121000,[R]: 50 
21-22-42.122000,S 1 	RSSI: 50
21-22-42.141000,[R]: 50 
21-22-42.143000,S 1 	RSSI: 49
21-22-42.162000,[R]: 50 
21-22-42.163000,S 1 	RSSI: 49
21-22-42.183000,[R]: 50 
21-22-42.183000,S 1 	RSSI: 50
21-22-42.195000,[R]: 0 
21-22-42.202000,[R]: 50 
21-22-42.219000,[R]: 0 
21-22-42.228000,[R]: 50 
21-22-42.247000,S 1 	RSSI: 51
21-22-42.254000,[R]: 0 
21-22-42.255000,S 1 	RSSI: 51
21-22-42.256000,[R]: 50 
21-22-42.268000,S 1 	RSSI: 51
21-22-42.272000,[R]: 50 
21-22-42.289000,S 1 	RSSI: 51
21-22-42.292000,[R]: 50 
21-22-42.310000,S 1 	RSSI: 51
21-22-42.312000,[R]: 50 
21-22-42.330000,S 1 	RSSI: 51
21-22-42.333000,[R]: 50 
21-22-42.351000,S 1 	RSSI: 51
21-22-42.353000,[R]: 50 
21-22-42.374000,[R]: 50 
21-22-42.396000,[R]: 50 
21-22-42.415000,[R]: 50 
21-22-42.418000,[R]: 0 
21-22-42.424000,S 1 	RSSI: 51
21-22-42.427000,[R]: 50 
21-22-42.445000,S 1 	RSSI: 51
21-22-42.448000,[R]: 50 
21-22-42.465000,S 1 	RSSI: 51
21-22-42.468000,[R]: 50 
21-22-42.469000,[R]: 0 
21-22-42.474000,S 1 	RSSI: 51
21-22-42.477000,[R]: 50 
21-22-42.497000,[R]: 50 
21-22-42.517000,[R]: 50 
21-22-42.538000,[R]: 50 
21-22-42.558000,[R]: 50 
21-22-42.579000,[R]: 50 
21-22-42.599000,[R]: 50 
21-22-42.621000,[R]: 50 
21-22-42.640000,[R]: 50 
21-22-42.645000,S 1 	RSSI: 51
21-22-42.661000,[R]: 50 
21-22-42.666000,S 1 	RSSI: 51
21-22-42.668000,[R]: 0 
21-22-42.677000,[R]: 50 
21-22-42.694000,S 1 	RSSI: 51
21-22-42.695000,[R]: 0 
21-22-42.698000,S 1 	RSSI: 51
21-22-42.702000,[R]: 50 
21-22-42.719000,S 1 	RSSI: 51
21-22-42.720000,[R]: 0 
21-22-42.723000,S 1 	RSSI: 51
21-22-42.726000,[R]: 50 
21-22-42.746000,[R]: 50 
21-22-42.767000,[R]: 50 
21-22-42.787000,[R]: 50 
21-22-42.808000,[R]: 50 
21-22-42.828000,[R]: 50 
21-22-42.850000,[R]: 50 
21-22-42.851000,S 1 	RSSI: 51
21-22-42.871000,[R]: 50 
21-22-42.891000,[R]: 50 
21-22-42.895000,S 1 	RSSI: 51
21-22-42.910000,[R]: 50 
21-22-42.915000,S 1 	RSSI: 51
21-22-42.919000,[R]: 0 
21-22-42.924000,S 1 	RSSI: 51
21-22-42.927000,[R]: 50 
21-22-42.944000,S 1 	RSSI: 51
21-22-42.947000,[R]: 50 
21-22-42.968000,[R]: 50 
21-22-42.970000,[R]: 0 
21-22-42.976000,[R]: 50 
21-22-42.993000,S 1 	RSSI: 51
21-22-42.997000,[R]: 50 
21-22-43.014000,S 1 	RSSI: 51
21-22-43.017000,[R]: 50 
21-22-43.037000,[R]: 50 
