21-23-59.371000,----------------------------
21-24-07.275000,S 1 	RSSI: 51
21-24-07.278000,[R]: 2 
21-24-07.278000,[R]: 50 
21-24-07.284000,[R]: 1 
21-24-07.285000,S 1 	RSSI: 51
21-24-07.286000,[R]: 2 
21-24-07.288000,[R]: 50 
21-24-07.345000,[R]: 1 
21-24-07.346000,S 1 	RSSI: 51
21-24-07.346000,[R]: 2 
21-24-07.346000,[R]: 50 
21-24-07.347000,[R]: 1 
21-24-07.347000,S 1 	RSSI: 51
21-24-07.348000,[R]: 2 
21-24-07.348000,[R]: 50 
21-24-07.349000,[R]: 20 
21-24-07.353000,[R]: 1 
21-24-07.353000,[R]: 2 
21-24-07.354000,[R]: 50 
21-24-07.354000,[R]: 1 
21-24-07.354000,S 1 	RSSI: 51
21-24-07.355000,[R]: 2 
21-24-07.355000,[R]: 50 
21-24-07.356000,[R]: 1 
21-24-07.356000,S 1 	RSSI: 51
21-24-07.356000,[R]: 2 
21-24-07.357000,[R]: 50 
21-24-07.357000,[R]: 1 
21-24-07.358000,S 1 	RSSI: 51
21-24-07.358000,[R]: 2 
21-24-07.359000,[R]: 50 
21-24-07.359000,[R]: 1 
21-24-07.359000,S 1 	RSSI: 51
21-24-07.360000,[R]: 2 
21-24-07.360000,[R]: 50 
21-24-07.360000,[R]: 1 
21-24-07.361000,[R]: 2 
21-24-07.361000,[R]: 50 
21-24-07.369000,[R]: 20 
21-24-07.369000,[R]: 1 
21-24-07.370000,[R]: 2 
21-24-07.370000,[R]: 50 
21-24-07.370000,[R]: 1 
21-24-07.371000,S 1 	RSSI: 51
21-24-07.371000,[R]: 2 
21-24-07.371000,[R]: 50 
21-24-07.374000,[R]: 1 
21-24-07.375000,S 1 	RSSI: 51
21-24-07.378000,[R]: 2 
21-24-07.378000,[R]: 50 
21-24-07.382000,[R]: 1 
21-24-07.386000,S 1 	RSSI: 51
21-24-07.386000,[R]: 2 
21-24-07.388000,[R]: 50 
21-24-07.392000,[R]: 1 
21-24-07.395000,S 1 	RSSI: 51
21-24-07.397000,[R]: 2 
21-24-07.401000,[R]: 50 
21-24-07.402000,[R]: 1 
21-24-07.403000,[R]: 2 
21-24-07.404000,[R]: 50 
21-24-07.405000,[R]: 20 
21-24-07.408000,[R]: 1 
21-24-07.412000,[R]: 2 
21-24-07.417000,[R]: 50 
21-24-07.418000,[R]: 1 
21-24-07.420000,S 1 	RSSI: 51
21-24-07.422000,[R]: 2 
21-24-07.422000,[R]: 50 
21-24-07.424000,[R]: 1 
21-24-07.427000,S 1 	RSSI: 51
21-24-07.430000,[R]: 2 
21-24-07.433000,[R]: 50 
21-24-07.434000,[R]: 1 
21-24-07.434000,S 1 	RSSI: 51
21-24-07.436000,[R]: 2 
21-24-07.437000,[R]: 50 
21-24-07.443000,[R]: 1 
21-24-07.443000,S 1 	RSSI: 51
21-24-07.445000,[R]: 2 
21-24-07.445000,[R]: 50 
21-24-07.452000,[R]: 1 
21-24-07.453000,S 1 	RSSI: 51
21-24-07.454000,[R]: 2 
21-24-07.454000,[R]: 50 
21-24-07.455000,[R]: 20 
21-24-07.457000,[R]: 1 
21-24-07.465000,[R]: 2 
21-24-07.466000,[R]: 50 
21-24-07.467000,[R]: 1 
21-24-07.471000,[R]: 2 
21-24-07.475000,[R]: 50 
21-24-07.476000,[R]: 1 
21-24-07.489000,[R]: 20 
21-24-07.497000,[R]: 1 
21-24-07.501000,[R]: 2 
21-24-07.525000,[R]: 50 
21-24-07.532000,[R]: 1 
21-24-07.547000,[R]: 2 
21-24-07.553000,[R]: 50 
21-24-07.564000,[R]: 1 
21-24-07.616000,[R]: 2 
21-24-07.616000,[R]: 50 
21-24-07.617000,[R]: 1 
21-24-07.617000,[R]: 2 
21-24-07.617000,[R]: 50 
21-24-07.647000,S 1 	RSSI: 51
21-24-07.854000,[R]: 1 
21-24-07.855000,[R]: 2 
21-24-07.865000,[R]: 50 
21-24-07.865000,S 1 	RSSI: 51
21-24-07.865000,[R]: 1 
21-24-07.866000,[R]: 2 
21-24-07.866000,[R]: 50 
21-24-07.866000,S 1 	RSSI: 51
21-24-07.868000,[R]: 1 
21-24-07.869000,[R]: 2 
21-24-07.869000,[R]: 50 
21-24-07.869000,S 1 	RSSI: 51
21-24-07.870000,[R]: 1 
21-24-07.870000,[R]: 2 
21-24-07.870000,[R]: 50 
21-24-07.871000,S 1 	RSSI: 51
21-24-07.871000,[R]: 1 
21-24-07.871000,[R]: 20 
21-24-07.872000,[R]: 1 
21-24-07.873000,S 1 	RSSI: 51
21-24-07.873000,[R]: 2 
21-24-07.873000,[R]: 50 
21-24-07.876000,[R]: 1 
21-24-07.877000,S 1 	RSSI: 51
21-24-07.877000,[R]: 2 
21-24-07.878000,[R]: 50 
21-24-07.878000,[R]: 1 
21-24-07.879000,S 1 	RSSI: 51
21-24-07.879000,[R]: 2 
21-24-07.886000,[R]: 50 
21-24-07.887000,[R]: 1 
21-24-07.887000,S 1 	RSSI: 51
21-24-07.887000,[R]: 2 
21-24-07.888000,[R]: 50 
21-24-07.888000,S 1 	RSSI: 51
21-24-07.889000,[R]: 1 
21-24-07.889000,[R]: 2 
21-24-07.890000,[R]: 50 
21-24-07.890000,S 1 	RSSI: 51
21-24-07.891000,[R]: 1 
21-24-07.893000,[R]: 2 
21-24-07.900000,[R]: 50 
21-24-07.901000,S 1 	RSSI: 52
21-24-07.902000,[R]: 1 
21-24-07.902000,[R]: 2 
21-24-07.903000,[R]: 50 
21-24-07.903000,S 1 	RSSI: 51
21-24-07.904000,[R]: 1 
21-24-07.904000,[R]: 2 
21-24-07.905000,[R]: 50 
21-24-07.905000,S 1 	RSSI: 51
21-24-07.907000,[R]: 1 
21-24-07.908000,[R]: 2 
21-24-07.908000,[R]: 50 
21-24-07.910000,S 1 	RSSI: 51
21-24-07.910000,[R]: 1 
21-24-07.911000,[R]: 2 
21-24-07.912000,[R]: 50 
21-24-07.914000,S 1 	RSSI: 51
21-24-07.914000,[R]: 1 
21-24-07.925000,[R]: 2 
21-24-07.926000,[R]: 50 
21-24-07.927000,S 1 	RSSI: 51
21-24-07.928000,[R]: 1 
21-24-07.928000,[R]: 2 
21-24-07.929000,[R]: 50 
21-24-07.930000,S 1 	RSSI: 51
21-24-07.931000,[R]: 1 
21-24-07.933000,[R]: 2 
21-24-07.933000,[R]: 50 
21-24-07.934000,S 1 	RSSI: 51
21-24-07.936000,[R]: 1 
21-24-07.936000,[R]: 2 
21-24-07.937000,[R]: 50 
21-24-07.937000,S 1 	RSSI: 51
21-24-07.938000,[R]: 1 
21-24-07.938000,[R]: 20 
21-24-07.938000,[R]: 1 
21-24-07.939000,S 1 	RSSI: 51
21-24-07.939000,[R]: 2 
21-24-07.944000,[R]: 50 
21-24-07.948000,[R]: 1 
21-24-07.949000,S 1 	RSSI: 51
21-24-07.949000,[R]: 2 
21-24-07.952000,[R]: 50 
21-24-07.952000,[R]: 1 
21-24-07.953000,S 1 	RSSI: 51
21-24-07.954000,[R]: 2 
21-24-07.956000,[R]: 50 
21-24-07.959000,[R]: 1 
21-24-07.959000,S 1 	RSSI: 52
21-24-07.961000,[R]: 2 
21-24-07.961000,[R]: 50 
21-24-07.963000,[R]: 1 
21-24-07.964000,S 1 	RSSI: 51
21-24-07.964000,[R]: 2 
21-24-07.965000,[R]: 50 
21-24-07.965000,[R]: 1 
21-24-07.966000,S 1 	RSSI: 51
21-24-07.967000,[R]: 2 
21-24-07.967000,[R]: 50 
21-24-07.969000,[R]: 20 
21-24-07.969000,[R]: 1 
21-24-07.972000,S 1 	RSSI: 51
21-24-07.974000,[R]: 2 
21-24-07.975000,[R]: 50 
21-24-07.982000,[R]: 1 
21-24-07.983000,S 1 	RSSI: 51
21-24-07.983000,[R]: 2 
21-24-07.987000,[R]: 50 
21-24-07.987000,[R]: 1 
21-24-07.987000,S 1 	RSSI: 51
21-24-07.988000,[R]: 2 
21-24-07.988000,[R]: 50 
21-24-07.988000,[R]: 1 
21-24-07.989000,[R]: 2 
21-24-07.989000,[R]: 50 
21-24-07.991000,[R]: 1 
21-24-07.992000,S 1 	RSSI: 51
21-24-07.992000,[R]: 2 
21-24-07.993000,[R]: 50 
21-24-07.994000,[R]: 1 
21-24-07.994000,S 1 	RSSI: 51
21-24-07.994000,[R]: 2 
21-24-07.995000,[R]: 50 
21-24-07.996000,[R]: 20 
21-24-07.997000,[R]: 1 
21-24-07.998000,S 1 	RSSI: 51
21-24-07.998000,[R]: 2 
21-24-07.999000,[R]: 50 
21-24-07.999000,[R]: 1 
21-24-08.004000,S 1 	RSSI: 51
21-24-08.005000,[R]: 2 
21-24-08.005000,[R]: 50 
21-24-08.009000,[R]: 1 
21-24-08.009000,S 1 	RSSI: 51
21-24-08.010000,[R]: 2 
21-24-08.011000,[R]: 50 
21-24-08.015000,[R]: 1 
21-24-08.016000,S 1 	RSSI: 51
21-24-08.016000,[R]: 2 
21-24-08.018000,[R]: 50 
21-24-08.020000,[R]: 1 
21-24-08.021000,S 1 	RSSI: 51
21-24-08.021000,[R]: 2 
21-24-08.033000,[R]: 50 
21-24-08.033000,[R]: 1 
21-24-08.034000,S 1 	RSSI: 51
21-24-08.034000,[R]: 2 
21-24-08.034000,[R]: 50 
21-24-08.036000,[R]: 20 
21-24-08.036000,[R]: 1 
21-24-08.037000,S 1 	RSSI: 51
21-24-08.037000,[R]: 2 
21-24-08.038000,[R]: 50 
21-24-08.038000,[R]: 1 
21-24-08.039000,S 1 	RSSI: 51
21-24-08.041000,[R]: 2 
21-24-08.042000,[R]: 50 
21-24-08.042000,[R]: 1 
21-24-08.043000,S 1 	RSSI: 51
21-24-08.057000,[R]: 2 
21-24-08.059000,[R]: 50 
21-24-08.060000,[R]: 1 
21-24-08.061000,S 1 	RSSI: 51
21-24-08.062000,[R]: 2 
21-24-08.073000,[R]: 50 
21-24-08.078000,S 1 	RSSI: 51
21-24-08.086000,[R]: 1 
21-24-08.090000,[R]: 2 
21-24-08.094000,[R]: 50 
21-24-08.105000,S 1 	RSSI: 51
21-24-08.106000,[R]: 1 
21-24-08.106000,[R]: 2 
21-24-08.106000,[R]: 50 
21-24-08.107000,S 1 	RSSI: 51
21-24-08.107000,[R]: 1 
21-24-08.108000,[R]: 2 
21-24-08.112000,[R]: 50 
21-24-08.116000,S 1 	RSSI: 51
21-24-08.117000,[R]: 1 
21-24-08.118000,[R]: 2 
21-24-08.119000,[R]: 50 
21-24-08.120000,S 1 	RSSI: 51
21-24-08.120000,[R]: 1 
21-24-08.121000,[R]: 20 
21-24-08.121000,[R]: 1 
21-24-08.122000,S 1 	RSSI: 51
21-24-08.122000,[R]: 2 
21-24-08.123000,[R]: 50 
21-24-08.123000,[R]: 1 
21-24-08.124000,S 1 	RSSI: 51
21-24-08.124000,[R]: 2 
21-24-08.125000,[R]: 50 
21-24-08.127000,[R]: 1 
21-24-08.127000,S 1 	RSSI: 51
21-24-08.128000,[R]: 2 
21-24-08.129000,[R]: 50 
21-24-08.129000,[R]: 1 
21-24-08.130000,S 1 	RSSI: 51
21-24-08.134000,[R]: 2 
21-24-08.135000,[R]: 50 
21-24-08.136000,[R]: 1 
21-24-08.137000,S 1 	RSSI: 51
21-24-08.137000,[R]: 2 
21-24-08.139000,[R]: 50 
21-24-08.139000,[R]: 1 
21-24-08.140000,[R]: 2 
21-24-08.140000,[R]: 50 
21-24-08.141000,[R]: 20 
21-24-08.141000,[R]: 1 
21-24-08.144000,S 1 	RSSI: 52
21-24-08.155000,[R]: 2 
21-24-08.166000,[R]: 50 
21-24-08.169000,[R]: 1 
21-24-08.177000,S 1 	RSSI: 52
21-24-08.178000,[R]: 2 
21-24-08.180000,[R]: 50 
21-24-08.181000,[R]: 1 
21-24-08.181000,S 1 	RSSI: 51
21-24-08.182000,[R]: 2 
21-24-08.183000,[R]: 50 
21-24-08.187000,[R]: 1 
21-24-08.188000,S 1 	RSSI: 51
21-24-08.188000,[R]: 2 
21-24-08.189000,[R]: 50 
21-24-08.190000,S 1 	RSSI: 51
21-24-08.190000,[R]: 1 
21-24-08.190000,[R]: 2 
21-24-08.191000,[R]: 50 
21-24-08.191000,S 1 	RSSI: 51
21-24-08.192000,[R]: 1 
21-24-08.192000,[R]: 2 
21-24-08.193000,[R]: 50 
21-24-08.193000,S 1 	RSSI: 51
21-24-08.194000,[R]: 1 
21-24-08.207000,[R]: 2 
21-24-08.208000,[R]: 50 
21-24-08.209000,S 1 	RSSI: 51
21-24-08.209000,[R]: 1 
21-24-08.210000,[R]: 2 
21-24-08.211000,[R]: 50 
21-24-08.211000,S 1 	RSSI: 51
21-24-08.212000,[R]: 1 
21-24-08.213000,[R]: 20 
21-24-08.216000,[R]: 1 
21-24-08.216000,S 1 	RSSI: 51
21-24-08.217000,[R]: 2 
21-24-08.217000,[R]: 50 
21-24-08.218000,[R]: 1 
21-24-08.219000,S 1 	RSSI: 51
21-24-08.220000,[R]: 2 
21-24-08.221000,[R]: 50 
21-24-08.222000,[R]: 1 
21-24-08.223000,S 1 	RSSI: 51
21-24-08.226000,[R]: 2 
21-24-08.226000,[R]: 50 
21-24-08.229000,[R]: 1 
21-24-08.230000,S 1 	RSSI: 51
21-24-08.231000,[R]: 2 
21-24-08.231000,[R]: 50 
21-24-08.232000,[R]: 1 
21-24-08.232000,S 1 	RSSI: 51
21-24-08.233000,[R]: 2 
21-24-08.233000,[R]: 50 
21-24-08.234000,[R]: 1 
21-24-08.235000,S 1 	RSSI: 51
21-24-08.238000,[R]: 2 
21-24-08.238000,[R]: 50 
21-24-08.239000,[R]: 1 
21-24-08.239000,S 1 	RSSI: 51
21-24-08.240000,[R]: 2 
21-24-08.240000,[R]: 50 
21-24-08.241000,[R]: 1 
21-24-08.242000,S 1 	RSSI: 51
21-24-08.242000,[R]: 2 
21-24-08.243000,[R]: 50 
21-24-08.243000,[R]: 1 
21-24-08.244000,S 1 	RSSI: 51
21-24-08.244000,[R]: 2 
21-24-08.245000,[R]: 50 
21-24-08.245000,[R]: 1 
21-24-08.249000,S 1 	RSSI: 51
21-24-08.252000,[R]: 2 
21-24-08.252000,[R]: 50 
21-24-08.253000,[R]: 1 
21-24-08.253000,S 1 	RSSI: 51
21-24-08.254000,[R]: 2 
21-24-08.254000,[R]: 50 
21-24-08.255000,[R]: 1 
21-24-08.255000,S 1 	RSSI: 51
21-24-08.256000,[R]: 2 
21-24-08.256000,[R]: 50 
21-24-08.261000,[R]: 20 
21-24-08.262000,[R]: 1 
21-24-08.263000,S 1 	RSSI: 51
21-24-08.264000,[R]: 2 
21-24-08.264000,[R]: 50 
21-24-08.265000,[R]: 1 
21-24-08.265000,S 1 	RSSI: 51
21-24-08.266000,[R]: 2 
21-24-08.267000,[R]: 50 
21-24-08.267000,[R]: 1 
21-24-08.268000,S 1 	RSSI: 51
21-24-08.269000,[R]: 2 
21-24-08.269000,[R]: 50 
21-24-08.275000,[R]: 1 
21-24-08.276000,S 1 	RSSI: 51
21-24-08.277000,[R]: 2 
21-24-08.277000,[R]: 50 
21-24-08.278000,[R]: 1 
21-24-08.278000,S 1 	RSSI: 51
21-24-08.279000,[R]: 2 
21-24-08.280000,[R]: 50 
21-24-08.281000,[R]: 1 
21-24-08.281000,S 1 	RSSI: 51
21-24-08.282000,[R]: 2 
21-24-08.288000,[R]: 50 
21-24-08.290000,[R]: 20 
21-24-08.291000,[R]: 1 
21-24-08.291000,S 1 	RSSI: 51
21-24-08.292000,[R]: 2 
21-24-08.293000,[R]: 50 
21-24-08.293000,[R]: 1 
21-24-08.294000,S 1 	RSSI: 51
21-24-08.295000,[R]: 2 
21-24-08.296000,[R]: 50 
21-24-08.304000,[R]: 1 
21-24-08.306000,S 1 	RSSI: 51
21-24-08.307000,[R]: 2 
21-24-08.308000,[R]: 50 
21-24-08.310000,[R]: 1 
21-24-08.313000,S 1 	RSSI: 51
21-24-08.317000,[R]: 2 
21-24-08.323000,[R]: 50 
21-24-08.324000,[R]: 1 
21-24-08.324000,S 1 	RSSI: 51
21-24-08.327000,[R]: 2 
21-24-08.334000,[R]: 50 
21-24-08.336000,[R]: 1 
21-24-08.336000,S 1 	RSSI: 51
21-24-08.337000,[R]: 2 
21-24-08.337000,[R]: 50 
21-24-08.339000,[R]: 20 
21-24-08.339000,[R]: 1 
21-24-08.339000,S 1 	RSSI: 52
21-24-08.340000,[R]: 2 
21-24-08.340000,[R]: 50 
21-24-08.341000,[R]: 1 
21-24-08.341000,S 1 	RSSI: 51
21-24-08.342000,[R]: 2 
21-24-08.342000,[R]: 50 
21-24-08.343000,[R]: 1 
21-24-08.343000,S 1 	RSSI: 51
21-24-08.343000,[R]: 2 
21-24-08.347000,[R]: 50 
21-24-08.349000,[R]: 1 
21-24-08.349000,S 1 	RSSI: 51
21-24-08.350000,[R]: 2 
21-24-08.354000,[R]: 50 
21-24-08.359000,[R]: 1 
21-24-08.360000,S 1 	RSSI: 51
21-24-08.361000,[R]: 2 
21-24-08.362000,[R]: 50 
21-24-08.363000,[R]: 1 
21-24-08.363000,S 1 	RSSI: 51
21-24-08.364000,[R]: 2 
21-24-08.366000,[R]: 50 
21-24-08.370000,[R]: 20 
21-24-08.371000,[R]: 1 
21-24-08.371000,S 1 	RSSI: 51
21-24-08.372000,[R]: 2 
21-24-08.373000,[R]: 50 
21-24-08.374000,[R]: 1 
21-24-08.374000,S 1 	RSSI: 51
21-24-08.375000,[R]: 2 
21-24-08.376000,[R]: 50 
21-24-08.382000,[R]: 1 
21-24-08.384000,S 1 	RSSI: 51
21-24-08.384000,[R]: 2 
21-24-08.385000,[R]: 50 
21-24-08.386000,[R]: 1 
21-24-08.387000,S 1 	RSSI: 51
21-24-08.387000,[R]: 2 
21-24-08.388000,[R]: 50 
21-24-08.389000,[R]: 1 
21-24-08.390000,S 1 	RSSI: 51
21-24-08.394000,[R]: 2 
21-24-08.394000,[R]: 50 
21-24-08.398000,[R]: 1 
21-24-08.398000,S 1 	RSSI: 51
21-24-08.398000,[R]: 2 
21-24-08.399000,[R]: 50 
21-24-08.401000,[R]: 20 
21-24-08.402000,[R]: 1 
21-24-08.405000,S 1 	RSSI: 52
21-24-08.410000,[R]: 2 
21-24-08.411000,[R]: 50 
21-24-08.411000,[R]: 1 
21-24-08.414000,S 1 	RSSI: 51
21-24-08.414000,[R]: 2 
21-24-08.415000,[R]: 50 
21-24-08.415000,[R]: 1 
21-24-08.416000,S 1 	RSSI: 51
21-24-08.417000,[R]: 2 
21-24-08.419000,[R]: 50 
21-24-08.420000,[R]: 1 
21-24-08.420000,S 1 	RSSI: 52
21-24-08.426000,[R]: 2 
21-24-08.427000,[R]: 50 
21-24-08.427000,[R]: 1 
21-24-08.428000,S 1 	RSSI: 51
21-24-08.428000,[R]: 2 
21-24-08.429000,[R]: 50 
21-24-08.430000,[R]: 1 
21-24-08.431000,S 1 	RSSI: 51
21-24-08.432000,[R]: 2 
21-24-08.469000,[R]: 50 
21-24-08.472000,[R]: 20 
21-24-08.473000,[R]: 1 
21-24-08.473000,S 1 	RSSI: 51
21-24-08.474000,[R]: 2 
21-24-08.474000,[R]: 50 
21-24-08.474000,[R]: 1 
21-24-08.475000,S 1 	RSSI: 51
21-24-08.475000,[R]: 2 
21-24-08.476000,[R]: 50 
21-24-08.477000,[R]: 1 
21-24-08.477000,S 1 	RSSI: 51
21-24-08.478000,[R]: 2 
21-24-08.478000,[R]: 50 
21-24-08.481000,[R]: 1 
21-24-08.482000,S 1 	RSSI: 51
21-24-08.483000,[R]: 2 
21-24-08.483000,[R]: 50 
21-24-08.483000,[R]: 1 
21-24-08.484000,S 1 	RSSI: 51
21-24-08.484000,[R]: 2 
21-24-08.486000,[R]: 50 
21-24-08.489000,[R]: 1 
21-24-08.489000,S 1 	RSSI: 51
21-24-08.490000,[R]: 2 
21-24-08.492000,[R]: 50 
21-24-08.492000,[R]: 20 
21-24-08.493000,[R]: 1 
21-24-08.493000,S 1 	RSSI: 51
21-24-08.494000,[R]: 2 
21-24-08.494000,[R]: 50 
21-24-08.496000,[R]: 1 
21-24-08.497000,S 1 	RSSI: 51
21-24-08.497000,[R]: 2 
21-24-08.498000,[R]: 50 
21-24-08.499000,[R]: 1 
21-24-08.499000,S 1 	RSSI: 51
21-24-08.502000,[R]: 2 
21-24-08.503000,[R]: 50 
21-24-08.503000,[R]: 1 
21-24-08.504000,S 1 	RSSI: 51
21-24-08.505000,[R]: 2 
21-24-08.507000,[R]: 50 
21-24-08.507000,[R]: 1 
21-24-08.510000,S 1 	RSSI: 51
21-24-08.510000,[R]: 2 
21-24-08.513000,[R]: 50 
21-24-08.513000,[R]: 1 
21-24-08.514000,S 1 	RSSI: 51
21-24-08.515000,[R]: 2 
21-24-08.515000,[R]: 50 
21-24-08.516000,[R]: 20 
21-24-08.517000,[R]: 1 
21-24-08.527000,S 1 	RSSI: 51
21-24-08.556000,[R]: 2 
21-24-08.559000,[R]: 50 
21-24-08.568000,[R]: 1 
21-24-08.569000,S 1 	RSSI: 51
21-24-08.570000,[R]: 2 
21-24-08.570000,[R]: 50 
21-24-08.584000,[R]: 1 
21-24-08.585000,S 1 	RSSI: 51
21-24-08.586000,[R]: 2 
21-24-08.587000,[R]: 50 
21-24-08.588000,[R]: 1 
21-24-08.590000,S 1 	RSSI: 51
21-24-08.591000,[R]: 2 
21-24-08.592000,[R]: 50 
21-24-08.592000,[R]: 1 
21-24-08.593000,S 1 	RSSI: 51
21-24-08.594000,[R]: 2 
21-24-08.594000,[R]: 50 
21-24-08.599000,[R]: 1 
21-24-08.602000,S 1 	RSSI: 51
21-24-08.603000,[R]: 2 
21-24-08.604000,[R]: 50 
21-24-08.604000,[R]: 20 
21-24-08.605000,[R]: 1 
21-24-08.606000,S 1 	RSSI: 51
21-24-08.606000,[R]: 2 
21-24-08.606000,[R]: 50 
21-24-08.608000,[R]: 1 
21-24-08.610000,S 1 	RSSI: 51
21-24-08.615000,[R]: 2 
21-24-08.616000,[R]: 50 
21-24-08.618000,[R]: 1 
21-24-08.620000,S 1 	RSSI: 51
21-24-08.621000,[R]: 2 
21-24-08.622000,[R]: 50 
21-24-08.623000,[R]: 1 
21-24-08.623000,S 1 	RSSI: 51
21-24-08.624000,[R]: 2 
21-24-08.625000,[R]: 50 
21-24-08.626000,S 1 	RSSI: 51
21-24-08.626000,[R]: 1 
21-24-08.632000,[R]: 2 
21-24-08.632000,[R]: 50 
21-24-08.634000,S 1 	RSSI: 51
21-24-08.635000,[R]: 1 
21-24-08.636000,[R]: 2 
21-24-08.636000,[R]: 50 
21-24-08.637000,S 1 	RSSI: 51
21-24-08.638000,[R]: 1 
21-24-08.638000,[R]: 2 
21-24-08.640000,[R]: 50 
21-24-08.640000,S 1 	RSSI: 51
21-24-08.641000,[R]: 1 
21-24-08.642000,[R]: 2 
21-24-08.642000,[R]: 50 
21-24-08.643000,S 1 	RSSI: 51
21-24-08.643000,[R]: 1 
21-24-08.647000,[R]: 20 
21-24-08.648000,[R]: 1 
21-24-08.655000,S 1 	RSSI: 51
21-24-08.655000,[R]: 2 
21-24-08.656000,[R]: 50 
21-24-08.656000,[R]: 1 
21-24-08.657000,S 1 	RSSI: 51
21-24-08.658000,[R]: 2 
21-24-08.658000,[R]: 50 
21-24-08.658000,[R]: 1 
21-24-08.659000,S 1 	RSSI: 51
21-24-08.659000,[R]: 2 
21-24-08.660000,[R]: 50 
21-24-08.660000,[R]: 1 
21-24-08.661000,S 1 	RSSI: 51
21-24-08.662000,[R]: 2 
21-24-08.662000,[R]: 50 
21-24-08.663000,[R]: 1 
21-24-08.664000,S 1 	RSSI: 51
21-24-08.664000,[R]: 2 
21-24-08.665000,[R]: 50 
21-24-08.672000,[R]: 1 
21-24-08.673000,S 1 	RSSI: 51
21-24-08.673000,[R]: 2 
21-24-08.676000,[R]: 50 
21-24-08.677000,[R]: 1 
21-24-08.677000,S 1 	RSSI: 51
21-24-08.678000,[R]: 2 
21-24-08.679000,[R]: 50 
21-24-08.682000,[R]: 1 
21-24-08.683000,S 1 	RSSI: 51
21-24-08.683000,[R]: 2 
21-24-08.684000,[R]: 50 
21-24-08.684000,[R]: 1 
21-24-08.685000,S 1 	RSSI: 51
21-24-08.685000,[R]: 2 
21-24-08.685000,[R]: 50 
21-24-08.686000,[R]: 1 
21-24-08.686000,[R]: 2 
21-24-08.687000,[R]: 50 
21-24-08.687000,[R]: 1 
21-24-08.688000,S 1 	RSSI: 51
21-24-08.688000,[R]: 2 
21-24-08.689000,[R]: 50 
21-24-08.690000,[R]: 1 
21-24-08.693000,S 1 	RSSI: 51
21-24-08.694000,[R]: 2 
21-24-08.694000,[R]: 50 
21-24-08.698000,[R]: 20 
21-24-08.698000,[R]: 1 
21-24-08.699000,S 1 	RSSI: 51
21-24-08.700000,[R]: 2 
21-24-08.700000,[R]: 50 
21-24-08.701000,[R]: 1 
21-24-08.701000,S 1 	RSSI: 51
21-24-08.706000,[R]: 2 
21-24-08.707000,[R]: 50 
21-24-08.707000,[R]: 1 
21-24-08.708000,S 1 	RSSI: 51
21-24-08.709000,[R]: 2 
21-24-08.709000,[R]: 50 
