20-01-50.037000,-------------------------------- 
20-02-11.065000,[R]: 2 
20-02-11.071000,[R]: 50 
20-02-11.071000,[R]: 20 
20-02-11.072000,[R]: 1 
20-02-11.072000,S 1 	RSSI: 47
20-02-11.073000,[R]: 2 
20-02-11.073000,[R]: 50 
20-02-11.076000,[R]: 1 
20-02-11.079000,S 1 	RSSI: 47
20-02-11.083000,[R]: 2 
20-02-11.083000,[R]: 50 
20-02-11.085000,[R]: 1 
20-02-11.087000,S 1 	RSSI: 47
20-02-11.090000,[R]: 2 
20-02-11.091000,[R]: 50 
20-02-11.093000,[R]: 1 
20-02-11.097000,S 1 	RSSI: 47
20-02-11.098000,[R]: 2 
20-02-11.099000,[R]: 50 
20-02-11.101000,[R]: 1 
20-02-11.103000,S 1 	RSSI: 47
20-02-11.107000,[R]: 2 
20-02-11.107000,[R]: 50 
20-02-11.110000,[R]: 1 
20-02-11.114000,S 1 	RSSI: 47
20-02-11.116000,[R]: 2 
20-02-11.116000,[R]: 50 
20-02-11.117000,[R]: 20 
20-02-11.118000,[R]: 1 
20-02-11.120000,S 1 	RSSI: 47
20-02-11.123000,[R]: 2 
20-02-11.123000,[R]: 50 
20-02-11.126000,[R]: 1 
20-02-11.129000,S 1 	RSSI: 48
20-02-11.133000,[R]: 2 
20-02-11.133000,[R]: 50 
20-02-11.135000,[R]: 1 
20-02-11.137000,S 1 	RSSI: 47
20-02-11.140000,[R]: 2 
20-02-11.145000,[R]: 50 
20-02-11.145000,[R]: 1 
20-02-11.146000,S 1 	RSSI: 47
20-02-11.148000,[R]: 2 
20-02-11.149000,[R]: 50 
20-02-11.152000,[R]: 1 
20-02-11.154000,S 1 	RSSI: 47
20-02-11.157000,[R]: 2 
20-02-11.157000,[R]: 50 
20-02-11.160000,[R]: 1 
20-02-11.162000,S 1 	RSSI: 47
20-02-11.166000,[R]: 2 
20-02-11.167000,[R]: 50 
20-02-11.167000,[R]: 20 
20-02-11.168000,[R]: 1 
20-02-11.171000,S 1 	RSSI: 47
20-02-11.173000,[R]: 2 
20-02-11.173000,[R]: 50 
20-02-11.177000,[R]: 1 
20-02-11.179000,S 1 	RSSI: 47
20-02-11.182000,[R]: 2 
20-02-11.183000,[R]: 50 
20-02-11.185000,[R]: 1 
20-02-11.187000,S 1 	RSSI: 47
20-02-11.190000,[R]: 2 
20-02-11.191000,[R]: 50 
20-02-11.194000,[R]: 1 
20-02-11.196000,S 1 	RSSI: 47
20-02-11.198000,[R]: 2 
20-02-11.199000,[R]: 50 
20-02-11.202000,[R]: 1 
20-02-11.204000,S 1 	RSSI: 47
20-02-11.207000,[R]: 2 
20-02-11.209000,[R]: 50 
20-02-11.211000,[R]: 1 
20-02-11.212000,S 1 	RSSI: 47
20-02-11.216000,[R]: 2 
20-02-11.217000,[R]: 50 
20-02-11.217000,[R]: 20 
20-02-11.218000,[R]: 1 
20-02-11.220000,S 1 	RSSI: 47
20-02-11.223000,[R]: 2 
20-02-11.226000,[R]: 50 
20-02-11.227000,[R]: 1 
20-02-11.231000,[R]: 2 
20-02-11.232000,[R]: 50 
20-02-11.235000,[R]: 1 
20-02-11.239000,S 1 	RSSI: 47
20-02-11.240000,[R]: 2 
20-02-11.242000,[R]: 50 
20-02-11.244000,[R]: 1 
20-02-11.246000,S 1 	RSSI: 47
20-02-11.248000,[R]: 2 
20-02-11.249000,[R]: 50 
20-02-11.252000,[R]: 1 
20-02-11.254000,S 1 	RSSI: 47
20-02-11.257000,[R]: 2 
20-02-11.258000,[R]: 50 
20-02-11.261000,[R]: 1 
20-02-11.262000,S 1 	RSSI: 47
20-02-11.266000,[R]: 2 
20-02-11.267000,[R]: 50 
20-02-11.268000,[R]: 20 
20-02-11.268000,[R]: 1 
20-02-11.270000,S 1 	RSSI: 47
20-02-11.280000,[R]: 2 
20-02-11.281000,[R]: 50 
20-02-11.282000,[R]: 1 
20-02-11.283000,S 1 	RSSI: 47
20-02-11.283000,[R]: 2 
20-02-11.284000,[R]: 50 
20-02-11.286000,[R]: 1 
20-02-11.289000,S 1 	RSSI: 47
20-02-11.290000,[R]: 2 
20-02-11.291000,[R]: 50 
20-02-11.294000,[R]: 1 
20-02-11.296000,S 1 	RSSI: 47
20-02-11.299000,[R]: 2 
20-02-11.300000,[R]: 50 
20-02-11.302000,[R]: 1 
20-02-11.304000,S 1 	RSSI: 47
20-02-11.307000,[R]: 2 
20-02-11.308000,[R]: 50 
20-02-11.310000,[R]: 1 
20-02-11.312000,S 1 	RSSI: 47
20-02-11.317000,[R]: 2 
20-02-11.319000,[R]: 50 
20-02-11.320000,[R]: 20 
20-02-11.320000,[R]: 1 
20-02-11.321000,S 1 	RSSI: 47
20-02-11.323000,[R]: 2 
20-02-11.325000,[R]: 50 
20-02-11.327000,[R]: 1 
20-02-11.329000,S 1 	RSSI: 47
20-02-11.332000,[R]: 2 
20-02-11.333000,[R]: 50 
20-02-11.334000,[R]: 1 
20-02-11.339000,[R]: 2 
20-02-11.340000,[R]: 50 
20-02-11.343000,[R]: 1 
20-02-11.345000,S 1 	RSSI: 47
20-02-11.351000,[R]: 2 
20-02-11.351000,[R]: 50 
20-02-11.352000,[R]: 1 
20-02-11.353000,S 1 	RSSI: 47
20-02-11.356000,[R]: 2 
20-02-11.357000,[R]: 50 
20-02-11.360000,[R]: 1 
20-02-11.364000,S 1 	RSSI: 47
20-02-11.365000,[R]: 2 
20-02-11.366000,[R]: 50 
20-02-11.367000,[R]: 20 
20-02-11.367000,[R]: 1 
20-02-11.369000,S 1 	RSSI: 47
20-02-11.372000,[R]: 2 
20-02-11.374000,[R]: 50 
20-02-11.376000,[R]: 1 
20-02-11.379000,S 1 	RSSI: 47
20-02-11.381000,[R]: 2 
20-02-11.384000,[R]: 50 
20-02-11.385000,[R]: 1 
20-02-11.387000,S 1 	RSSI: 47
20-02-11.389000,[R]: 2 
20-02-11.390000,[R]: 50 
20-02-11.393000,[R]: 1 
20-02-11.395000,S 1 	RSSI: 47
20-02-11.397000,[R]: 2 
20-02-11.398000,[R]: 50 
20-02-11.401000,[R]: 1 
20-02-11.403000,S 1 	RSSI: 47
20-02-11.406000,[R]: 2 
20-02-11.407000,[R]: 50 
20-02-11.411000,[R]: 1 
20-02-11.412000,S 1 	RSSI: 48
20-02-11.415000,[R]: 2 
20-02-11.416000,[R]: 50 
20-02-11.417000,[R]: 20 
20-02-11.418000,[R]: 1 
20-02-11.420000,S 1 	RSSI: 47
20-02-11.422000,[R]: 2 
20-02-11.424000,[R]: 50 
20-02-11.426000,[R]: 1 
20-02-11.429000,S 1 	RSSI: 47
20-02-11.432000,[R]: 2 
20-02-11.432000,[R]: 50 
20-02-11.435000,[R]: 1 
20-02-11.437000,S 1 	RSSI: 47
20-02-11.440000,[R]: 2 
20-02-11.445000,[R]: 50 
20-02-11.446000,[R]: 1 
20-02-11.446000,S 1 	RSSI: 47
20-02-11.448000,[R]: 2 
20-02-11.448000,[R]: 50 
20-02-11.451000,[R]: 1 
20-02-11.453000,S 1 	RSSI: 47
20-02-11.456000,[R]: 2 
20-02-11.457000,[R]: 50 
20-02-11.459000,[R]: 1 
20-02-11.462000,S 1 	RSSI: 47
20-02-11.465000,[R]: 2 
20-02-11.468000,[R]: 50 
20-02-11.468000,[R]: 20 
20-02-11.469000,[R]: 1 
20-02-11.470000,S 1 	RSSI: 47
20-02-11.473000,[R]: 2 
20-02-11.478000,[R]: 50 
20-02-11.478000,[R]: 1 
20-02-11.482000,S 1 	RSSI: 47
20-02-11.482000,[R]: 2 
20-02-11.483000,[R]: 50 
20-02-11.485000,[R]: 1 
20-02-11.488000,S 1 	RSSI: 47
20-02-11.490000,[R]: 2 
20-02-11.492000,[R]: 50 
20-02-11.493000,[R]: 1 
20-02-11.496000,S 1 	RSSI: 47
20-02-11.498000,[R]: 2 
20-02-11.499000,[R]: 50 
20-02-11.502000,[R]: 1 
20-02-11.504000,S 1 	RSSI: 47
20-02-11.507000,[R]: 2 
20-02-11.508000,[R]: 50 
20-02-11.510000,[R]: 1 
20-02-11.513000,S 1 	RSSI: 48
20-02-11.516000,[R]: 2 
20-02-11.519000,[R]: 50 
20-02-11.521000,[R]: 20 
20-02-11.521000,[R]: 1 
20-02-11.522000,S 1 	RSSI: 47
20-02-11.523000,[R]: 2 
20-02-11.523000,[R]: 50 
20-02-11.526000,[R]: 1 
20-02-11.529000,S 1 	RSSI: 47
20-02-11.532000,[R]: 2 
20-02-11.532000,[R]: 50 
20-02-11.535000,[R]: 1 
20-02-11.540000,S 1 	RSSI: 48
20-02-11.541000,[R]: 2 
20-02-11.542000,[R]: 50 
20-02-11.543000,[R]: 1 
20-02-11.545000,S 1 	RSSI: 47
20-02-11.548000,[R]: 2 
20-02-11.552000,[R]: 50 
20-02-11.553000,[R]: 1 
20-02-11.554000,S 1 	RSSI: 47
20-02-11.557000,[R]: 2 
20-02-11.558000,[R]: 50 
20-02-11.560000,[R]: 1 
20-02-11.569000,S 1 	RSSI: 47
20-02-11.570000,S 1 	RSSI: 47
20-02-11.570000,[R]: 2 
20-02-11.571000,[R]: 50 
20-02-11.571000,[R]: 20 
20-02-11.572000,[R]: 1 
20-02-11.572000,S 1 	RSSI: 47
20-02-11.573000,[R]: 2 
20-02-11.573000,[R]: 50 
20-02-11.576000,[R]: 1 
20-02-11.581000,S 1 	RSSI: 47
20-02-11.582000,[R]: 2 
20-02-11.582000,[R]: 50 
20-02-11.585000,[R]: 1 
20-02-11.587000,S 1 	RSSI: 47
20-02-11.591000,[R]: 2 
20-02-11.592000,[R]: 50 
20-02-11.593000,[R]: 1 
20-02-11.596000,S 1 	RSSI: 47
20-02-11.598000,[R]: 2 
20-02-11.603000,[R]: 50 
20-02-11.604000,[R]: 1 
20-02-11.604000,S 1 	RSSI: 47
20-02-11.607000,[R]: 2 
20-02-11.608000,[R]: 50 
20-02-11.612000,[R]: 1 
20-02-11.614000,S 1 	RSSI: 47
20-02-11.616000,[R]: 2 
20-02-11.617000,[R]: 50 
20-02-11.618000,[R]: 20 
20-02-11.618000,[R]: 1 
20-02-11.620000,S 1 	RSSI: 47
20-02-11.623000,[R]: 2 
20-02-11.624000,[R]: 50 
20-02-11.626000,[R]: 1 
20-02-11.633000,S 1 	RSSI: 47
20-02-11.633000,[R]: 2 
20-02-11.634000,[R]: 50 
20-02-11.635000,[R]: 1 
20-02-11.640000,[R]: 2 
20-02-11.641000,[R]: 50 
20-02-11.643000,[R]: 1 
20-02-11.650000,S 1 	RSSI: 47
20-02-11.651000,[R]: 2 
20-02-11.651000,[R]: 50 
20-02-11.652000,[R]: 1 
20-02-11.654000,S 1 	RSSI: 48
20-02-11.659000,[R]: 2 
20-02-11.660000,[R]: 50 
20-02-11.662000,[R]: 1 
20-02-11.665000,S 1 	RSSI: 47
20-02-11.666000,[R]: 2 
20-02-11.667000,[R]: 50 
20-02-11.667000,[R]: 20 
20-02-11.669000,[R]: 1 
20-02-11.670000,S 1 	RSSI: 47
20-02-11.673000,[R]: 2 
20-02-11.675000,[R]: 50 
20-02-11.676000,[R]: 1 
20-02-11.680000,S 1 	RSSI: 47
20-02-11.682000,[R]: 2 
20-02-11.683000,[R]: 50 
20-02-11.685000,[R]: 1 
20-02-11.687000,S 1 	RSSI: 47
20-02-11.693000,[R]: 2 
20-02-11.695000,[R]: 50 
20-02-11.696000,[R]: 1 
20-02-11.696000,S 1 	RSSI: 47
20-02-11.699000,[R]: 2 
20-02-11.700000,[R]: 50 
20-02-11.702000,[R]: 1 
20-02-11.704000,S 1 	RSSI: 47
20-02-11.706000,[R]: 2 
20-02-11.708000,[R]: 50 
20-02-11.709000,[R]: 1 
20-02-11.711000,S 1 	RSSI: 47
20-02-11.719000,[R]: 2 
20-02-11.720000,[R]: 50 
20-02-11.723000,[R]: 20 
20-02-11.723000,[R]: 1 
20-02-11.724000,S 1 	RSSI: 48
20-02-11.724000,[R]: 2 
20-02-11.725000,[R]: 50 
20-02-11.725000,[R]: 1 
20-02-11.730000,S 1 	RSSI: 47
20-02-11.731000,[R]: 2 
20-02-11.732000,[R]: 50 
20-02-11.735000,[R]: 1 
20-02-11.740000,S 1 	RSSI: 47
20-02-11.741000,[R]: 2 
20-02-11.741000,[R]: 50 
20-02-11.743000,[R]: 1 
20-02-11.745000,S 1 	RSSI: 47
20-02-11.747000,[R]: 2 
20-02-11.748000,[R]: 50 
20-02-11.753000,[R]: 1 
20-02-11.753000,S 1 	RSSI: 47
20-02-11.756000,[R]: 2 
20-02-11.758000,[R]: 50 
20-02-11.759000,[R]: 1 
20-02-11.761000,S 1 	RSSI: 47
20-02-11.765000,[R]: 2 
20-02-11.767000,[R]: 50 
20-02-11.768000,[R]: 20 
20-02-11.768000,[R]: 1 
20-02-11.770000,S 1 	RSSI: 47
20-02-11.772000,[R]: 2 
20-02-11.777000,[R]: 50 
20-02-11.778000,[R]: 1 
20-02-11.779000,S 1 	RSSI: 47
20-02-11.782000,[R]: 2 
20-02-11.782000,[R]: 50 
20-02-11.785000,[R]: 1 
20-02-11.787000,S 1 	RSSI: 47
20-02-11.789000,[R]: 2 
20-02-11.790000,[R]: 50 
20-02-11.793000,[R]: 1 
20-02-11.796000,S 1 	RSSI: 47
20-02-11.798000,[R]: 2 
20-02-11.798000,[R]: 50 
20-02-11.801000,[R]: 1 
20-02-11.803000,S 1 	RSSI: 47
20-02-11.806000,[R]: 2 
20-02-11.807000,[R]: 50 
20-02-11.809000,[R]: 1 
20-02-11.812000,S 1 	RSSI: 47
20-02-11.817000,[R]: 2 
20-02-11.818000,[R]: 50 
20-02-11.818000,[R]: 20 
20-02-11.819000,[R]: 1 
20-02-11.820000,S 1 	RSSI: 48
20-02-11.822000,[R]: 2 
20-02-11.823000,[R]: 50 
20-02-11.826000,[R]: 1 
20-02-11.829000,S 1 	RSSI: 47
20-02-11.832000,[R]: 2 
20-02-11.832000,[R]: 50 
20-02-11.835000,[R]: 1 
20-02-11.840000,S 1 	RSSI: 47
20-02-11.841000,[R]: 2 
20-02-11.841000,[R]: 50 
20-02-11.843000,[R]: 1 
20-02-11.845000,S 1 	RSSI: 48
20-02-11.848000,[R]: 2 
20-02-11.849000,[R]: 50 
20-02-11.851000,[R]: 1 
20-02-11.853000,S 1 	RSSI: 47
20-02-11.856000,[R]: 2 
20-02-11.856000,[R]: 50 
20-02-11.860000,[R]: 1 
20-02-11.866000,S 1 	RSSI: 47
20-02-11.867000,[R]: 2 
20-02-11.867000,[R]: 50 
20-02-11.868000,[R]: 20 
20-02-11.868000,[R]: 1 
20-02-11.870000,S 1 	RSSI: 47
20-02-11.873000,[R]: 2 
20-02-11.873000,[R]: 50 
20-02-11.876000,[R]: 1 
20-02-11.878000,S 1 	RSSI: 47
20-02-11.882000,[R]: 2 
20-02-11.883000,[R]: 50 
20-02-11.885000,[R]: 1 
20-02-11.887000,S 1 	RSSI: 47
20-02-11.889000,[R]: 2 
20-02-11.890000,[R]: 50 
20-02-11.893000,[R]: 1 
20-02-11.895000,S 1 	RSSI: 47
20-02-11.899000,[R]: 2 
20-02-11.900000,[R]: 50 
20-02-11.904000,S 1 	RSSI: 47
20-02-11.906000,[R]: 1 
20-02-11.907000,[R]: 2 
20-02-11.908000,[R]: 50 
20-02-11.908000,S 1 	RSSI: 47
20-02-11.912000,[R]: 1 
20-02-11.915000,[R]: 2 
20-02-11.916000,[R]: 50 
20-02-11.917000,S 1 	RSSI: 47
20-02-11.918000,[R]: 1 
20-02-11.923000,[R]: 2 
20-02-11.924000,[R]: 50 
20-02-11.928000,S 1 	RSSI: 48
20-02-11.928000,[R]: 1 
20-02-11.932000,[R]: 2 
20-02-11.934000,[R]: 50 
20-02-11.938000,S 1 	RSSI: 47
20-02-11.938000,[R]: 1 
20-02-11.939000,[R]: 20 
20-02-11.939000,[R]: 1 
20-02-11.943000,S 1 	RSSI: 47
20-02-11.944000,[R]: 2 
20-02-11.945000,[R]: 50 
20-02-11.946000,[R]: 1 
20-02-11.949000,S 1 	RSSI: 47
20-02-11.952000,[R]: 2 
20-02-11.952000,[R]: 50 
20-02-11.955000,[R]: 1 
20-02-11.957000,S 1 	RSSI: 47
20-02-11.960000,[R]: 2 
20-02-11.965000,[R]: 50 
20-02-11.966000,[R]: 1 
20-02-11.966000,S 1 	RSSI: 47
20-02-11.968000,[R]: 2 
20-02-11.974000,[R]: 50 
20-02-11.974000,[R]: 1 
20-02-11.975000,S 1 	RSSI: 47
20-02-11.977000,[R]: 2 
20-02-11.982000,[R]: 50 
20-02-11.983000,[R]: 1 
20-02-11.983000,S 1 	RSSI: 48
20-02-11.986000,[R]: 2 
20-02-11.989000,[R]: 50 
20-02-11.990000,[R]: 20 
20-02-11.990000,[R]: 1 
20-02-11.992000,S 1 	RSSI: 48
20-02-11.993000,[R]: 2 
20-02-11.993000,[R]: 50 
20-02-11.996000,[R]: 1 
20-02-11.999000,S 1 	RSSI: 48
20-02-12.002000,[R]: 2 
20-02-12.003000,[R]: 50 
20-02-12.007000,[R]: 1 
20-02-12.007000,S 1 	RSSI: 48
20-02-12.010000,[R]: 2 
20-02-12.015000,[R]: 50 
20-02-12.016000,[R]: 1 
20-02-12.017000,S 1 	RSSI: 48
20-02-12.018000,[R]: 2 
20-02-12.020000,[R]: 50 
20-02-12.022000,[R]: 1 
20-02-12.024000,S 1 	RSSI: 48
20-02-12.027000,[R]: 2 
20-02-12.031000,[R]: 50 
20-02-12.032000,[R]: 1 
20-02-12.032000,S 1 	RSSI: 48
20-02-12.036000,[R]: 2 
20-02-12.038000,[R]: 50 
20-02-12.040000,[R]: 20 
20-02-12.041000,[R]: 1 
20-02-12.041000,S 1 	RSSI: 47
20-02-12.043000,[R]: 2 
20-02-12.045000,[R]: 50 
20-02-12.046000,[R]: 1 
20-02-12.054000,S 1 	RSSI: 48
20-02-12.055000,[R]: 2 
20-02-12.055000,[R]: 50 
20-02-12.056000,[R]: 1 
20-02-12.057000,S 1 	RSSI: 48
20-02-12.060000,[R]: 2 
20-02-12.064000,[R]: 50 
20-02-12.065000,[R]: 1 
20-02-12.068000,[R]: 2 
20-02-12.070000,[R]: 50 
20-02-12.072000,[R]: 1 
20-02-12.074000,S 1 	RSSI: 48
20-02-12.076000,[R]: 2 
20-02-12.079000,[R]: 50 
20-02-12.081000,[R]: 1 
20-02-12.083000,S 1 	RSSI: 48
20-02-12.085000,[R]: 2 
20-02-12.086000,[R]: 50 
20-02-12.088000,[R]: 20 
20-02-12.088000,[R]: 1 
20-02-12.089000,S 1 	RSSI: 48
20-02-12.092000,[R]: 2 
20-02-12.094000,[R]: 50 
20-02-12.096000,[R]: 1 
20-02-12.099000,S 1 	RSSI: 48
20-02-12.104000,[R]: 2 
20-02-12.104000,[R]: 50 
20-02-12.105000,[R]: 1 
20-02-12.106000,S 1 	RSSI: 48
20-02-12.110000,[R]: 2 
20-02-12.114000,[R]: 50 
20-02-12.115000,[R]: 1 
20-02-12.116000,S 1 	RSSI: 48
20-02-12.117000,[R]: 2 
20-02-12.124000,[R]: 50 
20-02-12.124000,[R]: 1 
20-02-12.124000,S 1 	RSSI: 48
20-02-12.126000,[R]: 2 
20-02-12.126000,[R]: 50 
20-02-12.133000,[R]: 1 
20-02-12.133000,S 1 	RSSI: 48
20-02-12.135000,[R]: 2 
20-02-12.136000,[R]: 50 
20-02-12.137000,[R]: 20 
20-02-12.137000,[R]: 1 
20-02-12.139000,S 1 	RSSI: 48
20-02-12.142000,[R]: 2 
20-02-12.144000,[R]: 50 
20-02-12.146000,[R]: 1 
20-02-12.148000,S 1 	RSSI: 48
20-02-12.151000,[R]: 2 
20-02-12.155000,[R]: 50 
20-02-12.156000,[R]: 1 
20-02-12.157000,S 1 	RSSI: 48
20-02-12.160000,[R]: 2 
20-02-12.165000,[R]: 50 
20-02-12.165000,[R]: 1 
20-02-12.166000,S 1 	RSSI: 48
20-02-12.168000,[R]: 2 
20-02-12.168000,[R]: 50 
20-02-12.172000,[R]: 1 
20-02-12.175000,S 1 	RSSI: 48
20-02-12.176000,[R]: 2 
20-02-12.176000,[R]: 50 
20-02-12.179000,[R]: 1 
20-02-12.181000,S 1 	RSSI: 48
20-02-12.185000,[R]: 2 
20-02-12.186000,[R]: 50 
20-02-12.187000,[R]: 20 
20-02-12.188000,[R]: 1 
20-02-12.190000,S 1 	RSSI: 48
20-02-12.192000,[R]: 2 
20-02-12.207000,[R]: 50 
20-02-12.207000,[R]: 1 
20-02-12.208000,S 1 	RSSI: 48
20-02-12.209000,[R]: 2 
20-02-12.209000,[R]: 50 
20-02-12.211000,[R]: 1 
20-02-12.212000,S 1 	RSSI: 48
20-02-12.213000,[R]: 2 
20-02-12.213000,[R]: 50 
20-02-12.214000,[R]: 1 
20-02-12.215000,S 1 	RSSI: 48
20-02-12.218000,[R]: 2 
20-02-12.218000,[R]: 50 
20-02-12.221000,[R]: 1 
20-02-12.223000,S 1 	RSSI: 48
20-02-12.227000,[R]: 2 
20-02-12.236000,[R]: 50 
20-02-12.240000,[R]: 1 
20-02-12.241000,S 1 	RSSI: 48
20-02-12.241000,[R]: 2 
20-02-12.242000,[R]: 50 
20-02-12.242000,[R]: 20 
20-02-12.243000,[R]: 1 
20-02-12.244000,S 1 	RSSI: 48
20-02-12.244000,[R]: 2 
20-02-12.245000,[R]: 50 
20-02-12.246000,[R]: 1 
20-02-12.251000,[R]: 2 
20-02-12.251000,[R]: 50 
20-02-12.255000,[R]: 1 
20-02-12.257000,S 1 	RSSI: 48
20-02-12.261000,[R]: 2 
20-02-12.264000,[R]: 50 
20-02-12.265000,[R]: 1 
20-02-12.265000,S 1 	RSSI: 48
20-02-12.268000,[R]: 2 
20-02-12.268000,[R]: 50 
20-02-12.272000,[R]: 1 
20-02-12.274000,S 1 	RSSI: 48
20-02-12.276000,[R]: 2 
20-02-12.278000,[R]: 50 
20-02-12.280000,[R]: 1 
20-02-12.282000,S 1 	RSSI: 48
20-02-12.286000,[R]: 2 
20-02-12.286000,[R]: 50 
20-02-12.287000,[R]: 20 
20-02-12.288000,[R]: 1 
20-02-12.290000,S 1 	RSSI: 48
20-02-12.294000,[R]: 2 
20-02-12.294000,[R]: 50 
20-02-12.296000,[R]: 1 
20-02-12.300000,S 1 	RSSI: 48
20-02-12.302000,[R]: 2 
20-02-12.302000,[R]: 50 
20-02-12.305000,[R]: 1 
20-02-12.307000,S 1 	RSSI: 48
20-02-12.310000,[R]: 2 
20-02-12.312000,[R]: 50 
20-02-12.313000,[R]: 1 
20-02-12.315000,S 1 	RSSI: 48
20-02-12.318000,[R]: 2 
20-02-12.322000,[R]: 50 
20-02-12.323000,[R]: 1 
20-02-12.323000,S 1 	RSSI: 48
20-02-12.326000,[R]: 2 
20-02-12.327000,[R]: 50 
20-02-12.330000,[R]: 1 
20-02-12.335000,S 1 	RSSI: 48
20-02-12.336000,[R]: 2 
20-02-12.339000,[R]: 50 
20-02-12.339000,[R]: 20 
20-02-12.340000,[R]: 1 
20-02-12.340000,S 1 	RSSI: 48
20-02-12.343000,[R]: 2 
20-02-12.345000,[R]: 50 
20-02-12.346000,[R]: 1 
20-02-12.349000,S 1 	RSSI: 48
20-02-12.353000,[R]: 2 
20-02-12.355000,[R]: 50 
20-02-12.356000,[R]: 1 
20-02-12.357000,S 1 	RSSI: 48
20-02-12.364000,[R]: 2 
20-02-12.364000,[R]: 50 
20-02-12.365000,[R]: 1 
20-02-12.366000,S 1 	RSSI: 48
20-02-12.368000,[R]: 2 
20-02-12.369000,[R]: 50 
20-02-12.372000,[R]: 1 
20-02-12.374000,S 1 	RSSI: 48
20-02-12.376000,[R]: 2 
20-02-12.378000,[R]: 50 
20-02-12.380000,[R]: 1 
20-02-12.382000,S 1 	RSSI: 48
20-02-12.386000,[R]: 2 
20-02-12.386000,[R]: 50 
20-02-12.387000,[R]: 20 
20-02-12.388000,[R]: 1 
20-02-12.390000,S 1 	RSSI: 48
20-02-12.393000,[R]: 2 
20-02-12.397000,[R]: 50 
20-02-12.398000,[R]: 1 
20-02-12.399000,S 1 	RSSI: 48
20-02-12.402000,[R]: 2 
20-02-12.403000,[R]: 50 
20-02-12.405000,[R]: 1 
20-02-12.408000,S 1 	RSSI: 48
20-02-12.413000,[R]: 2 
20-02-12.414000,[R]: 50 
20-02-12.414000,[R]: 1 
20-02-12.416000,S 1 	RSSI: 48
20-02-12.418000,[R]: 2 
20-02-12.419000,[R]: 50 
20-02-12.422000,[R]: 1 
20-02-12.424000,S 1 	RSSI: 48
20-02-12.426000,[R]: 2 
20-02-12.427000,[R]: 50 
20-02-12.430000,[R]: 1 
20-02-12.432000,S 1 	RSSI: 48
20-02-12.436000,[R]: 2 
20-02-12.437000,[R]: 50 
20-02-12.438000,[R]: 20 
20-02-12.438000,[R]: 1 
20-02-12.440000,S 1 	RSSI: 48
20-02-12.443000,[R]: 2 
20-02-12.449000,[R]: 50 
20-02-12.450000,[R]: 1 
20-02-12.450000,S 1 	RSSI: 48
20-02-12.452000,[R]: 2 
20-02-12.453000,[R]: 50 
20-02-12.455000,[R]: 1 
20-02-12.467000,S 1 	RSSI: 48
20-02-12.468000,[R]: 2 
20-02-12.469000,[R]: 50 
20-02-12.469000,[R]: 1 
20-02-12.469000,S 1 	RSSI: 48
20-02-12.471000,[R]: 2 
20-02-12.472000,[R]: 50 
20-02-12.472000,[R]: 1 
20-02-12.473000,S 1 	RSSI: 48
20-02-12.478000,[R]: 2 
20-02-12.482000,[R]: 50 
20-02-12.482000,[R]: 1 
20-02-12.483000,S 1 	RSSI: 48
20-02-12.485000,[R]: 2 
20-02-12.492000,[R]: 50 
20-02-12.498000,[R]: 20 
20-02-12.501000,[R]: 1 
20-02-12.501000,S 1 	RSSI: 48
20-02-12.502000,[R]: 2 
20-02-12.503000,[R]: 50 
20-02-12.503000,[R]: 1 
20-02-12.504000,[R]: 2 
20-02-12.504000,[R]: 50 
20-02-12.505000,[R]: 1 
20-02-12.507000,S 1 	RSSI: 48
20-02-12.512000,[R]: 2 
20-02-12.513000,[R]: 50 
20-02-12.513000,[R]: 1 
20-02-12.515000,S 1 	RSSI: 48
20-02-12.518000,[R]: 2 
20-02-12.518000,[R]: 50 
20-02-12.523000,[R]: 1 
20-02-12.525000,S 1 	RSSI: 48
20-02-12.526000,[R]: 2 
20-02-12.536000,[R]: 50 
20-02-12.536000,[R]: 1 
20-02-12.537000,S 1 	RSSI: 48
20-02-12.537000,[R]: 2 
20-02-12.538000,[R]: 50 
20-02-12.538000,[R]: 20 
20-02-12.539000,[R]: 1 
20-02-12.539000,S 1 	RSSI: 48
20-02-12.542000,[R]: 2 
20-02-12.544000,[R]: 50 
20-02-12.547000,[R]: 1 
20-02-12.549000,S 1 	RSSI: 48
20-02-12.551000,[R]: 2 
20-02-12.552000,[R]: 50 
20-02-12.554000,[R]: 1 
20-02-12.557000,S 1 	RSSI: 48
20-02-12.559000,[R]: 2 
20-02-12.560000,[R]: 50 
20-02-12.563000,[R]: 1 
20-02-12.565000,S 1 	RSSI: 48
20-02-12.572000,[R]: 2 
20-02-12.573000,[R]: 50 
20-02-12.574000,[R]: 1 
20-02-12.574000,S 1 	RSSI: 48
20-02-12.576000,[R]: 2 
20-02-12.577000,[R]: 50 
20-02-12.583000,[R]: 1 
20-02-12.584000,S 1 	RSSI: 48
20-02-12.585000,[R]: 2 
20-02-12.586000,[R]: 50 
20-02-12.587000,[R]: 20 
20-02-12.587000,[R]: 1 
20-02-12.590000,S 1 	RSSI: 48
20-02-12.593000,[R]: 2 
20-02-12.593000,[R]: 50 
20-02-12.596000,[R]: 1 
20-02-12.600000,S 1 	RSSI: 48
20-02-12.602000,[R]: 2 
20-02-12.603000,[R]: 50 
20-02-12.605000,[R]: 1 
20-02-12.607000,S 1 	RSSI: 48
20-02-12.610000,[R]: 2 
