20-01-50.037000,-------------------------------- 
20-02-09.521000,[R]: 2 
20-02-09.522000,[R]: 50 
20-02-09.525000,[R]: 1 
20-02-09.527000,S 1 	RSSI: 47
20-02-09.529000,[R]: 2 
20-02-09.530000,[R]: 50 
20-02-09.533000,[R]: 1 
20-02-09.535000,S 1 	RSSI: 47
20-02-09.539000,[R]: 2 
20-02-09.541000,[R]: 50 
20-02-09.541000,[R]: 1 
20-02-09.543000,S 1 	RSSI: 46
20-02-09.547000,[R]: 2 
20-02-09.547000,[R]: 50 
20-02-09.552000,[R]: 1 
20-02-09.552000,S 1 	RSSI: 47
20-02-09.555000,[R]: 2 
20-02-09.557000,[R]: 50 
20-02-09.558000,[R]: 20 
20-02-09.558000,[R]: 1 
20-02-09.560000,S 1 	RSSI: 47
20-02-09.563000,[R]: 2 
20-02-09.567000,[R]: 50 
20-02-09.568000,[R]: 1 
20-02-09.569000,S 1 	RSSI: 47
20-02-09.571000,[R]: 2 
20-02-09.572000,[R]: 50 
20-02-09.575000,[R]: 1 
20-02-09.578000,S 1 	RSSI: 47
20-02-09.580000,[R]: 2 
20-02-09.580000,[R]: 50 
20-02-09.583000,[R]: 1 
20-02-09.586000,S 1 	RSSI: 47
20-02-09.590000,[R]: 2 
20-02-09.591000,[R]: 50 
20-02-09.591000,[R]: 1 
20-02-09.594000,S 1 	RSSI: 47
20-02-09.597000,[R]: 2 
20-02-09.600000,[R]: 50 
20-02-09.600000,[R]: 1 
20-02-09.602000,S 1 	RSSI: 47
20-02-09.606000,[R]: 2 
20-02-09.606000,[R]: 50 
20-02-09.608000,[R]: 20 
20-02-09.608000,[R]: 1 
20-02-09.611000,S 1 	RSSI: 47
20-02-09.615000,[R]: 2 
20-02-09.615000,[R]: 50 
20-02-09.617000,[R]: 1 
20-02-09.619000,S 1 	RSSI: 47
20-02-09.622000,[R]: 2 
20-02-09.622000,[R]: 50 
20-02-09.625000,[R]: 1 
20-02-09.628000,S 1 	RSSI: 47
20-02-09.630000,[R]: 2 
20-02-09.633000,[R]: 50 
20-02-09.633000,[R]: 1 
20-02-09.635000,S 1 	RSSI: 47
20-02-09.639000,[R]: 2 
20-02-09.639000,[R]: 50 
20-02-09.642000,[R]: 1 
20-02-09.645000,S 1 	RSSI: 47
20-02-09.647000,[R]: 2 
20-02-09.649000,[R]: 50 
20-02-09.650000,[R]: 1 
20-02-09.653000,S 1 	RSSI: 47
20-02-09.656000,[R]: 2 
20-02-09.658000,[R]: 50 
20-02-09.659000,[R]: 20 
20-02-09.660000,[R]: 1 
20-02-09.665000,S 1 	RSSI: 47
20-02-09.666000,[R]: 2 
20-02-09.666000,[R]: 50 
20-02-09.667000,[R]: 1 
20-02-09.669000,S 1 	RSSI: 48
20-02-09.672000,[R]: 2 
20-02-09.672000,[R]: 50 
20-02-09.676000,[R]: 1 
20-02-09.677000,S 1 	RSSI: 47
20-02-09.680000,[R]: 2 
20-02-09.681000,[R]: 50 
20-02-09.684000,[R]: 1 
20-02-09.688000,S 1 	RSSI: 48
20-02-09.689000,[R]: 2 
20-02-09.690000,[R]: 50 
20-02-09.692000,[R]: 1 
20-02-09.694000,S 1 	RSSI: 48
20-02-09.698000,[R]: 2 
20-02-09.700000,[R]: 50 
20-02-09.700000,[R]: 1 
20-02-09.702000,S 1 	RSSI: 47
20-02-09.706000,[R]: 2 
20-02-09.711000,[R]: 50 
20-02-09.712000,[R]: 20 
20-02-09.713000,[R]: 1 
20-02-09.714000,S 1 	RSSI: 47
20-02-09.714000,[R]: 2 
20-02-09.715000,[R]: 50 
20-02-09.717000,[R]: 1 
20-02-09.721000,S 1 	RSSI: 47
20-02-09.722000,[R]: 2 
20-02-09.722000,[R]: 50 
20-02-09.726000,[R]: 1 
20-02-09.729000,S 1 	RSSI: 47
20-02-09.733000,[R]: 2 
20-02-09.734000,[R]: 50 
20-02-09.734000,[R]: 1 
20-02-09.736000,S 1 	RSSI: 47
20-02-09.739000,[R]: 2 
20-02-09.740000,[R]: 50 
20-02-09.742000,[R]: 1 
20-02-09.745000,S 1 	RSSI: 47
20-02-09.747000,[R]: 2 
20-02-09.748000,[R]: 50 
20-02-09.750000,[R]: 1 
20-02-09.754000,S 1 	RSSI: 47
20-02-09.756000,[R]: 2 
20-02-09.757000,[R]: 50 
20-02-09.757000,[R]: 20 
20-02-09.764000,[R]: 1 
20-02-09.764000,S 1 	RSSI: 47
20-02-09.765000,[R]: 2 
20-02-09.766000,[R]: 50 
20-02-09.767000,[R]: 1 
20-02-09.770000,S 1 	RSSI: 47
20-02-09.774000,[R]: 2 
20-02-09.775000,[R]: 50 
20-02-09.776000,[R]: 1 
20-02-09.777000,S 1 	RSSI: 48
20-02-09.781000,[R]: 2 
20-02-09.786000,[R]: 50 
20-02-09.786000,[R]: 1 
20-02-09.787000,S 1 	RSSI: 47
20-02-09.789000,[R]: 2 
20-02-09.790000,[R]: 50 
20-02-09.792000,[R]: 1 
20-02-09.795000,S 1 	RSSI: 47
20-02-09.797000,[R]: 2 
20-02-09.798000,[R]: 50 
20-02-09.800000,[R]: 1 
20-02-09.805000,S 1 	RSSI: 47
20-02-09.806000,[R]: 2 
20-02-09.807000,[R]: 50 
20-02-09.807000,[R]: 20 
20-02-09.808000,[R]: 1 
20-02-09.811000,S 1 	RSSI: 47
20-02-09.814000,[R]: 2 
20-02-09.814000,[R]: 50 
20-02-09.817000,[R]: 1 
20-02-09.819000,S 1 	RSSI: 47
20-02-09.824000,[R]: 2 
20-02-09.824000,[R]: 50 
20-02-09.825000,[R]: 1 
20-02-09.827000,S 1 	RSSI: 47
20-02-09.830000,[R]: 2 
20-02-09.831000,[R]: 50 
20-02-09.833000,[R]: 1 
20-02-09.836000,S 1 	RSSI: 47
20-02-09.838000,[R]: 2 
20-02-09.840000,[R]: 50 
20-02-09.840000,S 1 	RSSI: 47
20-02-09.840000,[R]: 1 
20-02-09.846000,[R]: 2 
20-02-09.847000,[R]: 50 
20-02-09.850000,S 1 	RSSI: 47
20-02-09.850000,[R]: 1 
20-02-09.855000,[R]: 2 
20-02-09.856000,[R]: 50 
20-02-09.856000,S 1 	RSSI: 47
20-02-09.857000,[R]: 1 
20-02-09.863000,[R]: 2 
20-02-09.864000,[R]: 50 
20-02-09.865000,S 1 	RSSI: 47
20-02-09.865000,[R]: 1 
20-02-09.872000,[R]: 2 
20-02-09.873000,[R]: 50 
20-02-09.873000,S 1 	RSSI: 47
20-02-09.874000,[R]: 1 
20-02-09.875000,[R]: 20 
20-02-09.878000,[R]: 1 
20-02-09.880000,S 1 	RSSI: 47
20-02-09.882000,[R]: 2 
20-02-09.885000,[R]: 50 
20-02-09.886000,[R]: 1 
20-02-09.889000,S 1 	RSSI: 47
20-02-09.895000,[R]: 2 
20-02-09.896000,[R]: 50 
20-02-09.896000,[R]: 1 
20-02-09.897000,S 1 	RSSI: 47
20-02-09.900000,[R]: 2 
20-02-09.905000,[R]: 50 
20-02-09.906000,[R]: 1 
20-02-09.906000,S 1 	RSSI: 47
20-02-09.908000,[R]: 2 
20-02-09.909000,[R]: 50 
20-02-09.911000,[R]: 1 
20-02-09.913000,S 1 	RSSI: 47
20-02-09.917000,[R]: 2 
20-02-09.918000,[R]: 50 
20-02-09.920000,[R]: 1 
20-02-09.923000,S 1 	RSSI: 47
20-02-09.924000,[R]: 2 
20-02-09.925000,[R]: 50 
20-02-09.928000,[R]: 1 
20-02-09.930000,S 1 	RSSI: 47
20-02-09.933000,[R]: 2 
20-02-09.938000,[R]: 50 
20-02-09.939000,[R]: 1 
20-02-09.939000,S 1 	RSSI: 47
20-02-09.941000,[R]: 2 
20-02-09.942000,[R]: 50 
20-02-09.948000,[R]: 1 
20-02-09.949000,S 1 	RSSI: 47
20-02-09.949000,[R]: 2 
20-02-09.950000,[R]: 50 
20-02-09.953000,[R]: 1 
20-02-09.960000,S 1 	RSSI: 47
20-02-09.961000,[R]: 2 
20-02-09.961000,[R]: 50 
20-02-09.962000,[R]: 1 
20-02-09.963000,S 1 	RSSI: 47
20-02-09.966000,[R]: 2 
20-02-09.970000,[R]: 50 
20-02-09.970000,[R]: 1 
20-02-09.972000,S 1 	RSSI: 47
20-02-09.976000,[R]: 2 
20-02-09.980000,[R]: 50 
20-02-09.981000,[R]: 20 
20-02-09.981000,[R]: 1 
20-02-09.982000,S 1 	RSSI: 47
20-02-09.983000,[R]: 2 
20-02-09.983000,[R]: 50 
20-02-09.987000,[R]: 1 
20-02-09.990000,S 1 	RSSI: 47
20-02-09.991000,[R]: 2 
20-02-09.992000,[R]: 50 
20-02-09.994000,[R]: 1 
20-02-09.996000,S 1 	RSSI: 47
20-02-10.000000,[R]: 2 
20-02-10.006000,[R]: 50 
20-02-10.006000,[R]: 1 
20-02-10.007000,S 1 	RSSI: 47
20-02-10.009000,[R]: 2 
20-02-10.009000,[R]: 50 
20-02-10.010000,S 1 	RSSI: 47
20-02-10.011000,[R]: 1 
20-02-10.017000,[R]: 2 
20-02-10.018000,[R]: 50 
20-02-10.018000,S 1 	RSSI: 47
20-02-10.020000,[R]: 1 
20-02-10.026000,[R]: 2 
20-02-10.026000,[R]: 50 
20-02-10.027000,S 1 	RSSI: 47
20-02-10.028000,[R]: 1 
20-02-10.034000,[R]: 2 
20-02-10.038000,[R]: 50 
20-02-10.039000,S 1 	RSSI: 47
20-02-10.040000,[R]: 1 
20-02-10.042000,[R]: 2 
20-02-10.043000,[R]: 50 
20-02-10.043000,S 1 	RSSI: 47
20-02-10.045000,[R]: 1 
20-02-10.046000,[R]: 20 
20-02-10.048000,[R]: 1 
20-02-10.051000,S 1 	RSSI: 47
20-02-10.053000,[R]: 2 
20-02-10.055000,[R]: 50 
20-02-10.057000,[R]: 1 
20-02-10.060000,S 1 	RSSI: 47
20-02-10.062000,[R]: 2 
20-02-10.062000,[R]: 50 
20-02-10.065000,[R]: 1 
20-02-10.071000,S 1 	RSSI: 47
20-02-10.071000,[R]: 2 
20-02-10.072000,[R]: 50 
20-02-10.074000,[R]: 1 
20-02-10.076000,S 1 	RSSI: 47
20-02-10.080000,[R]: 2 
20-02-10.082000,[R]: 50 
20-02-10.083000,[R]: 1 
20-02-10.084000,S 1 	RSSI: 47
20-02-10.087000,[R]: 2 
20-02-10.087000,[R]: 50 
20-02-10.090000,[R]: 1 
20-02-10.092000,S 1 	RSSI: 47
20-02-10.096000,[R]: 2 
20-02-10.097000,[R]: 50 
20-02-10.097000,[R]: 20 
20-02-10.099000,[R]: 1 
20-02-10.103000,S 1 	RSSI: 47
20-02-10.104000,[R]: 2 
20-02-10.104000,[R]: 50 
20-02-10.107000,[R]: 1 
20-02-10.109000,S 1 	RSSI: 47
20-02-10.112000,[R]: 2 
20-02-10.115000,[R]: 50 
20-02-10.115000,[R]: 1 
20-02-10.118000,S 1 	RSSI: 47
20-02-10.121000,[R]: 2 
20-02-10.121000,[R]: 50 
20-02-10.124000,[R]: 1 
20-02-10.126000,S 1 	RSSI: 47
20-02-10.129000,[R]: 2 
20-02-10.130000,[R]: 50 
20-02-10.132000,[R]: 1 
20-02-10.134000,S 1 	RSSI: 47
20-02-10.137000,[R]: 2 
20-02-10.138000,[R]: 50 
20-02-10.140000,[R]: 1 
20-02-10.142000,S 1 	RSSI: 47
20-02-10.146000,[R]: 2 
20-02-10.147000,[R]: 50 
20-02-10.150000,[R]: 20 
20-02-10.151000,[R]: 1 
20-02-10.151000,S 1 	RSSI: 47
20-02-10.153000,[R]: 2 
20-02-10.154000,[R]: 50 
20-02-10.157000,[R]: 1 
20-02-10.160000,S 1 	RSSI: 47
20-02-10.162000,[R]: 2 
20-02-10.166000,[R]: 50 
20-02-10.167000,[R]: 1 
20-02-10.168000,S 1 	RSSI: 47
20-02-10.170000,[R]: 2 
20-02-10.171000,[R]: 50 
20-02-10.174000,[R]: 1 
20-02-10.178000,S 1 	RSSI: 47
20-02-10.179000,[R]: 2 
20-02-10.181000,[R]: 50 
20-02-10.182000,[R]: 1 
20-02-10.184000,S 1 	RSSI: 47
20-02-10.187000,[R]: 2 
20-02-10.188000,[R]: 50 
20-02-10.190000,[R]: 1 
20-02-10.192000,S 1 	RSSI: 47
20-02-10.197000,[R]: 2 
20-02-10.198000,[R]: 50 
20-02-10.198000,[R]: 20 
20-02-10.199000,[R]: 1 
20-02-10.201000,S 1 	RSSI: 47
20-02-10.203000,[R]: 2 
20-02-10.207000,[R]: 50 
20-02-10.208000,[R]: 1 
20-02-10.210000,S 1 	RSSI: 47
20-02-10.211000,[R]: 2 
20-02-10.212000,[R]: 50 
20-02-10.215000,[R]: 1 
20-02-10.217000,S 1 	RSSI: 47
20-02-10.222000,[R]: 2 
20-02-10.223000,[R]: 50 
20-02-10.223000,[R]: 1 
20-02-10.225000,S 1 	RSSI: 47
20-02-10.228000,[R]: 2 
20-02-10.229000,[R]: 50 
20-02-10.231000,[R]: 1 
20-02-10.233000,S 1 	RSSI: 47
20-02-10.237000,[R]: 2 
20-02-10.238000,[R]: 50 
20-02-10.239000,[R]: 1 
20-02-10.241000,S 1 	RSSI: 47
20-02-10.245000,[R]: 2 
20-02-10.246000,[R]: 50 
20-02-10.246000,[R]: 20 
20-02-10.248000,[R]: 1 
20-02-10.250000,S 1 	RSSI: 47
20-02-10.252000,[R]: 2 
20-02-10.253000,[R]: 50 
20-02-10.256000,[R]: 1 
20-02-10.259000,S 1 	RSSI: 47
20-02-10.261000,[R]: 2 
20-02-10.262000,[R]: 50 
20-02-10.265000,[R]: 1 
20-02-10.268000,S 1 	RSSI: 47
20-02-10.270000,[R]: 2 
20-02-10.270000,[R]: 50 
20-02-10.273000,[R]: 1 
20-02-10.275000,S 1 	RSSI: 47
20-02-10.279000,[R]: 2 
20-02-10.279000,[R]: 50 
20-02-10.281000,[R]: 1 
20-02-10.283000,S 1 	RSSI: 48
20-02-10.286000,[R]: 2 
20-02-10.288000,[R]: 50 
20-02-10.289000,[R]: 1 
20-02-10.292000,S 1 	RSSI: 47
20-02-10.295000,[R]: 2 
20-02-10.296000,[R]: 50 
20-02-10.297000,[R]: 20 
20-02-10.302000,[R]: 1 
20-02-10.303000,S 1 	RSSI: 47
20-02-10.303000,[R]: 2 
20-02-10.304000,[R]: 50 
20-02-10.306000,[R]: 1 
20-02-10.309000,S 1 	RSSI: 48
20-02-10.311000,[R]: 2 
20-02-10.319000,[R]: 50 
20-02-10.320000,[R]: 1 
20-02-10.320000,S 1 	RSSI: 47
20-02-10.321000,[R]: 2 
20-02-10.321000,[R]: 50 
20-02-10.323000,[R]: 1 
20-02-10.325000,S 1 	RSSI: 47
20-02-10.328000,[R]: 2 
20-02-10.333000,[R]: 50 
20-02-10.334000,[R]: 1 
20-02-10.334000,S 1 	RSSI: 47
20-02-10.336000,[R]: 2 
20-02-10.337000,[R]: 50 
20-02-10.340000,[R]: 1 
20-02-10.342000,S 1 	RSSI: 47
20-02-10.346000,[R]: 2 
20-02-10.346000,[R]: 50 
20-02-10.347000,[R]: 20 
20-02-10.349000,[R]: 1 
20-02-10.352000,S 1 	RSSI: 47
20-02-10.353000,[R]: 2 
20-02-10.354000,[R]: 50 
20-02-10.357000,[R]: 1 
20-02-10.359000,S 1 	RSSI: 47
20-02-10.363000,[R]: 2 
20-02-10.364000,[R]: 50 
20-02-10.365000,[R]: 1 
20-02-10.367000,S 1 	RSSI: 47
20-02-10.370000,[R]: 2 
20-02-10.370000,[R]: 50 
20-02-10.373000,[R]: 1 
20-02-10.375000,S 1 	RSSI: 47
20-02-10.378000,[R]: 2 
20-02-10.380000,[R]: 50 
20-02-10.383000,[R]: 1 
20-02-10.384000,S 1 	RSSI: 47
20-02-10.387000,[R]: 2 
20-02-10.387000,[R]: 50 
20-02-10.390000,[R]: 1 
20-02-10.392000,S 1 	RSSI: 47
20-02-10.396000,[R]: 2 
20-02-10.396000,[R]: 2 
20-02-10.397000,[R]: 50 
20-02-10.398000,[R]: 20 
20-02-10.398000,[R]: 1 
20-02-10.401000,S 1 	RSSI: 47
20-02-10.403000,[R]: 2 
20-02-10.403000,[R]: 50 
20-02-10.407000,[R]: 1 
20-02-10.409000,S 1 	RSSI: 47
20-02-10.412000,[R]: 2 
20-02-10.415000,[R]: 50 
20-02-10.416000,[R]: 1 
20-02-10.417000,S 1 	RSSI: 47
20-02-10.420000,[R]: 2 
20-02-10.420000,[R]: 50 
20-02-10.424000,[R]: 1 
20-02-10.426000,S 1 	RSSI: 47
20-02-10.428000,[R]: 2 
20-02-10.430000,[R]: 50 
20-02-10.432000,[R]: 1 
20-02-10.434000,S 1 	RSSI: 47
20-02-10.437000,[R]: 2 
20-02-10.441000,[R]: 50 
20-02-10.441000,[R]: 1 
20-02-10.442000,S 1 	RSSI: 47
20-02-10.446000,[R]: 2 
20-02-10.447000,[R]: 50 
20-02-10.447000,[R]: 20 
20-02-10.448000,[R]: 1 
20-02-10.451000,S 1 	RSSI: 47
20-02-10.453000,[R]: 2 
20-02-10.453000,[R]: 50 
20-02-10.457000,[R]: 1 
20-02-10.459000,S 1 	RSSI: 47
20-02-10.463000,[R]: 2 
20-02-10.464000,[R]: 50 
20-02-10.465000,[R]: 1 
20-02-10.467000,S 1 	RSSI: 47
20-02-10.470000,[R]: 2 
20-02-10.473000,[R]: 50 
20-02-10.474000,[R]: 1 
20-02-10.475000,S 1 	RSSI: 47
20-02-10.479000,[R]: 2 
20-02-10.481000,[R]: 50 
20-02-10.481000,S 1 	RSSI: 47
20-02-10.482000,[R]: 1 
20-02-10.487000,[R]: 2 
20-02-10.489000,[R]: 50 
20-02-10.491000,S 1 	RSSI: 47
20-02-10.491000,[R]: 1 
20-02-10.495000,[R]: 2 
20-02-10.496000,[R]: 50 
20-02-10.496000,S 1 	RSSI: 47
20-02-10.498000,[R]: 1 
20-02-10.508000,[R]: 2 
20-02-10.545000,[R]: 50 
20-02-10.552000,S 1 	RSSI: 47
20-02-10.553000,[R]: 1 
20-02-10.554000,[R]: 2 
20-02-10.555000,[R]: 50 
20-02-10.555000,S 1 	RSSI: 47
20-02-10.556000,[R]: 1 
20-02-10.557000,[R]: 20 
20-02-10.557000,[R]: 1 
20-02-10.558000,S 1 	RSSI: 47
20-02-10.558000,[R]: 2 
20-02-10.562000,[R]: 50 
20-02-10.563000,[R]: 1 
20-02-10.565000,S 1 	RSSI: 47
20-02-10.565000,[R]: 2 
20-02-10.567000,[R]: 50 
20-02-10.567000,[R]: 1 
20-02-10.568000,S 1 	RSSI: 47
20-02-10.572000,[R]: 2 
20-02-10.572000,[R]: 50 
20-02-10.573000,[R]: 1 
20-02-10.574000,S 1 	RSSI: 47
20-02-10.575000,[R]: 2 
20-02-10.575000,[R]: 50 
20-02-10.576000,[R]: 1 
20-02-10.576000,S 1 	RSSI: 47
20-02-10.577000,[R]: 2 
20-02-10.584000,[R]: 50 
20-02-10.584000,[R]: 1 
20-02-10.584000,S 1 	RSSI: 47
20-02-10.584000,[R]: 2 
20-02-10.585000,[R]: 50 
20-02-10.585000,[R]: 20 
20-02-10.586000,[R]: 1 
20-02-10.586000,S 1 	RSSI: 47
20-02-10.587000,[R]: 2 
20-02-10.588000,[R]: 50 
20-02-10.588000,[R]: 1 
20-02-10.591000,S 1 	RSSI: 47
20-02-10.591000,[R]: 2 
20-02-10.592000,[R]: 50 
20-02-10.593000,[R]: 1 
20-02-10.594000,S 1 	RSSI: 47
20-02-10.595000,[R]: 2 
20-02-10.595000,[R]: 50 
20-02-10.596000,[R]: 1 
20-02-10.596000,S 1 	RSSI: 47
20-02-10.598000,[R]: 2 
20-02-10.598000,[R]: 50 
20-02-10.602000,[R]: 1 
20-02-10.605000,S 1 	RSSI: 47
20-02-10.606000,[R]: 2 
20-02-10.607000,[R]: 50 
20-02-10.612000,[R]: 1 
20-02-10.614000,S 1 	RSSI: 47
20-02-10.615000,[R]: 2 
20-02-10.616000,[R]: 50 
20-02-10.617000,[R]: 20 
20-02-10.617000,[R]: 1 
20-02-10.620000,S 1 	RSSI: 47
20-02-10.622000,[R]: 2 
20-02-10.623000,[R]: 50 
20-02-10.626000,[R]: 1 
20-02-10.633000,S 1 	RSSI: 47
20-02-10.634000,[R]: 2 
20-02-10.634000,[R]: 50 
20-02-10.635000,[R]: 1 
20-02-10.637000,S 1 	RSSI: 47
20-02-10.640000,[R]: 2 
20-02-10.642000,[R]: 50 
20-02-10.643000,[R]: 1 
20-02-10.645000,S 1 	RSSI: 47
20-02-10.648000,[R]: 2 
20-02-10.649000,[R]: 50 
20-02-10.663000,[R]: 1 
20-02-10.664000,S 1 	RSSI: 47
20-02-10.664000,[R]: 2 
20-02-10.665000,[R]: 50 
20-02-10.666000,[R]: 1 
20-02-10.667000,S 1 	RSSI: 47
20-02-10.668000,[R]: 2 
20-02-10.668000,[R]: 50 
20-02-10.669000,[R]: 20 
20-02-10.669000,[R]: 1 
20-02-10.670000,S 1 	RSSI: 47
20-02-10.680000,[R]: 2 
20-02-10.680000,[R]: 50 
20-02-10.700000,[R]: 1 
20-02-10.701000,S 1 	RSSI: 47
20-02-10.701000,[R]: 2 
20-02-10.702000,[R]: 50 
20-02-10.702000,[R]: 1 
20-02-10.703000,S 1 	RSSI: 47
20-02-10.703000,[R]: 2 
20-02-10.705000,[R]: 50 
20-02-10.705000,[R]: 1 
20-02-10.706000,[R]: 2 
20-02-10.707000,[R]: 50 
20-02-10.707000,[R]: 1 
20-02-10.708000,S 1 	RSSI: 47
20-02-10.712000,[R]: 2 
20-02-10.713000,[R]: 50 
20-02-10.713000,[R]: 1 
20-02-10.717000,S 1 	RSSI: 47
20-02-10.718000,[R]: 2 
20-02-10.718000,[R]: 50 
20-02-10.719000,[R]: 20 
20-02-10.720000,[R]: 1 
20-02-10.723000,S 1 	RSSI: 47
20-02-10.723000,[R]: 2 
20-02-10.724000,[R]: 50 
20-02-10.728000,[R]: 1 
20-02-10.729000,S 1 	RSSI: 47
20-02-10.732000,[R]: 2 
20-02-10.732000,[R]: 50 
20-02-10.735000,[R]: 1 
20-02-10.737000,S 1 	RSSI: 47
20-02-10.740000,[R]: 2 
20-02-10.741000,[R]: 50 
20-02-10.744000,[R]: 1 
20-02-10.746000,S 1 	RSSI: 47
20-02-10.748000,[R]: 2 
20-02-10.749000,[R]: 50 
20-02-10.752000,[R]: 1 
20-02-10.754000,S 1 	RSSI: 47
20-02-10.757000,[R]: 2 
20-02-10.757000,[R]: 50 
20-02-10.761000,[R]: 1 
20-02-10.762000,S 1 	RSSI: 47
20-02-10.766000,[R]: 2 
20-02-10.770000,[R]: 50 
20-02-10.770000,[R]: 20 
20-02-10.771000,[R]: 1 
20-02-10.771000,S 1 	RSSI: 47
20-02-10.773000,[R]: 2 
20-02-10.773000,[R]: 50 
20-02-10.777000,[R]: 1 
20-02-10.779000,S 1 	RSSI: 47
20-02-10.782000,[R]: 2 
20-02-10.783000,[R]: 50 
20-02-10.786000,[R]: 1 
20-02-10.787000,S 1 	RSSI: 47
20-02-10.792000,[R]: 2 
20-02-10.792000,[R]: 50 
20-02-10.794000,[R]: 1 
20-02-10.795000,S 1 	RSSI: 48
20-02-10.798000,[R]: 2 
20-02-10.799000,[R]: 50 
20-02-10.803000,[R]: 1 
20-02-10.804000,S 1 	RSSI: 47
20-02-10.807000,[R]: 2 
20-02-10.807000,[R]: 50 
20-02-10.811000,[R]: 1 
20-02-10.812000,S 1 	RSSI: 47
20-02-10.816000,[R]: 2 
20-02-10.817000,[R]: 50 
20-02-10.820000,[R]: 20 
20-02-10.821000,[R]: 1 
20-02-10.824000,S 1 	RSSI: 48
20-02-10.824000,[R]: 2 
20-02-10.825000,[R]: 50 
20-02-10.827000,[R]: 1 
20-02-10.829000,S 1 	RSSI: 47
20-02-10.832000,[R]: 2 
20-02-10.835000,[R]: 50 
20-02-10.835000,[R]: 1 
20-02-10.837000,S 1 	RSSI: 47
20-02-10.840000,[R]: 2 
20-02-10.841000,[R]: 50 
20-02-10.844000,[R]: 1 
20-02-10.846000,S 1 	RSSI: 47
20-02-10.848000,[R]: 2 
20-02-10.856000,[R]: 50 
20-02-10.856000,[R]: 1 
20-02-10.857000,S 1 	RSSI: 47
20-02-10.858000,[R]: 2 
20-02-10.859000,[R]: 50 
20-02-10.861000,[R]: 1 
20-02-10.863000,S 1 	RSSI: 47
20-02-10.866000,[R]: 2 
20-02-10.868000,[R]: 50 
20-02-10.868000,[R]: 20 
20-02-10.869000,[R]: 1 
20-02-10.870000,S 1 	RSSI: 47
20-02-10.873000,[R]: 2 
20-02-10.874000,[R]: 50 
20-02-10.877000,[R]: 1 
20-02-10.885000,S 1 	RSSI: 47
20-02-10.885000,[R]: 2 
20-02-10.886000,[R]: 50 
20-02-10.886000,[R]: 1 
20-02-10.887000,S 1 	RSSI: 47
20-02-10.890000,[R]: 2 
20-02-10.891000,[R]: 50 
20-02-10.895000,[R]: 1 
20-02-10.896000,S 1 	RSSI: 47
20-02-10.899000,[R]: 2 
20-02-10.899000,[R]: 50 
20-02-10.902000,[R]: 1 
20-02-10.904000,S 1 	RSSI: 47
20-02-10.907000,[R]: 2 
20-02-10.908000,[R]: 50 
20-02-10.910000,[R]: 1 
20-02-10.912000,S 1 	RSSI: 47
20-02-10.919000,[R]: 2 
20-02-10.920000,[R]: 50 
20-02-10.921000,[R]: 1 
20-02-10.921000,S 1 	RSSI: 47
20-02-10.924000,[R]: 2 
20-02-10.925000,[R]: 50 
20-02-10.927000,[R]: 1 
20-02-10.931000,S 1 	RSSI: 47
20-02-10.932000,[R]: 2 
20-02-10.933000,[R]: 50 
20-02-10.935000,[R]: 1 
20-02-10.938000,S 1 	RSSI: 47
20-02-10.940000,[R]: 2 
20-02-10.942000,[R]: 50 
20-02-10.945000,[R]: 1 
20-02-10.947000,S 1 	RSSI: 47
20-02-10.948000,[R]: 2 
20-02-10.951000,[R]: 50 
20-02-10.952000,[R]: 1 
20-02-10.954000,S 1 	RSSI: 47
20-02-10.957000,[R]: 2 
20-02-10.958000,[R]: 50 
20-02-10.959000,[R]: 1 
20-02-10.961000,S 1 	RSSI: 47
20-02-10.965000,[R]: 2 
20-02-10.966000,[R]: 50 
20-02-10.967000,[R]: 20 
20-02-10.969000,[R]: 1 
20-02-10.970000,S 1 	RSSI: 48
20-02-10.972000,[R]: 2 
20-02-10.973000,[R]: 50 
20-02-10.977000,[R]: 1 
20-02-10.979000,S 1 	RSSI: 47
20-02-10.981000,[R]: 2 
20-02-10.982000,[R]: 50 
20-02-10.985000,[R]: 1 
20-02-10.987000,S 1 	RSSI: 47
20-02-10.989000,[R]: 2 
20-02-10.990000,[R]: 50 
20-02-10.993000,[R]: 1 
20-02-10.995000,S 1 	RSSI: 47
20-02-10.997000,[R]: 2 
20-02-11.000000,[R]: 50 
20-02-11.001000,[R]: 1 
20-02-11.007000,[R]: 2 
20-02-11.011000,[R]: 50 
20-02-11.012000,[R]: 1 
20-02-11.012000,S 1 	RSSI: 47
20-02-11.015000,[R]: 2 
20-02-11.019000,[R]: 50 
20-02-11.020000,[R]: 20 
20-02-11.021000,[R]: 1 
20-02-11.021000,S 1 	RSSI: 47
20-02-11.022000,[R]: 2 
20-02-11.023000,[R]: 50 
20-02-11.026000,[R]: 1 
20-02-11.029000,S 1 	RSSI: 47
20-02-11.031000,[R]: 2 
20-02-11.032000,[R]: 50 
20-02-11.035000,[R]: 1 
20-02-11.038000,S 1 	RSSI: 47
20-02-11.041000,[R]: 2 
20-02-11.041000,[R]: 50 
20-02-11.043000,[R]: 1 
20-02-11.045000,S 1 	RSSI: 47
20-02-11.049000,[R]: 2 
20-02-11.051000,[R]: 50 
20-02-11.052000,[R]: 1 
20-02-11.053000,S 1 	RSSI: 48
20-02-11.056000,[R]: 2 
20-02-11.057000,[R]: 50 
20-02-11.059000,[R]: 1 
20-02-11.062000,S 1 	RSSI: 47
