22-41-23.478000,---------- 
22-44-29.506000,[R]: 5 
22-44-29.511000,[R]: 6 
22-44-29.515000,[R]: 7 
22-44-29.523000,[R]: 8 
22-44-29.524000,S 4 	RSSI: 60
22-44-29.525000,[R]: 1 
22-44-29.526000,[R]: 50 
22-44-29.527000,[R]: 2 
22-44-29.532000,[R]: 3 
22-44-29.536000,S 7 	RSSI: 54
22-44-29.537000,[R]: 20 
22-44-29.537000,[R]: 1 
22-44-29.538000,[R]: 50 
22-44-29.551000,S 3 	RSSI: 71
22-44-29.563000,[R]: 2 
22-44-29.563000,[R]: 3 
22-44-29.564000,S 5 	RSSI: 52
22-44-29.564000,[R]: 4 
22-44-29.565000,[R]: 5 
22-44-29.565000,[R]: 6 
22-44-29.566000,[R]: 7 
22-44-29.566000,[R]: 8 
22-44-29.568000,S 2 	RSSI: 60
22-44-29.574000,[R]: 1 
22-44-29.581000,[R]: 50 
22-44-29.582000,[R]: 2 
22-44-29.583000,[R]: 3 
22-44-29.583000,[R]: 4 
22-44-29.587000,[R]: 5 
22-44-29.591000,[R]: 6 
22-44-29.594000,[R]: 7 
22-44-29.599000,[R]: 8 
22-44-29.603000,[R]: 1 
22-44-29.605000,[R]: 50 
22-44-29.605000,S 8 	RSSI: 48
22-44-29.607000,[R]: 2 
22-44-29.611000,[R]: 3 
22-44-29.615000,[R]: 4 
22-44-29.619000,[R]: 5 
22-44-29.624000,[R]: 6 
22-44-29.628000,[R]: 7 
22-44-29.632000,S 6 	RSSI: 48
22-44-29.636000,[R]: 8 
22-44-29.639000,[R]: 1 
22-44-29.639000,[R]: 50 
22-44-29.640000,[R]: 2 
22-44-29.644000,[R]: 3 
22-44-29.647000,S 2 	RSSI: 59
22-44-29.650000,[R]: 4 
22-44-29.653000,[R]: 5 
22-44-29.655000,S 4 	RSSI: 62
22-44-29.657000,[R]: 6 
22-44-29.659000,S 7 	RSSI: 53
22-44-29.662000,[R]: 7 
22-44-29.666000,[R]: 8 
22-44-29.671000,[R]: 1 
22-44-29.671000,[R]: 50 
22-44-29.674000,[R]: 2 
22-44-29.678000,[R]: 3 
22-44-29.682000,[R]: 4 
22-44-29.687000,[R]: 5 
22-44-29.689000,S 4 	RSSI: 62
22-44-29.690000,[R]: 6 
22-44-29.692000,S 7 	RSSI: 55
22-44-29.697000,[R]: 7 
22-44-29.699000,[R]: 8 
22-44-29.703000,[R]: 1 
22-44-29.706000,[R]: 50 
22-44-29.707000,[R]: 2 
22-44-29.711000,[R]: 3 
22-44-29.716000,[R]: 4 
22-44-29.724000,[R]: 5 
22-44-29.725000,S 7 	RSSI: 55
22-44-29.725000,[R]: 6 
22-44-29.727000,[R]: 7 
22-44-29.732000,[R]: 8 
22-44-29.737000,[R]: 20 
22-44-29.738000,[R]: 1 
22-44-29.739000,[R]: 50 
22-44-29.740000,[R]: 2 
22-44-29.744000,[R]: 3 
22-44-29.762000,[R]: 4 
22-44-29.764000,[R]: 5 
22-44-29.764000,[R]: 6 
22-44-29.765000,[R]: 7 
22-44-29.765000,[R]: 8 
22-44-29.769000,[R]: 1 
22-44-29.771000,[R]: 50 
22-44-29.772000,S 5 	RSSI: 55
22-44-29.774000,[R]: 2 
22-44-29.793000,[R]: 3 
22-44-29.793000,[R]: 4 
22-44-29.794000,[R]: 5 
22-44-29.794000,[R]: 6 
22-44-29.795000,[R]: 7 
22-44-29.796000,S 3 	RSSI: 69
22-44-29.800000,[R]: 8 
22-44-29.804000,[R]: 1 
22-44-29.804000,[R]: 50 
22-44-29.807000,[R]: 2 
22-44-29.811000,[R]: 3 
22-44-29.826000,[R]: 20 
22-44-29.826000,[R]: 1 
22-44-29.827000,[R]: 50 
22-44-29.827000,[R]: 2 
22-44-29.828000,S 6 	RSSI: 49
22-44-29.833000,[R]: 3 
22-44-29.834000,[R]: 4 
22-44-29.836000,[R]: 5 
22-44-29.837000,S 8 	RSSI: 46
22-44-29.837000,[R]: 6 
22-44-29.839000,S 2 	RSSI: 60
22-44-29.841000,[R]: 7 
22-44-29.845000,[R]: 8 
22-44-29.848000,S 4 	RSSI: 62
22-44-29.850000,[R]: 1 
22-44-29.857000,[R]: 50 
22-44-29.858000,[R]: 2 
22-44-29.861000,[R]: 3 
22-44-29.862000,S 7 	RSSI: 62
22-44-29.863000,[R]: 4 
22-44-29.867000,[R]: 5 
22-44-29.871000,[R]: 6 
22-44-29.874000,S 2 	RSSI: 60
22-44-29.875000,[R]: 7 
22-44-29.879000,[R]: 8 
22-44-29.884000,[R]: 1 
22-44-29.885000,[R]: 50 
22-44-29.887000,[R]: 2 
22-44-29.896000,[R]: 3 
22-44-29.897000,S 7 	RSSI: 64
22-44-29.898000,[R]: 20 
22-44-29.898000,[R]: 1 
22-44-29.899000,[R]: 50 
22-44-29.900000,[R]: 2 
22-44-29.902000,S 2 	RSSI: 60
22-44-29.904000,[R]: 3 
22-44-29.910000,S 5 	RSSI: 58
22-44-29.912000,[R]: 4 
22-44-29.915000,[R]: 5 
22-44-29.925000,[R]: 6 
22-44-29.926000,[R]: 7 
22-44-29.926000,[R]: 8 
22-44-29.931000,[R]: 1 
22-44-29.932000,[R]: 50 
22-44-29.932000,S 3 	RSSI: 70
22-44-29.935000,[R]: 2 
22-44-29.937000,S 2 	RSSI: 60
22-44-29.939000,[R]: 3 
22-44-29.940000,S 5 	RSSI: 58
22-44-29.942000,[R]: 4 
22-44-29.948000,[R]: 5 
22-44-29.951000,[R]: 6 
22-44-29.956000,[R]: 7 
22-44-29.960000,[R]: 8 
22-44-29.965000,[R]: 1 
22-44-29.967000,[R]: 50 
22-44-29.967000,S 3 	RSSI: 70
22-44-29.967000,S 8 	RSSI: 50
22-44-29.969000,[R]: 2 
22-44-29.970000,S 2 	RSSI: 60
22-44-29.971000,[R]: 3 
22-44-29.975000,[R]: 4 
22-44-29.980000,[R]: 5 
22-44-29.981000,S 2 	RSSI: 60
22-44-29.982000,S 4 	RSSI: 63
22-44-29.985000,[R]: 6 
22-44-29.989000,[R]: 7 
22-44-29.990000,S 6 	RSSI: 52
22-44-29.992000,[R]: 8 
22-44-29.995000,S 7 	RSSI: 57
22-44-30.000000,[R]: 1 
22-44-30.005000,[R]: 50 
22-44-30.006000,[R]: 2 
22-44-30.006000,[R]: 3 
22-44-30.009000,[R]: 4 
22-44-30.014000,[R]: 5 
22-44-30.015000,S 4 	RSSI: 63
22-44-30.017000,[R]: 6 
22-44-30.026000,[R]: 7 
22-44-30.026000,[R]: 8 
22-44-30.028000,S 7 	RSSI: 55
22-44-30.031000,[R]: 1 
22-44-30.031000,[R]: 50 
22-44-30.034000,[R]: 2 
22-44-30.041000,[R]: 3 
22-44-30.043000,[R]: 4 
22-44-30.046000,[R]: 5 
22-44-30.052000,[R]: 6 
22-44-30.056000,[R]: 7 
22-44-30.059000,[R]: 8 
22-44-30.064000,[R]: 1 
22-44-30.067000,[R]: 50 
22-44-30.069000,[R]: 2 
22-44-30.073000,[R]: 3 
22-44-30.075000,[R]: 4 
22-44-30.081000,[R]: 5 
22-44-30.083000,S 7 	RSSI: 55
22-44-30.083000,[R]: 6 
22-44-30.088000,[R]: 7 
22-44-30.092000,[R]: 8 
22-44-30.093000,[R]: 20 
22-44-30.096000,[R]: 1 
22-44-30.097000,[R]: 50 
22-44-30.100000,[R]: 2 
22-44-30.118000,[R]: 3 
22-44-30.118000,S 5 	RSSI: 61
22-44-30.119000,[R]: 4 
22-44-30.120000,[R]: 5 
22-44-30.121000,[R]: 6 
22-44-30.121000,[R]: 7 
22-44-30.125000,[R]: 8 
22-44-30.130000,[R]: 1 
22-44-30.136000,[R]: 50 
22-44-30.137000,[R]: 2 
22-44-30.142000,[R]: 3 
22-44-30.142000,S 5 	RSSI: 63
22-44-30.143000,[R]: 4 
22-44-30.144000,S 3 	RSSI: 68
22-44-30.147000,[R]: 5 
22-44-30.153000,[R]: 6 
22-44-30.155000,[R]: 7 
22-44-30.158000,S 6 	RSSI: 51
22-44-30.161000,[R]: 8 
22-44-30.164000,[R]: 1 
22-44-30.165000,[R]: 50 
22-44-30.168000,[R]: 2 
22-44-30.173000,[R]: 3 
22-44-30.177000,[R]: 20 
22-44-30.178000,[R]: 1 
22-44-30.178000,[R]: 50 
22-44-30.180000,[R]: 2 
22-44-30.183000,S 4 	RSSI: 64
22-44-30.185000,[R]: 3 
22-44-30.190000,[R]: 4 
22-44-30.191000,S 6 	RSSI: 52
22-44-30.193000,[R]: 5 
22-44-30.198000,[R]: 6 
22-44-30.209000,[R]: 7 
22-44-30.210000,[R]: 8 
22-44-30.210000,[R]: 1 
22-44-30.211000,[R]: 50 
22-44-30.213000,[R]: 2 
22-44-30.215000,S 4 	RSSI: 64
22-44-30.218000,[R]: 3 
22-44-30.220000,S 7 	RSSI: 58
22-44-30.228000,[R]: 4 
22-44-30.228000,[R]: 5 
22-44-30.231000,[R]: 6 
22-44-30.235000,[R]: 7 
22-44-30.239000,[R]: 8 
22-44-30.243000,[R]: 1 
22-44-30.244000,[R]: 50 
22-44-30.247000,[R]: 2 
22-44-30.250000,S 4 	RSSI: 64
22-44-30.263000,[R]: 3 
22-44-30.264000,S 7 	RSSI: 58
22-44-30.265000,[R]: 20 
22-44-30.265000,[R]: 1 
22-44-30.266000,[R]: 50 
22-44-30.266000,[R]: 2 
22-44-30.267000,[R]: 3 
22-44-30.267000,S 5 	RSSI: 64
22-44-30.269000,[R]: 4 
22-44-30.276000,[R]: 5 
22-44-30.277000,[R]: 6 
22-44-30.281000,[R]: 7 
22-44-30.285000,[R]: 8 
22-44-30.290000,[R]: 1 
22-44-30.290000,[R]: 50 
22-44-30.293000,[R]: 2 
22-44-30.297000,[R]: 3 
22-44-30.307000,S 5 	RSSI: 62
22-44-30.307000,[R]: 4 
22-44-30.308000,[R]: 5 
22-44-30.310000,[R]: 6 
22-44-30.314000,[R]: 7 
22-44-30.319000,[R]: 8 
22-44-30.323000,[R]: 1 
22-44-30.323000,[R]: 50 
22-44-30.326000,[R]: 2 
22-44-30.333000,[R]: 3 
22-44-30.334000,S 5 	RSSI: 62
22-44-30.335000,[R]: 4 
22-44-30.339000,[R]: 5 
22-44-30.342000,[R]: 6 
22-44-30.345000,S 3 	RSSI: 68
22-44-30.349000,[R]: 7 
22-44-30.351000,[R]: 8 
22-44-30.355000,[R]: 1 
22-44-30.358000,[R]: 50 
22-44-30.359000,S 6 	RSSI: 52
22-44-30.360000,[R]: 2 
22-44-30.368000,[R]: 3 
22-44-30.368000,S 8 	RSSI: 48
22-44-30.369000,[R]: 4 
22-44-30.372000,[R]: 5 
22-44-30.374000,S 4 	RSSI: 64
22-44-30.378000,[R]: 6 
22-44-30.381000,[R]: 7 
22-44-30.386000,[R]: 8 
22-44-30.389000,S 7 	RSSI: 56
22-44-30.390000,[R]: 1 
22-44-30.391000,[R]: 50 
22-44-30.397000,[R]: 2 
22-44-30.399000,[R]: 3 
22-44-30.402000,[R]: 4 
22-44-30.410000,[R]: 5 
22-44-30.411000,S 4 	RSSI: 64
22-44-30.411000,[R]: 6 
22-44-30.414000,[R]: 7 
22-44-30.420000,[R]: 8 
22-44-30.422000,S 7 	RSSI: 55
22-44-30.423000,[R]: 1 
22-44-30.423000,[R]: 50 
22-44-30.427000,[R]: 2 
22-44-30.431000,[R]: 3 
22-44-30.435000,[R]: 4 
22-44-30.439000,[R]: 5 
22-44-30.444000,[R]: 6 
22-44-30.449000,[R]: 7 
22-44-30.456000,[R]: 8 
22-44-30.458000,S 7 	RSSI: 55
22-44-30.459000,[R]: 20 
22-44-30.476000,[R]: 1 
22-44-30.476000,[R]: 50 
22-44-30.477000,S 5 	RSSI: 66
22-44-30.478000,[R]: 2 
22-44-30.479000,S 2 	RSSI: 58
22-44-30.481000,[R]: 3 
22-44-30.483000,[R]: 4 
22-44-30.484000,[R]: 5 
22-44-30.491000,[R]: 6 
22-44-30.492000,[R]: 7 
22-44-30.492000,[R]: 8 
22-44-30.493000,[R]: 1 
22-44-30.494000,[R]: 50 
22-44-30.494000,[R]: 2 
22-44-30.495000,S 2 	RSSI: 58
22-44-30.497000,[R]: 3 
22-44-30.503000,[R]: 4 
22-44-30.506000,[R]: 5 
22-44-30.510000,[R]: 6 
22-44-30.514000,[R]: 7 
22-44-30.518000,[R]: 8 
22-44-30.526000,[R]: 1 
22-44-30.527000,[R]: 50 
22-44-30.527000,[R]: 2 
22-44-30.531000,[R]: 3 
22-44-30.536000,[R]: 4 
22-44-30.539000,[R]: 5 
22-44-30.549000,[R]: 6 
22-44-30.553000,[R]: 7 
22-44-30.553000,[R]: 8 
22-44-30.554000,S 5 	RSSI: 64
22-44-30.556000,[R]: 1 
22-44-30.559000,[R]: 50 
22-44-30.560000,[R]: 2 
22-44-30.566000,[R]: 3 
22-44-30.568000,[R]: 4 
22-44-30.572000,[R]: 5 
22-44-30.573000,[R]: 20 
22-44-30.577000,[R]: 1 
22-44-30.578000,[R]: 50 
22-44-30.579000,S 3 	RSSI: 67
22-44-30.580000,[R]: 2 
22-44-30.586000,S 6 	RSSI: 53
22-44-30.587000,[R]: 3 
22-44-30.589000,[R]: 4 
22-44-30.593000,[R]: 5 
22-44-30.601000,[R]: 6 
22-44-30.603000,S 8 	RSSI: 50
22-44-30.604000,[R]: 7 
22-44-30.606000,[R]: 8 
22-44-30.608000,S 4 	RSSI: 65
22-44-30.612000,[R]: 1 
22-44-30.613000,[R]: 50 
22-44-30.615000,[R]: 2 
22-44-30.616000,S 6 	RSSI: 52
22-44-30.618000,[R]: 3 
22-44-30.622000,[R]: 4 
22-44-30.627000,[R]: 5 
22-44-30.631000,[R]: 6 
22-44-30.638000,[R]: 7 
22-44-30.639000,[R]: 8 
22-44-30.642000,S 4 	RSSI: 64
22-44-30.648000,[R]: 1 
22-44-30.648000,[R]: 50 
22-44-30.649000,S 7 	RSSI: 57
22-44-30.651000,[R]: 2 
22-44-30.652000,[R]: 3 
22-44-30.653000,[R]: 20 
22-44-30.656000,[R]: 1 
22-44-30.663000,[R]: 50 
22-44-30.664000,[R]: 2 
22-44-30.667000,[R]: 3 
22-44-30.669000,[R]: 4 
22-44-30.671000,S 4 	RSSI: 64
22-44-30.678000,[R]: 5 
22-44-30.679000,[R]: 6 
22-44-30.680000,[R]: 7 
22-44-30.682000,S 7 	RSSI: 57
22-44-30.685000,[R]: 8 
22-44-30.689000,[R]: 1 
22-44-30.690000,[R]: 50 
22-44-30.693000,[R]: 2 
22-44-30.699000,[R]: 3 
22-44-30.701000,[R]: 4 
22-44-30.706000,[R]: 5 
22-44-30.710000,[R]: 6 
22-44-30.714000,[R]: 7 
22-44-30.715000,S 7 	RSSI: 57
22-44-30.718000,[R]: 8 
22-44-30.722000,[R]: 1 
22-44-30.722000,[R]: 50 
22-44-30.725000,[R]: 2 
22-44-30.731000,[R]: 3 
22-44-30.734000,[R]: 4 
22-44-30.737000,[R]: 5 
22-44-30.741000,[R]: 6 
22-44-30.746000,[R]: 7 
22-44-30.750000,[R]: 8 
22-44-30.753000,S 5 	RSSI: 65
22-44-30.756000,[R]: 1 
22-44-30.774000,[R]: 50 
22-44-30.775000,[R]: 2 
22-44-30.775000,[R]: 3 
22-44-30.776000,[R]: 4 
22-44-30.777000,[R]: 5 
22-44-30.777000,[R]: 20 
22-44-30.777000,[R]: 1 
22-44-30.778000,[R]: 50 
22-44-30.780000,[R]: 2 
22-44-30.784000,[R]: 3 
22-44-30.788000,[R]: 4 
22-44-30.792000,[R]: 5 
22-44-30.796000,[R]: 6 
22-44-30.800000,[R]: 7 
22-44-30.805000,[R]: 8 
22-44-30.809000,[R]: 1 
22-44-30.810000,[R]: 50 
22-44-30.813000,[R]: 2 
22-44-30.821000,[R]: 3 
22-44-30.822000,[R]: 4 
22-44-30.825000,[R]: 5 
22-44-30.833000,[R]: 6 
22-44-30.840000,[R]: 7 
22-44-30.841000,[R]: 8 
22-44-30.842000,[R]: 1 
22-44-30.843000,[R]: 50 
22-44-30.845000,[R]: 2 
22-44-30.850000,[R]: 3 
22-44-30.854000,[R]: 4 
22-44-30.858000,[R]: 5 
22-44-30.862000,[R]: 6 
22-44-30.866000,[R]: 7 
22-44-30.870000,[R]: 8 
22-44-30.875000,[R]: 1 
22-44-30.876000,[R]: 50 
22-44-30.889000,[R]: 2 
22-44-30.889000,[R]: 3 
22-44-30.891000,S 8 	RSSI: 50
22-44-30.892000,[R]: 4 
22-44-30.893000,[R]: 5 
22-44-30.893000,[R]: 20 
22-44-30.896000,[R]: 1 
22-44-30.900000,[R]: 50 
22-44-30.901000,S 3 	RSSI: 67
22-44-30.902000,[R]: 2 
22-44-30.902000,S 4 	RSSI: 64
22-44-30.904000,[R]: 3 
22-44-30.914000,[R]: 4 
22-44-30.915000,S 6 	RSSI: 51
22-44-30.916000,S 7 	RSSI: 56
22-44-30.922000,[R]: 5 
22-44-30.924000,[R]: 6 
22-44-30.926000,[R]: 7 
22-44-30.927000,[R]: 8 
22-44-30.932000,[R]: 1 
22-44-30.932000,[R]: 50 
22-44-30.935000,[R]: 2 
22-44-30.936000,S 4 	RSSI: 65
22-44-30.938000,[R]: 3 
22-44-30.942000,[R]: 4 
22-44-30.944000,S 7 	RSSI: 56
22-44-30.946000,[R]: 5 
22-44-30.950000,[R]: 6 
22-44-30.954000,[R]: 7 
22-44-30.958000,[R]: 8 
22-44-30.963000,[R]: 1 
22-44-30.964000,[R]: 50 
22-44-30.967000,[R]: 2 
22-44-30.968000,S 4 	RSSI: 64
22-44-30.971000,[R]: 3 
22-44-30.978000,[R]: 4 
22-44-30.979000,S 7 	RSSI: 56
22-44-30.979000,[R]: 5 
22-44-30.987000,[R]: 6 
22-44-30.988000,[R]: 7 
22-44-30.992000,[R]: 8 
22-44-30.997000,[R]: 1 
22-44-30.998000,[R]: 50 
22-44-31.015000,[R]: 2 
22-44-31.016000,[R]: 3 
22-44-31.016000,[R]: 4 
22-44-31.017000,S 7 	RSSI: 56
22-44-31.018000,[R]: 5 
22-44-31.021000,[R]: 20 
22-44-31.022000,[R]: 1 
22-44-31.024000,[R]: 50 
22-44-31.025000,S 5 	RSSI: 64
22-44-31.025000,[R]: 2 
22-44-31.026000,[R]: 3 
22-44-31.029000,[R]: 4 
22-44-31.034000,[R]: 5 
22-44-31.038000,[R]: 6 
22-44-31.042000,[R]: 7 
22-44-31.046000,[R]: 8 
22-44-31.053000,[R]: 1 
22-44-31.054000,[R]: 50 
22-44-31.056000,[R]: 2 
22-44-31.058000,[R]: 3 
22-44-31.063000,[R]: 4 
22-44-31.066000,[R]: 5 
22-44-31.071000,[R]: 6 
22-44-31.075000,[R]: 7 
22-44-31.079000,[R]: 8 
22-44-31.084000,[R]: 1 
22-44-31.086000,[R]: 50 
22-44-31.087000,[R]: 2 
22-44-31.090000,[R]: 3 
22-44-31.093000,[R]: 20 
22-44-31.096000,[R]: 1 
22-44-31.097000,[R]: 50 
22-44-31.099000,[R]: 2 
22-44-31.104000,[R]: 3 
22-44-31.116000,[R]: 4 
22-44-31.117000,S 6 	RSSI: 51
22-44-31.118000,[R]: 5 
22-44-31.119000,[R]: 6 
22-44-31.120000,S 8 	RSSI: 51
22-44-31.121000,[R]: 7 
22-44-31.128000,[R]: 8 
22-44-31.128000,S 4 	RSSI: 64
22-44-31.131000,[R]: 1 
22-44-31.131000,[R]: 50 
22-44-31.133000,S 3 	RSSI: 68
22-44-31.133000,[R]: 2 
22-44-31.138000,[R]: 3 
22-44-31.140000,S 7 	RSSI: 55
22-44-31.142000,[R]: 4 
22-44-31.146000,[R]: 5 
22-44-31.151000,[R]: 6 
22-44-31.155000,[R]: 7 
22-44-31.160000,[R]: 8 
22-44-31.162000,S 4 	RSSI: 65
22-44-31.165000,[R]: 1 
22-44-31.166000,[R]: 50 
22-44-31.167000,[R]: 2 
22-44-31.171000,[R]: 3 
22-44-31.174000,S 7 	RSSI: 55
22-44-31.174000,[R]: 20 
22-44-31.176000,[R]: 1 
22-44-31.176000,[R]: 50 
22-44-31.179000,[R]: 2 
22-44-31.183000,[R]: 3 
22-44-31.186000,S 5 	RSSI: 63
22-44-31.188000,[R]: 4 
22-44-31.192000,[R]: 5 
22-44-31.198000,[R]: 6 
22-44-31.201000,[R]: 7 
22-44-31.209000,[R]: 8 
22-44-31.210000,S 2 	RSSI: 57
22-44-31.210000,[R]: 1 
22-44-31.211000,[R]: 50 
22-44-31.213000,[R]: 2 
22-44-31.218000,[R]: 3 
22-44-31.219000,S 5 	RSSI: 64
22-44-31.221000,[R]: 4 
22-44-31.226000,[R]: 5 
22-44-31.230000,[R]: 6 
22-44-31.234000,[R]: 7 
22-44-31.246000,[R]: 8 
22-44-31.247000,S 2 	RSSI: 57
22-44-31.247000,[R]: 1 
22-44-31.248000,[R]: 50 
22-44-31.249000,[R]: 2 
22-44-31.251000,[R]: 3 
22-44-31.252000,S 5 	RSSI: 64
22-44-31.254000,[R]: 4 
22-44-31.259000,[R]: 5 
22-44-31.261000,S 2 	RSSI: 57
22-44-31.263000,[R]: 6 
22-44-31.272000,[R]: 7 
22-44-31.277000,[R]: 8 
22-44-31.277000,[R]: 1 
22-44-31.278000,[R]: 50 
22-44-31.279000,[R]: 2 
22-44-31.285000,[R]: 3 
22-44-31.286000,S 8 	RSSI: 51
22-44-31.288000,[R]: 4 
22-44-31.294000,[R]: 5 
22-44-31.295000,[R]: 20 
22-44-31.298000,[R]: 1 
22-44-31.300000,[R]: 50 
22-44-31.301000,[R]: 2 
22-44-31.303000,S 6 	RSSI: 51
22-44-31.305000,[R]: 3 
22-44-31.309000,[R]: 4 
22-44-31.314000,[R]: 5 
22-44-31.318000,[R]: 6 
22-44-31.325000,S 8 	RSSI: 51
22-44-31.326000,[R]: 7 
22-44-31.326000,S 3 	RSSI: 66
22-44-31.327000,[R]: 8 
22-44-31.328000,S 2 	RSSI: 57
22-44-31.331000,[R]: 1 
22-44-31.332000,[R]: 50 
22-44-31.339000,[R]: 2 
22-44-31.340000,[R]: 3 
22-44-31.342000,[R]: 4 
22-44-31.344000,S 3 	RSSI: 66
22-44-31.348000,[R]: 5 
22-44-31.352000,[R]: 6 
22-44-31.355000,[R]: 7 
22-44-31.359000,[R]: 8 
22-44-31.364000,S 7 	RSSI: 57
22-44-31.365000,[R]: 1 
22-44-31.365000,[R]: 50 
22-44-31.367000,[R]: 2 
22-44-31.371000,[R]: 3 
22-44-31.373000,[R]: 20 
22-44-31.376000,[R]: 1 
22-44-31.377000,[R]: 50 
22-44-31.380000,[R]: 2 
22-44-31.384000,[R]: 3 
22-44-31.386000,S 3 	RSSI: 66
22-44-31.389000,[R]: 4 
22-44-31.390000,S 4 	RSSI: 66
22-44-31.393000,[R]: 5 
22-44-31.399000,[R]: 6 
22-44-31.401000,[R]: 7 
22-44-31.403000,S 7 	RSSI: 58
22-44-31.404000,[R]: 8 
22-44-31.409000,[R]: 1 
22-44-31.411000,[R]: 50 
22-44-31.413000,[R]: 2 
22-44-31.418000,[R]: 3 
22-44-31.420000,S 3 	RSSI: 66
22-44-31.421000,[R]: 4 
22-44-31.426000,[R]: 5 
22-44-31.430000,[R]: 6 
22-44-31.435000,[R]: 7 
22-44-31.436000,S 7 	RSSI: 58
22-44-31.437000,[R]: 8 
22-44-31.444000,[R]: 1 
22-44-31.445000,[R]: 50 
22-44-31.445000,S 5 	RSSI: 64
22-44-31.446000,[R]: 2 
22-44-31.451000,[R]: 3 
22-44-31.455000,[R]: 4 
22-44-31.462000,[R]: 5 
22-44-31.463000,[R]: 6 
22-44-31.467000,[R]: 7 
22-44-31.472000,[R]: 8 
22-44-31.474000,S 5 	RSSI: 64
22-44-31.476000,[R]: 1 
22-44-31.476000,[R]: 50 
22-44-31.480000,[R]: 2 
22-44-31.483000,[R]: 3 
22-44-31.487000,[R]: 4 
22-44-31.491000,[R]: 5 
22-44-31.493000,[R]: 20 
22-44-31.496000,[R]: 1 
22-44-31.497000,[R]: 50 
22-44-31.499000,[R]: 2 
22-44-31.506000,[R]: 3 
22-44-31.508000,[R]: 4 
22-44-31.513000,[R]: 5 
22-44-31.517000,S 5 	RSSI: 64
22-44-31.518000,[R]: 6 
22-44-31.520000,[R]: 7 
22-44-31.526000,[R]: 8 
22-44-31.538000,[R]: 1 
22-44-31.538000,[R]: 50 
22-44-31.539000,[R]: 2 
22-44-31.539000,[R]: 3 
22-44-31.541000,[R]: 4 
22-44-31.545000,[R]: 5 
22-44-31.552000,S 8 	RSSI: 50
22-44-31.554000,[R]: 6 
22-44-31.555000,[R]: 7 
22-44-31.558000,[R]: 8 
22-44-31.560000,S 6 	RSSI: 51
22-44-31.567000,[R]: 1 
22-44-31.573000,[R]: 50 
22-44-31.574000,[R]: 2 
22-44-31.574000,[R]: 3 
22-44-31.575000,[R]: 20 
22-44-31.576000,[R]: 1 
22-44-31.576000,[R]: 50 
22-44-31.579000,[R]: 2 
22-44-31.582000,S 3 	RSSI: 66
22-44-31.591000,[R]: 3 
22-44-31.593000,[R]: 4 
22-44-31.594000,S 4 	RSSI: 64
22-44-31.595000,[R]: 5 
22-44-31.607000,[R]: 6 
22-44-31.608000,[R]: 7 
22-44-31.610000,S 7 	RSSI: 57
22-44-31.610000,[R]: 8 
22-44-31.612000,[R]: 1 
22-44-31.614000,[R]: 50 
22-44-31.615000,[R]: 2 
22-44-31.619000,S 3 	RSSI: 66
22-44-31.619000,[R]: 3 
22-44-31.621000,[R]: 4 
22-44-31.625000,[R]: 5 
22-44-31.630000,[R]: 6 
22-44-31.635000,[R]: 7 
22-44-31.642000,[R]: 8 
22-44-31.643000,[R]: 1 
22-44-31.646000,[R]: 50 
22-44-31.647000,S 5 	RSSI: 62
22-44-31.647000,[R]: 2 
22-44-31.650000,[R]: 3 
22-44-31.656000,[R]: 20 
22-44-31.656000,[R]: 1 
22-44-31.660000,[R]: 50 
22-44-31.661000,[R]: 2 
22-44-31.664000,[R]: 3 
22-44-31.668000,[R]: 4 
22-44-31.671000,S 8 	RSSI: 50
22-44-31.672000,[R]: 5 
22-44-31.682000,[R]: 6 
22-44-31.683000,[R]: 7 
22-44-31.685000,[R]: 8 
22-44-31.687000,S 4 	RSSI: 64
22-44-31.691000,[R]: 1 
22-44-31.692000,[R]: 50 
22-44-31.695000,[R]: 2 
22-44-31.698000,S 6 	RSSI: 52
22-44-31.699000,[R]: 3 
22-44-31.700000,S 2 	RSSI: 57
22-44-31.708000,[R]: 4 
22-44-31.709000,S 3 	RSSI: 66
22-44-31.710000,[R]: 5 
22-44-31.711000,[R]: 6 
22-44-31.715000,[R]: 7 
22-44-31.719000,[R]: 8 
22-44-31.724000,[R]: 1 
22-44-31.725000,[R]: 50 
22-44-31.728000,[R]: 2 
22-44-31.732000,[R]: 3 
22-44-31.734000,[R]: 20 
22-44-31.745000,[R]: 1 
22-44-31.745000,[R]: 50 
22-44-31.747000,[R]: 2 
22-44-31.748000,[R]: 3 
22-44-31.749000,S 3 	RSSI: 66
22-44-31.751000,S 5 	RSSI: 63
22-44-31.751000,[R]: 4 
22-44-31.755000,[R]: 5 
22-44-31.760000,[R]: 6 
22-44-31.762000,[R]: 7 
22-44-31.765000,[R]: 8 
22-44-31.771000,[R]: 1 
22-44-31.777000,[R]: 50 
22-44-31.777000,[R]: 2 
22-44-31.778000,[R]: 3 
22-44-31.780000,S 5 	RSSI: 63
22-44-31.782000,[R]: 4 
22-44-31.786000,[R]: 5 
22-44-31.790000,[R]: 6 
22-44-31.795000,[R]: 7 
22-44-31.798000,[R]: 8 
22-44-31.807000,[R]: 1 
22-44-31.807000,[R]: 50 
22-44-31.808000,[R]: 2 
22-44-31.812000,[R]: 3 
22-44-31.813000,S 5 	RSSI: 62
22-44-31.825000,[R]: 4 
22-44-31.826000,[R]: 5 
22-44-31.826000,[R]: 6 
22-44-31.827000,[R]: 7 
