22-41-23.478000,----------
22-43-45.387000,[R]: 8 
22-43-45.405000,[R]: 1 
22-43-45.406000,[R]: 50 
22-43-45.407000,[R]: 2 
22-43-45.407000,[R]: 3 
22-43-45.408000,[R]: 4 
22-43-45.409000,[R]: 5 
22-43-45.409000,[R]: 6 
22-43-45.410000,[R]: 7 
22-43-45.413000,[R]: 8 
22-43-45.417000,[R]: 1 
22-43-45.418000,[R]: 50 
22-43-45.421000,[R]: 2 
22-43-45.428000,[R]: 3 
22-43-45.429000,[R]: 4 
22-43-45.434000,[R]: 5 
22-43-45.437000,[R]: 6 
22-43-45.441000,[R]: 7 
22-43-45.445000,[R]: 8 
22-43-45.450000,[R]: 1 
22-43-45.451000,[R]: 50 
22-43-45.453000,[R]: 2 
22-43-45.458000,[R]: 3 
22-43-45.462000,[R]: 4 
22-43-45.466000,[R]: 5 
22-43-45.471000,[R]: 6 
22-43-45.474000,[R]: 7 
22-43-45.477000,[R]: 8 
22-43-45.482000,[R]: 1 
22-43-45.483000,[R]: 50 
22-43-45.485000,[R]: 2 
22-43-45.490000,[R]: 3 
22-43-45.494000,[R]: 4 
22-43-45.498000,[R]: 5 
22-43-45.503000,[R]: 6 
22-43-45.506000,[R]: 7 
22-43-45.513000,[R]: 8 
22-43-45.528000,[R]: 1 
22-43-45.529000,[R]: 50 
22-43-45.529000,[R]: 2 
22-43-45.530000,[R]: 3 
22-43-45.531000,[R]: 4 
22-43-45.532000,[R]: 5 
22-43-45.535000,[R]: 6 
22-43-45.541000,[R]: 7 
22-43-45.543000,[R]: 8 
22-43-45.549000,[R]: 1 
22-43-45.551000,[R]: 50 
22-43-45.551000,[R]: 2 
22-43-45.556000,[R]: 3 
22-43-45.560000,[R]: 4 
22-43-45.564000,[R]: 5 
22-43-45.568000,[R]: 6 
22-43-45.573000,[R]: 7 
22-43-45.577000,[R]: 8 
22-43-45.582000,[R]: 1 
22-43-45.585000,[R]: 50 
22-43-45.586000,[R]: 2 
22-43-45.589000,[R]: 3 
22-43-45.594000,[R]: 4 
22-43-45.602000,[R]: 5 
22-43-45.602000,[R]: 6 
22-43-45.606000,[R]: 7 
22-43-45.610000,[R]: 8 
22-43-45.616000,[R]: 1 
22-43-45.616000,[R]: 50 
22-43-45.618000,[R]: 2 
22-43-45.622000,[R]: 3 
22-43-45.626000,[R]: 4 
22-43-45.629000,S 5 	RSSI: 56
22-43-45.635000,[R]: 5 
22-43-45.637000,[R]: 6 
22-43-45.639000,[R]: 7 
22-43-45.647000,[R]: 8 
22-43-45.649000,[R]: 1 
22-43-45.651000,[R]: 50 
22-43-45.653000,S 2 	RSSI: 55
22-43-45.654000,[R]: 2 
22-43-45.654000,S 3 	RSSI: 70
22-43-45.658000,[R]: 3 
22-43-45.660000,[R]: 4 
22-43-45.665000,[R]: 5 
22-43-45.669000,[R]: 6 
22-43-45.673000,[R]: 7 
22-43-45.679000,[R]: 8 
22-43-45.682000,[R]: 1 
22-43-45.683000,[R]: 50 
22-43-45.685000,[R]: 2 
22-43-45.699000,[R]: 3 
22-43-45.700000,[R]: 4 
22-43-45.700000,[R]: 5 
22-43-45.702000,[R]: 6 
22-43-45.706000,[R]: 7 
22-43-45.711000,[R]: 8 
22-43-45.715000,[R]: 1 
22-43-45.719000,[R]: 50 
22-43-45.720000,[R]: 2 
22-43-45.722000,[R]: 3 
22-43-45.727000,[R]: 4 
22-43-45.730000,[R]: 5 
22-43-45.735000,[R]: 6 
22-43-45.739000,[R]: 7 
22-43-45.743000,[R]: 8 
22-43-45.748000,[R]: 1 
22-43-45.749000,[R]: 50 
22-43-45.751000,[R]: 2 
22-43-45.756000,[R]: 3 
22-43-45.761000,[R]: 4 
22-43-45.763000,[R]: 5 
22-43-45.773000,[R]: 6 
22-43-45.774000,S 2 	RSSI: 55
22-43-45.775000,[R]: 7 
22-43-45.776000,[R]: 8 
22-43-45.781000,[R]: 1 
22-43-45.783000,[R]: 50 
22-43-45.784000,[R]: 2 
22-43-45.788000,[R]: 3 
22-43-45.798000,[R]: 4 
22-43-45.798000,[R]: 5 
22-43-45.801000,[R]: 6 
22-43-45.805000,[R]: 7 
22-43-45.809000,[R]: 8 
22-43-45.815000,[R]: 1 
22-43-45.815000,[R]: 50 
22-43-45.817000,[R]: 2 
22-43-45.823000,[R]: 3 
22-43-45.826000,[R]: 4 
22-43-45.831000,[R]: 5 
22-43-45.834000,[R]: 6 
22-43-45.838000,[R]: 7 
22-43-45.842000,[R]: 8 
22-43-45.847000,[R]: 1 
22-43-45.848000,[R]: 50 
22-43-45.849000,[R]: 2 
22-43-45.853000,[R]: 3 
22-43-45.855000,[R]: 20 
22-43-45.863000,[R]: 1 
22-43-45.863000,[R]: 50 
22-43-45.864000,[R]: 2 
22-43-45.864000,S 2 	RSSI: 56
22-43-45.865000,S 4 	RSSI: 60
22-43-45.867000,[R]: 3 
22-43-45.871000,[R]: 4 
22-43-45.875000,[R]: 5 
22-43-45.876000,S 7 	RSSI: 62
22-43-45.879000,[R]: 6 
22-43-45.883000,[R]: 7 
22-43-45.889000,[R]: 8 
22-43-45.893000,[R]: 1 
22-43-45.896000,[R]: 50 
22-43-45.897000,[R]: 2 
22-43-45.898000,S 4 	RSSI: 60
22-43-45.899000,[R]: 3 
22-43-45.904000,[R]: 4 
22-43-45.909000,[R]: 5 
22-43-45.910000,S 7 	RSSI: 62
22-43-45.912000,[R]: 6 
22-43-45.917000,[R]: 7 
22-43-45.921000,[R]: 8 
22-43-45.927000,[R]: 1 
22-43-45.927000,[R]: 50 
22-43-45.929000,S 5 	RSSI: 57
22-43-45.929000,[R]: 2 
22-43-45.934000,[R]: 3 
22-43-45.936000,[R]: 20 
22-43-45.939000,[R]: 1 
22-43-45.939000,[R]: 50 
22-43-45.942000,[R]: 2 
22-43-45.947000,[R]: 3 
22-43-45.949000,S 3 	RSSI: 69
22-43-45.950000,[R]: 4 
22-43-45.953000,S 6 	RSSI: 67
22-43-45.956000,[R]: 5 
22-43-45.961000,[R]: 6 
22-43-45.962000,S 8 	RSSI: 58
22-43-45.964000,[R]: 7 
22-43-45.971000,[R]: 8 
22-43-45.973000,[R]: 1 
22-43-45.973000,[R]: 50 
22-43-45.976000,[R]: 2 
22-43-45.981000,[R]: 3 
22-43-45.987000,[R]: 4 
22-43-45.988000,S 6 	RSSI: 66
22-43-45.989000,[R]: 5 
22-43-45.991000,S 4 	RSSI: 60
22-43-45.994000,[R]: 6 
22-43-45.998000,S 2 	RSSI: 55
22-43-45.999000,[R]: 7 
22-43-46.002000,[R]: 8 
22-43-46.010000,[R]: 1 
22-43-46.013000,[R]: 50 
22-43-46.014000,[R]: 2 
22-43-46.015000,[R]: 3 
22-43-46.016000,[R]: 20 
22-43-46.019000,[R]: 1 
22-43-46.020000,[R]: 50 
22-43-46.023000,[R]: 2 
22-43-46.027000,[R]: 3 
22-43-46.029000,S 2 	RSSI: 55
22-43-46.032000,[R]: 4 
22-43-46.033000,S 4 	RSSI: 60
22-43-46.035000,[R]: 5 
22-43-46.040000,[R]: 6 
22-43-46.045000,[R]: 7 
22-43-46.045000,S 7 	RSSI: 62
22-43-46.050000,[R]: 8 
22-43-46.052000,[R]: 1 
22-43-46.057000,[R]: 50 
22-43-46.057000,[R]: 2 
22-43-46.060000,[R]: 3 
22-43-46.063000,S 2 	RSSI: 55
22-43-46.064000,S 5 	RSSI: 58
22-43-46.065000,[R]: 4 
22-43-46.067000,S 3 	RSSI: 69
22-43-46.070000,[R]: 5 
22-43-46.074000,[R]: 6 
22-43-46.082000,[R]: 7 
22-43-46.083000,S 6 	RSSI: 66
22-43-46.083000,[R]: 8 
22-43-46.087000,[R]: 1 
22-43-46.090000,[R]: 50 
22-43-46.095000,S 8 	RSSI: 60
22-43-46.095000,[R]: 2 
22-43-46.096000,[R]: 3 
22-43-46.099000,[R]: 4 
22-43-46.104000,[R]: 5 
22-43-46.107000,[R]: 6 
22-43-46.119000,[R]: 7 
22-43-46.119000,[R]: 8 
22-43-46.120000,[R]: 1 
22-43-46.121000,[R]: 50 
22-43-46.124000,[R]: 2 
22-43-46.128000,[R]: 3 
22-43-46.133000,S 4 	RSSI: 61
22-43-46.134000,[R]: 4 
22-43-46.137000,[R]: 5 
22-43-46.141000,[R]: 6 
22-43-46.146000,S 7 	RSSI: 62
22-43-46.147000,[R]: 7 
22-43-46.149000,[R]: 8 
22-43-46.154000,[R]: 1 
22-43-46.166000,[R]: 50 
22-43-46.166000,[R]: 2 
22-43-46.167000,[R]: 3 
22-43-46.168000,S 4 	RSSI: 61
22-43-46.169000,[R]: 4 
22-43-46.170000,[R]: 5 
22-43-46.175000,[R]: 6 
22-43-46.179000,S 7 	RSSI: 62
22-43-46.180000,[R]: 20 
22-43-46.180000,[R]: 1 
22-43-46.181000,[R]: 50 
22-43-46.183000,[R]: 2 
22-43-46.187000,[R]: 3 
22-43-46.189000,S 5 	RSSI: 57
22-43-46.191000,[R]: 4 
22-43-46.197000,[R]: 5 
22-43-46.209000,[R]: 6 
22-43-46.210000,[R]: 7 
22-43-46.211000,[R]: 8 
22-43-46.213000,[R]: 1 
22-43-46.214000,[R]: 50 
22-43-46.216000,[R]: 2 
22-43-46.220000,[R]: 3 
22-43-46.221000,S 5 	RSSI: 57
22-43-46.223000,[R]: 4 
22-43-46.228000,[R]: 5 
22-43-46.232000,[R]: 6 
22-43-46.236000,[R]: 7 
22-43-46.240000,[R]: 8 
22-43-46.251000,[R]: 1 
22-43-46.252000,[R]: 50 
22-43-46.252000,[R]: 2 
22-43-46.253000,[R]: 3 
22-43-46.255000,S 5 	RSSI: 57
22-43-46.257000,[R]: 4 
22-43-46.263000,[R]: 5 
22-43-46.264000,S 3 	RSSI: 70
22-43-46.266000,[R]: 6 
22-43-46.270000,[R]: 7 
22-43-46.272000,S 6 	RSSI: 66
22-43-46.284000,[R]: 8 
22-43-46.285000,[R]: 1 
22-43-46.289000,[R]: 50 
22-43-46.289000,S 8 	RSSI: 60
22-43-46.290000,[R]: 2 
22-43-46.291000,[R]: 3 
22-43-46.295000,S 2 	RSSI: 54
22-43-46.296000,[R]: 4 
22-43-46.296000,[R]: 5 
22-43-46.301000,S 4 	RSSI: 60
22-43-46.301000,[R]: 6 
22-43-46.306000,[R]: 7 
22-43-46.309000,[R]: 8 
22-43-46.310000,S 7 	RSSI: 63
22-43-46.313000,[R]: 1 
22-43-46.315000,[R]: 50 
22-43-46.319000,[R]: 2 
22-43-46.327000,[R]: 3 
22-43-46.328000,[R]: 4 
22-43-46.329000,[R]: 5 
22-43-46.332000,S 4 	RSSI: 60
22-43-46.334000,[R]: 6 
22-43-46.337000,[R]: 7 
22-43-46.342000,[R]: 8 
22-43-46.346000,[R]: 1 
22-43-46.351000,[R]: 50 
22-43-46.352000,[R]: 2 
22-43-46.357000,[R]: 3 
22-43-46.358000,[R]: 4 
22-43-46.364000,[R]: 5 
22-43-46.365000,S 7 	RSSI: 64
22-43-46.366000,[R]: 6 
22-43-46.370000,[R]: 7 
22-43-46.375000,[R]: 8 
22-43-46.377000,[R]: 20 
22-43-46.379000,[R]: 1 
22-43-46.380000,[R]: 50 
22-43-46.383000,[R]: 2 
22-43-46.387000,[R]: 3 
22-43-46.400000,[R]: 4 
22-43-46.400000,S 4 	RSSI: 60
22-43-46.401000,[R]: 5 
22-43-46.420000,[R]: 6 
22-43-46.421000,[R]: 7 
22-43-46.421000,[R]: 8 
22-43-46.422000,[R]: 1 
22-43-46.422000,[R]: 50 
22-43-46.423000,[R]: 2 
22-43-46.423000,[R]: 3 
22-43-46.424000,S 5 	RSSI: 56
22-43-46.424000,[R]: 4 
22-43-46.428000,[R]: 5 
22-43-46.433000,[R]: 6 
22-43-46.437000,[R]: 7 
22-43-46.441000,[R]: 8 
22-43-46.446000,[R]: 1 
22-43-46.456000,[R]: 50 
22-43-46.457000,[R]: 2 
22-43-46.457000,[R]: 3 
22-43-46.459000,S 5 	RSSI: 56
22-43-46.461000,[R]: 4 
22-43-46.462000,[R]: 5 
22-43-46.465000,[R]: 6 
22-43-46.472000,[R]: 7 
22-43-46.474000,[R]: 8 
22-43-46.476000,S 5 	RSSI: 56
22-43-46.479000,[R]: 1 
22-43-46.480000,[R]: 50 
22-43-46.482000,[R]: 2 
22-43-46.489000,[R]: 3 
22-43-46.495000,[R]: 4 
22-43-46.495000,[R]: 5 
22-43-46.496000,[R]: 20 
22-43-46.499000,[R]: 1 
22-43-46.500000,[R]: 50 
22-43-46.504000,[R]: 2 
22-43-46.509000,[R]: 3 
22-43-46.511000,[R]: 4 
22-43-46.514000,S 6 	RSSI: 66
22-43-46.516000,[R]: 5 
22-43-46.521000,[R]: 6 
22-43-46.524000,[R]: 7 
22-43-46.528000,[R]: 8 
22-43-46.534000,[R]: 1 
22-43-46.535000,[R]: 50 
22-43-46.536000,S 3 	RSSI: 72
22-43-46.537000,[R]: 2 
22-43-46.541000,S 8 	RSSI: 62
22-43-46.542000,[R]: 3 
22-43-46.546000,[R]: 4 
22-43-46.550000,S 6 	RSSI: 66
22-43-46.550000,[R]: 5 
22-43-46.553000,[R]: 6 
22-43-46.557000,[R]: 7 
22-43-46.562000,[R]: 8 
22-43-46.566000,[R]: 1 
22-43-46.568000,[R]: 50 
22-43-46.574000,[R]: 2 
22-43-46.579000,S 8 	RSSI: 63
22-43-46.583000,[R]: 3 
22-43-46.587000,[R]: 4 
22-43-46.598000,[R]: 5 
22-43-46.606000,S 4 	RSSI: 60
22-43-46.608000,[R]: 6 
22-43-46.615000,[R]: 7 
22-43-46.618000,[R]: 8 
22-43-46.623000,S 7 	RSSI: 63
22-43-46.626000,[R]: 1 
22-43-46.628000,[R]: 50 
22-43-46.631000,[R]: 2 
22-43-46.641000,[R]: 3 
22-43-46.642000,[R]: 4 
22-43-46.643000,[R]: 5 
22-43-46.643000,S 4 	RSSI: 60
22-43-46.647000,[R]: 6 
22-43-46.649000,[R]: 7 
22-43-46.650000,[R]: 8 
22-43-46.650000,S 7 	RSSI: 64
22-43-46.651000,[R]: 1 
22-43-46.652000,[R]: 50 
22-43-46.652000,[R]: 2 
22-43-46.653000,[R]: 3 
22-43-46.654000,[R]: 4 
22-43-46.655000,[R]: 5 
22-43-46.657000,S 4 	RSSI: 60
22-43-46.660000,[R]: 6 
22-43-46.661000,[R]: 7 
22-43-46.662000,[R]: 8 
22-43-46.662000,S 7 	RSSI: 64
22-43-46.665000,[R]: 1 
22-43-46.671000,[R]: 50 
22-43-46.672000,[R]: 2 
22-43-46.673000,[R]: 3 
22-43-46.676000,S 5 	RSSI: 56
22-43-46.678000,[R]: 4 
22-43-46.682000,[R]: 5 
22-43-46.686000,[R]: 6 
22-43-46.691000,[R]: 7 
22-43-46.694000,[R]: 8 
22-43-46.699000,[R]: 1 
22-43-46.699000,[R]: 50 
22-43-46.704000,[R]: 2 
22-43-46.706000,[R]: 3 
22-43-46.709000,S 5 	RSSI: 55
22-43-46.711000,[R]: 4 
22-43-46.715000,[R]: 5 
22-43-46.719000,[R]: 6 
22-43-46.723000,[R]: 7 
22-43-46.727000,[R]: 8 
22-43-46.732000,[R]: 1 
22-43-46.742000,[R]: 50 
22-43-46.743000,[R]: 2 
22-43-46.744000,[R]: 3 
22-43-46.744000,S 5 	RSSI: 55
22-43-46.745000,[R]: 4 
22-43-46.748000,[R]: 5 
22-43-46.752000,[R]: 6 
22-43-46.756000,[R]: 7 
22-43-46.760000,[R]: 8 
22-43-46.765000,[R]: 1 
22-43-46.773000,[R]: 50 
22-43-46.781000,[R]: 2 
22-43-46.782000,S 6 	RSSI: 67
22-43-46.783000,[R]: 3 
22-43-46.783000,[R]: 4 
22-43-46.785000,[R]: 5 
22-43-46.786000,[R]: 6 
22-43-46.791000,S 3 	RSSI: 70
22-43-46.792000,[R]: 7 
22-43-46.794000,[R]: 8 
22-43-46.797000,S 7 	RSSI: 64
22-43-46.800000,[R]: 1 
22-43-46.806000,[R]: 50 
22-43-46.807000,[R]: 2 
22-43-46.808000,[R]: 3 
22-43-46.812000,[R]: 4 
22-43-46.817000,[R]: 5 
22-43-46.820000,[R]: 6 
22-43-46.824000,[R]: 7 
22-43-46.831000,[R]: 8 
22-43-46.833000,S 7 	RSSI: 65
22-43-46.833000,[R]: 1 
22-43-46.835000,[R]: 50 
22-43-46.837000,[R]: 2 
22-43-46.840000,[R]: 3 
22-43-46.845000,S 2 	RSSI: 54
22-43-46.846000,[R]: 4 
22-43-46.852000,[R]: 5 
22-43-46.856000,[R]: 6 
22-43-46.858000,[R]: 7 
22-43-46.864000,[R]: 8 
22-43-46.865000,S 2 	RSSI: 53
22-43-46.867000,[R]: 1 
22-43-46.867000,[R]: 50 
22-43-46.870000,[R]: 2 
22-43-46.874000,[R]: 3 
22-43-46.886000,S 5 	RSSI: 55
22-43-46.887000,[R]: 4 
22-43-46.887000,[R]: 5 
22-43-46.889000,[R]: 6 
22-43-46.891000,[R]: 7 
22-43-46.896000,[R]: 8 
22-43-46.898000,S 2 	RSSI: 55
22-43-46.900000,[R]: 1 
22-43-46.901000,[R]: 50 
22-43-46.903000,[R]: 2 
22-43-46.907000,[R]: 3 
22-43-46.909000,S 5 	RSSI: 55
22-43-46.912000,[R]: 4 
22-43-46.915000,[R]: 5 
22-43-46.920000,[R]: 6 
22-43-46.925000,[R]: 7 
22-43-46.934000,[R]: 8 
22-43-46.934000,S 2 	RSSI: 54
22-43-46.934000,[R]: 1 
22-43-46.935000,[R]: 50 
22-43-46.936000,[R]: 2 
22-43-46.941000,[R]: 3 
22-43-46.942000,S 5 	RSSI: 55
22-43-46.945000,[R]: 4 
22-43-46.949000,[R]: 5 
22-43-46.953000,[R]: 6 
22-43-46.957000,[R]: 7 
22-43-46.964000,[R]: 8 
22-43-46.966000,[R]: 1 
22-43-46.966000,[R]: 50 
22-43-46.968000,[R]: 2 
22-43-46.973000,[R]: 3 
22-43-46.976000,[R]: 4 
22-43-46.981000,[R]: 5 
22-43-46.985000,[R]: 6 
22-43-46.989000,[R]: 7 
22-43-46.993000,[R]: 8 
22-43-46.998000,[R]: 1 
22-43-46.999000,[R]: 50 
22-43-47.000000,S 6 	RSSI: 66
22-43-47.003000,[R]: 2 
22-43-47.006000,[R]: 3 
22-43-47.011000,S 8 	RSSI: 68
22-43-47.012000,[R]: 4 
22-43-47.013000,S 3 	RSSI: 70
22-43-47.015000,[R]: 5 
22-43-47.017000,S 2 	RSSI: 55
22-43-47.020000,[R]: 6 
22-43-47.025000,[R]: 7 
22-43-47.028000,[R]: 8 
22-43-47.033000,[R]: 1 
22-43-47.040000,[R]: 50 
22-43-47.041000,[R]: 2 
22-43-47.044000,[R]: 3 
22-43-47.047000,S 8 	RSSI: 64
22-43-47.048000,[R]: 4 
22-43-47.053000,S 3 	RSSI: 70
22-43-47.058000,[R]: 5 
22-43-47.059000,S 2 	RSSI: 54
22-43-47.060000,[R]: 6 
22-43-47.061000,[R]: 7 
22-43-47.074000,[R]: 8 
22-43-47.074000,S 7 	RSSI: 68
22-43-47.075000,[R]: 1 
22-43-47.076000,[R]: 50 
22-43-47.076000,[R]: 2 
22-43-47.077000,[R]: 3 
22-43-47.079000,[R]: 4 
22-43-47.085000,S 3 	RSSI: 71
22-43-47.086000,[R]: 5 
22-43-47.086000,S 2 	RSSI: 54
22-43-47.087000,[R]: 6 
22-43-47.090000,[R]: 7 
22-43-47.094000,[R]: 8 
22-43-47.102000,S 7 	RSSI: 68
22-43-47.102000,[R]: 20 
22-43-47.103000,[R]: 1 
22-43-47.104000,[R]: 50 
22-43-47.105000,[R]: 2 
22-43-47.106000,S 2 	RSSI: 54
22-43-47.107000,[R]: 3 
22-43-47.113000,S 5 	RSSI: 55
22-43-47.113000,[R]: 4 
22-43-47.115000,[R]: 5 
22-43-47.120000,[R]: 6 
22-43-47.124000,[R]: 7 
22-43-47.128000,[R]: 8 
22-43-47.133000,[R]: 1 
22-43-47.135000,[R]: 50 
22-43-47.136000,[R]: 2 
22-43-47.140000,[R]: 3 
22-43-47.142000,S 5 	RSSI: 55
22-43-47.144000,[R]: 4 
22-43-47.148000,[R]: 5 
22-43-47.153000,[R]: 6 
22-43-47.157000,[R]: 7 
22-43-47.161000,[R]: 8 
22-43-47.166000,[R]: 1 
22-43-47.167000,[R]: 50 
22-43-47.169000,[R]: 2 
22-43-47.175000,[R]: 3 
22-43-47.176000,S 5 	RSSI: 55
22-43-47.177000,[R]: 4 
22-43-47.182000,[R]: 5 
22-43-47.185000,[R]: 6 
22-43-47.190000,[R]: 7 
22-43-47.194000,[R]: 8 
22-43-47.199000,[R]: 1 
22-43-47.203000,[R]: 50 
22-43-47.204000,S 6 	RSSI: 66
22-43-47.209000,[R]: 2 
22-43-47.210000,[R]: 3 
22-43-47.211000,[R]: 4 
22-43-47.216000,[R]: 5 
22-43-47.217000,[R]: 20 
22-43-47.220000,[R]: 1 
22-43-47.221000,[R]: 50 
22-43-47.225000,[R]: 2 
22-43-47.228000,[R]: 3 
22-43-47.232000,[R]: 4 
22-43-47.234000,S 6 	RSSI: 66
22-43-47.240000,[R]: 5 
22-43-47.240000,S 8 	RSSI: 56
22-43-47.241000,[R]: 6 
22-43-47.246000,[R]: 7 
22-43-47.248000,[R]: 8 
22-43-47.253000,[R]: 1 
22-43-47.258000,[R]: 50 
22-43-47.259000,[R]: 2 
22-43-47.261000,[R]: 3 
22-43-47.266000,[R]: 4 
22-43-47.267000,S 6 	RSSI: 66
22-43-47.268000,S 3 	RSSI: 74
22-43-47.269000,[R]: 5 
22-43-47.273000,S 4 	RSSI: 58
22-43-47.274000,[R]: 6 
22-43-47.278000,[R]: 7 
22-43-47.282000,[R]: 8 
22-43-47.287000,S 7 	RSSI: 67
22-43-47.288000,[R]: 1 
22-43-47.291000,[R]: 50 
22-43-47.292000,[R]: 2 
22-43-47.294000,[R]: 3 
22-43-47.298000,[R]: 4 
22-43-47.303000,[R]: 5 
22-43-47.306000,S 4 	RSSI: 58
22-43-47.307000,[R]: 6 
22-43-47.311000,[R]: 7 
22-43-47.315000,[R]: 8 
22-43-47.317000,S 7 	RSSI: 66
22-43-47.321000,[R]: 1 
22-43-47.323000,[R]: 50 
22-43-47.333000,[R]: 2 
22-43-47.334000,[R]: 3 
22-43-47.334000,[R]: 4 
22-43-47.335000,S 3 	RSSI: 73
22-43-47.336000,[R]: 5 
22-43-47.337000,S 4 	RSSI: 58
22-43-47.340000,[R]: 6 
22-43-47.343000,S 5 	RSSI: 56
22-43-47.344000,[R]: 7 
22-43-47.348000,[R]: 8 
22-43-47.353000,[R]: 1 
22-43-47.355000,[R]: 50 
22-43-47.357000,[R]: 2 
22-43-47.360000,[R]: 3 
22-43-47.365000,[R]: 4 
22-43-47.369000,[R]: 5 
22-43-47.373000,[R]: 6 
22-43-47.377000,[R]: 7 
22-43-47.381000,[R]: 8 
22-43-47.386000,[R]: 1 
22-43-47.387000,[R]: 50 
22-43-47.389000,[R]: 2 
22-43-47.396000,[R]: 3 
22-43-47.397000,S 5 	RSSI: 55
22-43-47.398000,[R]: 4 
22-43-47.402000,[R]: 5 
22-43-47.406000,[R]: 6 
22-43-47.417000,[R]: 7 
22-43-47.418000,[R]: 8 
22-43-47.419000,[R]: 20 
22-43-47.419000,[R]: 1 
22-43-47.420000,[R]: 50 
22-43-47.424000,[R]: 2 
22-43-47.427000,[R]: 3 
22-43-47.431000,[R]: 4 
22-43-47.435000,[R]: 5 
22-43-47.439000,S 5 	RSSI: 56
22-43-47.442000,[R]: 6 
22-43-47.452000,[R]: 7 
22-43-47.453000,[R]: 8 
22-43-47.453000,[R]: 1 
22-43-47.457000,[R]: 50 
22-43-47.457000,[R]: 2 
22-43-47.460000,[R]: 3 
22-43-47.462000,S 6 	RSSI: 67
22-43-47.464000,[R]: 4 
22-43-47.467000,S 8 	RSSI: 53
22-43-47.469000,[R]: 5 
22-43-47.475000,[R]: 6 
22-43-47.481000,[R]: 7 
22-43-47.482000,[R]: 8 
22-43-47.486000,[R]: 1 
22-43-47.491000,[R]: 50 
22-43-47.491000,[R]: 2 
22-43-47.494000,[R]: 3 
22-43-47.496000,[R]: 20 
22-43-47.499000,[R]: 1 
22-43-47.501000,[R]: 50 
22-43-47.501000,S 4 	RSSI: 58
22-43-47.503000,[R]: 2 
22-43-47.507000,[R]: 3 
22-43-47.511000,[R]: 4 
22-43-47.515000,S 7 	RSSI: 67
22-43-47.516000,[R]: 5 
22-43-47.520000,[R]: 6 
22-43-47.523000,[R]: 7 
22-43-47.546000,[R]: 8 
22-43-47.546000,S 3 	RSSI: 70
22-43-47.549000,[R]: 1 
22-43-47.550000,[R]: 50 
22-43-47.550000,[R]: 2 
22-43-47.551000,[R]: 3 
22-43-47.551000,[R]: 4 
22-43-47.552000,S 7 	RSSI: 66
22-43-47.553000,[R]: 5 
22-43-47.553000,[R]: 6 
22-43-47.555000,S 2 	RSSI: 55
22-43-47.559000,[R]: 7 
