09-46-31.936000,-------------------
09-46-37.746000,S 2 	RSSI: 46
09-46-37.747000,[R]: 10 
09-46-37.747000,[R]: 2 
09-46-37.748000,[R]: 20 
09-46-37.750000,[R]: 10 
09-46-37.751000,[R]: 1 
09-46-37.752000,[R]: 50 
09-46-37.757000,[R]: 10 
09-46-37.767000,[R]: 2 
09-46-37.767000,[R]: 10 
09-46-37.788000,[R]: 1 
09-46-37.789000,[R]: 50 
09-46-37.789000,[R]: 20 
09-46-37.790000,[R]: 10 
09-46-37.790000,[R]: 1 
09-46-37.791000,[R]: 50 
09-46-37.804000,[R]: 20 
09-46-37.804000,[R]: 10 
09-46-37.805000,[R]: 1 
09-46-37.805000,[R]: 50 
09-46-37.806000,[R]: 10 
09-46-37.806000,[R]: 2 
09-46-37.807000,S 2 	RSSI: 46
09-46-37.807000,[R]: 10 
09-46-37.807000,[R]: 1 
09-46-37.808000,[R]: 50 
09-46-37.808000,[R]: 20 
09-46-37.812000,[R]: 10 
09-46-37.813000,[R]: 1 
09-46-37.817000,[R]: 50 
09-46-37.818000,[R]: 10 
09-46-37.818000,[R]: 2 
09-46-37.838000,[R]: 10 
09-46-37.838000,[R]: 1 
09-46-37.839000,[R]: 50 
09-46-37.839000,S 2 	RSSI: 46
09-46-37.840000,[R]: 10 
09-46-37.840000,[R]: 2 
09-46-37.841000,[R]: 20 
09-46-37.848000,[R]: 10 
09-46-37.849000,[R]: 1 
09-46-37.849000,[R]: 50 
09-46-37.850000,[R]: 10 
09-46-37.850000,[R]: 2 
09-46-37.851000,[R]: 10 
09-46-37.870000,[R]: 1 
09-46-37.870000,[R]: 50 
09-46-37.871000,[R]: 20 
09-46-37.871000,[R]: 10 
09-46-37.872000,[R]: 1 
09-46-37.887000,[R]: 50 
09-46-37.888000,[R]: 20 
09-46-37.888000,[R]: 10 
09-46-37.889000,[R]: 1 
09-46-37.889000,[R]: 50 
09-46-37.890000,[R]: 10 
09-46-37.890000,[R]: 2 
09-46-37.891000,S 2 	RSSI: 46
09-46-37.906000,[R]: 10 
09-46-37.907000,[R]: 1 
09-46-37.908000,[R]: 50 
09-46-37.915000,[R]: 20 
09-46-37.916000,[R]: 10 
09-46-37.917000,[R]: 1 
09-46-37.917000,[R]: 50 
09-46-37.918000,[R]: 10 
09-46-37.918000,[R]: 2 
09-46-37.919000,[R]: 10 
09-46-37.920000,[R]: 1 
09-46-37.920000,[R]: 50 
09-46-37.930000,S 2 	RSSI: 46
09-46-37.931000,[R]: 10 
09-46-37.939000,[R]: 2 
09-46-37.939000,[R]: 20 
09-46-37.940000,[R]: 10 
09-46-37.940000,[R]: 1 
09-46-37.951000,[R]: 50 
09-46-37.958000,[R]: 10 
09-46-37.970000,[R]: 2 
09-46-37.971000,[R]: 10 
09-46-37.971000,[R]: 1 
09-46-37.972000,[R]: 50 
09-46-37.973000,[R]: 20 
09-46-37.982000,[R]: 10 
09-46-37.992000,[R]: 1 
09-46-37.997000,[R]: 50 
09-46-37.998000,[R]: 20 
09-46-37.999000,[R]: 10 
09-46-38.002000,[R]: 1 
09-46-38.002000,[R]: 50 
09-46-38.011000,[R]: 10 
09-46-38.011000,[R]: 2 
09-46-38.012000,S 2 	RSSI: 46
09-46-38.013000,[R]: 10 
09-46-38.013000,[R]: 1 
09-46-38.014000,[R]: 50 
09-46-38.015000,[R]: 20 
09-46-38.015000,[R]: 10 
09-46-38.024000,[R]: 1 
09-46-38.029000,[R]: 50 
09-46-38.030000,[R]: 10 
09-46-38.031000,[R]: 2 
09-46-38.032000,[R]: 10 
09-46-38.032000,[R]: 1 
09-46-38.033000,[R]: 50 
09-46-38.034000,S 2 	RSSI: 46
09-46-38.035000,[R]: 10 
09-46-38.035000,[R]: 2 
09-46-38.037000,[R]: 20 
09-46-38.044000,[R]: 10 
09-46-38.045000,[R]: 1 
09-46-38.057000,[R]: 50 
09-46-38.057000,[R]: 10 
09-46-38.064000,[R]: 2 
09-46-38.066000,[R]: 10 
09-46-38.067000,[R]: 1 
09-46-38.067000,[R]: 50 
09-46-38.070000,[R]: 20 
09-46-38.071000,[R]: 10 
09-46-38.073000,[R]: 1 
09-46-38.077000,[R]: 50 
09-46-38.077000,[R]: 20 
09-46-38.078000,[R]: 10 
09-46-38.078000,[R]: 1 
09-46-38.078000,[R]: 50 
09-46-38.087000,[R]: 10 
09-46-38.088000,[R]: 2 
09-46-38.088000,S 2 	RSSI: 46
09-46-38.089000,[R]: 10 
09-46-38.089000,[R]: 1 
09-46-38.090000,[R]: 50 
09-46-38.090000,[R]: 20 
09-46-38.091000,[R]: 10 
09-46-38.092000,[R]: 1 
09-46-38.094000,[R]: 50 
09-46-38.104000,[R]: 10 
09-46-38.108000,[R]: 2 
09-46-38.120000,[R]: 10 
09-46-38.121000,[R]: 1 
09-46-38.121000,[R]: 50 
09-46-38.122000,S 2 	RSSI: 46
09-46-38.123000,[R]: 10 
09-46-38.124000,[R]: 2 
09-46-38.125000,[R]: 20 
09-46-38.128000,[R]: 10 
09-46-38.129000,[R]: 1 
09-46-38.130000,[R]: 50 
09-46-38.130000,[R]: 10 
09-46-38.136000,[R]: 2 
09-46-38.137000,S 2 	RSSI: 46
09-46-38.137000,[R]: 10 
09-46-38.138000,[R]: 1 
09-46-38.138000,[R]: 50 
09-46-38.139000,[R]: 20 
09-46-38.140000,[R]: 10 
09-46-38.140000,[R]: 1 
09-46-38.157000,[R]: 50 
09-46-38.169000,S 2 	RSSI: 46
09-46-38.169000,[R]: 20 
09-46-38.170000,[R]: 10 
09-46-38.170000,[R]: 1 
09-46-38.171000,[R]: 50 
09-46-38.171000,[R]: 10 
09-46-38.178000,[R]: 2 
09-46-38.179000,S 2 	RSSI: 46
09-46-38.179000,[R]: 10 
09-46-38.180000,[R]: 1 
09-46-38.180000,[R]: 50 
09-46-38.181000,[R]: 20 
09-46-38.182000,[R]: 10 
09-46-38.182000,[R]: 1 
09-46-38.185000,[R]: 50 
09-46-38.185000,[R]: 10 
09-46-38.186000,[R]: 2 
09-46-38.189000,[R]: 10 
09-46-38.190000,[R]: 1 
09-46-38.191000,[R]: 50 
09-46-38.191000,S 2 	RSSI: 45
09-46-38.205000,[R]: 10 
09-46-38.208000,[R]: 2 
09-46-38.210000,[R]: 20 
09-46-38.210000,[R]: 10 
09-46-38.211000,[R]: 1 
09-46-38.211000,[R]: 50 
09-46-38.212000,[R]: 10 
09-46-38.212000,[R]: 2 
09-46-38.217000,S 2 	RSSI: 46
09-46-38.217000,[R]: 10 
09-46-38.218000,[R]: 1 
09-46-38.218000,[R]: 50 
09-46-38.219000,[R]: 20 
09-46-38.220000,[R]: 10 
09-46-38.220000,[R]: 1 
09-46-38.232000,[R]: 50 
09-46-38.232000,S 2 	RSSI: 45
09-46-38.241000,[R]: 20 
09-46-38.242000,[R]: 10 
09-46-38.243000,[R]: 1 
09-46-38.250000,[R]: 50 
09-46-38.251000,[R]: 10 
09-46-38.251000,[R]: 2 
09-46-38.252000,S 2 	RSSI: 45
09-46-38.253000,[R]: 10 
09-46-38.253000,[R]: 1 
09-46-38.255000,[R]: 50 
09-46-38.262000,[R]: 20 
09-46-38.262000,[R]: 10 
09-46-38.263000,[R]: 1 
09-46-38.275000,[R]: 50 
09-46-38.277000,[R]: 10 
09-46-38.278000,[R]: 2 
09-46-38.278000,[R]: 10 
09-46-38.279000,[R]: 1 
09-46-38.280000,[R]: 50 
09-46-38.281000,S 2 	RSSI: 45
09-46-38.281000,[R]: 10 
09-46-38.284000,[R]: 2 
09-46-38.284000,[R]: 20 
09-46-38.285000,[R]: 10 
09-46-38.285000,[R]: 1 
09-46-38.286000,[R]: 50 
09-46-38.287000,[R]: 10 
09-46-38.287000,[R]: 2 
09-46-38.288000,S 2 	RSSI: 45
09-46-38.288000,[R]: 10 
09-46-38.289000,[R]: 1 
09-46-38.305000,[R]: 50 
09-46-38.306000,[R]: 20 
09-46-38.307000,[R]: 10 
09-46-38.311000,[R]: 1 
09-46-38.312000,[R]: 50 
09-46-38.317000,[R]: 20 
09-46-38.317000,[R]: 10 
09-46-38.318000,[R]: 1 
09-46-38.318000,[R]: 50 
09-46-38.325000,[R]: 10 
09-46-38.326000,[R]: 2 
09-46-38.326000,S 2 	RSSI: 45
09-46-38.338000,[R]: 10 
09-46-38.338000,[R]: 1 
09-46-38.339000,[R]: 50 
09-46-38.339000,[R]: 20 
09-46-38.340000,[R]: 10 
09-46-38.341000,[R]: 1 
09-46-38.348000,[R]: 50 
09-46-38.365000,[R]: 10 
09-46-38.366000,[R]: 2 
09-46-38.370000,[R]: 10 
09-46-38.371000,[R]: 1 
09-46-38.372000,[R]: 50 
09-46-38.372000,S 2 	RSSI: 45
09-46-38.373000,[R]: 10 
09-46-38.381000,[R]: 2 
09-46-38.382000,[R]: 20 
09-46-38.382000,[R]: 10 
09-46-38.389000,[R]: 1 
09-46-38.390000,[R]: 50 
09-46-38.390000,[R]: 10 
09-46-38.396000,[R]: 2 
09-46-38.405000,S 2 	RSSI: 45
09-46-38.406000,[R]: 10 
09-46-38.406000,[R]: 1 
09-46-38.407000,[R]: 50 
09-46-38.409000,[R]: 20 
09-46-38.411000,[R]: 10 
09-46-38.412000,[R]: 1 
09-46-38.434000,[R]: 50 
09-46-38.434000,[R]: 20 
09-46-38.437000,[R]: 10 
09-46-38.437000,[R]: 1 
09-46-38.438000,[R]: 50 
09-46-38.438000,[R]: 10 
09-46-38.439000,[R]: 2 
09-46-38.439000,S 2 	RSSI: 46
09-46-38.440000,[R]: 10 
09-46-38.440000,[R]: 1 
09-46-38.449000,[R]: 50 
09-46-38.450000,[R]: 20 
09-46-38.451000,[R]: 10 
09-46-38.451000,[R]: 1 
09-46-38.452000,[R]: 50 
09-46-38.452000,[R]: 10 
09-46-38.456000,[R]: 2 
09-46-38.471000,[R]: 10 
09-46-38.471000,[R]: 1 
09-46-38.472000,[R]: 50 
09-46-38.472000,S 2 	RSSI: 45
09-46-38.491000,[R]: 10 
09-46-38.498000,[R]: 2 
09-46-38.498000,[R]: 20 
09-46-38.499000,[R]: 10 
09-46-38.500000,[R]: 1 
09-46-38.501000,[R]: 50 
09-46-38.501000,[R]: 10 
09-46-38.502000,[R]: 2 
09-46-38.506000,S 2 	RSSI: 45
09-46-38.506000,[R]: 10 
09-46-38.510000,[R]: 1 
09-46-38.510000,[R]: 50 
09-46-38.511000,[R]: 20 
09-46-38.511000,[R]: 10 
09-46-38.512000,[R]: 1 
09-46-38.513000,[R]: 50 
09-46-38.513000,[R]: 20 
09-46-38.514000,[R]: 10 
09-46-38.516000,[R]: 1 
09-46-38.517000,[R]: 50 
09-46-38.524000,[R]: 10 
09-46-38.529000,[R]: 2 
09-46-38.529000,S 2 	RSSI: 45
09-46-38.530000,[R]: 10 
09-46-38.530000,[R]: 1 
09-46-38.531000,[R]: 50 
09-46-38.532000,[R]: 20 
09-46-38.532000,[R]: 10 
09-46-38.533000,[R]: 1 
09-46-38.533000,[R]: 50 
09-46-38.562000,[R]: 10 
09-46-38.588000,[R]: 2 
09-46-38.589000,[R]: 10 
09-46-38.589000,[R]: 1 
09-46-38.590000,[R]: 50 
09-46-38.590000,S 2 	RSSI: 45
09-46-38.591000,[R]: 10 
09-46-38.592000,[R]: 2 
09-46-38.619000,[R]: 20 
09-46-38.620000,[R]: 10 
09-46-38.626000,[R]: 1 
09-46-38.627000,[R]: 50 
09-46-38.651000,[R]: 10 
09-46-38.651000,[R]: 2 
09-46-38.652000,S 2 	RSSI: 45
09-46-38.652000,[R]: 10 
09-46-38.654000,[R]: 1 
09-46-38.654000,[R]: 50 
09-46-38.663000,[R]: 20 
09-46-38.663000,[R]: 10 
09-46-38.664000,[R]: 1 
09-46-38.664000,[R]: 50 
09-46-38.667000,[R]: 20 
09-46-38.710000,[R]: 10 
09-46-38.711000,[R]: 1 
09-46-38.712000,[R]: 50 
09-46-38.712000,[R]: 10 
09-46-38.715000,[R]: 2 
09-46-38.718000,S 2 	RSSI: 45
09-46-38.719000,[R]: 10 
09-46-38.720000,[R]: 1 
09-46-38.720000,[R]: 50 
09-46-38.721000,[R]: 20 
09-46-38.722000,[R]: 10 
09-46-38.730000,[R]: 1 
09-46-38.730000,[R]: 50 
09-46-38.731000,[R]: 10 
09-46-38.734000,[R]: 2 
09-46-38.734000,[R]: 10 
09-46-38.735000,[R]: 1 
09-46-38.736000,[R]: 50 
09-46-38.744000,S 2 	RSSI: 45
09-46-38.745000,[R]: 10 
09-46-38.745000,[R]: 2 
09-46-38.746000,[R]: 20 
09-46-38.747000,[R]: 10 
09-46-38.764000,[R]: 1 
09-46-38.765000,[R]: 50 
09-46-38.787000,[R]: 10 
09-46-38.800000,[R]: 2 
09-46-38.800000,S 2 	RSSI: 45
09-46-38.801000,[R]: 10 
09-46-38.804000,[R]: 1 
09-46-38.805000,[R]: 50 
09-46-38.805000,[R]: 20 
09-46-38.806000,[R]: 10 
09-46-38.807000,[R]: 1 
09-46-38.828000,[R]: 50 
09-46-38.833000,[R]: 20 
09-46-38.833000,[R]: 10 
09-46-38.834000,[R]: 1 
09-46-38.834000,[R]: 50 
09-46-38.835000,[R]: 10 
09-46-38.835000,[R]: 2 
09-46-38.838000,S 2 	RSSI: 45
09-46-38.839000,[R]: 10 
09-46-38.839000,[R]: 1 
09-46-38.840000,[R]: 50 
09-46-38.840000,[R]: 20 
09-46-38.840000,[R]: 10 
09-46-38.844000,[R]: 1 
09-46-38.845000,[R]: 50 
09-46-38.850000,[R]: 10 
09-46-38.850000,[R]: 2 
09-46-38.857000,[R]: 10 
09-46-38.857000,[R]: 1 
09-46-38.866000,[R]: 50 
09-46-38.867000,S 2 	RSSI: 45
09-46-38.867000,[R]: 10 
09-46-38.874000,[R]: 2 
09-46-38.874000,[R]: 20 
09-46-38.875000,[R]: 10 
09-46-38.876000,[R]: 1 
09-46-38.876000,[R]: 50 
09-46-38.876000,[R]: 10 
09-46-38.891000,[R]: 2 
09-46-38.897000,S 2 	RSSI: 45
09-46-38.897000,[R]: 10 
09-46-38.898000,[R]: 1 
09-46-38.898000,[R]: 50 
09-46-38.899000,[R]: 20 
09-46-38.899000,[R]: 10 
09-46-38.906000,[R]: 1 
09-46-38.907000,[R]: 50 
09-46-38.907000,[R]: 20 
09-46-38.909000,[R]: 10 
09-46-38.910000,[R]: 1 
09-46-38.926000,[R]: 50 
09-46-38.927000,[R]: 10 
09-46-38.937000,[R]: 2 
09-46-38.937000,S 2 	RSSI: 46
09-46-38.938000,[R]: 10 
09-46-38.939000,[R]: 1 
09-46-38.939000,[R]: 50 
09-46-38.947000,[R]: 20 
09-46-38.949000,[R]: 10 
09-46-38.963000,[R]: 1 
09-46-38.964000,[R]: 50 
09-46-38.965000,[R]: 10 
09-46-38.965000,[R]: 2 
09-46-38.966000,[R]: 10 
09-46-38.966000,[R]: 1 
09-46-38.967000,[R]: 50 
09-46-38.968000,S 2 	RSSI: 45
09-46-38.968000,[R]: 10 
09-46-38.973000,[R]: 2 
09-46-38.974000,[R]: 20 
09-46-38.995000,[R]: 10 
09-46-39.005000,[R]: 1 
09-46-39.006000,[R]: 50 
09-46-39.006000,[R]: 10 
09-46-39.016000,[R]: 2 
09-46-39.031000,S 2 	RSSI: 45
09-46-39.031000,[R]: 10 
09-46-39.044000,[R]: 1 
09-46-39.050000,[R]: 50 
09-46-39.051000,[R]: 20 
09-46-39.077000,[R]: 10 
09-46-39.078000,[R]: 1 
09-46-39.079000,[R]: 50 
09-46-39.079000,[R]: 20 
09-46-39.084000,[R]: 10 
09-46-39.085000,[R]: 1 
09-46-39.085000,[R]: 50 
09-46-39.086000,[R]: 10 
09-46-39.086000,[R]: 2 
09-46-39.087000,S 2 	RSSI: 45
09-46-39.087000,[R]: 10 
09-46-39.088000,[R]: 1 
09-46-39.088000,[R]: 50 
09-46-39.089000,[R]: 20 
09-46-39.089000,[R]: 10 
09-46-39.101000,[R]: 1 
09-46-39.106000,[R]: 50 
09-46-39.107000,[R]: 10 
09-46-39.118000,[R]: 2 
09-46-39.119000,[R]: 10 
09-46-39.119000,[R]: 1 
09-46-39.120000,[R]: 50 
09-46-39.120000,S 2 	RSSI: 45
09-46-39.129000,[R]: 10 
09-46-39.129000,[R]: 2 
09-46-39.130000,[R]: 20 
09-46-39.148000,[R]: 10 
09-46-39.155000,[R]: 1 
09-46-39.155000,[R]: 50 
09-46-39.156000,[R]: 10 
09-46-39.170000,[R]: 2 
09-46-39.176000,S 2 	RSSI: 45
09-46-39.176000,[R]: 10 
09-46-39.177000,[R]: 1 
09-46-39.188000,[R]: 50 
09-46-39.189000,[R]: 20 
09-46-39.189000,[R]: 10 
09-46-39.190000,[R]: 1 
09-46-39.190000,[R]: 50 
09-46-39.193000,[R]: 20 
09-46-39.205000,[R]: 10 
09-46-39.209000,[R]: 1 
09-46-39.210000,[R]: 50 
09-46-39.211000,[R]: 10 
09-46-39.220000,[R]: 2 
09-46-39.221000,S 2 	RSSI: 45
09-46-39.227000,[R]: 10 
09-46-39.227000,[R]: 1 
09-46-39.235000,[R]: 50 
09-46-39.248000,[R]: 20 
09-46-39.248000,[R]: 10 
09-46-39.257000,[R]: 1 
09-46-39.262000,[R]: 50 
09-46-39.263000,[R]: 10 
09-46-39.263000,[R]: 2 
09-46-39.265000,[R]: 10 
09-46-39.266000,[R]: 1 
09-46-39.267000,[R]: 50 
09-46-39.285000,S 2 	RSSI: 45
09-46-39.286000,[R]: 10 
09-46-39.286000,[R]: 2 
09-46-39.287000,[R]: 20 
09-46-39.287000,[R]: 10 
09-46-39.296000,[R]: 1 
09-46-39.302000,[R]: 50 
09-46-39.302000,[R]: 10 
09-46-39.304000,[R]: 2 
09-46-39.306000,S 2 	RSSI: 45
09-46-39.306000,[R]: 10 
09-46-39.321000,[R]: 1 
09-46-39.322000,[R]: 50 
09-46-39.324000,[R]: 20 
09-46-39.324000,[R]: 10 
09-46-39.330000,[R]: 1 
09-46-39.331000,[R]: 50 
09-46-39.332000,[R]: 20 
09-46-39.334000,[R]: 10 
09-46-39.335000,[R]: 1 
09-46-39.335000,[R]: 50 
09-46-39.336000,[R]: 10 
09-46-39.341000,[R]: 2 
09-46-39.342000,S 2 	RSSI: 45
09-46-39.344000,[R]: 10 
09-46-39.344000,[R]: 1 
09-46-39.345000,[R]: 50 
09-46-39.346000,[R]: 10 
09-46-39.346000,[R]: 2 
09-46-39.374000,S 2 	RSSI: 45
09-46-39.377000,[R]: 10 
09-46-39.378000,[R]: 1 
09-46-39.379000,[R]: 50 
09-46-39.380000,[R]: 10 
09-46-39.380000,[R]: 2 
09-46-39.384000,[R]: 20 
09-46-39.385000,[R]: 10 
09-46-39.411000,[R]: 1 
09-46-39.412000,[R]: 50 
09-46-39.412000,[R]: 20 
09-46-39.415000,[R]: 10 
09-46-39.416000,[R]: 1 
09-46-39.418000,[R]: 50 
09-46-39.419000,[R]: 10 
09-46-39.420000,[R]: 2 
09-46-39.436000,S 2 	RSSI: 45
09-46-39.437000,[R]: 10 
09-46-39.438000,[R]: 1 
09-46-39.439000,[R]: 50 
09-46-39.447000,[R]: 20 
09-46-39.448000,[R]: 10 
09-46-39.448000,[R]: 1 
09-46-39.449000,[R]: 50 
09-46-39.461000,[R]: 20 
09-46-39.462000,[R]: 10 
09-46-39.462000,[R]: 1 
09-46-39.463000,[R]: 50 
09-46-39.463000,[R]: 10 
09-46-39.464000,[R]: 2 
09-46-39.465000,S 2 	RSSI: 45
09-46-39.465000,[R]: 10 
09-46-39.468000,[R]: 1 
09-46-39.475000,[R]: 50 
09-46-39.494000,[R]: 20 
09-46-39.503000,[R]: 10 
09-46-39.505000,[R]: 1 
09-46-39.564000,[R]: 50 
09-46-39.567000,[R]: 10 
09-46-39.567000,[R]: 2 
09-46-39.568000,[R]: 10 
09-46-39.568000,[R]: 1 
09-46-39.576000,[R]: 50 
09-46-39.599000,S 2 	RSSI: 45
09-46-39.599000,[R]: 10 
09-46-39.604000,[R]: 2 
09-46-39.605000,[R]: 20 
09-46-39.605000,[R]: 10 
09-46-39.606000,[R]: 1 
09-46-39.606000,[R]: 50 
09-46-39.606000,[R]: 10 
09-46-39.607000,[R]: 2 
09-46-39.608000,S 2 	RSSI: 45
09-46-39.609000,[R]: 10 
09-46-39.649000,[R]: 1 
09-46-39.650000,[R]: 50 
09-46-39.650000,[R]: 20 
09-46-39.651000,[R]: 10 
09-46-39.667000,[R]: 1 
09-46-39.683000,[R]: 50 
09-46-39.686000,[R]: 20 
09-46-39.686000,[R]: 10 
09-46-39.687000,[R]: 1 
09-46-39.687000,[R]: 50 
09-46-39.688000,[R]: 10 
09-46-39.688000,[R]: 2 
09-46-39.689000,S 2 	RSSI: 45
09-46-39.689000,[R]: 10 
09-46-39.730000,[R]: 1 
09-46-39.730000,[R]: 50 
09-46-39.753000,[R]: 20 
09-46-39.753000,[R]: 10 
09-46-39.755000,[R]: 1 
09-46-39.770000,[R]: 50 
09-46-39.772000,[R]: 10 
09-46-39.804000,[R]: 2 
09-46-39.804000,[R]: 10 
09-46-39.805000,[R]: 1 
09-46-39.805000,[R]: 50 
09-46-39.806000,S 2 	RSSI: 45
09-46-39.806000,[R]: 10 
09-46-39.808000,[R]: 2 
09-46-39.808000,[R]: 20 
09-46-39.809000,[R]: 10 
09-46-39.813000,[R]: 1 
09-46-39.845000,[R]: 50 
09-46-39.846000,[R]: 10 
09-46-39.846000,[R]: 2 
09-46-39.860000,S 2 	RSSI: 45
09-46-39.861000,[R]: 10 
09-46-39.879000,[R]: 1 
09-46-39.880000,[R]: 50 
09-46-39.880000,[R]: 20 
09-46-39.881000,[R]: 10 
09-46-39.881000,[R]: 1 
09-46-39.890000,[R]: 50 
09-46-39.890000,[R]: 20 
09-46-39.904000,[R]: 10 
09-46-39.905000,[R]: 1 
09-46-39.906000,[R]: 50 
09-46-39.906000,[R]: 10 
09-46-39.915000,[R]: 2 
09-46-39.919000,S 2 	RSSI: 45
09-46-39.921000,[R]: 10 
09-46-39.931000,[R]: 1 
09-46-39.932000,[R]: 50 
09-46-39.950000,[R]: 20 
09-46-39.951000,[R]: 10 
09-46-39.954000,[R]: 1 
09-46-39.955000,[R]: 50 
09-46-39.955000,[R]: 10 
09-46-39.990000,[R]: 2 
09-46-40.010000,[R]: 10 
09-46-40.010000,[R]: 1 
09-46-40.011000,[R]: 50 
09-46-40.012000,S 2 	RSSI: 46
09-46-40.023000,[R]: 10 
09-46-40.023000,[R]: 2 
09-46-40.024000,[R]: 20 
09-46-40.037000,[R]: 10 
09-46-40.039000,[R]: 1 
09-46-40.048000,[R]: 50 
09-46-40.048000,[R]: 10 
09-46-40.048000,[R]: 2 
09-46-40.049000,S 2 	RSSI: 46
09-46-40.049000,[R]: 10 
09-46-40.050000,[R]: 1 
09-46-40.051000,[R]: 50 
09-46-40.056000,[R]: 20 
09-46-40.056000,[R]: 10 
09-46-40.057000,[R]: 1 
09-46-40.057000,[R]: 50 
09-46-40.090000,[R]: 20 
09-46-40.090000,[R]: 10 
09-46-40.091000,[R]: 1 
09-46-40.091000,[R]: 50 
09-46-40.092000,[R]: 10 
09-46-40.092000,[R]: 2 
09-46-40.093000,S 2 	RSSI: 45
09-46-40.093000,[R]: 10 
09-46-40.094000,[R]: 1 
09-46-40.094000,[R]: 50 
09-46-40.095000,[R]: 20 
09-46-40.096000,[R]: 10 
09-46-40.105000,[R]: 1 
09-46-40.119000,[R]: 50 
09-46-40.129000,[R]: 10 
09-46-40.130000,[R]: 2 
09-46-40.130000,[R]: 10 
09-46-40.158000,[R]: 1 
09-46-40.171000,[R]: 50 
09-46-40.200000,S 2 	RSSI: 46
09-46-40.202000,[R]: 10 
09-46-40.202000,[R]: 2 
09-46-40.202000,[R]: 20 
09-46-40.209000,[R]: 10 
09-46-40.220000,[R]: 1 
09-46-40.237000,[R]: 50 
09-46-40.281000,[R]: 10 
09-46-40.282000,[R]: 2 
09-46-40.283000,S 2 	RSSI: 45
09-46-40.283000,[R]: 10 
09-46-40.284000,[R]: 1 
09-46-40.285000,[R]: 50 
09-46-40.310000,[R]: 20 
09-46-40.399000,[R]: 10 
09-46-40.400000,[R]: 1 
09-46-40.400000,[R]: 50 
09-46-40.400000,[R]: 20 
09-46-40.401000,[R]: 10 
09-46-40.402000,[R]: 1 
09-46-40.403000,[R]: 50 
09-46-40.513000,[R]: 10 
09-46-40.514000,[R]: 2 
09-46-40.515000,S 2 	RSSI: 46
09-46-40.515000,[R]: 10 
09-46-40.516000,[R]: 1 
09-46-40.516000,[R]: 50 
09-46-40.550000,[R]: 20 
09-46-40.551000,[R]: 10 
09-46-40.551000,[R]: 1 
09-46-40.552000,[R]: 50 
09-46-40.553000,[R]: 10 
09-46-40.554000,[R]: 2 
09-46-40.555000,[R]: 10 
09-46-40.555000,[R]: 1 
09-46-40.556000,[R]: 50 
09-46-40.556000,S 2 	RSSI: 46
09-46-40.575000,[R]: 10 
09-46-40.586000,[R]: 2 
09-46-40.587000,[R]: 20 
09-46-40.588000,[R]: 10 
09-46-40.589000,[R]: 1 
09-46-40.589000,[R]: 50 
09-46-40.590000,[R]: 10 
09-46-40.590000,[R]: 2 
09-46-40.631000,S 2 	RSSI: 46
09-46-40.632000,[R]: 10 
09-46-40.634000,[R]: 1 
09-46-40.639000,[R]: 50 
09-46-40.639000,[R]: 20 
09-46-40.640000,[R]: 10 
09-46-40.644000,[R]: 1 
09-46-40.662000,[R]: 50 
09-46-40.665000,[R]: 20 
09-46-40.665000,[R]: 10 
09-46-40.665000,[R]: 1 
09-46-40.680000,[R]: 50 
09-46-40.685000,[R]: 10 
09-46-40.694000,[R]: 2 
09-46-40.695000,S 2 	RSSI: 46
09-46-40.704000,[R]: 10 
09-46-40.715000,[R]: 1 
09-46-40.716000,[R]: 50 
09-46-40.716000,[R]: 20 
09-46-40.742000,[R]: 10 
09-46-40.744000,[R]: 1 
09-46-40.745000,[R]: 50 
09-46-40.745000,[R]: 10 
09-46-40.751000,[R]: 2 
09-46-40.751000,[R]: 10 
09-46-40.752000,[R]: 1 
09-46-40.752000,[R]: 50 
09-46-40.753000,S 2 	RSSI: 46
09-46-40.753000,[R]: 10 
09-46-40.754000,[R]: 2 
09-46-40.754000,[R]: 20 
09-46-40.754000,[R]: 10 
09-46-40.755000,[R]: 1 
09-46-40.755000,[R]: 50 
09-46-40.763000,[R]: 10 
09-46-40.766000,[R]: 2 
09-46-40.767000,S 2 	RSSI: 46
09-46-40.767000,[R]: 10 
09-46-40.773000,[R]: 1 
09-46-40.783000,[R]: 50 
09-46-40.784000,[R]: 20 
09-46-40.784000,[R]: 10 
09-46-40.785000,[R]: 1 
09-46-40.785000,[R]: 50 
09-46-40.786000,[R]: 20 
09-46-40.786000,[R]: 10 
09-46-40.787000,[R]: 1 
09-46-40.788000,[R]: 50 
09-46-40.788000,[R]: 10 
09-46-40.789000,[R]: 2 
09-46-40.810000,S 2 	RSSI: 46
09-46-40.811000,[R]: 10 
09-46-40.818000,[R]: 1 
09-46-40.819000,[R]: 50 
09-46-40.819000,[R]: 20 
09-46-40.828000,[R]: 10 
09-46-40.828000,[R]: 1 
09-46-40.829000,[R]: 50 
09-46-40.830000,[R]: 10 
09-46-40.830000,[R]: 2 
09-46-40.835000,[R]: 10 
09-46-40.838000,[R]: 1 
09-46-40.840000,[R]: 50 
09-46-40.841000,S 2 	RSSI: 46
09-46-40.844000,[R]: 10 
09-46-40.866000,[R]: 2 
09-46-40.866000,[R]: 20 
09-46-40.867000,[R]: 10 
09-46-40.871000,[R]: 1 
09-46-40.871000,[R]: 50 
09-46-40.879000,[R]: 10 
09-46-40.879000,[R]: 2 
09-46-40.890000,S 2 	RSSI: 46
09-46-40.891000,[R]: 10 
09-46-40.898000,[R]: 1 
09-46-40.902000,[R]: 50 
