09-46-31.936000,-------------------
09-46-44.559000,[R]: 10 
09-46-44.560000,[R]: 1 
09-46-44.561000,[R]: 50 
09-46-44.561000,[R]: 20 
09-46-44.570000,[R]: 10 
09-46-44.571000,[R]: 1 
09-46-44.581000,[R]: 50 
09-46-44.583000,[R]: 10 
09-46-44.584000,[R]: 2 
09-46-44.584000,[R]: 10 
09-46-44.589000,[R]: 1 
09-46-44.589000,[R]: 50 
09-46-44.592000,S 2 	RSSI: 46
09-46-44.593000,[R]: 10 
09-46-44.593000,[R]: 2 
09-46-44.593000,[R]: 20 
09-46-44.594000,[R]: 10 
09-46-44.595000,[R]: 1 
09-46-44.595000,[R]: 50 
09-46-44.596000,[R]: 10 
09-46-44.602000,[R]: 2 
09-46-44.603000,S 2 	RSSI: 46
09-46-44.604000,[R]: 10 
09-46-44.604000,[R]: 1 
09-46-44.605000,[R]: 50 
09-46-44.605000,[R]: 20 
09-46-44.606000,[R]: 10 
09-46-44.606000,[R]: 1 
09-46-44.610000,[R]: 50 
09-46-44.611000,[R]: 20 
09-46-44.618000,[R]: 10 
09-46-44.628000,[R]: 1 
09-46-44.629000,[R]: 50 
09-46-44.629000,[R]: 10 
09-46-44.629000,[R]: 2 
09-46-44.630000,S 2 	RSSI: 46
09-46-44.631000,[R]: 10 
09-46-44.631000,[R]: 1 
09-46-44.639000,[R]: 50 
09-46-44.639000,[R]: 20 
09-46-44.657000,[R]: 10 
09-46-44.658000,[R]: 1 
09-46-44.658000,[R]: 50 
09-46-44.659000,[R]: 10 
09-46-44.659000,[R]: 2 
09-46-44.660000,[R]: 10 
09-46-44.661000,[R]: 1 
09-46-44.662000,[R]: 50 
09-46-44.665000,S 2 	RSSI: 46
09-46-44.669000,[R]: 10 
09-46-44.669000,[R]: 2 
09-46-44.670000,[R]: 20 
09-46-44.671000,[R]: 10 
09-46-44.680000,[R]: 1 
09-46-44.682000,[R]: 50 
09-46-44.684000,[R]: 10 
09-46-44.685000,[R]: 2 
09-46-44.686000,S 2 	RSSI: 46
09-46-44.687000,[R]: 10 
09-46-44.688000,[R]: 1 
09-46-44.689000,[R]: 50 
09-46-44.689000,[R]: 20 
09-46-44.711000,[R]: 10 
09-46-44.714000,[R]: 1 
09-46-44.715000,[R]: 50 
09-46-44.715000,[R]: 20 
09-46-44.716000,[R]: 10 
09-46-44.716000,[R]: 1 
09-46-44.717000,[R]: 50 
09-46-44.718000,[R]: 10 
09-46-44.726000,[R]: 2 
09-46-44.727000,S 2 	RSSI: 46
09-46-44.727000,[R]: 10 
09-46-44.728000,[R]: 1 
09-46-44.728000,[R]: 50 
09-46-44.732000,[R]: 20 
09-46-44.732000,[R]: 10 
09-46-44.738000,[R]: 1 
09-46-44.746000,[R]: 50 
09-46-44.747000,[R]: 10 
09-46-44.747000,[R]: 2 
09-46-44.748000,[R]: 10 
09-46-44.748000,[R]: 1 
09-46-44.771000,[R]: 50 
09-46-44.775000,S 2 	RSSI: 47
09-46-44.776000,[R]: 10 
09-46-44.776000,[R]: 2 
09-46-44.784000,[R]: 20 
09-46-44.785000,[R]: 10 
09-46-44.786000,[R]: 1 
09-46-44.801000,[R]: 50 
09-46-44.802000,[R]: 10 
09-46-44.816000,[R]: 2 
09-46-44.817000,S 2 	RSSI: 46
09-46-44.818000,[R]: 10 
09-46-44.827000,[R]: 1 
09-46-44.849000,[R]: 50 
09-46-44.849000,[R]: 20 
09-46-44.850000,[R]: 10 
09-46-44.850000,[R]: 1 
09-46-44.851000,[R]: 50 
09-46-44.851000,[R]: 20 
09-46-44.852000,[R]: 10 
09-46-44.852000,[R]: 1 
09-46-44.858000,[R]: 50 
09-46-44.859000,[R]: 10 
09-46-44.860000,[R]: 2 
09-46-44.876000,S 2 	RSSI: 46
09-46-44.876000,[R]: 10 
09-46-44.894000,[R]: 1 
09-46-44.894000,[R]: 50 
09-46-44.895000,[R]: 20 
09-46-44.900000,[R]: 10 
09-46-44.905000,[R]: 1 
09-46-44.906000,[R]: 50 
09-46-44.910000,[R]: 10 
09-46-44.910000,[R]: 2 
09-46-44.921000,[R]: 10 
09-46-44.935000,[R]: 1 
09-46-44.936000,[R]: 50 
09-46-44.936000,S 2 	RSSI: 46
09-46-44.937000,[R]: 10 
09-46-44.938000,[R]: 2 
09-46-44.938000,[R]: 20 
09-46-44.939000,[R]: 10 
09-46-44.943000,[R]: 1 
09-46-44.946000,[R]: 50 
09-46-44.946000,[R]: 10 
09-46-44.955000,[R]: 2 
09-46-44.956000,S 2 	RSSI: 46
09-46-44.957000,[R]: 10 
09-46-44.957000,[R]: 1 
09-46-44.982000,[R]: 50 
09-46-44.982000,[R]: 20 
09-46-44.984000,[R]: 10 
09-46-44.984000,[R]: 1 
09-46-44.994000,[R]: 50 
09-46-44.994000,[R]: 20 
09-46-44.995000,[R]: 10 
09-46-44.996000,[R]: 1 
09-46-45.001000,[R]: 50 
09-46-45.003000,[R]: 10 
09-46-45.003000,[R]: 2 
09-46-45.004000,S 2 	RSSI: 46
09-46-45.005000,[R]: 10 
09-46-45.005000,[R]: 1 
09-46-45.011000,[R]: 50 
09-46-45.011000,[R]: 20 
09-46-45.012000,[R]: 10 
09-46-45.012000,[R]: 1 
09-46-45.013000,[R]: 50 
09-46-45.014000,[R]: 10 
09-46-45.016000,[R]: 2 
09-46-45.025000,[R]: 10 
09-46-45.033000,[R]: 1 
09-46-45.034000,[R]: 50 
09-46-45.034000,S 2 	RSSI: 46
09-46-45.035000,[R]: 10 
09-46-45.047000,[R]: 2 
09-46-45.048000,[R]: 20 
09-46-45.048000,[R]: 10 
09-46-45.060000,[R]: 1 
09-46-45.066000,[R]: 50 
09-46-45.066000,[R]: 10 
09-46-45.068000,[R]: 2 
09-46-45.068000,S 2 	RSSI: 46
09-46-45.081000,[R]: 10 
09-46-45.085000,[R]: 1 
09-46-45.086000,[R]: 50 
09-46-45.087000,[R]: 20 
09-46-45.088000,[R]: 10 
09-46-45.088000,[R]: 1 
09-46-45.089000,[R]: 50 
09-46-45.090000,[R]: 20 
09-46-45.091000,[R]: 10 
09-46-45.092000,[R]: 1 
09-46-45.093000,[R]: 50 
09-46-45.102000,[R]: 10 
09-46-45.103000,[R]: 2 
09-46-45.103000,S 2 	RSSI: 46
09-46-45.105000,[R]: 10 
09-46-45.114000,[R]: 1 
09-46-45.115000,[R]: 50 
09-46-45.116000,[R]: 20 
09-46-45.116000,[R]: 10 
09-46-45.127000,[R]: 1 
09-46-45.127000,[R]: 50 
09-46-45.128000,[R]: 10 
09-46-45.128000,[R]: 2 
09-46-45.129000,[R]: 10 
09-46-45.130000,[R]: 1 
09-46-45.130000,[R]: 50 
09-46-45.148000,S 2 	RSSI: 46
09-46-45.150000,[R]: 10 
09-46-45.150000,[R]: 2 
09-46-45.155000,[R]: 20 
09-46-45.172000,[R]: 10 
09-46-45.173000,[R]: 1 
09-46-45.178000,[R]: 50 
09-46-45.182000,[R]: 10 
09-46-45.183000,[R]: 2 
09-46-45.183000,S 2 	RSSI: 46
09-46-45.184000,[R]: 10 
09-46-45.184000,[R]: 1 
09-46-45.185000,[R]: 50 
09-46-45.186000,[R]: 20 
09-46-45.200000,[R]: 10 
09-46-45.200000,[R]: 1 
09-46-45.201000,[R]: 50 
09-46-45.202000,[R]: 20 
09-46-45.202000,[R]: 10 
09-46-45.203000,[R]: 1 
09-46-45.203000,[R]: 50 
09-46-45.204000,[R]: 10 
09-46-45.204000,[R]: 2 
09-46-45.205000,[R]: 10 
09-46-45.205000,[R]: 1 
09-46-45.206000,[R]: 50 
09-46-45.213000,[R]: 20 
09-46-45.213000,[R]: 10 
09-46-45.213000,[R]: 1 
09-46-45.214000,[R]: 50 
09-46-45.215000,[R]: 10 
09-46-45.215000,[R]: 2 
09-46-45.217000,[R]: 10 
09-46-45.217000,[R]: 1 
09-46-45.221000,[R]: 50 
09-46-45.221000,S 2 	RSSI: 46
09-46-45.249000,[R]: 10 
09-46-45.249000,[R]: 2 
09-46-45.251000,[R]: 20 
09-46-45.251000,[R]: 10 
09-46-45.253000,[R]: 1 
09-46-45.255000,[R]: 50 
09-46-45.256000,[R]: 10 
09-46-45.271000,[R]: 2 
09-46-45.271000,S 2 	RSSI: 46
09-46-45.278000,[R]: 10 
09-46-45.279000,[R]: 1 
09-46-45.286000,[R]: 50 
09-46-45.287000,[R]: 20 
09-46-45.287000,[R]: 10 
09-46-45.288000,[R]: 1 
09-46-45.289000,[R]: 50 
09-46-45.314000,[R]: 20 
09-46-45.314000,[R]: 10 
09-46-45.323000,[R]: 1 
09-46-45.323000,[R]: 50 
09-46-45.325000,[R]: 10 
09-46-45.338000,[R]: 2 
09-46-45.338000,S 2 	RSSI: 46
09-46-45.339000,[R]: 10 
09-46-45.349000,[R]: 1 
09-46-45.349000,[R]: 50 
09-46-45.350000,[R]: 20 
09-46-45.351000,[R]: 10 
09-46-45.351000,[R]: 1 
09-46-45.352000,[R]: 50 
09-46-45.358000,[R]: 10 
09-46-45.359000,[R]: 2 
09-46-45.360000,[R]: 10 
09-46-45.360000,[R]: 1 
09-46-45.387000,[R]: 50 
09-46-45.396000,S 2 	RSSI: 46
09-46-45.400000,[R]: 10 
09-46-45.402000,[R]: 2 
09-46-45.403000,[R]: 20 
09-46-45.403000,[R]: 10 
09-46-45.404000,[R]: 1 
09-46-45.434000,[R]: 50 
09-46-45.435000,[R]: 10 
09-46-45.435000,[R]: 2 
09-46-45.436000,S 2 	RSSI: 46
09-46-45.436000,[R]: 10 
09-46-45.438000,[R]: 1 
09-46-45.459000,[R]: 50 
09-46-45.459000,[R]: 20 
09-46-45.466000,[R]: 10 
09-46-45.467000,[R]: 1 
09-46-45.468000,[R]: 50 
09-46-45.468000,[R]: 20 
09-46-45.469000,[R]: 10 
09-46-45.469000,[R]: 1 
09-46-45.470000,[R]: 50 
09-46-45.470000,[R]: 10 
09-46-45.479000,[R]: 2 
09-46-45.479000,S 2 	RSSI: 46
09-46-45.480000,[R]: 10 
09-46-46.651000,[R]: 1 
09-46-46.651000,[R]: 50 
09-46-46.703000,[R]: 20 
09-46-46.704000,[R]: 10 
09-46-46.704000,[R]: 1 
09-46-46.713000,[R]: 50 
09-46-46.713000,[R]: 10 
09-46-46.714000,[R]: 2 
09-46-46.716000,[R]: 10 
09-46-46.716000,[R]: 1 
09-46-46.717000,[R]: 50 
09-46-46.717000,S 2 	RSSI: 46
09-46-46.718000,[R]: 10 
09-46-46.719000,[R]: 2 
09-46-46.719000,[R]: 20 
09-46-46.720000,[R]: 10 
09-46-46.720000,[R]: 1 
09-46-46.747000,[R]: 50 
09-46-46.748000,[R]: 10 
09-46-46.750000,[R]: 2 
09-46-46.751000,S 2 	RSSI: 46
09-46-46.764000,[R]: 10 
09-46-46.787000,[R]: 1 
09-46-46.808000,[R]: 50 
09-46-46.809000,[R]: 20 
09-46-46.810000,[R]: 10 
09-46-46.811000,[R]: 1 
09-46-46.820000,[R]: 50 
09-46-46.829000,[R]: 20 
09-46-46.852000,[R]: 10 
09-46-46.853000,[R]: 10 
09-46-46.912000,[R]: 1 
09-46-46.965000,[R]: 50 
09-46-46.983000,[R]: 10 
09-46-46.984000,[R]: 2 
09-46-46.985000,S 2 	RSSI: 46
09-46-46.985000,[R]: 10 
09-46-46.986000,[R]: 1 
09-46-46.987000,[R]: 50 
09-46-47.000000,[R]: 20 
09-46-47.001000,[R]: 10 
09-46-47.001000,[R]: 1 
09-46-47.004000,[R]: 50 
09-46-47.027000,[R]: 10 
09-46-47.027000,[R]: 2 
09-46-47.028000,[R]: 10 
09-46-47.029000,[R]: 1 
09-46-47.030000,[R]: 50 
09-46-47.031000,S 2 	RSSI: 46
09-46-47.031000,[R]: 10 
09-46-47.032000,[R]: 2 
09-46-47.034000,[R]: 20 
09-46-47.037000,[R]: 10 
09-46-47.038000,[R]: 1 
09-46-47.038000,[R]: 50 
09-46-47.042000,[R]: 10 
09-46-47.042000,[R]: 2 
09-46-47.045000,S 2 	RSSI: 46
09-46-47.045000,[R]: 10 
09-46-47.046000,[R]: 1 
09-46-47.047000,[R]: 50 
09-46-47.050000,[R]: 20 
09-46-47.051000,[R]: 10 
09-46-47.052000,[R]: 1 
09-46-47.055000,[R]: 50 
09-46-47.055000,[R]: 20 
09-46-47.058000,[R]: 10 
09-46-47.058000,[R]: 1 
09-46-47.059000,[R]: 50 
09-46-47.059000,[R]: 10 
09-46-47.066000,[R]: 2 
09-46-47.067000,S 2 	RSSI: 46
09-46-47.067000,[R]: 10 
09-46-47.068000,[R]: 1 
09-46-47.069000,[R]: 50 
09-46-47.078000,[R]: 20 
09-46-47.079000,[R]: 10 
09-46-47.080000,[R]: 1 
09-46-47.081000,[R]: 50 
09-46-47.090000,[R]: 10 
09-46-47.109000,[R]: 2 
09-46-47.128000,[R]: 10 
09-46-47.128000,[R]: 1 
09-46-47.129000,[R]: 50 
09-46-47.139000,S 2 	RSSI: 46
09-46-47.158000,[R]: 10 
09-46-47.159000,[R]: 2 
09-46-47.159000,[R]: 20 
09-46-47.160000,[R]: 10 
09-46-47.163000,[R]: 1 
09-46-47.178000,[R]: 50 
09-46-47.179000,[R]: 10 
09-46-47.179000,[R]: 2 
09-46-47.180000,S 2 	RSSI: 46
09-46-47.181000,[R]: 10 
09-46-47.182000,[R]: 1 
09-46-47.199000,[R]: 50 
09-46-47.200000,[R]: 20 
09-46-47.200000,[R]: 10 
09-46-47.201000,[R]: 1 
09-46-47.209000,[R]: 50 
09-46-47.210000,[R]: 20 
09-46-47.210000,[R]: 10 
09-46-47.211000,[R]: 1 
09-46-47.211000,[R]: 50 
09-46-47.219000,[R]: 10 
09-46-47.220000,[R]: 2 
09-46-47.221000,S 2 	RSSI: 46
09-46-47.222000,[R]: 10 
09-46-47.243000,[R]: 1 
09-46-47.245000,[R]: 50 
09-46-47.246000,[R]: 20 
09-46-47.253000,[R]: 10 
09-46-47.254000,[R]: 1 
09-46-47.255000,[R]: 50 
09-46-47.255000,[R]: 10 
09-46-47.256000,[R]: 2 
09-46-47.268000,[R]: 10 
09-46-47.299000,[R]: 1 
09-46-47.299000,[R]: 50 
09-46-47.332000,S 2 	RSSI: 46
09-46-47.334000,[R]: 10 
09-46-47.334000,[R]: 2 
09-46-47.335000,[R]: 20 
09-46-47.335000,[R]: 10 
09-46-47.336000,[R]: 1 
09-46-47.336000,[R]: 50 
09-46-47.337000,[R]: 10 
09-46-47.338000,[R]: 2 
09-46-47.338000,S 2 	RSSI: 46
09-46-47.345000,[R]: 10 
09-46-47.348000,[R]: 1 
09-46-47.349000,[R]: 50 
09-46-47.370000,[R]: 20 
09-46-47.371000,[R]: 10 
09-46-47.371000,[R]: 1 
09-46-47.383000,[R]: 50 
09-46-47.383000,[R]: 20 
09-46-47.384000,[R]: 10 
09-46-47.402000,[R]: 1 
09-46-47.403000,[R]: 50 
09-46-47.403000,[R]: 10 
09-46-47.404000,[R]: 2 
09-46-47.405000,S 2 	RSSI: 46
09-46-47.405000,[R]: 10 
09-46-47.406000,[R]: 1 
09-46-47.406000,[R]: 50 
09-46-47.407000,[R]: 20 
09-46-47.408000,[R]: 10 
09-46-47.409000,[R]: 1 
09-46-47.414000,[R]: 50 
09-46-47.416000,[R]: 10 
09-46-47.416000,[R]: 2 
09-46-47.419000,[R]: 10 
09-46-47.419000,[R]: 1 
09-46-47.420000,[R]: 50 
09-46-47.434000,S 2 	RSSI: 46
09-46-47.435000,[R]: 10 
09-46-47.436000,[R]: 2 
09-46-47.437000,[R]: 20 
09-46-47.437000,[R]: 10 
09-46-47.442000,[R]: 1 
09-46-47.444000,[R]: 50 
09-46-47.445000,[R]: 10 
09-46-47.445000,[R]: 2 
09-46-47.446000,S 2 	RSSI: 46
09-46-47.456000,[R]: 10 
09-46-47.457000,[R]: 1 
09-46-47.462000,[R]: 50 
09-46-47.480000,[R]: 20 
09-46-47.481000,[R]: 10 
09-46-47.484000,[R]: 1 
09-46-47.485000,[R]: 50 
09-46-47.485000,[R]: 20 
09-46-47.492000,[R]: 10 
09-46-47.493000,[R]: 1 
09-46-47.494000,[R]: 50 
09-46-47.496000,[R]: 10 
09-46-47.496000,[R]: 2 
09-46-47.502000,S 2 	RSSI: 46
09-46-47.503000,[R]: 10 
09-46-47.504000,[R]: 1 
09-46-47.505000,[R]: 50 
09-46-47.520000,[R]: 20 
09-46-47.526000,[R]: 10 
09-46-47.526000,[R]: 1 
09-46-47.528000,[R]: 50 
09-46-47.529000,[R]: 10 
09-46-47.537000,[R]: 2 
09-46-47.537000,[R]: 10 
09-46-47.538000,[R]: 1 
09-46-47.544000,[R]: 50 
09-46-47.549000,S 2 	RSSI: 46
09-46-47.550000,[R]: 10 
09-46-47.560000,[R]: 2 
09-46-47.562000,[R]: 20 
09-46-47.563000,[R]: 10 
09-46-47.570000,[R]: 1 
09-46-47.571000,[R]: 50 
09-46-47.571000,[R]: 10 
09-46-47.578000,[R]: 2 
09-46-47.578000,S 2 	RSSI: 46
09-46-47.582000,[R]: 10 
09-46-47.583000,[R]: 1 
09-46-47.588000,[R]: 50 
09-46-47.588000,[R]: 20 
09-46-47.589000,[R]: 10 
09-46-47.598000,[R]: 1 
09-46-47.600000,[R]: 50 
09-46-47.608000,[R]: 20 
09-46-47.609000,[R]: 10 
09-46-47.617000,[R]: 1 
09-46-47.617000,[R]: 50 
09-46-47.618000,[R]: 10 
09-46-47.618000,[R]: 2 
09-46-47.619000,S 2 	RSSI: 46
09-46-47.621000,[R]: 10 
09-46-47.623000,[R]: 1 
09-46-47.627000,[R]: 50 
09-46-47.628000,[R]: 20 
09-46-47.629000,[R]: 10 
09-46-47.638000,[R]: 1 
09-46-47.653000,[R]: 50 
09-46-47.654000,[R]: 10 
09-46-47.654000,[R]: 2 
09-46-47.655000,[R]: 10 
09-46-47.656000,[R]: 1 
09-46-47.669000,[R]: 50 
09-46-47.671000,S 2 	RSSI: 46
09-46-47.682000,[R]: 10 
09-46-47.683000,[R]: 2 
09-46-47.684000,[R]: 20 
09-46-47.684000,[R]: 10 
09-46-47.692000,[R]: 1 
09-46-47.692000,[R]: 50 
09-46-47.693000,[R]: 10 
09-46-47.714000,[R]: 2 
09-46-47.715000,S 2 	RSSI: 46
09-46-47.716000,[R]: 10 
09-46-47.718000,[R]: 1 
09-46-47.719000,[R]: 50 
09-46-47.721000,[R]: 20 
09-46-47.733000,[R]: 10 
09-46-47.734000,[R]: 1 
09-46-47.735000,[R]: 50 
09-46-47.748000,[R]: 20 
09-46-47.749000,[R]: 10 
09-46-47.750000,[R]: 1 
09-46-47.762000,[R]: 50 
09-46-47.764000,[R]: 10 
09-46-47.771000,[R]: 2 
09-46-47.774000,S 2 	RSSI: 46
09-46-47.775000,[R]: 10 
09-46-47.776000,[R]: 1 
09-46-47.776000,[R]: 50 
09-46-47.777000,[R]: 20 
09-46-47.778000,[R]: 10 
09-46-47.778000,[R]: 1 
09-46-47.779000,[R]: 50 
09-46-47.780000,[R]: 10 
09-46-47.805000,[R]: 2 
09-46-47.806000,[R]: 10 
09-46-47.808000,[R]: 1 
09-46-47.809000,[R]: 50 
09-46-47.809000,S 2 	RSSI: 46
09-46-47.812000,[R]: 10 
09-46-47.815000,[R]: 2 
09-46-47.815000,[R]: 20 
09-46-47.816000,[R]: 10 
09-46-47.817000,[R]: 1 
09-46-47.817000,[R]: 50 
09-46-47.818000,[R]: 10 
09-46-47.818000,[R]: 2 
09-46-47.819000,S 2 	RSSI: 46
09-46-47.819000,[R]: 10 
09-46-47.829000,[R]: 1 
09-46-47.843000,[R]: 50 
09-46-47.853000,[R]: 20 
09-46-47.855000,[R]: 10 
09-46-47.855000,[R]: 1 
09-46-47.856000,[R]: 50 
09-46-47.857000,[R]: 20 
09-46-47.858000,[R]: 10 
09-46-47.864000,[R]: 1 
09-46-47.867000,[R]: 50 
09-46-47.867000,[R]: 10 
09-46-47.868000,[R]: 2 
09-46-47.868000,S 2 	RSSI: 45
09-46-47.869000,[R]: 10 
09-46-47.870000,[R]: 1 
09-46-47.878000,[R]: 50 
09-46-47.880000,[R]: 20 
09-46-47.889000,[R]: 10 
09-46-47.901000,[R]: 1 
09-46-47.902000,[R]: 50 
09-46-47.904000,[R]: 10 
09-46-47.905000,[R]: 2 
09-46-47.906000,[R]: 10 
09-46-47.909000,[R]: 1 
09-46-47.910000,[R]: 50 
09-46-47.919000,S 2 	RSSI: 45
09-46-47.921000,[R]: 10 
09-46-47.921000,[R]: 2 
09-46-47.922000,[R]: 20 
09-46-47.931000,[R]: 10 
09-46-47.932000,[R]: 1 
09-46-47.932000,[R]: 50 
09-46-47.933000,[R]: 10 
09-46-47.934000,[R]: 2 
09-46-47.934000,S 2 	RSSI: 45
09-46-47.935000,[R]: 10 
09-46-47.935000,[R]: 1 
09-46-47.936000,[R]: 50 
09-46-47.936000,[R]: 20 
09-46-47.938000,[R]: 10 
09-46-47.941000,[R]: 1 
09-46-47.942000,[R]: 50 
09-46-47.967000,[R]: 20 
09-46-47.967000,[R]: 10 
09-46-47.968000,[R]: 1 
09-46-47.968000,[R]: 50 
09-46-47.969000,[R]: 10 
09-46-47.991000,[R]: 2 
09-46-48.000000,S 2 	RSSI: 46
09-46-48.004000,[R]: 10 
09-46-48.004000,[R]: 1 
09-46-48.026000,[R]: 50 
09-46-48.026000,[R]: 20 
09-46-48.027000,[R]: 10 
09-46-48.028000,[R]: 1 
09-46-48.028000,[R]: 50 
09-46-48.029000,[R]: 10 
09-46-48.030000,[R]: 2 
09-46-48.030000,[R]: 10 
09-46-48.031000,[R]: 1 
09-46-48.032000,[R]: 50 
09-46-48.041000,[R]: 10 
09-46-48.044000,[R]: 2 
09-46-48.059000,[R]: 20 
09-46-48.060000,[R]: 10 
09-46-48.071000,[R]: 1 
09-46-48.071000,[R]: 50 
09-46-48.072000,[R]: 10 
09-46-48.072000,[R]: 2 
09-46-48.075000,S 2 	RSSI: 47
09-46-48.076000,[R]: 10 
09-46-48.077000,[R]: 1 
09-46-48.077000,[R]: 50 
09-46-48.079000,[R]: 20 
09-46-48.081000,[R]: 10 
09-46-48.082000,[R]: 1 
09-46-48.083000,[R]: 50 
09-46-48.083000,[R]: 20 
09-46-48.119000,[R]: 10 
09-46-48.120000,[R]: 1 
09-46-48.152000,[R]: 50 
09-46-48.169000,[R]: 10 
09-46-48.170000,[R]: 2 
09-46-48.189000,S 2 	RSSI: 46
09-46-48.202000,[R]: 10 
09-46-48.203000,[R]: 1 
09-46-48.204000,[R]: 50 
09-46-48.226000,[R]: 20 
09-46-48.226000,[R]: 10 
09-46-48.227000,[R]: 1 
09-46-48.228000,[R]: 50 
09-46-48.229000,[R]: 10 
09-46-48.254000,[R]: 2 
09-46-48.254000,[R]: 10 
09-46-48.255000,[R]: 1 
09-46-48.256000,[R]: 50 
09-46-48.262000,S 2 	RSSI: 48
09-46-48.263000,[R]: 10 
09-46-48.263000,[R]: 2 
09-46-48.264000,[R]: 20 
09-46-48.264000,[R]: 10 
09-46-48.265000,[R]: 1 
09-46-48.276000,[R]: 50 
09-46-48.276000,[R]: 10 
09-46-48.281000,[R]: 2 
09-46-48.284000,S 2 	RSSI: 46
09-46-48.285000,[R]: 10 
09-46-48.285000,[R]: 1 
09-46-48.294000,[R]: 50 
09-46-48.294000,[R]: 20 
09-46-48.295000,[R]: 10 
09-46-48.296000,[R]: 1 
09-46-48.298000,[R]: 50 
09-46-48.299000,[R]: 20 
09-46-48.304000,[R]: 10 
09-46-48.304000,[R]: 1 
09-46-48.330000,[R]: 50 
09-46-48.332000,[R]: 10 
09-46-48.332000,[R]: 2 
09-46-48.333000,S 2 	RSSI: 46
09-46-48.333000,[R]: 10 
09-46-48.334000,[R]: 1 
09-46-48.341000,[R]: 50 
09-46-48.342000,[R]: 20 
09-46-48.343000,[R]: 10 
09-46-48.343000,[R]: 1 
09-46-48.344000,[R]: 50 
09-46-48.345000,[R]: 10 
09-46-48.345000,[R]: 2 
09-46-48.352000,[R]: 10 
09-46-48.353000,[R]: 1 
09-46-48.354000,[R]: 50 
09-46-48.354000,S 2 	RSSI: 45
09-46-48.369000,[R]: 10 
09-46-48.376000,[R]: 2 
09-46-48.377000,[R]: 2 
09-46-48.378000,[R]: 20 
09-46-48.398000,[R]: 10 
09-46-48.401000,[R]: 1 
09-46-48.401000,[R]: 50 
09-46-48.402000,[R]: 10 
09-46-48.402000,[R]: 2 
09-46-48.419000,S 2 	RSSI: 45
09-46-48.419000,[R]: 10 
09-46-48.420000,[R]: 1 
09-46-48.435000,[R]: 50 
09-46-48.435000,[R]: 20 
09-46-48.442000,[R]: 10 
09-46-48.462000,[R]: 1 
09-46-48.462000,[R]: 50 
09-46-48.463000,[R]: 20 
09-46-48.463000,[R]: 10 
09-46-48.464000,[R]: 1 
09-46-48.465000,[R]: 50 
09-46-48.465000,[R]: 10 
09-46-48.466000,[R]: 2 
09-46-48.467000,S 2 	RSSI: 45
09-46-48.478000,[R]: 10 
09-46-48.478000,[R]: 1 
09-46-48.487000,[R]: 50 
09-46-48.488000,[R]: 20 
09-46-48.488000,[R]: 10 
09-46-48.492000,[R]: 1 
09-46-48.493000,[R]: 50 
09-46-48.501000,[R]: 10 
09-46-48.501000,[R]: 2 
09-46-48.502000,[R]: 10 
09-46-48.503000,[R]: 1 
09-46-48.503000,[R]: 50 
09-46-48.504000,S 2 	RSSI: 45
09-46-48.504000,[R]: 10 
09-46-48.513000,[R]: 2 
09-46-48.513000,[R]: 20 
09-46-48.519000,[R]: 10 
09-46-48.524000,[R]: 1 
09-46-48.525000,[R]: 50 
09-46-48.527000,[R]: 10 
09-46-48.528000,[R]: 2 
09-46-48.528000,S 2 	RSSI: 46
09-46-48.529000,[R]: 10 
09-46-48.534000,[R]: 1 
09-46-48.535000,[R]: 50 
09-46-48.536000,[R]: 20 
09-46-48.536000,[R]: 10 
09-46-48.537000,[R]: 1 
09-46-48.538000,[R]: 50 
09-46-48.549000,[R]: 20 
09-46-48.549000,[R]: 10 
09-46-48.550000,[R]: 1 
09-46-48.599000,[R]: 50 
09-46-48.599000,[R]: 10 
09-46-48.600000,[R]: 2 
09-46-48.601000,S 2 	RSSI: 45
09-46-48.601000,[R]: 10 
09-46-48.602000,[R]: 1 
09-46-48.609000,[R]: 50 
09-46-48.610000,[R]: 20 
09-46-48.610000,[R]: 10 
09-46-48.621000,[R]: 1 
09-46-48.622000,[R]: 50 
09-46-48.622000,[R]: 10 
09-46-48.627000,[R]: 2 
09-46-48.627000,[R]: 10 
09-46-48.629000,[R]: 1 
09-46-48.629000,[R]: 50 
09-46-48.630000,S 2 	RSSI: 45
09-46-48.632000,[R]: 10 
09-46-48.664000,[R]: 2 
09-46-48.664000,[R]: 20 
09-46-48.665000,[R]: 10 
09-46-48.665000,[R]: 1 
09-46-48.671000,[R]: 50 
09-46-48.672000,[R]: 10 
09-46-48.673000,[R]: 2 
09-46-48.705000,S 2 	RSSI: 45
09-46-48.705000,[R]: 10 
09-46-48.706000,[R]: 1 
09-46-48.713000,[R]: 50 
09-46-48.713000,[R]: 20 
09-46-48.714000,[R]: 10 
09-46-48.716000,[R]: 1 
09-46-48.729000,[R]: 50 
09-46-48.730000,[R]: 20 
09-46-48.740000,[R]: 10 
09-46-48.748000,[R]: 1 
09-46-48.750000,[R]: 50 
09-46-48.755000,[R]: 10 
09-46-48.766000,[R]: 2 
09-46-48.766000,S 2 	RSSI: 45
09-46-48.775000,[R]: 10 
09-46-48.776000,[R]: 1 
09-46-48.776000,[R]: 50 
09-46-48.777000,[R]: 20 
09-46-48.777000,[R]: 10 
09-46-49.224000,[R]: 1 
09-46-49.224000,[R]: 50 
09-46-49.225000,[R]: 10 
09-46-49.242000,[R]: 2 
09-46-49.243000,[R]: 10 
09-46-49.243000,[R]: 1 
