22-16-50.266000,"ÿ""Scanner enabled\r\n"""
22-17-07.715000,"""Sensor: 2. RSSI: 66"""
22-17-07.716000,"""Sensor: 1. RSSI: 58"""
22-17-07.717000,"""COUNT 1 1"
22-17-07.718000,[0] 0 0
22-17-07.719000,""""
22-17-07.720000,"""Sensor: 2. RSSI: 67"""
22-17-07.722000,"""Sensor: 1. RSSI: 58"""
22-17-07.725000,"""COUNT 1 1"
22-17-07.726000,[0] 0 0
22-17-07.727000,""""
22-17-07.731000,"""Sensor: 1. RSSI: 58"""
22-17-07.734000,"""Sensor: 2. RSSI: 67"""
22-17-07.737000,"""COUNT 1 1"
22-17-07.738000,[0] 0 0
22-17-07.739000,""""
22-17-07.743000,"""Sensor: 2. RSSI: 67"""
22-17-07.746000,"""COUNT 0 1"
22-17-07.747000,[0] 0 0
22-17-07.748000,""""
22-17-07.749000,"""Sensor: 1. RSSI: 58"""
22-17-07.750000,"""Sensor: 2. RSSI: 67"""
22-17-07.755000,"""COUNT 1 1"
22-17-07.758000,[0] 0 0
22-17-07.759000,""""
22-17-07.760000,"""Sensor: 1. RSSI: 58"""
22-17-07.763000,"""Sensor: 2. RSSI: 67"""
22-17-07.766000,"""COUNT 1 1"
22-17-07.768000,[0] 0 0
22-17-07.769000,""""
22-17-07.770000,"""Sensor: 1. RSSI: 58"""
22-17-07.771000,"""Sensor: 2. RSSI: 67"""
22-17-07.776000,"""COUNT 1 1"
22-17-07.779000,[0] 0 74
22-17-07.780000,""""
22-17-07.781000,"""Sensor: 2. RSSI: 67"""
22-17-07.784000,"""Sensor: 1. RSSI: 58"""
22-17-07.786000,"""COUNT 1 1"
22-17-07.794000,[0] 0 0
22-17-07.795000,""""
22-17-07.796000,"""Sensor: 2. RSSI: 67"""
22-17-07.797000,"""COUNT 0 1"
22-17-07.799000,[0] 0 0
22-17-07.799000,""""
22-17-07.800000,"""Sensor: 1. RSSI: 58"""
22-17-07.806000,"""COUNT 1 0"
22-17-07.807000,[0] 0 0
22-17-07.808000,""""
22-17-07.809000,"""Sensor: 1. RSSI: 58"""
22-17-07.813000,"""Sensor: 2. RSSI: 67"""
22-17-07.816000,"""COUNT 1 1"
22-17-07.818000,[0] 0 71
22-17-07.818000,""""
22-17-07.819000,"""Sensor: 1. RSSI: 58"""
22-17-07.826000,"""COUNT 1 0"
22-17-07.827000,[0] 0 0
22-17-07.828000,""""
22-17-07.829000,"""Sensor: 2. RSSI: 67"""
22-17-07.833000,"""Sensor: 1. RSSI: 58"""
22-17-07.835000,"""COUNT 1 1"
22-17-07.836000,[0] 0 0
22-17-07.837000,""""
22-17-07.838000,"""Sensor: 2. RSSI: 67"""
22-17-07.842000,"""Sensor: 1. RSSI: 58"""
22-17-07.845000,"""COUNT 1 1"
22-17-07.847000,[0] 0 0
22-17-07.848000,""""
22-17-07.849000,"""Sensor: 1. RSSI: 58"""
22-17-07.854000,"""Sensor: 2. RSSI: 67"""
22-17-07.858000,"""COUNT 1 1"
22-17-07.859000,[0] 0 0
22-17-07.859000,""""
22-17-07.860000,"""Sensor: 1. RSSI: 58"""
22-17-07.862000,"""Sensor: 2. RSSI: 67"""
22-17-07.866000,"""COUNT 1 1"
22-17-07.868000,[0] 0 71
22-17-07.869000,""""
22-17-07.870000,"""Sensor: 2. RSSI: 67"""
22-17-07.875000,"""Sensor: 1. RSSI: 58"""
22-17-07.878000,"""COUNT 1 1"
22-17-07.879000,[0] 0 0
22-17-07.880000,""""
22-17-07.881000,"""Sensor: 2. RSSI: 67"""
22-17-07.882000,"""Sensor: 1. RSSI: 58"""
22-17-07.886000,"""COUNT 1 1"
22-17-07.889000,[0] 0 0
22-17-07.890000,""""
22-17-07.891000,"""Sensor: 2. RSSI: 66"""
22-17-07.894000,"""Sensor: 1. RSSI: 58"""
22-17-07.895000,"""COUNT 1 1"
22-17-07.896000,[0] 0 0
22-17-07.899000,""""
22-17-07.900000,"""Sensor: 1. RSSI: 58"""
22-17-07.904000,"""Sensor: 2. RSSI: 67"""
22-17-07.905000,"""COUNT 1 1"
22-17-07.906000,[0] 0 0
22-17-07.909000,""""
22-17-07.911000,"""Sensor: 1. RSSI: 58"""
22-17-07.912000,"""Sensor: 2. RSSI: 66"""
22-17-07.916000,"""COUNT 1 1"
22-17-07.917000,[0] 0 0
22-17-07.918000,""""
22-17-07.925000,"""COUNT 0 0"
22-17-07.926000,[0] 0 0
22-17-07.927000,""""
22-17-07.935000,"""COUNT 0 0"
22-17-07.936000,[0] 0 0
22-17-07.937000,""""
22-17-07.945000,"""COUNT 0 0"
22-17-07.946000,[0] 0 0
22-17-07.947000,""""
22-17-07.955000,"""COUNT 0 0"
22-17-07.956000,[0] 0 0
22-17-07.958000,""""
22-17-07.965000,"""COUNT 0 0"
22-17-07.966000,[0] 0 0
22-17-07.966000,""""
22-17-07.968000,"""Sensor: 1. RSSI: 58"""
22-17-07.972000,"""Sensor: 2. RSSI: 66"""
22-17-07.974000,"""COUNT 1 1"
22-17-07.975000,[0] 0 0
22-17-07.976000,""""
22-17-07.977000,"""Sensor: 1. RSSI: 58"""
22-17-07.981000,"""Sensor: 2. RSSI: 66"""
22-17-07.984000,"""COUNT 1 1"
22-17-07.985000,[0] 0 0
22-17-07.985000,""""
22-17-07.988000,"""Sensor: 1. RSSI: 58"""
22-17-07.993000,"""Sensor: 2. RSSI: 66"""
22-17-07.995000,"""COUNT 1 1"
22-17-07.995000,[0] 0 0
22-17-07.996000,""""
22-17-07.996000,"""Sensor: 1. RSSI: 58"""
22-17-08.002000,"""Sensor: 2. RSSI: 65"""
22-17-08.005000,"""COUNT 1 1"
22-17-08.005000,[0] 0 71
22-17-08.006000,""""
22-17-08.009000,"""Sensor: 2. RSSI: 66"""
22-17-08.013000,"""Sensor: 1. RSSI: 58"""
22-17-08.015000,"""COUNT 1 1"
22-17-08.016000,[0] 0 0
22-17-08.017000,""""
22-17-08.018000,"""Sensor: 2. RSSI: 65"""
22-17-08.021000,"""Sensor: 1. RSSI: 58"""
22-17-08.025000,"""COUNT 1 1"
22-17-08.026000,[0] 0 0
22-17-08.027000,""""
22-17-08.028000,"""Sensor: 2. RSSI: 66"""
22-17-08.034000,"""Sensor: 2. RSSI: 65"""
22-17-08.035000,"""COUNT 0 2"
22-17-08.036000,[0] 0 0
22-17-08.036000,""""
22-17-08.038000,"""Sensor: 1. RSSI: 58"""
22-17-08.042000,"""Sensor: 2. RSSI: 65"""
22-17-08.045000,"""COUNT 1 1"
22-17-08.046000,[0] 0 0
22-17-08.047000,""""
22-17-08.047000,"""Sensor: 1. RSSI: 58"""
22-17-08.051000,"""Sensor: 2. RSSI: 65"""
22-17-08.055000,"""COUNT 1 1"
22-17-08.056000,[0] 0 0
22-17-08.057000,""""
22-17-08.060000,"""Sensor: 1. RSSI: 58"""
22-17-08.064000,"""Sensor: 2. RSSI: 65"""
22-17-08.065000,"""COUNT 1 1"
22-17-08.065000,[0] 0 0
22-17-08.066000,""""
22-17-08.067000,"""Sensor: 1. RSSI: 58"""
22-17-08.071000,"""Sensor: 2. RSSI: 65"""
22-17-08.075000,"""COUNT 1 1"
22-17-08.075000,[0] 0 0
22-17-08.076000,""""
22-17-08.080000,"""Sensor: 2. RSSI: 65"""
22-17-08.084000,"""Sensor: 1. RSSI: 58"""
22-17-08.085000,"""COUNT 1 1"
22-17-08.085000,[0] 0 0
22-17-08.086000,""""
22-17-08.087000,"""Sensor: 2. RSSI: 65"""
22-17-08.092000,"""Sensor: 1. RSSI: 58"""
22-17-08.098000,"""COUNT 1 1"
22-17-08.099000,[0] 0 0
22-17-08.100000,""""
22-17-08.100000,"""Sensor: 2. RSSI: 65"""
22-17-08.101000,"""Sensor: 1. RSSI: 58"""
22-17-08.105000,"""Sensor: 2. RSSI: 65"""
22-17-08.105000,"""COUNT 1 2"
22-17-08.106000,[0] 0 0
22-17-08.108000,""""
22-17-08.109000,"""Sensor: 1. RSSI: 58"""
22-17-08.114000,"""Sensor: 2. RSSI: 65"""
22-17-08.116000,"""COUNT 1 1"
22-17-08.116000,[0] 0 70
22-17-08.118000,""""
22-17-08.118000,"""Sensor: 1. RSSI: 58"""
22-17-08.120000,"""Sensor: 2. RSSI: 65"""
22-17-08.125000,"""COUNT 1 1"
22-17-08.126000,[0] 0 0
22-17-08.126000,""""
22-17-08.129000,"""Sensor: 1. RSSI: 58"""
22-17-08.134000,"""Sensor: 2. RSSI: 65"""
22-17-08.135000,"""COUNT 1 1"
22-17-08.135000,[0] 0 0
22-17-08.136000,""""
22-17-08.137000,"""Sensor: 1. RSSI: 58"""
22-17-08.141000,"""Sensor: 2. RSSI: 65"""
22-17-08.146000,"""COUNT 1 1"
22-17-08.146000,[0] 0 0
22-17-08.148000,""""
22-17-08.150000,"""Sensor: 2. RSSI: 64"""
22-17-08.155000,"""COUNT 0 1"
22-17-08.157000,[0] 0 0
22-17-08.158000,""""
22-17-08.158000,"""Sensor: 2. RSSI: 64"""
22-17-08.162000,"""Sensor: 1. RSSI: 58"""
22-17-08.165000,"""COUNT 1 1"
22-17-08.165000,[0] 0 0
22-17-08.167000,""""
22-17-08.168000,"""Sensor: 2. RSSI: 64"""
22-17-08.170000,"""Sensor: 1. RSSI: 58"""
22-17-08.174000,"""Sensor: 2. RSSI: 64"""
22-17-08.176000,"""COUNT 1 2"
22-17-08.177000,[0] 0 72
22-17-08.177000,""""
22-17-08.178000,"""Sensor: 1. RSSI: 58"""
22-17-08.182000,"""Sensor: 2. RSSI: 64"""
22-17-08.185000,"""COUNT 1 1"
22-17-08.185000,[0] 0 0
22-17-08.187000,""""
22-17-08.188000,"""Sensor: 1. RSSI: 58"""
22-17-08.192000,"""Sensor: 2. RSSI: 65"""
22-17-08.195000,"""COUNT 1 1"
22-17-08.195000,[0] 0 0
22-17-08.197000,""""
22-17-08.198000,"""Sensor: 1. RSSI: 58"""
22-17-08.204000,"""Sensor: 2. RSSI: 65"""
22-17-08.205000,"""COUNT 1 1"
22-17-08.205000,[0] 0 0
22-17-08.207000,""""
22-17-08.208000,"""Sensor: 1. RSSI: 58"""
22-17-08.212000,"""Sensor: 2. RSSI: 65"""
22-17-08.215000,"""COUNT 1 1"
22-17-08.215000,[0] 0 0
22-17-08.217000,""""
22-17-08.225000,"""COUNT 0 0"
22-17-08.227000,[0] 0 0
22-17-08.228000,""""
22-17-08.235000,"""COUNT 0 0"
22-17-08.235000,[0] 0 0
22-17-08.235000,""""
22-17-08.245000,"""COUNT 0 0"
22-17-08.247000,[0] 0 0
22-17-08.248000,""""
22-17-08.255000,"""COUNT 0 0"
22-17-08.256000,[0] 0 0
22-17-08.256000,""""
22-17-08.265000,"""COUNT 0 0"
22-17-08.266000,[0] 0 0
22-17-08.266000,""""
22-17-08.269000,"""Sensor: 1. RSSI: 58"""
22-17-08.274000,"""Sensor: 2. RSSI: 65"""
22-17-08.275000,"""COUNT 1 1"
22-17-08.277000,[0] 0 0
22-17-08.278000,""""
22-17-08.278000,"""Sensor: 1. RSSI: 58"""
22-17-08.282000,"""Sensor: 2. RSSI: 65"""
22-17-08.286000,"""COUNT 1 1"
22-17-08.286000,[0] 0 75
22-17-08.287000,""""
22-17-08.296000,"""COUNT 0 0"
22-17-08.296000,[0] 0 0
22-17-08.297000,""""
22-17-08.305000,"""COUNT 0 0"
22-17-08.305000,[0] 0 0
22-17-08.306000,""""
22-17-08.315000,"""COUNT 0 0"
22-17-08.315000,[0] 0 0
22-17-08.316000,""""
22-17-08.318000,"""Sensor: 1. RSSI: 58"""
22-17-08.323000,"""Sensor: 2. RSSI: 64"""
22-17-08.325000,"""COUNT 1 1"
22-17-08.326000,[0] 0 0
22-17-08.326000,""""
22-17-08.330000,"""Sensor: 2. RSSI: 64"""
22-17-08.335000,"""COUNT 0 1"
22-17-08.336000,[0] 0 0
22-17-08.337000,""""
22-17-08.340000,"""Sensor: 2. RSSI: 64"""
22-17-08.344000,"""Sensor: 1. RSSI: 58"""
22-17-08.345000,"""COUNT 1 1"
22-17-08.346000,[0] 0 68
22-17-08.347000,""""
22-17-08.347000,"""Sensor: 2. RSSI: 65"""
22-17-08.351000,"""Sensor: 1. RSSI: 58"""
22-17-08.356000,"""COUNT 1 1"
22-17-08.356000,[0] 0 0
22-17-08.357000,""""
22-17-08.359000,"""Sensor: 1. RSSI: 58"""
22-17-08.364000,"""Sensor: 2. RSSI: 65"""
22-17-08.365000,"""COUNT 1 1"
22-17-08.365000,[0] 0 0
22-17-08.366000,""""
22-17-08.368000,"""Sensor: 1. RSSI: 58"""
22-17-08.372000,"""Sensor: 2. RSSI: 67"""
22-17-08.376000,"""COUNT 1 1"
22-17-08.376000,[0] 0 71
22-17-08.377000,""""
22-17-08.378000,"""Sensor: 1. RSSI: 58"""
22-17-08.385000,"""Sensor: 1. RSSI: 58"""
22-17-08.385000,"""COUNT 2 0"
22-17-08.386000,[0] 0 0
22-17-08.387000,""""
22-17-08.388000,"""Sensor: 1. RSSI: 58"""
22-17-08.392000,"""Sensor: 2. RSSI: 69"""
22-17-08.395000,"""COUNT 1 1"
22-17-08.395000,[0] 0 0
22-17-08.396000,""""
22-17-08.397000,"""Sensor: 1. RSSI: 58"""
22-17-08.401000,"""Sensor: 2. RSSI: 69"""
22-17-08.404000,"""COUNT 1 1"
22-17-08.405000,[0] 0 0
22-17-08.406000,""""
22-17-08.409000,"""Sensor: 1. RSSI: 58"""
22-17-08.415000,"""COUNT 1 0"
22-17-08.416000,[0] 0 0
22-17-08.416000,""""
22-17-08.417000,"""Sensor: 1. RSSI: 58"""
22-17-08.420000,"""Sensor: 2. RSSI: 70"""
22-17-08.426000,"""COUNT 1 1"
22-17-08.426000,[0] 0 68
22-17-08.427000,""""
22-17-08.429000,"""Sensor: 2. RSSI: 69"""
22-17-08.434000,"""Sensor: 1. RSSI: 58"""
22-17-08.435000,"""COUNT 1 1"
22-17-08.435000,[0] 0 0
22-17-08.436000,""""
22-17-08.437000,"""Sensor: 2. RSSI: 68"""
22-17-08.441000,"""Sensor: 1. RSSI: 58"""
22-17-08.445000,"""COUNT 1 1"
22-17-08.446000,[0] 0 0
22-17-08.446000,""""
22-17-08.447000,"""Sensor: 2. RSSI: 67"""
22-17-08.450000,"""Sensor: 1. RSSI: 58"""
22-17-08.454000,"""COUNT 1 1"
22-17-08.455000,[0] 0 0
22-17-08.456000,""""
22-17-08.459000,"""Sensor: 1. RSSI: 58"""
22-17-08.463000,"""Sensor: 2. RSSI: 65"""
22-17-08.465000,"""COUNT 1 1"
22-17-08.466000,[0] 0 0
22-17-08.466000,""""
22-17-08.467000,"""Sensor: 1. RSSI: 58"""
22-17-08.470000,"""Sensor: 2. RSSI: 65"""
22-17-08.475000,"""COUNT 1 1"
22-17-08.478000,[0] 0 0
22-17-08.479000,""""
22-17-08.480000,"""Sensor: 1. RSSI: 58"""
22-17-08.484000,"""Sensor: 2. RSSI: 65"""
22-17-08.485000,"""COUNT 1 1"
22-17-08.485000,[0] 0 0
22-17-08.486000,""""
22-17-08.486000,"""Sensor: 1. RSSI: 58"""
22-17-08.492000,"""Sensor: 2. RSSI: 63"""
22-17-08.495000,"""COUNT 1 1"
22-17-08.495000,[0] 0 0
22-17-08.496000,""""
22-17-08.504000,"""COUNT 0 0"
22-17-08.505000,[0] 0 0
22-17-08.505000,""""
22-17-08.514000,"""COUNT 0 0"
22-17-08.515000,[0] 0 0
22-17-08.515000,""""
22-17-08.524000,"""COUNT 0 0"
22-17-08.525000,[0] 0 0
22-17-08.525000,""""
22-17-08.528000,"""Sensor: 1. RSSI: 58"""
22-17-08.532000,"""Sensor: 2. RSSI: 62"""
22-17-08.535000,"""COUNT 1 1"
22-17-08.537000,[0] 0 0
22-17-08.537000,""""
22-17-08.538000,"""Sensor: 1. RSSI: 58"""
22-17-08.540000,"""Sensor: 2. RSSI: 62"""
22-17-08.544000,"""COUNT 1 1"
22-17-08.546000,[0] 0 0
22-17-08.547000,""""
22-17-08.548000,"""Sensor: 1. RSSI: 58"""
22-17-08.553000,"""Sensor: 2. RSSI: 62"""
22-17-08.555000,"""COUNT 1 1"
22-17-08.561000,[0] 0 0
22-17-08.561000,""""
22-17-08.562000,"""Sensor: 1. RSSI: 58"""
22-17-08.563000,"""Sensor: 2. RSSI: 62"""
22-17-08.565000,"""COUNT 1 1"
22-17-08.566000,[0] 0 0
22-17-08.567000,""""
22-17-08.575000,"""COUNT 0 0"
22-17-08.575000,[0] 0 0
22-17-08.576000,""""
22-17-08.584000,"""COUNT 0 0"
22-17-08.585000,[0] 0 0
22-17-08.585000,""""
22-17-08.594000,"""COUNT 0 0"
22-17-08.595000,[0] 0 0
22-17-08.595000,""""
22-17-08.598000,"""Sensor: 1. RSSI: 58"""
22-17-08.602000,"""Sensor: 2. RSSI: 62"""
22-17-08.605000,"""COUNT 1 1"
22-17-08.605000,[0] 0 0
22-17-08.605000,""""
22-17-08.606000,"""Sensor: 1. RSSI: 58"""
22-17-08.610000,"""Sensor: 2. RSSI: 62"""
22-17-08.615000,"""COUNT 1 1"
22-17-08.615000,[0] 0 0
22-17-08.615000,""""
22-17-08.618000,"""Sensor: 1. RSSI: 58"""
22-17-08.624000,"""Sensor: 2. RSSI: 62"""
22-17-08.625000,"""COUNT 1 1"
22-17-08.626000,[0] 0 0
22-17-08.626000,""""
22-17-08.629000,"""Sensor: 1. RSSI: 58"""
22-17-08.631000,"""Sensor: 2. RSSI: 62"""
22-17-08.635000,"""COUNT 1 1"
22-17-08.636000,[0] 0 87
22-17-08.636000,""""
22-17-08.645000,"""COUNT 0 0"
22-17-08.645000,[0] 0 0
22-17-08.646000,""""
22-17-08.656000,"""COUNT 0 0"
22-17-08.657000,[0] 0 0
22-17-08.658000,""""
22-17-08.665000,"""COUNT 0 0"
22-17-08.666000,[0] 0 0
22-17-08.667000,""""
22-17-08.675000,"""COUNT 0 0"
22-17-08.675000,[0] 0 0
22-17-08.676000,""""
22-17-08.685000,"""COUNT 0 0"
22-17-08.685000,[0] 0 0
22-17-08.686000,""""
22-17-08.689000,"""Sensor: 1. RSSI: 58"""
22-17-08.694000,"""Sensor: 2. RSSI: 62"""
22-17-08.696000,"""COUNT 1 1"
22-17-08.696000,[0] 0 0
22-17-08.697000,""""
22-17-08.697000,"""Sensor: 1. RSSI: 58"""
22-17-08.701000,"""Sensor: 2. RSSI: 62"""
22-17-08.705000,"""COUNT 1 1"
22-17-08.706000,[0] 0 81
22-17-08.706000,""""
22-17-08.709000,"""Sensor: 2. RSSI: 62"""
22-17-08.714000,"""Sensor: 1. RSSI: 58"""
22-17-08.715000,"""COUNT 1 1"
22-17-08.716000,[0] 0 0
22-17-08.716000,""""
22-17-08.718000,"""Sensor: 2. RSSI: 62"""
22-17-08.723000,"""Sensor: 1. RSSI: 58"""
22-17-08.728000,"""COUNT 1 1"
22-17-08.728000,[0] 0 0
22-17-08.729000,""""
22-17-08.730000,"""Sensor: 2. RSSI: 62"""
22-17-08.731000,"""Sensor: 1. RSSI: 58"""
22-17-08.736000,"""Sensor: 2. RSSI: 62"""
22-17-08.737000,"""COUNT 1 2"
22-17-08.738000,[0] 0 0
22-17-08.739000,""""
22-17-08.739000,"""Sensor: 1. RSSI: 58"""
22-17-08.743000,"""Sensor: 2. RSSI: 62"""
22-17-08.746000,"""COUNT 1 1"
22-17-08.747000,[0] 0 0
22-17-08.748000,""""
22-17-08.749000,"""Sensor: 1. RSSI: 58"""
22-17-08.751000,"""Sensor: 2. RSSI: 62"""
22-17-08.756000,"""COUNT 1 1"
22-17-08.757000,[0] 0 0
22-17-08.758000,""""
22-17-08.764000,"""COUNT 0 0"
22-17-08.765000,[0] 0 0
22-17-08.766000,""""
22-17-08.774000,"""COUNT 0 0"
22-17-08.775000,[0] 0 0
22-17-08.776000,""""
22-17-08.784000,"""COUNT 0 0"
22-17-08.785000,[0] 0 0
22-17-08.786000,""""
22-17-08.794000,"""COUNT 0 0"
22-17-08.795000,[0] 0 0
22-17-08.795000,""""
22-17-08.804000,"""COUNT 0 0"
22-17-08.810000,[0] 0 0
22-17-08.810000,""""
22-17-08.811000,"""Sensor: 1. RSSI: 58"""
22-17-08.812000,"""Sensor: 2. RSSI: 62"""
22-17-08.815000,"""COUNT 1 1"
22-17-08.815000,[0] 0 0
22-17-08.816000,""""
22-17-08.817000,"""Sensor: 1. RSSI: 58"""
22-17-08.820000,"""Sensor: 2. RSSI: 62"""
22-17-08.825000,"""COUNT 1 1"
22-17-08.826000,[0] 0 0
22-17-08.826000,""""
22-17-08.828000,"""Sensor: 2. RSSI: 62"""
22-17-08.834000,"""Sensor: 1. RSSI: 58"""
22-17-08.835000,"""COUNT 1 1"
22-17-08.836000,[0] 0 77
22-17-08.838000,""""
22-17-08.839000,"""Sensor: 2. RSSI: 62"""
22-17-08.841000,"""Sensor: 1. RSSI: 58"""
22-17-08.845000,"""COUNT 1 1"
22-17-08.845000,[0] 0 0
22-17-08.846000,""""
22-17-08.849000,"""Sensor: 1. RSSI: 58"""
22-17-08.853000,"""Sensor: 2. RSSI: 62"""
22-17-08.855000,"""COUNT 1 1"
22-17-08.856000,[0] 0 0
22-17-08.856000,""""
22-17-08.858000,"""Sensor: 1. RSSI: 58"""
22-17-08.861000,"""Sensor: 2. RSSI: 62"""
22-17-08.865000,"""COUNT 1 1"
22-17-08.866000,[0] 0 0
22-17-08.866000,""""
22-17-08.868000,"""Sensor: 1. RSSI: 58"""
22-17-08.870000,"""Sensor: 2. RSSI: 62"""
22-17-08.874000,"""Sensor: 1. RSSI: 58"""
22-17-08.875000,"""COUNT 2 1"
22-17-08.876000,[0] 0 0
22-17-08.878000,""""
22-17-08.879000,"""Sensor: 2. RSSI: 62"""
22-17-08.881000,"""Sensor: 1. RSSI: 58"""
22-17-08.885000,"""COUNT 1 1"
22-17-08.886000,[0] 0 76
22-17-08.888000,""""
22-17-08.889000,"""Sensor: 2. RSSI: 62"""
22-17-08.890000,"""Sensor: 1. RSSI: 58"""
22-17-08.894000,"""COUNT 1 1"
22-17-08.895000,[0] 0 0
22-17-08.896000,""""
22-17-08.898000,"""Sensor: 1. RSSI: 58"""
22-17-08.902000,"""Sensor: 2. RSSI: 62"""
22-17-08.905000,"""COUNT 1 1"
22-17-08.906000,[0] 0 75
22-17-08.906000,""""
22-17-08.908000,"""Sensor: 1. RSSI: 58"""
22-17-08.911000,"""Sensor: 2. RSSI: 62"""
22-17-08.914000,"""COUNT 1 1"
22-17-08.915000,[0] 0 0
22-17-08.916000,""""
22-17-08.919000,"""Sensor: 2. RSSI: 62"""
22-17-08.923000,"""Sensor: 1. RSSI: 58"""
22-17-08.925000,"""COUNT 1 1"
22-17-08.925000,[0] 0 0
22-17-08.926000,""""
22-17-08.928000,"""Sensor: 2. RSSI: 62"""
22-17-08.932000,"""Sensor: 1. RSSI: 58"""
22-17-08.935000,"""COUNT 1 1"
22-17-08.935000,[0] 0 0
22-17-08.936000,""""
22-17-08.937000,"""Sensor: 2. RSSI: 62"""
22-17-08.940000,"""Sensor: 1. RSSI: 58"""
22-17-08.945000,"""COUNT 1 1"
22-17-08.946000,[0] 0 0
22-17-08.946000,""""
22-17-08.948000,"""Sensor: 1. RSSI: 58"""
22-17-08.952000,"""Sensor: 2. RSSI: 62"""
22-17-08.955000,"""COUNT 1 1"
22-17-08.956000,[0] 0 0
22-17-08.958000,""""
22-17-08.959000,"""Sensor: 1. RSSI: 58"""
22-17-08.964000,"""COUNT 1 0"
22-17-08.965000,[0] 0 0
22-17-08.966000,""""
22-17-08.968000,"""Sensor: 1. RSSI: 58"""
22-17-08.972000,"""Sensor: 2. RSSI: 62"""
22-17-08.975000,"""COUNT 1 1"
22-17-08.975000,[0] 0 0
22-17-08.976000,""""
22-17-08.977000,"""Sensor: 1. RSSI: 58"""
22-17-08.981000,"""Sensor: 2. RSSI: 62"""
22-17-08.985000,"""COUNT 1 1"
22-17-08.985000,[0] 0 0
22-17-08.986000,""""
