22-16-50.266000,"ÿ""Scanner enabled\r\n"""
22-17-04.935000,"""COUNT 1 1"
22-17-04.936000,[0] 0 0
22-17-04.937000,""""
22-17-04.938000,"""Sensor: 1. RSSI: 60"""
22-17-04.944000,"""Sensor: 2. RSSI: 67"""
22-17-04.945000,"""COUNT 1 1"
22-17-04.947000,[0] 0 0
22-17-04.947000,""""
22-17-04.948000,"""Sensor: 1. RSSI: 60"""
22-17-04.952000,"""Sensor: 2. RSSI: 67"""
22-17-04.955000,"""COUNT 1 1"
22-17-04.956000,[0] 0 78
22-17-04.957000,""""
22-17-04.960000,"""Sensor: 2. RSSI: 67"""
22-17-04.964000,"""Sensor: 1. RSSI: 60"""
22-17-04.965000,"""COUNT 1 1"
22-17-04.966000,[0] 0 0
22-17-04.967000,""""
22-17-04.967000,"""Sensor: 2. RSSI: 67"""
22-17-04.971000,"""Sensor: 1. RSSI: 60"""
22-17-04.975000,"""COUNT 1 1"
22-17-04.976000,[0] 0 79
22-17-04.977000,""""
22-17-04.980000,"""Sensor: 1. RSSI: 60"""
22-17-04.984000,"""Sensor: 2. RSSI: 67"""
22-17-04.985000,"""COUNT 1 1"
22-17-04.986000,[0] 0 0
22-17-04.987000,""""
22-17-04.988000,"""Sensor: 1. RSSI: 60"""
22-17-04.993000,"""Sensor: 2. RSSI: 67"""
22-17-04.996000,"""COUNT 1 1"
22-17-04.997000,[0] 0 78
22-17-04.997000,""""
22-17-04.998000,"""Sensor: 1. RSSI: 60"""
22-17-05.001000,"""Sensor: 2. RSSI: 67"""
22-17-05.005000,"""COUNT 1 1"
22-17-05.006000,[0] 0 0
22-17-05.007000,""""
22-17-05.009000,"""Sensor: 1. RSSI: 60"""
22-17-05.014000,"""Sensor: 2. RSSI: 67"""
22-17-05.015000,"""COUNT 1 1"
22-17-05.016000,[0] 0 0
22-17-05.016000,""""
22-17-05.018000,"""Sensor: 1. RSSI: 60"""
22-17-05.021000,"""Sensor: 2. RSSI: 66"""
22-17-05.026000,"""COUNT 1 1"
22-17-05.026000,[0] 0 79
22-17-05.027000,""""
22-17-05.029000,"""Sensor: 2. RSSI: 67"""
22-17-05.034000,"""Sensor: 1. RSSI: 60"""
22-17-05.035000,"""COUNT 1 1"
22-17-05.036000,[0] 0 0
22-17-05.036000,""""
22-17-05.041000,"""Sensor: 1. RSSI: 60"""
22-17-05.045000,"""COUNT 1 0"
22-17-05.046000,[0] 0 0
22-17-05.046000,""""
22-17-05.051000,"""Sensor: 1. RSSI: 60"""
22-17-05.055000,"""Sensor: 2. RSSI: 67"""
22-17-05.057000,"""COUNT 1 1"
22-17-05.058000,[0] 0 79
22-17-05.059000,""""
22-17-05.060000,"""Sensor: 1. RSSI: 60"""
22-17-05.066000,"""COUNT 1 0"
22-17-05.067000,[0] 0 79
22-17-05.067000,""""
22-17-05.068000,"""Sensor: 1. RSSI: 60"""
22-17-05.071000,"""Sensor: 2. RSSI: 67"""
22-17-05.075000,"""COUNT 1 1"
22-17-05.076000,[0] 0 0
22-17-05.076000,""""
22-17-05.080000,"""Sensor: 1. RSSI: 60"""
22-17-05.084000,"""Sensor: 2. RSSI: 66"""
22-17-05.086000,"""COUNT 1 1"
22-17-05.087000,[0] 0 0
22-17-05.087000,""""
22-17-05.088000,"""Sensor: 1. RSSI: 60"""
22-17-05.092000,"""Sensor: 2. RSSI: 66"""
22-17-05.096000,"""COUNT 1 1"
22-17-05.097000,[0] 0 78
22-17-05.097000,""""
22-17-05.100000,"""Sensor: 2. RSSI: 67"""
22-17-05.104000,"""Sensor: 1. RSSI: 60"""
22-17-05.107000,"""COUNT 1 1"
22-17-05.108000,[0] 0 0
22-17-05.108000,""""
22-17-05.109000,"""Sensor: 2. RSSI: 66"""
22-17-05.112000,"""Sensor: 1. RSSI: 60"""
22-17-05.116000,"""COUNT 1 1"
22-17-05.116000,[0] 0 79
22-17-05.117000,""""
22-17-05.125000,"""Sensor: 2. RSSI: 67"""
22-17-05.127000,"""COUNT 0 1"
22-17-05.127000,[0] 0 0
22-17-05.128000,""""
22-17-05.128000,"""Sensor: 1. RSSI: 60"""
22-17-05.133000,"""Sensor: 2. RSSI: 66"""
22-17-05.136000,"""COUNT 1 1"
22-17-05.136000,[0] 0 79
22-17-05.137000,""""
22-17-05.137000,"""Sensor: 1. RSSI: 60"""
22-17-05.140000,"""Sensor: 2. RSSI: 66"""
22-17-05.145000,"""COUNT 1 1"
22-17-05.146000,[0] 0 0
22-17-05.146000,""""
22-17-05.153000,"""Sensor: 2. RSSI: 66"""
22-17-05.156000,"""COUNT 0 1"
22-17-05.156000,[0] 0 0
22-17-05.157000,""""
22-17-05.157000,"""Sensor: 1. RSSI: 60"""
22-17-05.162000,"""Sensor: 2. RSSI: 67"""
22-17-05.166000,"""COUNT 1 1"
22-17-05.167000,[0] 0 78
22-17-05.168000,""""
22-17-05.170000,"""Sensor: 2. RSSI: 66"""
22-17-05.175000,"""Sensor: 1. RSSI: 60"""
22-17-05.176000,"""COUNT 1 1"
22-17-05.177000,[0] 0 0
22-17-05.178000,""""
22-17-05.178000,"""Sensor: 2. RSSI: 66"""
22-17-05.182000,"""Sensor: 1. RSSI: 60"""
22-17-05.185000,"""COUNT 1 1"
22-17-05.186000,[0] 0 0
22-17-05.187000,""""
22-17-05.191000,"""Sensor: 1. RSSI: 60"""
22-17-05.196000,"""Sensor: 2. RSSI: 66"""
22-17-05.196000,"""COUNT 1 1"
22-17-05.197000,[0] 0 0
22-17-05.198000,""""
22-17-05.199000,"""Sensor: 1. RSSI: 60"""
22-17-05.202000,"""Sensor: 2. RSSI: 67"""
22-17-05.206000,"""COUNT 1 1"
22-17-05.207000,[0] 0 78
22-17-05.208000,""""
22-17-05.209000,"""Sensor: 1. RSSI: 60"""
22-17-05.212000,"""Sensor: 2. RSSI: 67"""
22-17-05.217000,"""COUNT 1 1"
22-17-05.217000,[0] 0 0
22-17-05.218000,""""
22-17-05.220000,"""Sensor: 1. RSSI: 60"""
22-17-05.227000,"""COUNT 1 0"
22-17-05.228000,[0] 0 0
22-17-05.228000,""""
22-17-05.229000,"""Sensor: 1. RSSI: 59"""
22-17-05.232000,"""Sensor: 2. RSSI: 67"""
22-17-05.236000,"""COUNT 1 1"
22-17-05.236000,[0] 0 0
22-17-05.237000,""""
22-17-05.241000,"""Sensor: 2. RSSI: 66"""
22-17-05.245000,"""Sensor: 1. RSSI: 60"""
22-17-05.247000,"""COUNT 1 1"
22-17-05.248000,[0] 0 0
22-17-05.248000,""""
22-17-05.249000,"""Sensor: 2. RSSI: 67"""
22-17-05.253000,"""Sensor: 1. RSSI: 60"""
22-17-05.256000,"""COUNT 1 1"
22-17-05.257000,[0] 0 78
22-17-05.257000,""""
22-17-05.261000,"""Sensor: 1. RSSI: 60"""
22-17-05.265000,"""Sensor: 2. RSSI: 67"""
22-17-05.265000,"""COUNT 1 1"
22-17-05.266000,[0] 0 77
22-17-05.266000,""""
22-17-05.268000,"""Sensor: 1. RSSI: 60"""
22-17-05.272000,"""Sensor: 2. RSSI: 66"""
22-17-05.275000,"""COUNT 1 1"
22-17-05.276000,[0] 0 83
22-17-05.277000,""""
22-17-05.278000,"""Sensor: 1. RSSI: 60"""
22-17-05.280000,"""Sensor: 2. RSSI: 67"""
22-17-05.286000,"""COUNT 1 1"
22-17-05.286000,[0] 0 0
22-17-05.287000,""""
22-17-05.289000,"""Sensor: 1. RSSI: 60"""
22-17-05.294000,"""Sensor: 2. RSSI: 67"""
22-17-05.296000,"""COUNT 1 1"
22-17-05.296000,[0] 0 0
22-17-05.297000,""""
22-17-05.297000,"""Sensor: 1. RSSI: 60"""
22-17-05.301000,"""Sensor: 2. RSSI: 66"""
22-17-05.305000,"""COUNT 1 1"
22-17-05.306000,[0] 0 77
22-17-05.307000,""""
22-17-05.310000,"""Sensor: 2. RSSI: 67"""
22-17-05.314000,"""Sensor: 1. RSSI: 60"""
22-17-05.316000,"""COUNT 1 1"
22-17-05.316000,[0] 0 0
22-17-05.317000,""""
22-17-05.322000,"""Sensor: 1. RSSI: 60"""
22-17-05.328000,"""COUNT 1 0"
22-17-05.328000,[0] 0 77
22-17-05.329000,""""
22-17-05.330000,"""Sensor: 1. RSSI: 60"""
22-17-05.336000,"""COUNT 1 0"
22-17-05.337000,[0] 0 77
22-17-05.338000,""""
22-17-05.339000,"""Sensor: 1. RSSI: 60"""
22-17-05.343000,"""Sensor: 2. RSSI: 66"""
22-17-05.346000,"""COUNT 1 1"
22-17-05.347000,[0] 0 77
22-17-05.348000,""""
22-17-05.349000,"""Sensor: 1. RSSI: 60"""
22-17-05.350000,"""Sensor: 2. RSSI: 66"""
22-17-05.355000,"""COUNT 1 1"
22-17-05.358000,[0] 0 0
22-17-05.359000,""""
22-17-05.360000,"""Sensor: 1. RSSI: 60"""
22-17-05.363000,"""Sensor: 2. RSSI: 67"""
22-17-05.366000,"""COUNT 1 1"
22-17-05.368000,[0] 0 0
22-17-05.369000,""""
22-17-05.370000,"""Sensor: 1. RSSI: 60"""
22-17-05.371000,"""Sensor: 2. RSSI: 67"""
22-17-05.377000,"""COUNT 1 1"
22-17-05.379000,[0] 0 77
22-17-05.380000,""""
22-17-05.381000,"""Sensor: 2. RSSI: 67"""
22-17-05.384000,"""Sensor: 1. RSSI: 60"""
22-17-05.386000,"""COUNT 1 1"
22-17-05.388000,[0] 0 0
22-17-05.389000,""""
22-17-05.390000,"""Sensor: 2. RSSI: 66"""
22-17-05.396000,"""COUNT 0 1"
22-17-05.396000,[0] 0 0
22-17-05.399000,""""
22-17-05.404000,"""Sensor: 2. RSSI: 66"""
22-17-05.406000,"""COUNT 0 1"
22-17-05.409000,[0] 0 0
22-17-05.409000,""""
22-17-05.411000,"""Sensor: 1. RSSI: 60"""
22-17-05.413000,"""Sensor: 2. RSSI: 66"""
22-17-05.416000,"""COUNT 1 1"
22-17-05.419000,[0] 0 0
22-17-05.420000,""""
22-17-05.421000,"""Sensor: 1. RSSI: 60"""
22-17-05.421000,"""Sensor: 2. RSSI: 67"""
22-17-05.425000,"""COUNT 1 1"
22-17-05.426000,[0] 0 0
22-17-05.427000,""""
22-17-05.429000,"""Sensor: 1. RSSI: 60"""
22-17-05.434000,"""Sensor: 2. RSSI: 66"""
22-17-05.436000,"""COUNT 1 1"
22-17-05.437000,[0] 0 0
22-17-05.439000,""""
22-17-05.440000,"""Sensor: 1. RSSI: 60"""
22-17-05.442000,"""Sensor: 2. RSSI: 67"""
22-17-05.446000,"""COUNT 1 1"
22-17-05.446000,[0] 0 78
22-17-05.447000,""""
22-17-05.450000,"""Sensor: 2. RSSI: 66"""
22-17-05.454000,"""Sensor: 1. RSSI: 60"""
22-17-05.456000,"""COUNT 1 1"
22-17-05.458000,[0] 0 0
22-17-05.460000,""""
22-17-05.461000,"""Sensor: 2. RSSI: 67"""
22-17-05.462000,"""Sensor: 1. RSSI: 60"""
22-17-05.466000,"""COUNT 1 1"
22-17-05.467000,[0] 0 77
22-17-05.470000,""""
22-17-05.471000,"""Sensor: 1. RSSI: 60"""
22-17-05.476000,"""Sensor: 2. RSSI: 67"""
22-17-05.477000,"""COUNT 1 1"
22-17-05.479000,[0] 0 78
22-17-05.480000,""""
22-17-05.481000,"""Sensor: 1. RSSI: 60"""
22-17-05.483000,"""Sensor: 2. RSSI: 67"""
22-17-05.486000,"""COUNT 1 1"
22-17-05.490000,[0] 0 78
22-17-05.491000,""""
22-17-05.492000,"""Sensor: 1. RSSI: 60"""
22-17-05.493000,"""Sensor: 2. RSSI: 67"""
22-17-05.495000,"""COUNT 1 1"
22-17-05.496000,[0] 0 0
22-17-05.497000,""""
22-17-05.499000,"""Sensor: 1. RSSI: 60"""
22-17-05.504000,"""Sensor: 2. RSSI: 66"""
22-17-05.506000,"""COUNT 1 1"
22-17-05.507000,[0] 0 0
22-17-05.508000,""""
22-17-05.511000,"""Sensor: 1. RSSI: 60"""
22-17-05.516000,"""COUNT 1 0"
22-17-05.517000,[0] 0 78
22-17-05.517000,""""
22-17-05.519000,"""Sensor: 2. RSSI: 66"""
22-17-05.524000,"""Sensor: 1. RSSI: 60"""
22-17-05.526000,"""COUNT 1 1"
22-17-05.527000,[0] 0 0
22-17-05.528000,""""
22-17-05.530000,"""Sensor: 2. RSSI: 67"""
22-17-05.532000,"""Sensor: 1. RSSI: 59"""
22-17-05.536000,"""COUNT 1 1"
22-17-05.537000,[0] 0 78
22-17-05.537000,""""
22-17-05.545000,"""Sensor: 1. RSSI: 60"""
22-17-05.546000,"""Sensor: 2. RSSI: 66"""
22-17-05.547000,"""COUNT 1 1"
22-17-05.548000,[0] 0 78
22-17-05.548000,""""
22-17-05.549000,"""Sensor: 1. RSSI: 60"""
22-17-05.553000,"""Sensor: 2. RSSI: 67"""
22-17-05.556000,"""COUNT 1 1"
22-17-05.557000,[0] 0 78
22-17-05.558000,""""
22-17-05.559000,"""Sensor: 1. RSSI: 60"""
22-17-05.561000,"""Sensor: 2. RSSI: 67"""
22-17-05.566000,"""COUNT 1 1"
22-17-05.566000,[0] 0 0
22-17-05.567000,""""
22-17-05.573000,"""Sensor: 2. RSSI: 66"""
22-17-05.576000,"""COUNT 0 1"
22-17-05.577000,[0] 0 0
22-17-05.577000,""""
22-17-05.578000,"""Sensor: 1. RSSI: 60"""
22-17-05.581000,"""Sensor: 2. RSSI: 67"""
22-17-05.585000,"""COUNT 1 1"
22-17-05.586000,[0] 0 0
22-17-05.586000,""""
22-17-05.595000,"""COUNT 0 0"
22-17-05.596000,[0] 0 0
22-17-05.596000,""""
22-17-05.605000,"""COUNT 0 0"
22-17-05.606000,[0] 0 0
22-17-05.606000,""""
22-17-05.616000,"""COUNT 0 0"
22-17-05.617000,[0] 0 0
22-17-05.617000,""""
22-17-05.619000,"""Sensor: 1. RSSI: 60"""
22-17-05.624000,"""Sensor: 2. RSSI: 67"""
22-17-05.629000,"""COUNT 1 1"
22-17-05.630000,[0] 0 0
22-17-05.630000,""""
22-17-05.631000,"""Sensor: 1. RSSI: 60"""
22-17-05.636000,"""COUNT 1 0"
22-17-05.638000,[0] 0 0
22-17-05.638000,""""
22-17-05.640000,"""Sensor: 1. RSSI: 60"""
22-17-05.643000,"""Sensor: 2. RSSI: 67"""
22-17-05.645000,"""COUNT 1 1"
22-17-05.647000,[0] 0 0
22-17-05.647000,""""
22-17-05.648000,"""Sensor: 1. RSSI: 60"""
22-17-05.650000,"""Sensor: 2. RSSI: 67"""
22-17-05.655000,"""COUNT 1 1"
22-17-05.656000,[0] 0 78
22-17-05.657000,""""
22-17-05.660000,"""Sensor: 2. RSSI: 67"""
22-17-05.664000,"""Sensor: 1. RSSI: 60"""
22-17-05.665000,"""COUNT 1 1"
22-17-05.667000,[0] 0 0
22-17-05.668000,""""
22-17-05.668000,"""Sensor: 2. RSSI: 67"""
22-17-05.672000,"""Sensor: 1. RSSI: 60"""
22-17-05.675000,"""COUNT 1 1"
22-17-05.676000,[0] 0 79
22-17-05.677000,""""
22-17-05.677000,"""Sensor: 2. RSSI: 68"""
22-17-05.680000,"""Sensor: 1. RSSI: 60"""
22-17-05.684000,"""Sensor: 2. RSSI: 68"""
22-17-05.685000,"""COUNT 1 2"
22-17-05.686000,[0] 0 0
22-17-05.686000,""""
22-17-05.689000,"""Sensor: 1. RSSI: 60"""
22-17-05.692000,"""Sensor: 2. RSSI: 67"""
22-17-05.695000,"""COUNT 1 1"
22-17-05.696000,[0] 0 79
22-17-05.697000,""""
22-17-05.697000,"""Sensor: 1. RSSI: 60"""
22-17-05.700000,"""Sensor: 2. RSSI: 67"""
22-17-05.705000,"""COUNT 1 1"
22-17-05.706000,[0] 0 0
22-17-05.707000,""""
22-17-05.708000,"""Sensor: 1. RSSI: 60"""
22-17-05.714000,"""Sensor: 2. RSSI: 67"""
22-17-05.716000,"""COUNT 1 1"
22-17-05.716000,[0] 0 0
22-17-05.717000,""""
22-17-05.717000,"""Sensor: 1. RSSI: 60"""
22-17-05.721000,"""Sensor: 2. RSSI: 67"""
22-17-05.725000,"""COUNT 1 1"
22-17-05.726000,[0] 0 80
22-17-05.727000,""""
22-17-05.730000,"""Sensor: 2. RSSI: 68"""
22-17-05.734000,"""Sensor: 1. RSSI: 60"""
22-17-05.735000,"""COUNT 1 1"
22-17-05.736000,[0] 0 0
22-17-05.737000,""""
22-17-05.738000,"""Sensor: 2. RSSI: 67"""
22-17-05.742000,"""Sensor: 1. RSSI: 60"""
22-17-05.745000,"""COUNT 1 1"
22-17-05.747000,[0] 0 79
22-17-05.748000,""""
22-17-05.749000,"""Sensor: 2. RSSI: 67"""
22-17-05.751000,"""Sensor: 1. RSSI: 60"""
22-17-05.754000,"""Sensor: 2. RSSI: 67"""
22-17-05.756000,"""COUNT 1 2"
22-17-05.757000,[0] 0 78
22-17-05.758000,""""
22-17-05.759000,"""Sensor: 1. RSSI: 60"""
22-17-05.763000,"""Sensor: 2. RSSI: 68"""
22-17-05.765000,"""COUNT 1 1"
22-17-05.766000,[0] 0 79
22-17-05.767000,""""
22-17-05.767000,"""Sensor: 1. RSSI: 60"""
22-17-05.770000,"""Sensor: 2. RSSI: 67"""
22-17-05.775000,"""COUNT 1 1"
22-17-05.776000,[0] 0 0
22-17-05.776000,""""
22-17-05.778000,"""Sensor: 1. RSSI: 60"""
22-17-05.785000,"""COUNT 1 0"
22-17-05.786000,[0] 0 0
22-17-05.786000,""""
22-17-05.787000,"""Sensor: 1. RSSI: 60"""
22-17-05.791000,"""Sensor: 2. RSSI: 68"""
22-17-05.795000,"""COUNT 1 1"
22-17-05.796000,[0] 0 0
22-17-05.796000,""""
22-17-05.799000,"""Sensor: 2. RSSI: 68"""
22-17-05.804000,"""Sensor: 1. RSSI: 59"""
22-17-05.805000,"""COUNT 1 1"
22-17-05.806000,[0] 0 0
22-17-05.807000,""""
22-17-05.807000,"""Sensor: 2. RSSI: 68"""
22-17-05.811000,"""Sensor: 1. RSSI: 60"""
22-17-05.816000,"""COUNT 1 1"
22-17-05.816000,[0] 0 79
22-17-05.817000,""""
22-17-05.818000,"""Sensor: 2. RSSI: 68"""
22-17-05.821000,"""Sensor: 1. RSSI: 60"""
22-17-05.824000,"""Sensor: 2. RSSI: 68"""
22-17-05.826000,"""COUNT 1 2"
22-17-05.827000,[0] 0 80
22-17-05.828000,""""
22-17-05.829000,"""Sensor: 1. RSSI: 60"""
22-17-05.833000,"""Sensor: 2. RSSI: 67"""
22-17-05.836000,"""COUNT 1 1"
22-17-05.837000,[0] 0 79
22-17-05.838000,""""
22-17-05.839000,"""Sensor: 1. RSSI: 60"""
22-17-05.840000,"""Sensor: 2. RSSI: 68"""
22-17-05.846000,"""COUNT 1 1"
22-17-05.847000,[0] 0 0
22-17-05.847000,""""
22-17-05.850000,"""Sensor: 1. RSSI: 60"""
22-17-05.854000,"""Sensor: 2. RSSI: 68"""
22-17-05.856000,"""COUNT 1 1"
22-17-05.856000,[0] 0 0
22-17-05.857000,""""
22-17-05.858000,"""Sensor: 1. RSSI: 60"""
22-17-05.861000,"""Sensor: 2. RSSI: 68"""
22-17-05.866000,"""COUNT 1 1"
22-17-05.867000,[0] 0 79
22-17-05.868000,""""
22-17-05.870000,"""Sensor: 2. RSSI: 68"""
22-17-05.875000,"""Sensor: 1. RSSI: 59"""
22-17-05.876000,"""COUNT 1 1"
22-17-05.877000,[0] 0 0
22-17-05.878000,""""
22-17-05.878000,"""Sensor: 2. RSSI: 68"""
22-17-05.882000,"""Sensor: 1. RSSI: 60"""
22-17-05.886000,"""COUNT 1 1"
22-17-05.887000,[0] 0 0
22-17-05.888000,""""
22-17-05.888000,"""Sensor: 2. RSSI: 68"""
22-17-05.891000,"""Sensor: 1. RSSI: 60"""
22-17-05.895000,"""Sensor: 2. RSSI: 68"""
22-17-05.896000,"""COUNT 1 2"
22-17-05.896000,[0] 0 0
22-17-05.897000,""""
22-17-05.898000,"""Sensor: 1. RSSI: 60"""
22-17-05.902000,"""Sensor: 2. RSSI: 68"""
22-17-05.906000,"""COUNT 1 1"
22-17-05.911000,[0] 0 93
22-17-05.912000,""""
22-17-05.913000,"""Sensor: 1. RSSI: 60"""
22-17-05.913000,"""Sensor: 2. RSSI: 68"""
22-17-05.916000,"""COUNT 1 1"
22-17-05.917000,[0] 0 0
22-17-05.917000,""""
22-17-05.919000,"""Sensor: 1. RSSI: 60"""
22-17-05.924000,"""Sensor: 2. RSSI: 68"""
22-17-05.926000,"""COUNT 1 1"
22-17-05.927000,[0] 0 0
22-17-05.928000,""""
22-17-05.928000,"""Sensor: 1. RSSI: 60"""
22-17-05.933000,"""Sensor: 2. RSSI: 68"""
22-17-05.936000,"""COUNT 1 1"
22-17-05.937000,[0] 0 79
22-17-05.937000,""""
22-17-05.939000,"""Sensor: 2. RSSI: 68"""
22-17-05.945000,"""Sensor: 1. RSSI: 60"""
22-17-05.945000,"""COUNT 1 1"
22-17-05.947000,[0] 0 0
22-17-05.947000,""""
22-17-05.948000,"""Sensor: 2. RSSI: 68"""
22-17-05.952000,"""Sensor: 1. RSSI: 60"""
22-17-05.956000,"""COUNT 1 1"
22-17-05.956000,[0] 0 80
22-17-05.957000,""""
22-17-05.965000,"""Sensor: 2. RSSI: 69"""
22-17-05.966000,"""COUNT 0 1"
22-17-05.966000,[0] 0 0
22-17-05.967000,""""
22-17-05.968000,"""Sensor: 1. RSSI: 60"""
22-17-05.972000,"""Sensor: 2. RSSI: 68"""
22-17-05.975000,"""COUNT 1 1"
22-17-05.976000,[0] 0 0
22-17-05.976000,""""
22-17-05.977000,"""Sensor: 1. RSSI: 59"""
22-17-05.981000,"""Sensor: 2. RSSI: 68"""
22-17-05.985000,"""COUNT 1 1"
22-17-05.986000,[0] 0 0
22-17-05.986000,""""
22-17-05.990000,"""Sensor: 1. RSSI: 60"""
22-17-05.995000,"""COUNT 1 0"
22-17-05.996000,[0] 0 0
22-17-05.996000,""""
22-17-06.001000,"""Sensor: 2. RSSI: 69"""
22-17-06.005000,"""COUNT 0 1"
22-17-06.005000,[0] 0 0
22-17-06.006000,""""
22-17-06.010000,"""Sensor: 2. RSSI: 69"""
22-17-06.014000,"""Sensor: 1. RSSI: 60"""
22-17-06.016000,"""COUNT 1 1"
22-17-06.016000,[0] 0 0
22-17-06.018000,""""
22-17-06.018000,"""Sensor: 2. RSSI: 68"""
22-17-06.022000,"""Sensor: 1. RSSI: 60"""
22-17-06.026000,"""COUNT 1 1"
22-17-06.026000,[0] 0 0
22-17-06.028000,""""
22-17-06.029000,"""Sensor: 2. RSSI: 68"""
22-17-06.030000,"""Sensor: 1. RSSI: 60"""
22-17-06.034000,"""Sensor: 2. RSSI: 68"""
22-17-06.035000,"""COUNT 1 2"
22-17-06.037000,[0] 0 0
22-17-06.038000,""""
22-17-06.038000,"""Sensor: 1. RSSI: 60"""
22-17-06.042000,"""Sensor: 2. RSSI: 69"""
22-17-06.045000,"""COUNT 1 1"
22-17-06.047000,[0] 0 0
22-17-06.047000,""""
22-17-06.048000,"""Sensor: 1. RSSI: 60"""
22-17-06.051000,"""Sensor: 2. RSSI: 68"""
22-17-06.055000,"""COUNT 1 1"
22-17-06.058000,[0] 0 0
22-17-06.059000,""""
22-17-06.059000,"""Sensor: 1. RSSI: 60"""
22-17-06.063000,"""Sensor: 2. RSSI: 68"""
22-17-06.065000,"""COUNT 1 1"
22-17-06.066000,[0] 0 0
22-17-06.067000,""""
22-17-06.068000,"""Sensor: 1. RSSI: 60"""
22-17-06.070000,"""Sensor: 2. RSSI: 69"""
22-17-06.076000,"""COUNT 1 1"
22-17-06.077000,[0] 0 82
22-17-06.078000,""""
22-17-06.080000,"""Sensor: 2. RSSI: 69"""
22-17-06.084000,"""Sensor: 1. RSSI: 60"""
22-17-06.085000,"""COUNT 1 1"
22-17-06.085000,[0] 0 0
22-17-06.087000,""""
22-17-06.087000,"""Sensor: 2. RSSI: 69"""
22-17-06.093000,"""Sensor: 1. RSSI: 60"""
22-17-06.095000,"""COUNT 1 1"
22-17-06.097000,[0] 0 0
22-17-06.097000,""""
22-17-06.099000,"""Sensor: 1. RSSI: 60"""
22-17-06.104000,"""Sensor: 2. RSSI: 69"""
22-17-06.106000,"""COUNT 1 1"
22-17-06.106000,[0] 0 83
22-17-06.107000,""""
22-17-06.109000,"""Sensor: 1. RSSI: 60"""
22-17-06.112000,"""Sensor: 2. RSSI: 69"""
22-17-06.115000,"""COUNT 1 1"
22-17-06.116000,[0] 0 0
22-17-06.116000,""""
22-17-06.118000,"""Sensor: 1. RSSI: 60"""
22-17-06.120000,"""Sensor: 2. RSSI: 69"""
22-17-06.125000,"""COUNT 1 1"
22-17-06.132000,[0] 0 0
22-17-06.132000,""""
22-17-06.133000,"""Sensor: 1. RSSI: 60"""
22-17-06.134000,"""Sensor: 2. RSSI: 69"""
22-17-06.135000,"""COUNT 1 1"
22-17-06.136000,[0] 0 0
22-17-06.136000,""""
22-17-06.137000,"""Sensor: 1. RSSI: 60"""
22-17-06.141000,"""Sensor: 2. RSSI: 69"""
22-17-06.146000,"""COUNT 1 1"
22-17-06.146000,[0] 0 83
22-17-06.148000,""""
22-17-06.149000,"""Sensor: 2. RSSI: 69"""
22-17-06.154000,"""Sensor: 1. RSSI: 60"""
22-17-06.155000,"""COUNT 1 1"
22-17-06.156000,[0] 0 0
22-17-06.157000,""""
22-17-06.158000,"""Sensor: 2. RSSI: 70"""
22-17-06.162000,"""Sensor: 1. RSSI: 60"""
22-17-06.165000,"""COUNT 1 1"
22-17-06.166000,[0] 0 0
22-17-06.166000,""""
22-17-06.170000,"""Sensor: 1. RSSI: 60"""
22-17-06.174000,"""Sensor: 2. RSSI: 69"""
22-17-06.175000,"""COUNT 1 1"
22-17-06.176000,[0] 0 0
22-17-06.177000,""""
22-17-06.178000,"""Sensor: 1. RSSI: 60"""
22-17-06.182000,"""Sensor: 2. RSSI: 69"""
22-17-06.185000,"""COUNT 1 1"
22-17-06.186000,[0] 0 83
22-17-06.186000,""""
22-17-06.187000,"""Sensor: 1. RSSI: 60"""
22-17-06.190000,"""Sensor: 2. RSSI: 69"""
22-17-06.195000,"""COUNT 1 1"
22-17-06.195000,[0] 0 0
22-17-06.196000,""""
22-17-06.198000,"""Sensor: 1. RSSI: 60"""
22-17-06.203000,"""Sensor: 2. RSSI: 69"""
22-17-06.205000,"""COUNT 1 1"
22-17-06.206000,[0] 0 0
22-17-06.206000,""""
22-17-06.207000,"""Sensor: 1. RSSI: 60"""
22-17-06.211000,"""Sensor: 2. RSSI: 69"""
22-17-06.215000,"""COUNT 1 1"
22-17-06.216000,[0] 0 0
22-17-06.216000,""""
22-17-06.219000,"""Sensor: 2. RSSI: 69"""
22-17-06.224000,"""Sensor: 1. RSSI: 60"""
22-17-06.225000,"""COUNT 1 1"
22-17-06.226000,[0] 0 0
22-17-06.226000,""""
22-17-06.228000,"""Sensor: 2. RSSI: 69"""
22-17-06.232000,"""Sensor: 1. RSSI: 60"""
22-17-06.235000,"""COUNT 1 1"
22-17-06.236000,[0] 0 0
22-17-06.236000,""""
22-17-06.241000,"""Sensor: 1. RSSI: 60"""
22-17-06.246000,"""COUNT 1 0"
22-17-06.246000,[0] 0 0
22-17-06.247000,""""
22-17-06.248000,"""Sensor: 1. RSSI: 60"""
22-17-06.252000,"""Sensor: 2. RSSI: 69"""
22-17-06.256000,"""COUNT 1 1"
22-17-06.258000,[0] 0 82
22-17-06.259000,""""
22-17-06.260000,"""Sensor: 1. RSSI: 60"""
22-17-06.261000,"""Sensor: 2. RSSI: 69"""
22-17-06.266000,"""COUNT 1 1"
22-17-06.266000,[0] 0 0
22-17-06.268000,""""
22-17-06.269000,"""Sensor: 1. RSSI: 60"""
22-17-06.274000,"""Sensor: 2. RSSI: 69"""
22-17-06.276000,"""COUNT 1 1"
