20-01-43.630000,"ÿ""Scanner enabled\r\n"""
20-01-53.956000,"""COUNT 1 1"
20-01-53.957000,[0] 0 0
20-01-53.957000,[1] 46 0
20-01-53.959000,""""
20-01-53.960000,"""type 4, info: sync"""
20-01-53.961000,"""Sensor: 2. RSSI: 61"""
20-01-53.962000,"""Sensor: 1. RSSI: 66"""
20-01-53.963000,"""COUNT 1 1"
20-01-53.963000,[0] 0 0
20-01-53.964000,[1] 46 0
20-01-53.964000,""""
20-01-53.964000,"""type 4, info: sync"""
20-01-53.965000,"""Sensor: 2. RSSI: 61"""
20-01-53.965000,"""COUNT 0 1"
20-01-53.966000,[0] 0 0
20-01-53.966000,[1] 0 0
20-01-53.966000,""""
20-01-53.967000,"""type 4, info: sync"""
20-01-53.967000,"""Sensor: 1. RSSI: 66"""
20-01-53.973000,"""Sensor: 2. RSSI: 61"""
20-01-53.973000,"""COUNT 1 1"
20-01-53.974000,[0] 0 0
20-01-53.975000,[1] 46 0
20-01-53.975000,""""
20-01-53.975000,"""type 4, info: sync"""
20-01-53.976000,"""Sensor: 1. RSSI: 66"""
20-01-53.979000,"""Sensor: 2. RSSI: 61"""
20-01-53.988000,"""COUNT 1 1"
20-01-53.988000,[0] 0 0
20-01-53.990000,[1] 46 0
20-01-53.990000,""""
20-01-53.990000,"""type 4, info: sync"""
20-01-53.991000,"""Sensor: 1. RSSI: 66"""
20-01-53.991000,"""Sensor: 2. RSSI: 61"""
20-01-53.991000,"""COUNT 1 1"
20-01-53.992000,[0] 0 0
20-01-53.993000,[1] 46 0
20-01-53.993000,""""
20-01-53.993000,"""type 4, info: sync"""
20-01-53.994000,"""Sensor: 2. RSSI: 61"""
20-01-53.994000,"""Sensor: 1. RSSI: 66"""
20-01-53.994000,"""COUNT 1 1"
20-01-53.995000,[0] 0 0
20-01-53.995000,[1] 46 0
20-01-53.999000,""""
20-01-53.999000,"""type 4, info: sync"""
20-01-54.000000,"""Sensor: 1. RSSI: 66"""
20-01-54.001000,"""COUNT 1 0"
20-01-54.001000,[0] 0 0
20-01-54.002000,[1] 0 0
20-01-54.002000,""""
20-01-54.002000,"""type 4, info: sync"""
20-01-54.003000,"""Sensor: 2. RSSI: 61"""
20-01-54.003000,"""Sensor: 1. RSSI: 66"""
20-01-54.004000,"""COUNT 1 1"
20-01-54.004000,[0] 0 0
20-01-54.004000,[1] 46 0
20-01-54.005000,""""
20-01-54.005000,"""type 4, info: sync"""
20-01-54.008000,"""Sensor: 2. RSSI: 61"""
20-01-54.013000,"""Sensor: 1. RSSI: 66"""
20-01-54.013000,"""COUNT 1 1"
20-01-54.014000,[0] 0 0
20-01-54.014000,[1] 46 0
20-01-54.015000,""""
20-01-54.015000,"""type 4, info: sync"""
20-01-54.015000,"""Sensor: 1. RSSI: 66"""
20-01-54.019000,"""Sensor: 2. RSSI: 61"""
20-01-54.021000,"""COUNT 1 1"
20-01-54.021000,[0] 0 0
20-01-54.022000,[1] 46 0
20-01-54.022000,""""
20-01-54.023000,"""type 4, info: sync"""
20-01-54.023000,"""Sensor: 1. RSSI: 66"""
20-01-54.025000,"""Sensor: 2. RSSI: 61"""
20-01-54.031000,"""COUNT 1 1"
20-01-54.032000,[0] 0 0
20-01-54.033000,[1] 46 0
20-01-54.036000,""""
20-01-54.036000,"""type 4, info: sync"""
20-01-54.036000,"""Sensor: 1. RSSI: 66"""
20-01-54.037000,"""Sensor: 2. RSSI: 61"""
20-01-54.041000,"""COUNT 1 1"
20-01-54.042000,[0] 0 0
20-01-54.043000,[1] 46 0
20-01-54.043000,""""
20-01-54.043000,"""type 4, info: sync"""
20-01-54.046000,"""Sensor: 2. RSSI: 61"""
20-01-54.048000,"""Sensor: 1. RSSI: 67"""
20-01-54.051000,"""COUNT 1 1"
20-01-54.053000,[0] 0 0
20-01-54.054000,[1] 0 0
20-01-54.054000,""""
20-01-54.055000,"""type 4, info: sync"""
20-01-54.056000,"""Sensor: 2. RSSI: 61"""
20-01-54.057000,"""Sensor: 1. RSSI: 66"""
20-01-54.061000,"""COUNT 1 1"
20-01-54.062000,[0] 0 0
20-01-54.063000,[1] 46 0
20-01-54.064000,""""
20-01-54.065000,"""type 4, info: sync"""
20-01-54.065000,"""Sensor: 1. RSSI: 66"""
20-01-54.069000,"""Sensor: 2. RSSI: 61"""
20-01-54.070000,"""COUNT 1 1"
20-01-54.074000,[0] 0 0
20-01-54.075000,[1] 46 0
20-01-54.075000,""""
20-01-54.076000,"""type 4, info: sync"""
20-01-54.076000,"""Sensor: 1. RSSI: 67"""
20-01-54.076000,"""Sensor: 2. RSSI: 61"""
20-01-54.079000,"""COUNT 1 1"
20-01-54.081000,[0] 0 0
20-01-54.081000,[1] 46 0
20-01-54.082000,""""
20-01-54.082000,"""type 4, info: sync"""
20-01-54.104000,"""Sensor: 1. RSSI: 67"""
20-01-54.104000,"""Sensor: 2. RSSI: 62"""
20-01-54.104000,"""COUNT 1 1"
20-01-54.105000,[0] 0 0
20-01-54.105000,[1] 46 0
20-01-54.106000,""""
20-01-54.106000,"""type 4, info: sync"""
20-01-54.107000,"""Sensor: 2. RSSI: 62"""
20-01-54.107000,"""Sensor: 1. RSSI: 67"""
20-01-54.107000,"""COUNT 1 1"
20-01-54.108000,[0] 0 0
20-01-54.108000,[1] 46 0
20-01-54.109000,""""
20-01-54.109000,"""type 4, info: sync"""
20-01-54.110000,"""Sensor: 2. RSSI: 62"""
20-01-54.110000,"""Sensor: 1. RSSI: 67"""
20-01-54.111000,"""COUNT 1 1"
20-01-54.111000,[0] 0 0
20-01-54.118000,[1] 0 0
20-01-54.118000,""""
20-01-54.119000,"""type 4, info: sync"""
20-01-54.124000,"""Sensor: 1. RSSI: 67"""
20-01-54.397000,"""Sensor: 2. RSSI: 62"""
20-01-54.398000,"""COUNT 1 1"
20-01-54.399000,[0] 0 0
20-01-54.402000,[1] 45 0
20-01-54.403000,""""
20-01-54.404000,"""type 4, info: sync"""
20-01-54.407000,"""Sensor: 1. RSSI: 68"""
20-01-54.408000,"""Sensor: 2. RSSI: 62"""
20-01-54.409000,"""COUNT 1 1"
20-01-54.409000,[0] 0 0
20-01-54.412000,[1] 45 0
20-01-54.413000,""""
20-01-54.418000,"""type 4, info: sync"""
20-01-54.422000,"""Sensor: 1. RSSI: 67"""
20-01-54.426000,"""Sensor: 2. RSSI: 63"""
20-01-54.426000,"""COUNT 1 1"
20-01-54.427000,[0] 0 0
20-01-54.427000,[1] 46 0
20-01-54.428000,""""
20-01-54.428000,"""type 4, info: sync"""
20-01-54.429000,"""Sensor: 2. RSSI: 64"""
20-01-54.439000,"""Sensor: 1. RSSI: 69"""
20-01-54.440000,"""COUNT 1 1"
20-01-54.440000,[0] 0 0
20-01-54.441000,[1] 45 0
20-01-54.442000,""""
20-01-54.443000,"""type 4, info: sync"""
20-01-54.443000,"""Sensor: 2. RSSI: 64"""
20-01-54.444000,"""Sensor: 1. RSSI: 68"""
20-01-54.451000,"""COUNT 1 1"
20-01-54.451000,[0] 0 0
20-01-54.452000,[1] 0 0
20-01-54.453000,""""
20-01-54.453000,"""type 4, info: sync"""
20-01-54.453000,"""Sensor: 1. RSSI: 69"""
20-01-54.454000,"""Sensor: 2. RSSI: 65"""
20-01-54.455000,"""COUNT 1 1"
20-01-54.455000,[0] 0 0
20-01-54.461000,[1] 45 0
20-01-54.461000,""""
20-01-54.462000,"""type 4, info: sync"""
20-01-54.462000,"""Sensor: 1. RSSI: 68"""
20-01-54.463000,"""Sensor: 2. RSSI: 65"""
20-01-54.464000,"""COUNT 1 1"
20-01-54.465000,[0] 0 0
20-01-54.465000,[1] 45 0
20-01-54.465000,""""
20-01-54.466000,"""type 4, info: sync"""
20-01-54.467000,"""Sensor: 1. RSSI: 69"""
20-01-54.468000,"""Sensor: 2. RSSI: 65"""
20-01-54.468000,"""COUNT 1 1"
20-01-54.469000,[0] 0 0
20-01-54.470000,[1] 45 0
20-01-54.477000,""""
20-01-54.477000,"""type 4, info: sync"""
20-01-54.477000,"""Sensor: 2. RSSI: 65"""
20-01-54.478000,"""Sensor: 1. RSSI: 69"""
20-01-54.479000,"""COUNT 1 1"
20-01-54.479000,[0] 0 0
20-01-54.480000,[1] 45 0
20-01-54.481000,""""
20-01-54.481000,"""type 4, info: sync"""
20-01-54.482000,"""Sensor: 2. RSSI: 64"""
20-01-54.483000,"""Sensor: 1. RSSI: 69"""
20-01-54.483000,"""COUNT 1 1"
20-01-54.484000,[0] 0 0
20-01-54.484000,[1] 0 0
20-01-54.487000,""""
20-01-54.487000,"""type 4, info: sync"""
20-01-54.491000,"""Sensor: 1. RSSI: 69"""
20-01-54.491000,"""Sensor: 2. RSSI: 66"""
20-01-54.492000,"""COUNT 1 1"
20-01-54.492000,[0] 0 0
20-01-54.493000,[1] 45 0
20-01-54.493000,""""
20-01-54.494000,"""type 4, info: sync"""
20-01-54.494000,"""Sensor: 1. RSSI: 69"""
20-01-54.495000,"""Sensor: 2. RSSI: 67"""
20-01-54.495000,"""COUNT 1 1"
20-01-54.505000,[0] 0 0
20-01-54.505000,[1] 45 0
20-01-54.506000,""""
20-01-54.506000,"""type 4, info: sync"""
20-01-54.507000,"""Sensor: 1. RSSI: 69"""
20-01-54.507000,"""Sensor: 2. RSSI: 67"""
20-01-54.507000,"""COUNT 1 1"
20-01-54.507000,[0] 0 0
20-01-54.508000,[1] 45 0
20-01-54.508000,""""
20-01-54.509000,"""type 4, info: sync"""
20-01-54.510000,"""Sensor: 2. RSSI: 67"""
20-01-54.510000,"""Sensor: 1. RSSI: 69"""
20-01-54.511000,"""COUNT 1 1"
20-01-54.511000,[0] 0 0
20-01-54.515000,[1] 45 0
20-01-54.516000,""""
20-01-54.516000,"""type 4, info: sync"""
20-01-54.517000,"""Sensor: 2. RSSI: 67"""
20-01-54.517000,"""Sensor: 1. RSSI: 69"""
20-01-54.518000,"""COUNT 1 1"
20-01-54.518000,[0] 0 0
20-01-54.519000,[1] 0 0
20-01-54.519000,""""
20-01-54.522000,"""type 4, info: sync"""
20-01-54.523000,"""Sensor: 1. RSSI: 69"""
20-01-54.523000,"""Sensor: 2. RSSI: 67"""
20-01-54.526000,"""COUNT 1 1"
20-01-54.526000,[0] 0 0
20-01-54.527000,[1] 45 0
20-01-54.527000,""""
20-01-54.528000,"""type 4, info: sync"""
20-01-54.528000,"""Sensor: 1. RSSI: 69"""
20-01-54.529000,"""Sensor: 2. RSSI: 67"""
20-01-54.530000,"""COUNT 1 1"
20-01-54.532000,[0] 0 0
20-01-54.533000,[1] 45 0
20-01-54.533000,""""
20-01-54.534000,"""type 4, info: sync"""
20-01-54.534000,"""Sensor: 1. RSSI: 69"""
20-01-54.538000,"""Sensor: 2. RSSI: 67"""
20-01-54.539000,"""COUNT 1 1"
20-01-54.539000,[0] 0 0
20-01-54.540000,[1] 45 0
20-01-54.541000,""""
20-01-54.541000,"""type 4, info: sync"""
20-01-54.542000,"""Sensor: 2. RSSI: 67"""
20-01-54.542000,"""Sensor: 1. RSSI: 69"""
20-01-54.543000,"""COUNT 1 1"
20-01-54.544000,[0] 0 0
20-01-54.544000,[1] 45 0
20-01-54.545000,""""
20-01-54.545000,"""type 4, info: sync"""
20-01-54.551000,"""Sensor: 2. RSSI: 67"""
20-01-54.551000,"""Sensor: 1. RSSI: 69"""
20-01-54.551000,"""COUNT 1 1"
20-01-54.552000,[0] 0 0
20-01-54.553000,[1] 0 0
20-01-54.553000,""""
20-01-54.554000,"""type 4, info: sync"""
20-01-54.554000,"""Sensor: 1. RSSI: 69"""
20-01-54.555000,"""Sensor: 2. RSSI: 67"""
20-01-54.555000,"""COUNT 1 1"
20-01-54.556000,[0] 0 0
20-01-54.556000,[1] 45 0
20-01-54.557000,""""
20-01-54.557000,"""type 4, info: sync"""
20-01-54.558000,"""Sensor: 1. RSSI: 69"""
20-01-54.571000,"""Sensor: 2. RSSI: 67"""
20-01-54.572000,"""COUNT 1 1"
20-01-54.572000,[0] 0 0
20-01-54.573000,[1] 45 0
20-01-54.573000,""""
20-01-54.574000,"""type 4, info: sync"""
20-01-54.574000,"""Sensor: 2. RSSI: 67"""
20-01-54.575000,"""COUNT 0 1"
20-01-54.575000,[0] 0 0
20-01-54.576000,[1] 0 0
20-01-54.576000,""""
20-01-54.577000,"""type 4, info: sync"""
20-01-54.577000,"""Sensor: 2. RSSI: 67"""
20-01-54.585000,"""Sensor: 1. RSSI: 69"""
20-01-54.586000,"""COUNT 1 1"
20-01-54.586000,[0] 0 0
20-01-54.587000,[1] 45 0
20-01-54.587000,""""
20-01-54.588000,"""type 4, info: sync"""
20-01-54.589000,"""Sensor: 2. RSSI: 67"""
20-01-54.590000,"""Sensor: 1. RSSI: 69"""
20-01-54.591000,"""COUNT 1 1"
20-01-54.592000,[0] 0 0
20-01-54.592000,[1] 0 0
20-01-54.599000,""""
20-01-54.600000,"""type 4, info: sync"""
20-01-54.602000,"""Sensor: 1. RSSI: 68"""
20-01-54.603000,"""Sensor: 2. RSSI: 67"""
20-01-54.603000,"""COUNT 1 1"
20-01-54.604000,[0] 0 0
20-01-54.606000,[1] 45 0
20-01-54.606000,""""
20-01-54.607000,"""type 4, info: sync"""
20-01-54.607000,"""Sensor: 1. RSSI: 68"""
20-01-54.608000,"""Sensor: 2. RSSI: 66"""
20-01-54.612000,"""COUNT 1 1"
20-01-54.612000,[0] 0 0
20-01-54.613000,[1] 45 0
20-01-54.613000,""""
20-01-54.614000,"""type 4, info: sync"""
20-01-54.615000,"""Sensor: 1. RSSI: 68"""
20-01-54.618000,"""Sensor: 2. RSSI: 67"""
20-01-54.619000,"""COUNT 1 1"
20-01-54.620000,[0] 0 0
20-01-54.620000,[1] 45 0
20-01-54.621000,""""
20-01-54.621000,"""type 4, info: sync"""
20-01-54.622000,"""Sensor: 2. RSSI: 66"""
20-01-54.622000,"""Sensor: 1. RSSI: 68"""
20-01-54.623000,"""COUNT 1 1"
20-01-54.623000,[0] 0 0
20-01-54.624000,[1] 46 0
20-01-54.624000,""""
20-01-54.625000,"""type 4, info: sync"""
20-01-54.626000,"""Sensor: 2. RSSI: 67"""
20-01-54.626000,"""Sensor: 1. RSSI: 69"""
20-01-54.627000,"""COUNT 1 1"
20-01-54.637000,[0] 0 0
20-01-54.637000,[1] 0 0
20-01-54.638000,""""
20-01-54.638000,"""type 4, info: sync"""
20-01-54.639000,"""Sensor: 1. RSSI: 68"""
20-01-54.640000,"""Sensor: 2. RSSI: 67"""
20-01-54.640000,"""COUNT 1 1"
20-01-54.641000,[0] 0 0
20-01-54.642000,[1] 46 0
20-01-54.644000,""""
20-01-54.647000,"""type 4, info: sync"""
20-01-54.648000,"""Sensor: 1. RSSI: 68"""
20-01-54.648000,"""Sensor: 2. RSSI: 67"""
20-01-54.649000,"""COUNT 1 1"
20-01-54.650000,[0] 0 0
20-01-54.651000,[1] 45 0
20-01-54.651000,""""
20-01-54.652000,"""type 4, info: sync"""
20-01-54.652000,"""Sensor: 1. RSSI: 68"""
20-01-54.653000,"""Sensor: 2. RSSI: 67"""
20-01-54.654000,"""COUNT 1 1"
20-01-54.654000,[0] 0 0
20-01-54.655000,[1] 46 0
20-01-54.655000,""""
20-01-54.658000,"""type 4, info: sync"""
20-01-54.659000,"""Sensor: 2. RSSI: 67"""
20-01-54.659000,"""Sensor: 1. RSSI: 68"""
20-01-54.660000,"""COUNT 1 1"
20-01-54.661000,[0] 0 0
20-01-54.661000,[1] 46 0
20-01-54.662000,""""
20-01-54.663000,"""type 4, info: sync"""
20-01-54.664000,"""Sensor: 2. RSSI: 67"""
20-01-54.669000,"""Sensor: 1. RSSI: 68"""
20-01-54.669000,"""COUNT 1 1"
20-01-54.670000,[0] 0 0
20-01-54.670000,[1] 0 0
20-01-54.671000,""""
20-01-54.671000,"""type 4, info: sync"""
20-01-54.674000,"""Sensor: 1. RSSI: 68"""
20-01-54.675000,"""Sensor: 2. RSSI: 67"""
20-01-54.675000,"""COUNT 1 1"
20-01-54.676000,[0] 0 0
20-01-54.676000,[1] 45 0
20-01-54.687000,""""
20-01-54.687000,"""type 4, info: sync"""
20-01-54.688000,"""Sensor: 1. RSSI: 68"""
20-01-54.688000,"""Sensor: 2. RSSI: 67"""
20-01-54.689000,"""COUNT 1 1"
20-01-54.690000,[0] 0 0
20-01-54.690000,[1] 46 0
20-01-54.691000,""""
20-01-54.691000,"""type 4, info: sync"""
20-01-54.692000,"""Sensor: 1. RSSI: 68"""
20-01-54.692000,"""COUNT 1 0"
20-01-54.698000,[0] 0 0
20-01-54.698000,[1] 0 0
20-01-54.699000,""""
20-01-54.700000,"""type 4, info: sync"""
20-01-54.700000,"""Sensor: 2. RSSI: 67"""
20-01-54.701000,"""Sensor: 1. RSSI: 69"""
20-01-54.702000,"""COUNT 1 1"
20-01-54.702000,[0] 0 0
20-01-54.703000,[1] 46 0
20-01-54.703000,""""
20-01-54.705000,"""type 4, info: sync"""
20-01-54.709000,"""Sensor: 2. RSSI: 67"""
20-01-54.710000,"""Sensor: 1. RSSI: 69"""
20-01-54.710000,"""COUNT 1 1"
20-01-54.711000,[0] 0 0
20-01-54.712000,[1] 0 0
20-01-54.712000,""""
20-01-54.713000,"""type 4, info: sync"""
20-01-54.713000,"""Sensor: 1. RSSI: 69"""
20-01-54.714000,"""Sensor: 2. RSSI: 67"""
20-01-54.715000,"""COUNT 1 1"
20-01-54.716000,[0] 0 0
20-01-54.716000,[1] 46 0
20-01-54.717000,""""
20-01-54.717000,"""type 4, info: sync"""
20-01-54.720000,"""Sensor: 1. RSSI: 68"""
20-01-54.721000,"""Sensor: 2. RSSI: 67"""
20-01-54.721000,"""COUNT 1 1"
20-01-54.722000,[0] 0 0
20-01-54.723000,[1] 46 0
20-01-54.723000,""""
20-01-54.724000,"""type 4, info: sync"""
20-01-54.724000,"""Sensor: 1. RSSI: 68"""
20-01-54.725000,"""Sensor: 2. RSSI: 67"""
20-01-54.725000,"""COUNT 1 1"
20-01-54.728000,[0] 0 0
20-01-54.731000,[1] 46 0
20-01-54.732000,""""
20-01-54.732000,"""type 4, info: sync"""
20-01-54.733000,"""Sensor: 2. RSSI: 66"""
20-01-54.734000,"""Sensor: 1. RSSI: 68"""
20-01-54.737000,"""COUNT 1 1"
20-01-54.737000,[0] 0 0
20-01-54.738000,[1] 46 0
20-01-54.738000,""""
20-01-54.739000,"""type 4, info: sync"""
20-01-54.740000,"""Sensor: 1. RSSI: 69"""
20-01-54.742000,"""COUNT 1 0"
20-01-54.743000,[0] 0 0
20-01-54.743000,[1] 0 0
20-01-54.744000,""""
20-01-54.744000,"""type 4, info: sync"""
20-01-54.747000,"""Sensor: 1. RSSI: 69"""
20-01-54.747000,"""Sensor: 2. RSSI: 67"""
20-01-54.748000,"""COUNT 1 1"
20-01-54.748000,[0] 0 0
20-01-54.749000,[1] 46 0
20-01-54.750000,""""
20-01-54.750000,"""type 4, info: sync"""
20-01-54.753000,"""Sensor: 1. RSSI: 69"""
20-01-54.754000,"""Sensor: 2. RSSI: 67"""
20-01-54.755000,"""COUNT 1 1"
20-01-54.755000,[0] 0 0
20-01-54.757000,[1] 46 0
20-01-54.758000,""""
20-01-54.758000,"""type 4, info: sync"""
20-01-54.759000,"""Sensor: 1. RSSI: 68"""
20-01-54.759000,"""COUNT 1 0"
20-01-54.760000,[0] 0 0
20-01-54.760000,[1] 0 0
20-01-54.761000,""""
20-01-54.764000,"""type 4, info: sync"""
20-01-54.765000,"""Sensor: 2. RSSI: 68"""
20-01-54.765000,"""Sensor: 1. RSSI: 69"""
20-01-54.766000,"""COUNT 1 1"
20-01-54.766000,[0] 0 0
20-01-54.767000,[1] 46 0
20-01-54.767000,""""
