20-01-43.630000,"ÿ""Scanner enabled\r\n""" 
20-02-12.355000,""""
20-02-12.355000,"""type 4, info: sync"""
20-02-12.356000,"""Sensor: 1. RSSI: 66"""
20-02-12.356000,"""Sensor: 2. RSSI: 61"""
20-02-12.357000,"""COUNT 1 1"
20-02-12.357000,[0] 0 0
20-02-12.358000,[1] 48 0
20-02-12.358000,""""
20-02-12.359000,"""type 4, info: sync"""
20-02-12.364000,"""Sensor: 1. RSSI: 66"""
20-02-12.364000,"""Sensor: 2. RSSI: 60"""
20-02-12.366000,"""COUNT 1 1"
20-02-12.367000,[0] 0 0
20-02-12.368000,[1] 48 0
20-02-12.369000,""""
20-02-12.369000,"""type 4, info: sync"""
20-02-12.370000,"""Sensor: 2. RSSI: 60"""
20-02-12.374000,"""Sensor: 1. RSSI: 66"""
20-02-12.377000,"""COUNT 1 1"
20-02-12.378000,[0] 0 0
20-02-12.379000,[1] 48 0
20-02-12.379000,""""
20-02-12.380000,"""type 4, info: sync"""
20-02-12.381000,"""Sensor: 2. RSSI: 60"""
20-02-12.382000,"""Sensor: 1. RSSI: 66"""
20-02-12.386000,"""COUNT 1 1"
20-02-12.387000,[0] 0 0
20-02-12.388000,[1] 0 0
20-02-12.388000,""""
20-02-12.389000,"""type 4, info: sync"""
20-02-12.390000,"""Sensor: 1. RSSI: 66"""
20-02-12.396000,"""Sensor: 2. RSSI: 61"""
20-02-12.397000,"""COUNT 1 1"
20-02-12.398000,[0] 0 0
20-02-12.398000,[1] 48 0
20-02-12.398000,""""
20-02-12.399000,"""type 4, info: sync"""
20-02-12.400000,"""Sensor: 1. RSSI: 66"""
20-02-12.403000,"""Sensor: 2. RSSI: 60"""
20-02-12.407000,"""COUNT 1 1"
20-02-12.408000,[0] 0 0
20-02-12.410000,[1] 48 0
20-02-12.412000,""""
20-02-12.412000,"""type 4, info: sync"""
20-02-12.413000,"""Sensor: 1. RSSI: 66"""
20-02-12.413000,"""Sensor: 2. RSSI: 61"""
20-02-12.416000,"""COUNT 1 1"
20-02-12.417000,[0] 0 0
20-02-12.418000,[1] 48 0
20-02-12.419000,""""
20-02-12.419000,"""type 4, info: sync"""
20-02-12.420000,"""Sensor: 2. RSSI: 61"""
20-02-12.425000,"""Sensor: 1. RSSI: 66"""
20-02-12.427000,"""COUNT 1 1"
20-02-12.428000,[0] 0 0
20-02-12.429000,[1] 48 0
20-02-12.429000,""""
20-02-12.429000,"""type 4, info: sync"""
20-02-12.430000,"""Sensor: 2. RSSI: 60"""
20-02-12.432000,"""Sensor: 1. RSSI: 66"""
20-02-12.436000,"""COUNT 1 1"
20-02-12.437000,[0] 0 0
20-02-12.437000,[1] 0 0
20-02-12.438000,""""
20-02-12.438000,"""type 4, info: sync"""
20-02-12.445000,"""Sensor: 2. RSSI: 60"""
20-02-12.447000,"""COUNT 0 1"
20-02-12.448000,[0] 0 0
20-02-12.449000,[1] 48 0
20-02-12.449000,""""
20-02-12.450000,"""type 4, info: sync"""
20-02-12.450000,"""Sensor: 1. RSSI: 66"""
20-02-12.453000,"""Sensor: 2. RSSI: 60"""
20-02-12.456000,"""COUNT 1 1"
20-02-12.456000,[0] 0 0
20-02-12.457000,[1] 48 0
20-02-12.458000,""""
20-02-12.458000,"""type 4, info: sync"""
20-02-12.467000,"""Sensor: 1. RSSI: 66"""
20-02-12.467000,"""Sensor: 2. RSSI: 61"""
20-02-12.468000,"""COUNT 1 1"
20-02-12.468000,[0] 0 0
20-02-12.469000,[1] 48 0
20-02-12.469000,""""
20-02-12.470000,"""type 4, info: sync"""
20-02-12.470000,"""Sensor: 2. RSSI: 61"""
20-02-12.474000,"""Sensor: 1. RSSI: 66"""
20-02-12.478000,"""COUNT 1 1"
20-02-12.479000,[0] 0 0
20-02-12.480000,[1] 48 0
20-02-12.480000,""""
20-02-12.481000,"""type 4, info: sync"""
20-02-12.481000,"""Sensor: 1. RSSI: 66"""
20-02-12.485000,"""COUNT 1 0"
20-02-12.486000,[0] 0 0
20-02-12.490000,[1] 0 0
20-02-12.491000,""""
20-02-12.491000,"""type 4, info: sync"""
20-02-12.492000,"""Sensor: 1. RSSI: 66"""
20-02-12.494000,"""Sensor: 2. RSSI: 60"""
20-02-12.496000,"""COUNT 1 1"
20-02-12.496000,[0] 0 0
20-02-12.497000,[1] 48 0
20-02-12.497000,""""
20-02-12.498000,"""type 4, info: sync"""
20-02-12.501000,"""Sensor: 2. RSSI: 60"""
20-02-12.506000,"""COUNT 0 1"
20-02-12.507000,[0] 0 0
20-02-12.508000,[1] 0 0
20-02-12.509000,""""
20-02-12.512000,"""type 4, info: sync"""
20-02-12.513000,"""Sensor: 1. RSSI: 66"""
20-02-12.513000,"""Sensor: 2. RSSI: 61"""
20-02-12.516000,"""COUNT 1 1"
20-02-12.516000,[0] 0 0
20-02-12.517000,[1] 48 0
20-02-12.518000,""""
20-02-12.518000,"""type 4, info: sync"""
20-02-12.524000,"""Sensor: 1. RSSI: 66"""
20-02-12.525000,"""COUNT 1 0"
20-02-12.526000,[0] 0 0
20-02-12.527000,[1] 0 0
20-02-12.527000,""""
20-02-12.528000,"""type 4, info: sync"""
20-02-12.529000,"""Sensor: 2. RSSI: 61"""
20-02-12.531000,"""Sensor: 1. RSSI: 66"""
20-02-12.536000,"""COUNT 1 1"
20-02-12.536000,[0] 0 0
20-02-12.537000,[1] 0 0
20-02-12.538000,""""
20-02-12.538000,"""type 4, info: sync"""
20-02-12.540000,"""Sensor: 1. RSSI: 66"""
20-02-12.546000,"""COUNT 1 0"
20-02-12.547000,[0] 0 0
20-02-12.547000,[1] 0 0
20-02-12.548000,""""
20-02-12.550000,"""type 4, info: sync"""
20-02-12.550000,"""Sensor: 1. RSSI: 66"""
20-02-12.552000,"""Sensor: 2. RSSI: 61"""
20-02-12.556000,"""COUNT 1 1"
20-02-12.557000,[0] 0 0
20-02-12.557000,[1] 48 0
20-02-12.558000,""""
20-02-12.558000,"""type 4, info: sync"""
20-02-12.560000,"""Sensor: 1. RSSI: 66"""
20-02-12.561000,"""Sensor: 2. RSSI: 61"""
20-02-12.566000,"""COUNT 1 1"
20-02-12.572000,[0] 0 0
20-02-12.573000,[1] 48 0
20-02-12.573000,""""
20-02-12.574000,"""type 4, info: sync"""
20-02-12.574000,"""Sensor: 2. RSSI: 60"""
20-02-12.575000,"""Sensor: 1. RSSI: 66"""
20-02-12.576000,"""COUNT 1 1"
20-02-12.577000,[0] 0 0
20-02-12.581000,[1] 48 0
20-02-12.583000,""""
20-02-12.583000,"""type 4, info: sync"""
20-02-12.584000,"""Sensor: 2. RSSI: 60"""
20-02-12.584000,"""Sensor: 1. RSSI: 66"""
20-02-12.586000,"""COUNT 1 1"
20-02-12.586000,[0] 0 0
20-02-12.587000,[1] 0 0
20-02-12.588000,""""
20-02-12.588000,"""type 4, info: sync"""
20-02-12.590000,"""Sensor: 1. RSSI: 66"""
20-02-12.594000,"""Sensor: 2. RSSI: 60"""
20-02-12.596000,"""COUNT 1 1"
20-02-12.597000,[0] 0 0
20-02-12.603000,[1] 48 0
20-02-12.604000,""""
20-02-12.605000,"""type 4, info: sync"""
20-02-12.606000,"""Sensor: 1. RSSI: 66"""
20-02-12.606000,"""Sensor: 2. RSSI: 60"""
20-02-12.607000,"""COUNT 1 1"
20-02-12.608000,[0] 0 0
20-02-12.609000,[1] 48 0
20-02-12.615000,""""
20-02-12.616000,"""type 4, info: sync"""
20-02-12.616000,"""Sensor: 1. RSSI: 66"""
20-02-12.617000,"""Sensor: 2. RSSI: 60"""
20-02-12.618000,"""COUNT 1 1"
20-02-12.618000,[0] 0 0
20-02-12.619000,[1] 48 0
20-02-12.619000,""""
20-02-12.620000,"""type 4, info: sync"""
20-02-12.620000,"""Sensor: 2. RSSI: 60"""
20-02-12.624000,"""Sensor: 1. RSSI: 65"""
20-02-12.627000,"""COUNT 1 1"
20-02-12.627000,[0] 0 0
20-02-12.628000,[1] 48 0
20-02-12.629000,""""
20-02-12.629000,"""type 4, info: sync"""
20-02-12.632000,"""Sensor: 2. RSSI: 60"""
20-02-12.633000,"""Sensor: 1. RSSI: 66"""
20-02-12.636000,"""COUNT 1 1"
20-02-12.637000,[0] 0 0
20-02-12.637000,[1] 0 0
20-02-12.638000,""""
20-02-12.639000,"""type 4, info: sync"""
20-02-12.640000,"""Sensor: 1. RSSI: 66"""
20-02-12.644000,"""Sensor: 2. RSSI: 60"""
20-02-12.647000,"""COUNT 1 1"
20-02-12.647000,[0] 0 0
20-02-12.648000,[1] 48 0
20-02-12.648000,""""
20-02-12.649000,"""type 4, info: sync"""
20-02-12.650000,"""Sensor: 1. RSSI: 66"""
20-02-12.652000,"""Sensor: 2. RSSI: 60"""
20-02-12.656000,"""COUNT 1 1"
20-02-12.657000,[0] 0 0
20-02-12.657000,[1] 48 0
20-02-12.658000,""""
20-02-12.658000,"""type 4, info: sync"""
20-02-12.660000,"""Sensor: 1. RSSI: 65"""
20-02-12.662000,"""Sensor: 2. RSSI: 60"""
20-02-12.667000,"""COUNT 1 1"
20-02-12.667000,[0] 0 0
20-02-12.668000,[1] 48 0
20-02-12.669000,""""
20-02-12.669000,"""type 4, info: sync"""
20-02-12.670000,"""Sensor: 2. RSSI: 60"""
20-02-12.674000,"""Sensor: 1. RSSI: 66"""
20-02-12.677000,"""COUNT 1 1"
20-02-12.678000,[0] 0 0
20-02-12.678000,[1] 48 0
20-02-12.679000,""""
20-02-12.680000,"""type 4, info: sync"""
20-02-12.681000,"""Sensor: 2. RSSI: 60"""
20-02-12.682000,"""Sensor: 1. RSSI: 65"""
20-02-12.687000,"""COUNT 1 1"
20-02-12.688000,[0] 0 0
20-02-12.688000,[1] 0 0
20-02-12.689000,""""
20-02-12.689000,"""type 4, info: sync"""
20-02-12.690000,"""Sensor: 1. RSSI: 66"""
20-02-12.696000,"""COUNT 1 0"
20-02-12.698000,[0] 0 0
20-02-12.698000,[1] 0 0
20-02-12.699000,""""
20-02-12.699000,"""type 4, info: sync"""
20-02-12.700000,"""Sensor: 1. RSSI: 65"""
20-02-12.703000,"""Sensor: 2. RSSI: 60"""
20-02-12.706000,"""COUNT 1 1"
20-02-12.707000,[0] 0 0
20-02-12.708000,[1] 48 0
20-02-12.708000,""""
20-02-12.709000,"""type 4, info: sync"""
20-02-12.710000,"""Sensor: 1. RSSI: 66"""
20-02-12.711000,"""Sensor: 2. RSSI: 60"""
20-02-12.717000,"""COUNT 1 1"
20-02-12.718000,[0] 0 0
20-02-12.719000,[1] 48 0
20-02-12.719000,""""
20-02-12.720000,"""type 4, info: sync"""
20-02-12.721000,"""Sensor: 2. RSSI: 60"""
20-02-12.727000,"""COUNT 0 1"
20-02-12.727000,[0] 0 0
20-02-12.728000,[1] 48 0
20-02-12.729000,""""
20-02-12.729000,"""type 4, info: sync"""
20-02-12.730000,"""Sensor: 2. RSSI: 60"""
20-02-12.732000,"""Sensor: 1. RSSI: 66"""
20-02-12.736000,"""COUNT 1 1"
20-02-12.738000,[0] 0 0
20-02-12.739000,[1] 0 0
20-02-12.739000,""""
20-02-12.740000,"""type 4, info: sync"""
20-02-12.740000,"""Sensor: 1. RSSI: 65"""
20-02-12.744000,"""Sensor: 2. RSSI: 60"""
20-02-12.747000,"""COUNT 1 1"
20-02-12.753000,[0] 0 0
20-02-12.753000,[1] 48 0
20-02-12.754000,""""
20-02-12.754000,"""type 4, info: sync"""
20-02-12.754000,"""Sensor: 2. RSSI: 60"""
20-02-12.757000,"""COUNT 0 1"
20-02-12.759000,[0] 0 0
20-02-12.759000,[1] 48 0
20-02-12.760000,""""
20-02-12.763000,"""type 4, info: sync"""
20-02-12.764000,"""Sensor: 1. RSSI: 65"""
20-02-12.764000,"""Sensor: 2. RSSI: 60"""
20-02-12.766000,"""COUNT 1 1"
20-02-12.767000,[0] 0 0
20-02-12.768000,[1] 48 0
20-02-12.769000,""""
20-02-12.770000,"""type 4, info: sync"""
20-02-12.770000,"""Sensor: 2. RSSI: 60"""
20-02-12.774000,"""Sensor: 1. RSSI: 66"""
20-02-12.778000,"""COUNT 1 1"
20-02-12.779000,[0] 0 0
20-02-12.779000,[1] 48 0
20-02-12.780000,""""
20-02-12.780000,"""type 4, info: sync"""
20-02-12.781000,"""Sensor: 2. RSSI: 60"""
20-02-12.783000,"""Sensor: 1. RSSI: 66"""
20-02-12.786000,"""COUNT 1 1"
20-02-12.787000,[0] 0 0
20-02-12.790000,[1] 0 0
20-02-12.790000,""""
20-02-12.791000,"""type 4, info: sync"""
20-02-12.791000,"""Sensor: 1. RSSI: 66"""
20-02-12.794000,"""Sensor: 2. RSSI: 60"""
20-02-12.796000,"""COUNT 1 1"
20-02-12.797000,[0] 0 0
20-02-12.798000,[1] 48 0
20-02-12.798000,""""
20-02-12.801000,"""type 4, info: sync"""
20-02-12.802000,"""Sensor: 1. RSSI: 65"""
20-02-12.804000,"""Sensor: 2. RSSI: 60"""
20-02-12.807000,"""COUNT 1 1"
20-02-12.807000,[0] 0 0
20-02-12.808000,[1] 48 0
20-02-12.808000,""""
20-02-12.809000,"""type 4, info: sync"""
20-02-12.810000,"""Sensor: 1. RSSI: 66"""
20-02-12.811000,"""Sensor: 2. RSSI: 60"""
20-02-12.816000,"""COUNT 1 1"
20-02-12.817000,[0] 0 0
20-02-12.818000,[1] 48 0
20-02-12.820000,""""
20-02-12.821000,"""type 4, info: sync"""
20-02-12.821000,"""Sensor: 2. RSSI: 60"""
20-02-12.822000,"""Sensor: 1. RSSI: 66"""
20-02-12.827000,"""COUNT 1 1"
20-02-12.831000,[0] 0 0
20-02-12.833000,[1] 48 0
20-02-12.833000,""""
20-02-12.834000,"""type 4, info: sync"""
20-02-12.834000,"""Sensor: 2. RSSI: 60"""
20-02-12.835000,"""Sensor: 1. RSSI: 66"""
20-02-12.836000,"""Sensor: 2. RSSI: 60"""
20-02-12.836000,"""COUNT 1 2"
20-02-12.837000,[0] 0 0
20-02-12.838000,[1] 48 0
20-02-12.838000,""""
20-02-12.839000,"""type 4, info: sync"""
20-02-12.847000,"""Sensor: 2. RSSI: 60"""
20-02-12.849000,"""Sensor: 1. RSSI: 66"""
20-02-12.850000,"""COUNT 1 1"
20-02-12.850000,[0] 0 0
20-02-12.851000,[1] 48 0
20-02-12.851000,""""
20-02-12.852000,"""type 4, info: sync"""
20-02-12.852000,"""Sensor: 2. RSSI: 60"""
20-02-12.853000,"""Sensor: 1. RSSI: 65"""
20-02-12.856000,"""COUNT 1 1"
20-02-12.856000,[0] 0 0
20-02-12.857000,[1] 48 0
20-02-12.857000,""""
20-02-12.863000,"""type 4, info: sync"""
20-02-12.863000,"""Sensor: 1. RSSI: 66"""
20-02-12.864000,"""Sensor: 2. RSSI: 60"""
20-02-12.866000,"""COUNT 1 1"
20-02-12.866000,[0] 0 0
20-02-12.867000,[1] 48 0
20-02-12.868000,""""
20-02-12.868000,"""type 4, info: sync"""
20-02-12.869000,"""Sensor: 1. RSSI: 66"""
20-02-12.872000,"""Sensor: 2. RSSI: 60"""
20-02-12.876000,"""COUNT 1 1"
20-02-12.876000,[0] 0 0
20-02-12.877000,[1] 48 0
20-02-12.878000,""""
20-02-12.878000,"""type 4, info: sync"""
20-02-12.882000,"""Sensor: 1. RSSI: 65"""
20-02-12.883000,"""Sensor: 2. RSSI: 60"""
20-02-12.886000,"""COUNT 1 1"
20-02-12.887000,[0] 0 0
20-02-12.887000,[1] 48 0
20-02-12.888000,""""
20-02-12.889000,"""type 4, info: sync"""
20-02-12.890000,"""Sensor: 2. RSSI: 60"""
20-02-12.893000,"""Sensor: 1. RSSI: 66"""
20-02-12.896000,"""COUNT 1 1"
20-02-12.897000,[0] 0 0
20-02-12.897000,[1] 48 0
20-02-12.898000,""""
20-02-12.898000,"""type 4, info: sync"""
20-02-12.901000,"""Sensor: 2. RSSI: 60"""
20-02-12.901000,"""Sensor: 1. RSSI: 66"""
20-02-12.906000,"""COUNT 1 1"
20-02-12.906000,[0] 0 0
20-02-12.907000,[1] 0 0
20-02-12.907000,""""
20-02-12.908000,"""type 4, info: sync"""
20-02-12.910000,"""Sensor: 1. RSSI: 66"""
20-02-12.913000,"""Sensor: 2. RSSI: 60"""
20-02-12.916000,"""COUNT 1 1"
20-02-12.916000,[0] 0 0
20-02-12.917000,[1] 48 0
20-02-12.918000,""""
20-02-12.918000,"""type 4, info: sync"""
20-02-12.922000,"""Sensor: 2. RSSI: 60"""
20-02-12.926000,"""COUNT 0 1"
20-02-12.926000,[0] 0 0
20-02-12.927000,[1] 48 0
20-02-12.928000,""""
20-02-12.928000,"""type 4, info: sync"""
20-02-12.935000,"""Sensor: 1. RSSI: 66"""
20-02-12.936000,"""Sensor: 2. RSSI: 60"""
20-02-12.936000,"""COUNT 1 1"
20-02-12.937000,[0] 0 0
20-02-12.938000,[1] 48 0
20-02-12.938000,""""
20-02-12.939000,"""type 4, info: sync"""
20-02-12.939000,"""Sensor: 2. RSSI: 60"""
20-02-12.944000,"""Sensor: 1. RSSI: 65"""
20-02-12.947000,"""COUNT 1 1"
20-02-12.947000,[0] 0 0
20-02-12.948000,[1] 48 0
20-02-12.949000,""""
20-02-12.950000,"""type 4, info: sync"""
20-02-12.950000,"""Sensor: 2. RSSI: 60"""
20-02-12.951000,"""Sensor: 1. RSSI: 66"""
20-02-12.955000,"""COUNT 1 1"
20-02-12.959000,[0] 0 0
20-02-12.960000,[1] 0 0
20-02-12.961000,""""
20-02-12.961000,"""type 4, info: sync"""
20-02-12.964000,"""Sensor: 2. RSSI: 60"""
20-02-12.966000,"""COUNT 0 1"
20-02-12.966000,[0] 0 0
20-02-12.968000,[1] 47 0
20-02-12.971000,""""
20-02-12.972000,"""type 4, info: sync"""
20-02-12.972000,"""Sensor: 1. RSSI: 66"""
20-02-12.973000,"""Sensor: 2. RSSI: 60"""
20-02-12.976000,"""COUNT 1 1"
20-02-12.977000,[0] 0 0
20-02-12.978000,[1] 48 0
20-02-12.978000,""""
20-02-12.980000,"""type 4, info: sync"""
20-02-12.981000,"""Sensor: 1. RSSI: 66"""
20-02-12.981000,"""Sensor: 2. RSSI: 60"""
20-02-12.986000,"""COUNT 1 1"
20-02-12.987000,[0] 0 0
20-02-12.987000,[1] 48 0
20-02-12.988000,""""
20-02-12.988000,"""type 4, info: sync"""
20-02-12.990000,"""Sensor: 2. RSSI: 60"""
20-02-12.994000,"""Sensor: 1. RSSI: 66"""
20-02-12.997000,"""COUNT 1 1"
20-02-12.997000,[0] 0 0
20-02-13.003000,[1] 48 0
20-02-13.007000,""""
20-02-13.008000,"""type 4, info: sync"""
20-02-13.008000,"""Sensor: 2. RSSI: 60"""
20-02-13.008000,"""Sensor: 1. RSSI: 65"""
20-02-13.009000,"""COUNT 1 1"
20-02-13.009000,[0] 0 0
20-02-13.010000,[1] 0 0
20-02-13.010000,""""
20-02-13.011000,"""type 4, info: sync"""
20-02-13.011000,"""Sensor: 1. RSSI: 65"""
20-02-13.014000,"""Sensor: 2. RSSI: 60"""
20-02-13.016000,"""COUNT 1 1"
20-02-13.017000,[0] 0 0
20-02-13.018000,[1] 48 0
20-02-13.018000,""""
20-02-13.019000,"""type 4, info: sync"""
20-02-13.020000,"""Sensor: 1. RSSI: 65"""
20-02-13.022000,"""Sensor: 2. RSSI: 60"""
20-02-13.026000,"""COUNT 1 1"
20-02-13.027000,[0] 0 0
20-02-13.028000,[1] 48 0
20-02-13.028000,""""
20-02-13.028000,"""type 4, info: sync"""
20-02-13.030000,"""Sensor: 1. RSSI: 66"""
20-02-13.031000,"""Sensor: 2. RSSI: 60"""
20-02-13.036000,"""COUNT 1 1"
20-02-13.037000,[0] 0 0
20-02-13.040000,[1] 48 0
20-02-13.040000,""""
20-02-13.041000,"""type 4, info: sync"""
20-02-13.041000,"""Sensor: 2. RSSI: 60"""
20-02-13.044000,"""Sensor: 1. RSSI: 65"""
20-02-13.046000,"""COUNT 1 1"
20-02-13.047000,[0] 0 0
20-02-13.048000,[1] 48 0
20-02-13.049000,""""
20-02-13.052000,"""type 4, info: sync"""
20-02-13.052000,"""Sensor: 2. RSSI: 60"""
20-02-13.054000,"""Sensor: 1. RSSI: 65"""
20-02-13.056000,"""COUNT 1 1"
20-02-13.056000,[0] 0 0
20-02-13.057000,[1] 0 0
20-02-13.057000,""""
20-02-13.058000,"""type 4, info: sync"""
20-02-13.060000,"""Sensor: 1. RSSI: 66"""
20-02-13.078000,"""Sensor: 2. RSSI: 60"""
20-02-13.088000,"""COUNT 1 1"
20-02-13.088000,[0] 0 0
20-02-13.089000,[1] 48 0
20-02-13.090000,""""
20-02-13.090000,"""type 4, info: sync"""
20-02-13.091000,"""Sensor: 2. RSSI: 60"""
20-02-13.091000,"""COUNT 0 1"
20-02-13.091000,[0] 0 0
20-02-13.092000,[1] 48 0
20-02-13.092000,""""
20-02-13.093000,"""type 4, info: sync"""
20-02-13.093000,"""Sensor: 1. RSSI: 65"""
20-02-13.094000,"""Sensor: 2. RSSI: 60"""
20-02-13.094000,"""COUNT 1 1"
20-02-13.095000,[0] 0 0
20-02-13.095000,[1] 48 0
20-02-13.101000,""""
20-02-13.102000,"""type 4, info: sync"""
20-02-13.102000,"""Sensor: 2. RSSI: 60"""
20-02-13.103000,"""Sensor: 1. RSSI: 66"""
20-02-13.103000,"""COUNT 1 1"
20-02-13.104000,[0] 0 0
20-02-13.105000,[1] 48 0
20-02-13.105000,""""
20-02-13.106000,"""type 4, info: sync"""
20-02-13.106000,"""Sensor: 2. RSSI: 60"""
20-02-13.107000,"""Sensor: 1. RSSI: 65"""
20-02-13.108000,"""COUNT 1 1"
20-02-13.109000,[0] 0 0
20-02-13.110000,[1] 0 0
20-02-13.115000,""""
20-02-13.116000,"""type 4, info: sync"""
20-02-13.116000,"""Sensor: 1. RSSI: 65"""
20-02-13.117000,"""Sensor: 2. RSSI: 59"""
20-02-13.117000,"""COUNT 1 1"
20-02-13.118000,[0] 0 0
20-02-13.119000,[1] 48 0
20-02-13.119000,""""
20-02-13.120000,"""type 4, info: sync"""
20-02-13.120000,"""Sensor: 1. RSSI: 65"""
20-02-13.123000,"""Sensor: 2. RSSI: 59"""
20-02-13.127000,"""COUNT 1 1"
20-02-13.127000,[0] 0 0
20-02-13.128000,[1] 48 0
20-02-13.128000,""""
20-02-13.129000,"""type 4, info: sync"""
20-02-13.130000,"""Sensor: 1. RSSI: 65"""
20-02-13.131000,"""Sensor: 2. RSSI: 59"""
20-02-13.136000,"""COUNT 1 1"
20-02-13.137000,[0] 0 0
20-02-13.138000,[1] 48 0
20-02-13.139000,""""
20-02-13.139000,"""type 4, info: sync"""
20-02-13.140000,"""Sensor: 2. RSSI: 59"""
20-02-13.144000,"""Sensor: 1. RSSI: 65"""
20-02-13.148000,"""COUNT 1 1"
20-02-13.149000,[0] 0 0
20-02-13.149000,[1] 48 0
20-02-13.150000,""""
20-02-13.150000,"""type 4, info: sync"""
20-02-13.151000,"""Sensor: 2. RSSI: 59"""
20-02-13.152000,"""Sensor: 1. RSSI: 65"""
20-02-13.157000,"""COUNT 1 1"
20-02-13.159000,[0] 0 0
20-02-13.160000,[1] 0 0
20-02-13.160000,""""
20-02-13.161000,"""type 4, info: sync"""
20-02-13.161000,"""Sensor: 1. RSSI: 65"""
20-02-13.164000,"""Sensor: 2. RSSI: 59"""
20-02-13.166000,"""COUNT 1 1"
20-02-13.167000,[0] 0 0
20-02-13.168000,[1] 48 0
20-02-13.168000,""""
20-02-13.169000,"""type 4, info: sync"""
20-02-13.170000,"""Sensor: 1. RSSI: 65"""
20-02-13.172000,"""Sensor: 2. RSSI: 59"""
20-02-13.177000,"""COUNT 1 1"
20-02-13.178000,[0] 0 0
20-02-13.178000,[1] 48 0
20-02-13.178000,""""
20-02-13.179000,"""type 4, info: sync"""
20-02-13.180000,"""Sensor: 1. RSSI: 65"""
20-02-13.181000,"""Sensor: 2. RSSI: 59"""
20-02-13.186000,"""COUNT 1 1"
20-02-13.188000,[0] 0 0
20-02-13.188000,[1] 48 0
20-02-13.190000,""""
20-02-13.190000,"""type 4, info: sync"""
20-02-13.190000,"""Sensor: 2. RSSI: 59"""
20-02-13.195000,"""Sensor: 1. RSSI: 65"""
20-02-13.199000,"""COUNT 1 1"
20-02-13.200000,[0] 0 0
20-02-13.200000,[1] 48 0
20-02-13.200000,""""
20-02-13.201000,"""type 4, info: sync"""
20-02-13.201000,"""Sensor: 2. RSSI: 59"""
20-02-13.202000,"""Sensor: 1. RSSI: 65"""
20-02-13.205000,"""COUNT 1 1"
20-02-13.208000,[0] 0 0
20-02-13.209000,[1] 0 0
20-02-13.209000,""""
20-02-13.210000,"""type 4, info: sync"""
20-02-13.210000,"""Sensor: 1. RSSI: 65"""
20-02-13.213000,"""Sensor: 2. RSSI: 59"""
20-02-13.216000,"""COUNT 1 1"
20-02-13.216000,[0] 0 0
20-02-13.217000,[1] 48 0
20-02-13.220000,""""
20-02-13.221000,"""type 4, info: sync"""
20-02-13.221000,"""Sensor: 1. RSSI: 65"""
20-02-13.222000,"""Sensor: 2. RSSI: 59"""
20-02-13.226000,"""COUNT 1 1"
20-02-13.231000,[0] 0 0
20-02-13.231000,[1] 48 0
20-02-13.232000,""""
20-02-13.232000,"""type 4, info: sync"""
20-02-13.233000,"""Sensor: 1. RSSI: 65"""
20-02-13.233000,"""Sensor: 2. RSSI: 59"""
20-02-13.236000,"""COUNT 1 1"
20-02-13.237000,[0] 0 0
20-02-13.238000,[1] 48 0
20-02-13.238000,""""
20-02-13.239000,"""type 4, info: sync"""
20-02-13.243000,"""Sensor: 1. RSSI: 65"""
20-02-13.245000,"""COUNT 1 0"
20-02-13.246000,[0] 0 0
20-02-13.247000,[1] 0 0
20-02-13.247000,""""
20-02-13.248000,"""type 4, info: sync"""
20-02-13.249000,"""Sensor: 2. RSSI: 59"""
20-02-13.251000,"""Sensor: 1. RSSI: 65"""
20-02-13.255000,"""COUNT 1 1"
20-02-13.258000,[0] 0 0
20-02-13.259000,[1] 0 0
20-02-13.260000,""""
20-02-13.262000,"""type 4, info: sync"""
20-02-13.263000,"""Sensor: 1. RSSI: 65"""
20-02-13.263000,"""Sensor: 2. RSSI: 59"""
20-02-13.266000,"""COUNT 1 1"
20-02-13.267000,[0] 0 0
20-02-13.269000,[1] 48 0
20-02-13.270000,""""
20-02-13.270000,"""type 4, info: sync"""
20-02-13.271000,"""Sensor: 1. RSSI: 65"""
20-02-13.273000,"""Sensor: 2. RSSI: 59"""
20-02-13.276000,"""COUNT 1 1"
20-02-13.277000,[0] 0 0
20-02-13.277000,[1] 48 0
20-02-13.278000,""""
20-02-13.278000,"""type 4, info: sync"""
20-02-13.279000,"""Sensor: 1. RSSI: 65"""
20-02-13.281000,"""Sensor: 2. RSSI: 59"""
20-02-13.286000,"""COUNT 1 1"
20-02-13.286000,[0] 0 0
20-02-13.287000,[1] 48 0
20-02-13.287000,""""
20-02-13.288000,"""type 4, info: sync"""
20-02-13.289000,"""Sensor: 2. RSSI: 59"""
20-02-13.294000,"""Sensor: 1. RSSI: 65"""
20-02-13.296000,"""COUNT 1 1"
20-02-13.297000,[0] 0 0
20-02-13.301000,[1] 48 0
20-02-13.301000,""""
20-02-13.303000,"""type 4, info: sync"""
20-02-13.303000,"""Sensor: 2. RSSI: 59"""
20-02-13.304000,"""Sensor: 1. RSSI: 65"""
20-02-13.305000,"""COUNT 1 1"
20-02-13.306000,[0] 0 0
20-02-13.307000,[1] 0 0
20-02-13.309000,""""
20-02-13.309000,"""type 4, info: sync"""
20-02-13.314000,"""Sensor: 2. RSSI: 59"""
20-02-13.316000,"""COUNT 0 1"
20-02-13.316000,[0] 0 0
20-02-13.317000,[1] 48 0
20-02-13.317000,""""
20-02-13.322000,"""type 4, info: sync"""
